group_type,group_value,threshold,sample_count,harmful_count,predicted_harmful_count,tp,fp,fn,precision,recall,f1,fallback_rate,mean_delta_no_gate,mean_delta_after_gate,mean_delta_loss_from_gate
all,all,0.0,2985,1427,2985,1427,1558,0,0.47805695142378557,1.0,0.6468721668177697,1.0,0.02455257240561877,0.0,0.02455257240561877
all,all,0.05,2985,1427,2896,1426,1470,1,0.4924033149171271,0.9992992291520673,0.6597270414064308,0.9701842546063651,0.02455257240561877,0.0010800736043883841,0.023472498801230385
all,all,0.1,2985,1427,2804,1420,1384,7,0.5064194008559201,0.9950946040644709,0.6712361143937603,0.9393634840871021,0.02455257240561877,0.002278074353723997,0.022274498051894773
all,all,0.15,2985,1427,2687,1409,1278,18,0.5243766282098995,0.9873861247372109,0.6849781234807972,0.9001675041876047,0.02455257240561877,0.0028661553615808395,0.02168641704403793
all,all,0.2,2985,1427,2530,1377,1153,50,0.5442687747035573,0.9649614576033637,0.6959818043972706,0.847571189279732,0.02455257240561877,0.0034131707678782667,0.0211394016377405
all,all,0.25,2985,1427,2358,1344,1014,83,0.5699745547073791,0.9418360196215837,0.7101717305151917,0.7899497487437186,0.02455257240561877,0.00447364231089985,0.02007893009471892
all,all,0.3,2985,1427,2217,1307,910,120,0.5895354082092918,0.9159074982480728,0.717343578485181,0.742713567839196,0.02455257240561877,0.005275647277357814,0.019276925128260954
all,all,0.35,2985,1427,2054,1256,798,171,0.611489776046738,0.8801681850035038,0.7216317150244183,0.688107202680067,0.02455257240561877,0.005829161616635512,0.018723410788983257
all,all,0.4,2985,1427,1860,1183,677,244,0.636021505376344,0.8290119131044149,0.7198052935807727,0.6231155778894473,0.02455257240561877,0.006705141533488454,0.017847430872130317
all,all,0.45,2985,1427,1655,1097,558,330,0.6628398791540786,0.7687456201822004,0.7118754055807917,0.5544388609715243,0.02455257240561877,0.008152138708474154,0.016400433697144615
all,all,0.5,2985,1427,1451,1007,444,420,0.6940041350792557,0.7056762438682551,0.6997915218902017,0.48609715242881074,0.02455257240561877,0.011695540317821322,0.012857032087797447
all,all,0.55,2985,1427,1256,908,348,519,0.7229299363057324,0.6362999299229152,0.6768542676108833,0.4207705192629816,0.02455257240561877,0.010453513704988055,0.014099058700630714
all,all,0.6,2985,1427,1073,799,274,628,0.744641192917055,0.559915907498248,0.6391999999999999,0.359463986599665,0.02455257240561877,0.012979822900354258,0.011572749505264511
all,all,0.65,2985,1427,905,688,217,739,0.7602209944751381,0.4821303433777155,0.5900514579759862,0.30318257956448913,0.02455257240561877,0.01392235001628526,0.01063022238933351
all,all,0.7,2985,1427,723,568,155,859,0.7856154910096819,0.39803784162578837,0.5283720930232558,0.2422110552763819,0.02455257240561877,0.016168545228917912,0.008384027176700858
all,all,0.75,2985,1427,557,447,110,980,0.8025134649910234,0.3132445690259285,0.4506048387096774,0.18659966499162478,0.02455257240561877,0.019315516512555555,0.0052370558930632145
