group_type,group_value,threshold,sample_count,harmful_count,predicted_harmful_count,tp,fp,fn,precision,recall,f1,fallback_rate,mean_delta_no_gate,mean_delta_after_gate,mean_delta_loss_from_gate
all,all,0.0,2985,1427,2985,1427,1558,0,0.47805695142378557,1.0,0.6468721668177697,1.0,0.03145251246145302,0.0,0.03145251246145302
all,all,0.05,2985,1427,2879,1424,1455,3,0.4946161861757555,0.9978976874562018,0.6614026939154668,0.9644891122278056,0.03145251246145302,0.0017838611915091554,0.02966865126994386
all,all,0.1,2985,1427,2764,1414,1350,13,0.5115774240231549,0.9908899789768746,0.6747792889525173,0.925963149078727,0.03145251246145302,0.002540799162694564,0.028911713298758454
all,all,0.15,2985,1427,2653,1399,1254,28,0.527327553712778,0.9803784162578837,0.6857843137254902,0.8887772194304857,0.03145251246145302,0.004754751432544096,0.02669776102890892
all,all,0.2,2985,1427,2509,1375,1134,52,0.5480271024312475,0.9635599159074982,0.6986788617886179,0.840536013400335,0.03145251246145302,0.005758775853419738,0.025693736608033278
all,all,0.25,2985,1427,2318,1327,991,100,0.5724762726488352,0.9299229152067274,0.7086782376502001,0.7765494137353434,0.03145251246145302,0.007180900436791298,0.02427161202466172
all,all,0.3,2985,1427,2127,1276,851,151,0.5999059708509638,0.8941836019621584,0.7180641530669668,0.7125628140703517,0.03145251246145302,0.009207061254534169,0.02224545120691885
all,all,0.35,2985,1427,1959,1218,741,209,0.6217457886676876,0.8535388927820603,0.7194329592439456,0.6562814070351759,0.03145251246145302,0.01069976993128985,0.020752742530163168
all,all,0.4,2985,1427,1815,1163,652,264,0.6407713498622589,0.8149964961457603,0.7174583590376311,0.6080402010050251,0.03145251246145302,0.010846991908783061,0.020605520552669954
all,all,0.45,2985,1427,1660,1092,568,335,0.6578313253012048,0.7652417659425368,0.707482993197279,0.5561139028475712,0.03145251246145302,0.01200641277042574,0.01944609969102728
all,all,0.5,2985,1427,1454,1003,451,424,0.6898211829436038,0.7028731604765242,0.6962860118014579,0.48710217755443885,0.03145251246145302,0.014050134444623781,0.017402378016829236
all,all,0.55,2985,1427,1258,904,354,523,0.7186009538950715,0.6334968465311843,0.6733705772811918,0.4214405360134003,0.03145251246145302,0.017224393490864583,0.014228118970588434
all,all,0.6,2985,1427,1093,815,278,612,0.7456541628545288,0.5711282410651717,0.6468253968253967,0.3661641541038526,0.03145251246145302,0.01909157939072806,0.012360933070724958
all,all,0.65,2985,1427,906,701,205,726,0.7737306843267108,0.4912403644008409,0.6009429918559794,0.3035175879396985,0.03145251246145302,0.021091134935614743,0.010361377525838274
all,all,0.7,2985,1427,731,590,141,837,0.8071135430916553,0.41345480028030834,0.5468025949953661,0.24489112227805696,0.03145251246145302,0.023991925784881362,0.0074605866765716546
all,all,0.75,2985,1427,583,481,102,946,0.8250428816466552,0.3370707778556412,0.4786069651741293,0.19530988274706867,0.03145251246145302,0.02504564782550476,0.0064068646359482576
all,all,0.8,2985,1427,377,321,56,1106,0.8514588859416445,0.22494744218640506,0.3558758314855876,0.12629815745393635,0.03145251246145302,0.025759760358622808,0.0056927521028302085
all,all,0.85,2985,1427,182,164,18,1263,0.9010989010989011,0.11492641906096707,0.2038533250466128,0.060971524288107204,0.03145251246145302,0.029665582126410045,0.0017869303350429716
all,all,0.9,2985,1427,53,51,2,1376,0.9622641509433962,0.035739313244569026,0.06891891891891891,0.017755443886097153,0.03145251246145302,0.03133136243978174,0.00012115002167127631
