map,agents,method,runs,successes,success_rate,ratio_mean,ratio_median,ratio_std,runtime_ms_mean,time_to_first_solution_ms_mean,returned_solutions_count_mean,expanded_nodes_mean,high_level_expansions_mean,low_level_pibt_calls_mean
random-32-32-20,50,lacam_star,1,1,1.0,1.15269196823,1.15269196823,0.0,3382.1655,3382.1655,1,22177.0,36116.0,nan
random-32-32-20,50,lacam_star_lau_ltm_force_additive,1,1,1.0,1.13415710503,1.13415710503,0.0,833.0879,163.0,1,328.0,653.0,28657.0
random-32-32-20,50,lacam_star_lau_ltm_learned_every_k2,1,1,1.0,1.13415710503,1.13415710503,0.0,813.3813,158.0,1,333.0,653.0,30409.0
random-32-32-20,50,lacam_star_lau_ltm_learned_every_restart,1,1,1.0,1.13415710503,1.13415710503,0.0,851.4853,161.0,1,312.0,653.0,30104.0
random-32-32-20,50,lacam_star_lau_ltm_learned_no_safety,1,1,1.0,1.13415710503,1.13415710503,0.0,849.9718,159.0,1,358.0,687.0,32327.0
random-32-32-20,50,lacam_star_lau_ltm_learned_safety,1,1,1.0,1.13415710503,1.13415710503,0.0,855.0191,161.0,1,358.0,687.0,32327.0
random-32-32-20,50,lacam_star_lau_ltm_static_block_heavy,1,1,1.0,1.13415710503,1.13415710503,0.0,812.0522,160.0,1,333.0,643.0,30415.0
random-32-32-20,50,lacam_star_lau_ltm_static_decay_095,1,1,1.0,1.13415710503,1.13415710503,0.0,679.1014,160.0,1,226.0,226.0,11099.0
random-32-32-20,50,lacam_star_ltm,1,1,1.0,1.13415710503,1.13415710503,0.0,804.5497,159.0,1,328.0,653.0,28657.0
random-32-32-20,100,lacam_star,1,1,1.0,1.28865058088,1.28865058088,0.0,3060.2676,3060.2676,1,4499.0,6074.0,nan
random-32-32-20,100,lacam_star_lau_ltm_force_additive,1,1,1.0,1.28865058088,1.28865058088,0.0,1368.4434,317.0,1,237.0,238.0,23387.0
random-32-32-20,100,lacam_star_lau_ltm_learned_every_k2,1,1,1.0,1.28865058088,1.28865058088,0.0,1372.4848,323.0,1,244.0,264.0,25966.0
random-32-32-20,100,lacam_star_lau_ltm_learned_every_restart,1,1,1.0,1.28865058088,1.28865058088,0.0,1386.2838,317.0,1,243.0,243.0,23886.0
random-32-32-20,100,lacam_star_lau_ltm_learned_no_safety,1,1,1.0,1.28865058088,1.28865058088,0.0,1629.0402,323.0,1,342.0,671.0,62562.0
random-32-32-20,100,lacam_star_lau_ltm_learned_safety,1,1,1.0,1.28865058088,1.28865058088,0.0,1614.2458,315.0,1,342.0,671.0,62562.0
random-32-32-20,100,lacam_star_lau_ltm_static_block_heavy,1,1,1.0,1.28865058088,1.28865058088,0.0,1325.5475,315.0,1,238.0,243.0,23873.0
random-32-32-20,100,lacam_star_lau_ltm_static_decay_095,1,1,1.0,1.27167113494,1.27167113494,0.0,1347.522,322.0,1,236.0,249.0,24472.0
random-32-32-20,100,lacam_star_ltm,1,1,1.0,1.28865058088,1.28865058088,0.0,1328.9307,318.0,1,237.0,238.0,23387.0
maze-32-32-4,50,lacam_star,1,1,1.0,1.1807860262,1.1807860262,0.0,3081.1392,3081.1392,1,6895.0,8701.0,nan
maze-32-32-4,50,lacam_star_lau_ltm_force_additive,1,1,1.0,1.15109170306,1.15109170306,0.0,875.3088,203.0,1,497.0,497.0,24650.0
maze-32-32-4,50,lacam_star_lau_ltm_learned_every_k2,1,1,1.0,1.15720524017,1.15720524017,0.0,856.654,202.0,1,497.0,497.0,24650.0
maze-32-32-4,50,lacam_star_lau_ltm_learned_every_restart,1,1,1.0,1.14104803493,1.14104803493,0.0,891.3928,209.0,1,499.0,499.0,24750.0
maze-32-32-4,50,lacam_star_lau_ltm_learned_no_safety,1,1,1.0,1.17947598253,1.17947598253,0.0,892.7408,204.0,1,520.0,520.0,25800.0
maze-32-32-4,50,lacam_star_lau_ltm_learned_safety,1,1,1.0,1.17947598253,1.17947598253,0.0,896.9914,201.0,1,520.0,520.0,25800.0
maze-32-32-4,50,lacam_star_lau_ltm_static_block_heavy,1,1,1.0,1.16026200873,1.16026200873,0.0,830.1106,204.0,1,464.0,464.0,23000.0
maze-32-32-4,50,lacam_star_lau_ltm_static_decay_095,1,1,1.0,1.18122270742,1.18122270742,0.0,854.4537,204.0,1,526.0,526.0,26100.0
maze-32-32-4,50,lacam_star_ltm,1,1,1.0,1.15109170306,1.15109170306,0.0,853.1518,204.0,1,497.0,497.0,24650.0
maze-32-32-4,100,lacam_star,1,1,1.0,1.32391355972,1.32391355972,0.0,3113.1033,3113.1033,1,8715.0,10721.0,nan
maze-32-32-4,100,lacam_star_lau_ltm_force_additive,1,1,1.0,1.27024459748,1.27024459748,0.0,1746.065,420.0,1,565.0,565.0,56073.0
maze-32-32-4,100,lacam_star_lau_ltm_learned_every_k2,1,1,1.0,1.30634053669,1.30634053669,0.0,1765.8056,431.0,1,612.0,612.0,60747.0
maze-32-32-4,100,lacam_star_lau_ltm_learned_every_restart,1,1,1.0,1.24792210876,1.24792210876,0.0,1716.5016,423.0,1,528.0,528.0,52384.0
maze-32-32-4,100,lacam_star_lau_ltm_learned_no_safety,1,1,1.0,1.24269769651,1.24269769651,0.0,1719.278,421.0,1,526.0,526.0,52182.0
maze-32-32-4,100,lacam_star_lau_ltm_learned_safety,1,1,1.0,1.24269769651,1.24269769651,0.0,1718.0943,417.0,1,526.0,526.0,52182.0
maze-32-32-4,100,lacam_star_lau_ltm_static_block_heavy,1,1,1.0,1.26668249822,1.26668249822,0.0,1700.9357,417.0,1,593.0,593.0,58863.0
maze-32-32-4,100,lacam_star_lau_ltm_static_decay_095,1,1,1.0,1.2624079791,1.2624079791,0.0,1707.4488,418.0,1,576.0,576.0,57170.0
maze-32-32-4,100,lacam_star_ltm,1,1,1.0,1.27024459748,1.27024459748,0.0,1691.3636,415.0,1,565.0,565.0,56073.0
warehouse-10-20-10-2-1,50,lacam_star,1,1,1.0,1.06539339838,1.06539339838,0.0,3096.6795,3096.6795,1,7132.0,8997.0,nan
warehouse-10-20-10-2-1,50,lacam_star_lau_ltm_force_additive,1,1,1.0,1.08573801121,1.08573801121,0.0,3883.7881,1197.0,1,443.0,442.0,22000.0
warehouse-10-20-10-2-1,50,lacam_star_lau_ltm_learned_every_k2,1,1,1.0,1.08573801121,1.08573801121,0.0,3779.3872,1181.0,1,443.0,442.0,22000.0
warehouse-10-20-10-2-1,50,lacam_star_lau_ltm_learned_every_restart,1,1,1.0,1.08573801121,1.08573801121,0.0,3977.963,1184.0,1,436.0,435.0,21650.0
warehouse-10-20-10-2-1,50,lacam_star_lau_ltm_learned_no_safety,1,1,1.0,1.08573801121,1.08573801121,0.0,3820.8538,1189.0,1,443.0,442.0,22000.0
warehouse-10-20-10-2-1,50,lacam_star_lau_ltm_learned_safety,1,1,1.0,1.08573801121,1.08573801121,0.0,3920.977,1211.0,1,443.0,442.0,22000.0
warehouse-10-20-10-2-1,50,lacam_star_lau_ltm_static_block_heavy,1,1,1.0,1.08573801121,1.08573801121,0.0,3742.1541,1192.0,1,458.0,457.0,22750.0
warehouse-10-20-10-2-1,50,lacam_star_lau_ltm_static_decay_095,1,1,1.0,1.08573801121,1.08573801121,0.0,3712.2927,1193.0,1,443.0,442.0,22000.0
warehouse-10-20-10-2-1,50,lacam_star_ltm,1,1,1.0,1.08573801121,1.08573801121,0.0,3729.6586,1202.0,1,443.0,442.0,22000.0
warehouse-10-20-10-2-1,100,lacam_star,1,1,1.0,1.14031526152,1.14031526152,0.0,3080.7741,3080.7741,1,3659.0,5999.0,nan
warehouse-10-20-10-2-1,100,lacam_star_lau_ltm_force_additive,1,1,1.0,1.13446381658,1.13446381658,0.0,5031.8746,2359.0,1,194.0,193.0,19200.0
warehouse-10-20-10-2-1,100,lacam_star_lau_ltm_learned_every_k2,1,1,1.0,1.13446381658,1.13446381658,0.0,5039.4543,2347.0,1,194.0,193.0,19200.0
warehouse-10-20-10-2-1,100,lacam_star_lau_ltm_learned_every_restart,1,1,1.0,1.13446381658,1.13446381658,0.0,5266.3321,2368.0,1,194.0,193.0,19200.0
warehouse-10-20-10-2-1,100,lacam_star_lau_ltm_learned_no_safety,1,1,1.0,1.13446381658,1.13446381658,0.0,5120.1633,2349.0,1,194.0,193.0,19200.0
warehouse-10-20-10-2-1,100,lacam_star_lau_ltm_learned_safety,1,1,1.0,1.13446381658,1.13446381658,0.0,5303.2462,2431.0,1,194.0,193.0,19200.0
warehouse-10-20-10-2-1,100,lacam_star_lau_ltm_static_block_heavy,1,1,1.0,1.13446381658,1.13446381658,0.0,5251.4835,2370.0,1,194.0,193.0,19200.0
warehouse-10-20-10-2-1,100,lacam_star_lau_ltm_static_decay_095,1,1,1.0,1.13446381658,1.13446381658,0.0,5004.1363,2511.0,1,194.0,193.0,19200.0
warehouse-10-20-10-2-1,100,lacam_star_ltm,1,1,1.0,1.13446381658,1.13446381658,0.0,5038.1544,2350.0,1,194.0,193.0,19200.0
