replay_phase,plan_row_id,context_id,candidate_id,agent_count,budget_role,solver_internal_time_limit_sec,process_hard_timeout_sec,expected_process_hard_timeout_sec,explicit_internal_budget,explicit_hard_timeout,uniform_30s_budget_contract_met,large_agent_30s_budget_contract_met,row_budget_audit_decision,row_budget_audit_failures,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000106,g567_stage2a_label_train_00035,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000107,g567_stage2a_label_train_00035,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000108,g567_stage2a_label_train_00036,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000109,g567_stage2a_label_train_00036,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000110,g567_stage2a_label_train_00036,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000111,g567_stage2a_label_train_00037,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000112,g567_stage2a_label_train_00037,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000113,g567_stage2a_label_train_00037,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000114,g567_stage2a_label_train_00038,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000115,g567_stage2a_label_train_00038,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000116,g567_stage2a_label_train_00038,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000117,g567_stage2a_label_train_00039,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000118,g567_stage2a_label_train_00039,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000119,g567_stage2a_label_train_00039,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000120,g567_stage2a_label_train_00040,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000121,g567_stage2a_label_train_00040,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000122,g567_stage2a_label_train_00040,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000123,g567_stage2a_label_train_00041,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000124,g567_stage2a_label_train_00041,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000125,g567_stage2a_label_train_00041,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000126,g567_stage2a_label_train_00042,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000127,g567_stage2a_label_train_00042,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000128,g567_stage2a_label_train_00042,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000129,g567_stage2a_label_train_00043,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000130,g567_stage2a_label_train_00043,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000131,g567_stage2a_label_train_00043,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000132,g567_stage2a_label_train_00044,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000133,g567_stage2a_label_train_00044,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000134,g567_stage2a_label_train_00044,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000135,g567_stage2a_label_train_00045,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000136,g567_stage2a_label_train_00045,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000137,g567_stage2a_label_train_00045,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000138,g567_stage2a_label_train_00046,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000139,g567_stage2a_label_train_00046,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000140,g567_stage2a_label_train_00046,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000141,g567_stage2a_label_train_00047,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000142,g567_stage2a_label_train_00047,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000143,g567_stage2a_label_train_00047,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000144,g567_stage2a_label_train_00048,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000145,g567_stage2a_label_train_00048,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000146,g567_stage2a_label_train_00048,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000147,g567_stage2a_label_train_00049,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000148,g567_stage2a_label_train_00049,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000149,g567_stage2a_label_train_00049,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000150,g567_stage2a_label_train_00050,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000151,g567_stage2a_label_train_00050,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000152,g567_stage2a_label_train_00050,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000153,g567_stage2a_label_train_00051,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000154,g567_stage2a_label_train_00051,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000155,g567_stage2a_label_train_00051,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000156,g567_stage2a_label_train_00052,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000157,g567_stage2a_label_train_00052,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000158,g567_stage2a_label_train_00052,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000159,g567_stage2a_label_train_00053,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000160,g567_stage2a_label_train_00053,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000161,g567_stage2a_label_train_00053,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000162,g567_stage2a_label_train_00054,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000163,g567_stage2a_label_train_00054,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000164,g567_stage2a_label_train_00054,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000165,g567_stage2a_label_train_00055,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000166,g567_stage2a_label_train_00055,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000167,g567_stage2a_label_train_00055,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000168,g567_stage2a_label_train_00056,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000169,g567_stage2a_label_train_00056,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000170,g567_stage2a_label_train_00056,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000171,g567_stage2a_label_train_00057,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000172,g567_stage2a_label_train_00057,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000173,g567_stage2a_label_train_00057,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000174,g567_stage2a_label_train_00058,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000175,g567_stage2a_label_train_00058,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000176,g567_stage2a_label_train_00058,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000177,g567_stage2a_label_train_00059,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000178,g567_stage2a_label_train_00059,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000179,g567_stage2a_label_train_00059,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000180,g567_stage2a_label_train_00060,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000181,g567_stage2a_label_train_00060,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000182,g567_stage2a_label_train_00060,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000183,g567_stage2a_label_train_00061,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000184,g567_stage2a_label_train_00061,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000185,g567_stage2a_label_train_00061,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000186,g567_stage2a_label_train_00062,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000187,g567_stage2a_label_train_00062,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000188,g567_stage2a_label_train_00062,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000189,g567_stage2a_label_train_00063,repair5g59_additive_fallback,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000190,g567_stage2a_label_train_00063,repair5g59_static_flow_shield,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000191,g567_stage2a_label_train_00063,g556_c063174,256,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000192,g567_stage2a_label_train_00000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_3972e97e1525,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000193,g567_stage2a_label_train_00001,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_bee6599d927c,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000194,g567_stage2a_label_train_00002,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_31e60d7943de,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000195,g567_stage2a_label_train_00003,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_7cddf954ca2b,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000196,g567_stage2a_label_train_00004,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_61dbd66a5c12,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000197,g567_stage2a_label_train_00005,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_f028a21db717,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000198,g567_stage2a_label_train_00006,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_818631de0bee,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000199,g567_stage2a_label_train_00007,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_ad935ea2f637,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000200,g567_stage2a_label_train_00008,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_56c6781efb74,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000201,g567_stage2a_label_train_00009,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_92596e8e25bd,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000202,g567_stage2a_label_train_00010,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_add24705f66c,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000203,g567_stage2a_label_train_00011,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_66cfe66cffb0,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000204,g567_stage2a_label_train_00012,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_559cd6600569,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000205,g567_stage2a_label_train_00013,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_d62038931ece,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000206,g567_stage2a_label_train_00014,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_c8fbfafadb42,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000207,g567_stage2a_label_train_00015,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_2e712970450c,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000208,g567_stage2a_label_train_00016,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_88c48e91d132,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
