g567_evaluation_uid,g567_dataset_row_id,split,map,map_family,agents,budget_ms,candidate_uid,theta_id,variant_id,labelv54_development_safe,labelv54_positive,labelv54_harmful,labelv54_quality_tie,labelv54_applied_margin,stable_label_supported,measurement_confidence,replicate_group_id,replicate_count,supported_regression_A,supported_regression_B,supported_regression_C,supported_gain_A,supported_gain_B,supported_gain_C,safe_A,safe_B,safe_C,primary_safe_AB,stretch_safe_ABC,quality_safe_A,quality_safe_B,quality_safe_C,positive_A,positive_B,positive_C,joint_positive_AB,joint_positive_ABC,delta_vs_additive,delta_vs_static_flow,delta_vs_g556,actor_success,additive_success,static_flow_success,g556_success,actor_ratio,additive_ratio,static_flow_ratio,g556_ratio,success_gain_vs_additive,success_regression_vs_additive,success_gain_vs_static_flow,success_regression_vs_static_flow,success_gain_vs_g556,success_regression_vs_g556,actor_runtime_ms,additive_runtime_ms,static_flow_runtime_ms,g556_runtime_ms,actor_expanded_nodes,g556_expanded_nodes,actor_low_level_pibt_calls,g556_low_level_pibt_calls,replicate_confidence,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,pareto_safe_AB,labelv54_primary_training_candidate
0a755baafdea9f905410436e2c21a120ce3c72af6cbd9f0dbb5fffa52e50827a,g567_stage2a_label_train_00046,LABEL_TRAIN,g567-lanes-64x48-a-v2,lanes,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_f1964cb99a46,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_f1964cb99a46,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,c3e21ea43709b4db9820c6c8048d4c76427467b116bdf96ba8d12f211ee49485,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.009834050400000072,0.01987297683999989,-0.0012292563000000367,True,True,True,True,1.10202827289,1.11186232329,1.08215529605,1.10325752919,False,False,False,False,False,False,697.571643,503.67781,701.480928,707.529473,1079,1080,138855,138220,single_exact_row,1.2473970651626587,1.170811653137207,1.2742918729782104,0.7232957482337952,0.7594587206840515,1.0394686460494995,0.7039886713027954,0.9813913702964783,1.0,0.6724362969398499,0.6415154337882996,0.3535793721675873,0.9308023452758789,1.0,10.844711303710938,False,False,False,False,False,True,True
c3dacd152db2726341342f2b35d911550bbde3c793eb78534a104aa925625750,g567_stage2a_label_train_00052,LABEL_TRAIN,g567-large-empty-96x96-a-v1,large_empty,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_b58717ec008a,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_b58717ec008a,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,3c32467246687090b0ebd3b8476878ece14ae2c57c06f16e268bd4db0ee74d5e,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.019069125579999957,0.0006900012499999608,0.0010036381900000446,True,True,True,True,1.02082549241,1.03989461799,1.02013549116,1.01982185422,False,False,False,False,False,False,9105.698206,6369.46032,8782.779344,9103.378604,1824,1830,463872,465408,single_exact_row,1.2442682981491089,1.1723979711532593,1.2784532308578491,0.7316014766693115,0.7593584656715393,1.0390530824661255,0.7050482630729675,0.9812927842140198,1.0,0.6788375377655029,0.6474663019180298,0.3458629846572876,0.8939399719238281,1.0,10.83676528930664,False,False,False,False,False,True,True
7b91057a734984139b63c01ec6ee4ccf175dab4202a4b4816d91894a7e5f29b4,g567_stage2a_label_train_00050,LABEL_TRAIN,g567-large-warehouse-128x96-a-v0,large_warehouse,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_a9f6966c040d,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_a9f6966c040d,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,007078f42985ace87c5a1380a8b2dbb8e1c653b559faa333b763d765adf46db0,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,0.0,0.011671726159999896,0.0032973934899998003,True,True,True,True,1.05254893751,1.05254893751,1.04087721135,1.04925154402,False,False,False,False,False,False,6295.328155,4472.406261,6352.059712,6394.151022,2298,2298,585216,585216,single_exact_row,1.242353081703186,1.172326922416687,1.282365322113037,0.7307950258255005,0.7587518692016602,1.0404741764068604,0.7056549787521362,0.9813418984413147,1.0,0.6778801679611206,0.6468528509140015,0.34785011410713196,0.895811140537262,1.0,10.838958740234375,False,False,False,False,False,True,True
3c975b89a8391b815ec8bee3dd050b9766377d6937e63c7f6af57c7d002a1fdf,g567_stage2a_label_train_00051,LABEL_TRAIN,g567-large-warehouse-128x96-a-v2,large_warehouse,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_8f42a98ca83f,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_8f42a98ca83f,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,e50b075b7dbe0bdd7c0228468b5fc6b60bdd00224bb942a301664271d0931fe1,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.01325274481999994,0.015248974159999928,0.008872130419999902,True,True,True,True,1.10729732727,1.12055007209,1.09204835311,1.09842519685,False,False,False,False,False,False,6563.063561,4929.497538,6303.978901,6213.779471,1612,1619,409600,411392,single_exact_row,1.2424561977386475,1.1701992750167847,1.2774184942245483,0.7304357290267944,0.7600662708282471,1.0411170721054077,0.7055040001869202,0.9813708066940308,1.0,0.6764227747917175,0.6463655829429626,0.34873953461647034,0.8990247249603271,1.0,10.837955474853516,False,False,False,False,False,True,True
d63326e395d747312e7971a2b085e35493050ca4d7169f5bb69673b1ae744d36,g567_stage2a_label_train_00020,LABEL_TRAIN,g567-loop-32x32-a-v0,loop,64,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_28ac013cd96a,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_28ac013cd96a,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,406916cd060cbeeed46d9882c2668f4f2ebb4c264ce6b09081737e0c312ea7d9,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.0036363636299998614,0.03878787879000001,-0.03272727271999987,True,True,True,True,1.34060606061,1.34424242424,1.30181818182,1.37333333333,False,False,False,False,False,False,49.091928,39.028049,48.604954,48.351043,413,405,25614,25233,single_exact_row,1.2500337362289429,1.1748570203781128,1.2766579389572144,0.7255771160125732,0.7619155645370483,1.031959056854248,0.7063530087471008,0.9812995195388794,1.0,0.6768476366996765,0.6429951786994934,0.34379956126213074,0.9150328636169434,1.0,10.837193489074707,False,False,False,False,False,True,True
43704f7b1fe7bae209f8237df9a369bafa5e24c68db7c7988ab451e332c4a032,g567_stage2a_label_train_00021,LABEL_TRAIN,g567-loop-32x32-a-v1,loop,64,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_a415fa718caa,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_a415fa718caa,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,True,False,0.043,True,single_run_both_success_or_both_failure,bdbc2a0e1e2261cc9337fd3a6060004e1102da313a4227c6e46ae008508f7208,1,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,0.07164790174000002,0.013306038889999927,0.012282497439999984,True,True,True,True,1.54452405322,1.47287615148,1.53121801433,1.53224155578,False,False,False,False,False,False,52.257523,43.539379,53.220296,52.50411,436,434,27136,27260,single_exact_row,1.2520560026168823,1.1735265254974365,1.261826515197754,0.7281612157821655,0.764435887336731,1.027726173400879,0.7074857950210571,0.9811208844184875,1.0,0.6784629225730896,0.6435405611991882,0.3410894572734833,0.9075993299484253,1.0,10.83320140838623,False,False,False,False,False,False,False
1848f14ac12c7d0c0cf68ccff87610ccf3d75137cb6694f08d4b52a444f2889d,g567_stage2a_label_train_00026,LABEL_TRAIN,g567-loop-56x56-a-v0,loop,64,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_ec88739b5b87,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_ec88739b5b87,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,f1c37ad1518f4dbb0b2b20fa275f70ae727cd694911a56445ac2d27dcdbb3d48,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,0.01985559567000017,0.010228640190000027,0.008423586040000153,True,True,True,True,1.1642599278,1.14440433213,1.15403128761,1.15583634176,False,False,False,False,False,False,93.334046,79.309298,93.74676,91.941796,550,510,34558,32061,single_exact_row,1.2522135972976685,1.1711229085922241,1.2630184888839722,0.7251227498054504,0.76402747631073,1.0317885875701904,0.7054961323738098,0.981218695640564,1.0,0.6750285625457764,0.6412378549575806,0.3442029058933258,0.9223656058311462,1.0,10.836379051208496,False,False,False,False,False,True,True
23642d7f5c250a0651744f4e4ba8368e70aa2d94e05ab5ba4553f1c2066f82e1,g567_stage2a_label_train_00015,LABEL_TRAIN,g567-maze-24x24-a-v0,maze,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_2e712970450c,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_2e712970450c,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,1e42fb9b5061cf1d0c963a26c69d5cf4f1166e56be68b16e44d19947c583b19a,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.034307496829999895,0.0038119440900001855,-0.0012706480299999878,True,True,True,True,1.10673443456,1.14104193139,1.10292249047,1.10800508259,False,False,False,False,False,False,32.570184,24.896374,33.220603,32.851889,482,472,15123,14708,single_exact_row,1.2536139488220215,1.1670061349868774,1.2549195289611816,0.7155385613441467,0.7605067491531372,1.0328246355056763,0.7045263051986694,0.9811360836029053,1.0,0.6690331697463989,0.632439911365509,0.3539274036884308,0.9503272175788879,1.0,10.868368148803711,False,False,False,False,False,True,True
bfca5377e23751fc6ae1e5358bcf4d88746f864118448c9d61e4a57cb6dc8616,g567_stage2a_label_train_00053,LABEL_TRAIN,g567-maze-24x24-a-v1,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_38b14bce7de2,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_38b14bce7de2,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,16e47a080cc5f0c3169f35754891a6f56b8250b5ea0ff0b97e9b574e76993288,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,nan,nan,nan,False,False,False,False,,,,,False,False,False,False,False,False,32911.874389,32989.059947,32774.967141,32652.242897,271063,274972,73602852,74669416,single_exact_row,1.2501095533370972,1.167506456375122,1.2528212070465088,0.7329638600349426,0.7647830843925476,1.0397531986236572,0.6986978650093079,0.9809827208518982,1.0,0.6764512658119202,0.6464033126831055,0.34514808654785156,0.9096972942352295,1.0,10.831408500671387,False,False,False,False,False,True,True
6a03a0d27fe90d6c7328f60aca1e2b5bcc8e29383505643fc4c7560ee19ff4b0,g567_stage2a_label_train_00057,LABEL_TRAIN,g567-maze-48x32-a-v0,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_56623dfc3ddc,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_56623dfc3ddc,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,True,False,False,0.043,True,single_run_both_success_or_both_failure,6f0b9e2b94b2120a8b15affe30368db055646a4aefbfe41458c7783a27e5c98d,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,-0.10486216927000003,-0.1545920487600001,-0.15389943205000023,True,True,True,True,2.4164011636,2.52126333287,2.57099321236,2.57030059565,False,False,False,False,False,False,735.147772,668.145941,784.654161,737.596967,1729,1661,459607,433918,single_exact_row,1.2479106187820435,1.1673965454101562,1.260715126991272,0.7330784797668457,0.7621828317642212,1.041114330291748,0.7022938132286072,0.9810903072357178,1.0,0.6762513518333435,0.6458427309989929,0.3464794456958771,0.8971054553985596,1.0,10.833611488342285,False,False,False,False,False,True,True
2f4b978fa6a162b8c570fdb09747d6f43663984d6d1f10b55d80f7db7ed26364,g567_stage2a_label_train_00056,LABEL_TRAIN,g567-maze-48x32-a-v0,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_c01f0f027e18,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_c01f0f027e18,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,True,False,False,0.043,True,single_run_both_success_or_both_failure,c57956e1c014b25182b445d84bccb3f45f6248d3a1a297df5d880c3c234ef56f,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,-0.15006226649999999,-0.08014588151000002,-0.04038427325999994,True,True,True,True,1.75778331258,1.90784557908,1.83792919409,1.79816758584,False,False,False,False,False,False,698.165045,752.397242,726.540517,690.742769,1498,1501,401394,381835,single_exact_row,1.250907301902771,1.1652387380599976,1.2544353008270264,0.7275118231773376,0.7617862224578857,1.0393239259719849,0.6976508498191833,0.9810576438903809,1.0,0.6730309128761292,0.6397601366043091,0.3503919541835785,0.9266384243965149,1.0,10.849129676818848,False,False,False,False,False,True,True
fb53e83aa1b9260f418609e82d845eb2419390700d9ba5e4dd17d2dd3231efea,g567_stage2a_label_train_00059,LABEL_TRAIN,g567-maze-48x32-a-v1,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_162a6a236897,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_162a6a236897,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,True,False,False,0.043,True,single_run_both_success_or_both_failure,5e504440a838c015e473c1c6ec17ad09cad54853837a2c899d07a0ea635ef22a,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,-0.08433518751000002,-0.08433518751000002,-0.047191817689999915,True,True,True,True,1.77660147138,1.86093665889,1.86093665889,1.82379328907,False,False,False,False,False,False,688.289445,771.511233,754.329637,692.895817,1468,1471,386400,378002,single_exact_row,1.2509173154830933,1.1654212474822998,1.25435471534729,0.7276152968406677,0.7620352506637573,1.0390502214431763,0.6978653073310852,0.9810571074485779,1.0,0.6732602119445801,0.6400025486946106,0.35005468130111694,0.9263614416122437,1.0,10.848301887512207,False,False,False,False,False,True,True
3ce61ef99ffd976a36c4054bf476bd525e30cc699bcc2849cbf728e8eb077ec6,g567_stage2a_label_train_00058,LABEL_TRAIN,g567-maze-48x32-a-v1,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_7a8dbbb20dff,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_7a8dbbb20dff,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,False,0.043,True,single_run_both_success_or_both_failure,00297ed0470d09de46d5d4e82a049686208211e64e453c60b91d4a658046785b,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,-0.008927285810000019,-0.027933765300000024,-0.04348452124000013,True,True,True,True,1.62922966163,1.63815694744,1.65716342693,1.67271418287,False,False,False,False,False,False,638.286905,470.042835,640.743456,640.057187,1019,1016,259457,256935,single_exact_row,1.2439841032028198,1.1706866025924683,1.2740925550460815,0.7321325540542603,0.7598443031311035,1.0409832000732422,0.7052067518234253,0.9812176823616028,1.0,0.677202582359314,0.6463360786437988,0.3474579155445099,0.894926905632019,1.0,10.836379051208496,False,False,False,False,False,True,True
8e26f33fb7e6bf25c45e109025699c91e0858f1ffe481aba99c49c1a3ba3e714,g567_stage2a_label_train_00060,LABEL_TRAIN,g567-maze-48x32-a-v3,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_37bfe054a638,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_37bfe054a638,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,True,False,0.043,True,single_run_both_success_or_both_failure,2da6c961fe5f63a1f90986d8d8dcb813726906acb091782befb17eb57bfc124b,1,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,0.07927754033000012,0.07583069075000015,0.04784227217000003,True,True,True,True,1.78781193989,1.70853439956,1.71198124914,1.73996966772,False,False,False,False,False,False,651.63226,471.496422,650.016052,647.584066,1189,1137,301202,287898,single_exact_row,1.245896577835083,1.169429063796997,1.267857313156128,0.7326916456222534,0.760574996471405,1.0410007238388062,0.7038813233375549,0.9811438918113708,1.0,0.6769633293151855,0.6460734605789185,0.3470308780670166,0.8950793743133545,1.0,10.835458755493164,False,False,False,False,False,False,False
eb5617f37a5a3d64ee769b1d55a40bd7821686621aab4f84a3ad4d7fab2f526a,g567_stage2a_label_train_00061,LABEL_TRAIN,g567-maze-64x32-b-v2,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_e16ed5619cc9,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_e16ed5619cc9,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,True,False,0.043,True,single_run_both_success_or_both_failure,a8e4ca3d4e9bc41d7451d21a30c0e5235e912b5f2552fd3972f6ce9e3b432e45,1,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,0.12237189979000007,0.16291073901999997,0.0888832934699999,True,True,True,True,2.64308195896,2.52071005917,2.48017121994,2.55419866549,False,False,False,False,False,False,1016.866377,875.736436,1018.068252,965.238793,2270,1974,657883,536800,single_exact_row,1.2474623918533325,1.1672415733337402,1.261278748512268,0.732986569404602,0.7625482082366943,1.0411696434020996,0.7028098106384277,0.9811257719993591,1.0,0.6761345863342285,0.6461405754089355,0.346353679895401,0.8972282409667969,1.0,10.833048820495605,False,False,False,False,False,False,False
1ef961cf43bee069cb52253a99f169d2068f21c0138a7238d13f7e6cc5f2acc4,g567_stage2a_label_train_00062,LABEL_TRAIN,g567-maze-64x32-b-v2,maze,256,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_0603d6384d44,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_0603d6384d44,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,True,False,False,0.043,True,single_run_both_success_or_both_failure,4250ef8186ef363e3b6ea75d9415962839c27355af9a9083ffb5b170e7bed497,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,-0.06926438456000006,-0.06467589220999992,-0.004369992720000049,True,True,True,True,1.56933721777,1.63860160233,1.63401310998,1.57370721049,False,False,False,False,False,False,879.506493,750.806255,918.922011,881.276217,1526,1500,387363,382400,single_exact_row,1.2509446144104004,1.1653544902801514,1.2544573545455933,0.7273577451705933,0.7619044184684753,1.0391302108764648,0.6980605125427246,0.9810603260993958,1.0,0.6730453968048096,0.6396887302398682,0.35027796030044556,0.926988422870636,1.0,10.849217414855957,False,False,False,False,False,True,True
7336a7aca562f750b4434aabf8ac10b4b42da52f5cf640d31321907fc83c59df,g567_stage2a_label_train_00040,LABEL_TRAIN,g567-plaza-40x40-a-v0,plaza,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_170749431e90,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_170749431e90,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,2fab94857b2a6a84a94d2bded92f24b768833bcf1ba24e037790882919ffe2a7,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,0.02420957543000002,0.03360433605000002,0.041011743449999916,True,True,True,True,1.25004516712,1.22583559169,1.21644083107,1.20903342367,False,False,False,False,False,False,344.764237,266.300616,349.731493,342.323614,945,912,123937,117482,single_exact_row,1.2514288425445557,1.1685247421264648,1.2600027322769165,0.7171674370765686,0.7583853602409363,1.0379096269607544,0.7023389935493469,0.9811704754829407,1.0,0.6692507266998291,0.6348954439163208,0.35784783959388733,0.9510138034820557,1.0,10.871801376342773,False,False,False,False,False,True,True
aa43ac69dc2ad81931b0b6d6f8a5b2e42d513c51204199741c974efb372281f4,g567_stage2a_label_train_00038,LABEL_TRAIN,g567-plaza-40x40-a-v1,plaza,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_73de66dca9b2,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_73de66dca9b2,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,True,False,0.043,True,single_run_both_success_or_both_failure,2e7c964415c57735611a8306a460d4c612d4f2bcd5f7b01aced40bdd010c6aa1,1,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,-0.003416651680000049,0.033986693039999905,0.049451537499999976,True,True,True,True,1.2174069412,1.22082359288,1.18342024816,1.1679554037,False,False,False,False,False,False,336.106613,269.193594,335.299967,330.447438,994,914,133624,115629,single_exact_row,1.2524327039718628,1.1661492586135864,1.255452275276184,0.7192359566688538,0.7597508430480957,1.036625862121582,0.7019146680831909,0.9810925722122192,1.0,0.6696774959564209,0.6343671679496765,0.35467708110809326,0.9471790194511414,1.0,10.865134239196777,False,False,False,False,False,True,True
4fcb64613bfe2d38159f1e891ee2a6476fd0c774c40ba00cb173ccd6e64c01fc,g567_stage2a_label_train_00011,LABEL_TRAIN,g567-random-24x24-a-v0,random,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_66cfe66cffb0,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_66cfe66cffb0,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,00f4cbd0cd8738ee6e4dae8a5b9c787f40fe03ec42f58069cfbd6058d82d0e02,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.036384976529999946,-0.03521126760999982,-0.010563380279999812,True,True,True,True,1.06220657277,1.0985915493,1.09741784038,1.07276995305,False,False,False,False,False,False,31.929988,26.863269,32.534197,31.669434,513,511,16042,15956,single_exact_row,1.2538859844207764,1.1696128845214844,1.256654977798462,0.7145136594772339,0.7597302794456482,1.0327152013778687,0.7052597403526306,0.981128454208374,1.0,0.6685150861740112,0.6316680908203125,0.3550340533256531,0.9470653533935547,1.0,10.873791694641113,False,False,False,False,False,True,True
8bd64d50f1f796cfa8dfa0acbd8432cbc790614866e5bc1e66ccc4ba0256bfa7,g567_stage2a_label_train_00012,LABEL_TRAIN,g567-random-24x24-a-v3,random,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_559cd6600569,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_559cd6600569,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,1fdc23c9668a2f68de8c644b0cad78e2bd43c633083e0cf5cb89488a06181221,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.012285012290000008,-0.025798525799999972,-0.02334152335000006,True,True,True,True,1.03808353808,1.05036855037,1.06388206388,1.06142506143,False,False,False,False,False,False,33.283054,30.060811,34.454507,33.203369,484,476,15546,14923,single_exact_row,1.2538504600524902,1.1671996116638184,1.2542868852615356,0.7158169746398926,0.7605658173561096,1.0322667360305786,0.7047578692436218,0.9811004996299744,1.0,0.6689422726631165,0.6321364641189575,0.35343271493911743,0.9489431381225586,1.0,10.868448257446289,False,False,False,False,False,True,True
2ccd4cf7620e7ed141915d64d838d9937bfcc99193a1eb49ddc417f093d06b54,g567_stage2a_label_train_00013,LABEL_TRAIN,g567-random-24x24-a-v3,random,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_d62038931ece,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_d62038931ece,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,False,0.043,True,single_run_both_success_or_both_failure,4725ee09b755ca8148523e94534c5f8a1843b1d36f7a15cf92f75b8d27809a9f,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,-0.05739514348999997,-0.0022075055199999305,-0.024282560700000122,True,True,True,True,1.12803532009,1.18543046358,1.13024282561,1.15231788079,False,False,False,False,False,False,31.621705,25.872411,32.485094,31.823807,356,342,11008,10559,single_exact_row,1.2499752044677734,1.1686391830444336,1.270226001739502,0.7160601615905762,0.7591513991355896,1.0387921333312988,0.7029707431793213,0.9815366864204407,1.0,0.6668702363967896,0.6349500417709351,0.35950326919555664,0.9549366235733032,1.0,10.853113174438477,False,False,False,False,False,True,True
c8dc4c3829cb9a0ab52c7db9e6c1c3701585b9e05a51dfb1a5e9c24d6461a56f,g567_stage2a_label_train_00014,LABEL_TRAIN,g567-random-24x24-a-v3,random,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_c8fbfafadb42,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_c8fbfafadb42,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,8e334a7c85e7d55e0062ef307e3db2a6ec59dccc176d0260234bd2a58e0b2dd4,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.02459016393999991,-0.009367681499999891,-0.0070257611299999745,True,True,True,True,1.07845433255,1.10304449649,1.08782201405,1.08548009368,False,False,False,False,False,False,33.774599,26.558697,34.179761,33.805261,553,535,17880,17111,single_exact_row,1.253927230834961,1.1670187711715698,1.2542839050292969,0.7155282497406006,0.7604796290397644,1.0324420928955078,0.7046964168548584,0.9811038374900818,1.0,0.6686159372329712,0.6316973567008972,0.35379207134246826,0.9492795467376709,1.0,10.869199752807617,False,False,False,False,False,True,True
