g567_evaluation_uid,g567_dataset_row_id,split,map,map_family,agents,budget_ms,candidate_uid,theta_id,variant_id,labelv54_development_safe,labelv54_positive,labelv54_harmful,labelv54_quality_tie,labelv54_applied_margin,stable_label_supported,measurement_confidence,replicate_group_id,replicate_count,supported_regression_A,supported_regression_B,supported_regression_C,supported_gain_A,supported_gain_B,supported_gain_C,safe_A,safe_B,safe_C,primary_safe_AB,stretch_safe_ABC,quality_safe_A,quality_safe_B,quality_safe_C,positive_A,positive_B,positive_C,joint_positive_AB,joint_positive_ABC,delta_vs_additive,delta_vs_static_flow,delta_vs_g556,actor_success,additive_success,static_flow_success,g556_success,actor_ratio,additive_ratio,static_flow_ratio,g556_ratio,success_gain_vs_additive,success_regression_vs_additive,success_gain_vs_static_flow,success_regression_vs_static_flow,success_gain_vs_g556,success_regression_vs_g556,actor_runtime_ms,additive_runtime_ms,static_flow_runtime_ms,g556_runtime_ms,actor_expanded_nodes,g556_expanded_nodes,actor_low_level_pibt_calls,g556_low_level_pibt_calls,replicate_confidence,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,pareto_safe_AB,labelv54_primary_training_candidate
8c3ada1cad82b47492072760dec180d31edc29ec733d17ad5edc4cad88cb4fee,g567_stage2a_label_train_00001,LABEL_TRAIN,g567-empty-16x16-v0,empty,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_bee6599d927c,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_bee6599d927c,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,0e78309b4debfeadac499800bc7dcc1f799203523571eee204530278c916a3f2,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.028747433269999956,0.0020533880899999968,0.0,True,True,True,True,1.13141683778,1.16016427105,1.12936344969,1.13141683778,False,False,False,False,False,False,20.309064,18.855457,21.255744,20.441259,335,354,10336,10944,single_exact_row,1.2519232034683228,1.1710216999053955,1.2555326223373413,0.7223278284072876,0.7648190855979919,1.0280190706253052,0.7066594958305359,0.9811839461326599,1.0,0.6757804155349731,0.6411271095275879,0.3458881676197052,0.9339765310287476,1.0,10.847293853759766,False,False,False,False,False,True,True
fbc23fa84c327a005eb18710a56ddc3af839eeb21bea708ba7845c999aaee6f8,g567_stage2a_label_train_00002,LABEL_TRAIN,g567-empty-16x16-v0,empty,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_31e60d7943de,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_31e60d7943de,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,01c1f01099f16fa990cacb269b809045d391b790adc7e1b73136de2c628531a5,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.014662756599999938,0.0,0.02052785924,True,True,True,True,1.10263929619,1.11730205279,1.10263929619,1.08211143695,False,False,False,False,False,False,19.875995,17.217618,20.104915,20.131773,267,273,8160,8352,single_exact_row,1.2436840534210205,1.174680233001709,1.2998414039611816,0.7145227789878845,0.7587712407112122,1.0385379791259766,0.7048884034156799,0.9818926453590393,1.0,0.6702909469604492,0.6401047706604004,0.3580344617366791,0.9466677904129028,1.0,10.849364280700684,False,False,False,False,False,True,True
1402d518e5b8d58a901a58cd2211e84cf92e9fce745d0645a736705e65527570,g567_stage2a_label_train_00003,LABEL_TRAIN,g567-empty-16x16-v1,empty,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_7cddf954ca2b,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_7cddf954ca2b,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,False,0.043,True,single_run_both_success_or_both_failure,d39c9986888c2e477dc89111ac4371890885336200e1c8e8541b44b588bc3b3e,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,-0.05030181085999996,-0.04225352112000014,-0.040241448690000015,True,True,True,True,1.08651911469,1.13682092555,1.12877263581,1.12676056338,False,False,False,False,False,False,20.307401,18.573379,20.96121,20.456799,346,351,10750,10879,single_exact_row,1.2521305084228516,1.1705231666564941,1.2558135986328125,0.7212674617767334,0.7642815709114075,1.0287885665893555,0.7066567540168762,0.9811912178993225,1.0,0.6750252842903137,0.6400892734527588,0.3467680513858795,0.9367368817329407,1.0,10.849921226501465,False,False,False,False,False,True,True
7976101006b1ff9d0ce9ca06a55c451a556ea9dff0ac1a2efff7e68e2aa67713,g567_stage2a_label_train_00004,LABEL_TRAIN,g567-empty-16x16-v2,empty,32,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_61dbd66a5c12,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_61dbd66a5c12,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,a3b2bd9b4bd7e22c248a3180be3577083bf8793482ae84cd5b51308f95a39716,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.017857142860000064,-0.02295918367000005,0.005102040819999987,True,True,True,True,1.04336734694,1.0612244898,1.06632653061,1.03826530612,False,False,False,False,False,False,19.982326,17.329299,20.291589,19.85969,264,266,8064,8128,single_exact_row,1.2503608465194702,1.1710381507873535,1.2661128044128418,0.7223048210144043,0.7622019052505493,1.0367610454559326,0.7038309574127197,0.9813389778137207,1.0,0.6743120551109314,0.6436492204666138,0.34903207421302795,0.9333346486091614,1.0,10.840889930725098,False,False,False,False,False,True,True
c8f55fdd6541ce519c2e4e5471eb93269e31e76110b57ec24386bc741c53ffb4,g567_stage2a_label_train_00044,LABEL_TRAIN,g567-islands-48x48-a-v0,islands,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_008c99b504c1,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_008c99b504c1,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,e1a34db46790f518648c7e519aa249258fc30ba636c05ac9544acf2605322fda,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.01757414091000009,0.012866781739999889,0.020241644439999984,True,True,True,True,1.13823944767,1.15581358858,1.12537266593,1.11799780323,False,False,False,False,False,False,492.806576,377.040431,502.395496,506.207792,1085,1091,137514,138012,single_exact_row,1.2516639232635498,1.1681835651397705,1.2585736513137817,0.7182128429412842,0.7590399384498596,1.037123680114746,0.7024871706962585,0.9811462759971619,1.0,0.670047402381897,0.6355053186416626,0.35591498017311096,0.9493224024772644,1.0,10.868280410766602,False,False,False,False,False,True,True
c04ecc0bc8f855598d9a877a985e4311015f38c02656b8e56f56c926909bdf61,g567_stage2a_label_train_00043,LABEL_TRAIN,g567-islands-48x48-a-v2,islands,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_90236871a3e2,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_90236871a3e2,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,True,False,0.043,True,single_run_both_success_or_both_failure,02df6d21e1ee27139ed98be2e35954942a9d116a27c3a2cc5c6931077fd8b5ae,1,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,0.00046871338000009644,0.045230841339999994,0.01992031873000011,True,True,True,True,1.3341926412,1.33372392782,1.28896179986,1.31427232247,False,False,False,False,False,False,490.999607,355.596137,493.13106,489.238628,854,800,112897,102338,single_exact_row,1.2489705085754395,1.16820228099823,1.2664061784744263,0.723227322101593,0.7603358626365662,1.039629578590393,0.7035282850265503,0.9813441038131714,1.0,0.6711200475692749,0.6400201320648193,0.35384079813957214,0.93180912733078,1.0,10.84504508972168,False,False,False,False,False,False,False
814408151ee80f8a9230bf9178ba2b8d581ad4c44cd6fa6aead2353bbc4aa1ea,g567_stage2a_label_train_00034,LABEL_TRAIN,g567-lanes-48x32-a-v1,lanes,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_59c5d85ca1d3,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_59c5d85ca1d3,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,True,False,0.043,True,single_run_both_success_or_both_failure,6bcbab46c951cddfe98d913d7eaf17870ac861d23fe5a4935e925ce46b307b3e,1,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,0.03565306822000003,0.07541995199999985,0.08639012684000003,True,True,True,True,1.28762427151,1.25197120329,1.21220431951,1.20123414467,False,False,False,False,False,False,337.479273,263.471679,338.707984,332.646239,1006,921,127668,116811,single_exact_row,1.2524526119232178,1.1661086082458496,1.2552964687347412,0.7194567322731018,0.7600036859512329,1.0364201068878174,0.701993465423584,0.9810951352119446,1.0,0.6699010133743286,0.6345831751823425,0.3542368710041046,0.9467291831970215,1.0,10.86397933959961,False,False,False,False,False,False,False
7cf2d2d079380bd56f6ddb34019f22ea7f99e8fe8d4bfaff95eecdd2dcd52a1f,g567_stage2a_label_train_00035,LABEL_TRAIN,g567-lanes-48x32-a-v1,lanes,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_1d0ad21680e4,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_1d0ad21680e4,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,f7aa61cb8ff2a5fdd6b63b5bfc3ee8a1b67ca8763a56e19a7243108606b55295,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,0.00892857142999981,0.02830188680000001,0.013645552559999885,True,True,True,True,1.23702830189,1.22809973046,1.20872641509,1.22338274933,False,False,False,False,False,False,335.954986,256.597062,337.35036,331.891405,975,909,128901,114723,single_exact_row,1.2524114847183228,1.1662516593933105,1.2555267810821533,0.719277560710907,0.7598856091499329,1.0364593267440796,0.7020469903945923,0.9810983538627625,1.0,0.6698500514030457,0.6345426440238953,0.3544299304485321,0.947081983089447,1.0,10.864638328552246,False,False,False,False,False,True,True
83ec017e6d02e7d6536cc3298e96eaf70b7caf1bf851445b9458cc08dc3c8dfa,g567_stage2a_label_train_00033,LABEL_TRAIN,g567-lanes-48x32-a-v1,lanes,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_f6c21e49c5e9,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_f6c21e49c5e9,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,1df149e5489023ab4d609789f8163816c9b91b904d58c12e01908ae13700e2ba,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.008445363669999928,0.023095484320000192,0.033264391590000164,True,True,True,True,1.22492244054,1.23336780421,1.20182695622,1.19165804895,False,False,False,False,False,False,334.027469,253.628165,338.963569,331.709098,995,931,130385,117884,single_exact_row,1.2524709701538086,1.1660279035568237,1.2552584409713745,0.7194254398345947,0.7600095868110657,1.0364521741867065,0.7019641399383545,0.9810962080955505,1.0,0.6698300242424011,0.6344927549362183,0.3542885482311249,0.9467639327049255,1.0,10.863991737365723,False,False,False,False,False,True,True
e1dc2f4c164e3d8befff28a36c28383ed2188f4e4d6dc37b0a0d869c96b568d9,g567_stage2a_label_train_00032,LABEL_TRAIN,g567-lanes-48x32-a-v3,lanes,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_1c1a34f6ea67,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_1c1a34f6ea67,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,True,False,0.043,True,single_run_both_success_or_both_failure,fa9f0c9c3853dcae1a08ff8c6e5689b24be463d670d28a473a3bc2a054be3a0a,1,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,0.12069859934000005,0.14802005879000002,0.10634618709999999,True,True,True,True,1.38613176552,1.26543316618,1.23811170673,1.27978557842,False,False,False,False,False,False,333.168355,263.174951,329.804107,327.166015,1286,1038,163261,132641,single_exact_row,1.2525590658187866,1.1659735441207886,1.255063533782959,0.7194372415542603,0.7599794864654541,1.036424994468689,0.7020274996757507,0.9810859560966492,1.0,0.6696765422821045,0.6342574954032898,0.3542562425136566,0.9466617703437805,1.0,10.864229202270508,False,False,False,False,False,False,False
b89d98f5052e722c038830e9de69050994384273ce38d5b6ad0ddb19deb8b18a,g567_stage2a_label_train_00047,LABEL_TRAIN,g567-lanes-64x48-a-v1,lanes,128,30000,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_97010446df5b,g567_stage2a_diagnostic_a5_label_train_selected_actor_primary_30s_exact_s566_97010446df5b,SELECTED_ACTOR_PRIMARY_30S_EXACT,True,False,False,True,0.043,True,single_run_both_success_or_both_failure,8193f4e1e55ba640ad87583c6d0106923bcc4b456109f92377be49258876366a,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,-0.013006083489999876,0.026012166989999974,0.006293266210000148,True,True,True,True,1.2146003776,1.22760646109,1.18858821061,1.20830711139,False,False,False,False,False,False,714.456715,551.22109,832.603103,781.031687,873,879,110764,110901,single_exact_row,1.2504055500030518,1.167543649673462,1.262300968170166,0.7236145734786987,0.7611847519874573,1.038826823234558,0.7033933401107788,0.9812600016593933,1.0,0.6715865135192871,0.6395613551139832,0.3524439036846161,0.9306741952896118,1.0,10.84499454498291,False,False,False,False,False,True,True
