variant_id,variant_name,seed,model_path,hidden_dim,epochs_requested,epochs_run,min_epochs,early_stop_patience,best_epoch,final_train_loss,train_examples,validation_examples,training_split_source,diagnostic_only,no_performance_claim,training_context_count,training_dataset_sha256,source_commit,cuda_bf16_training,token_budget_batching,token_budget,gpu_active_hours,hourly_checkpoint_interval_sec,resume_enabled,resume_checkpoint_path,last_hourly_checkpoint_path,scalar_only_control,uses_cross_attention,safe_subspace,field_group_trust,od_perceiver,graph_local_layers,graph_global_layers,attention_heads,latent_tokens,validation_labelv54_normalized_l1,validation_noop_deviation,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
A5,hierarchical_od_perceiver_actor,567,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed567.pt,256,3,3,2,3,2,0.004200350999941721,51,13,LABEL_TRAIN_internal_holdout,True,True,64,b56a7b872ba1d0a5a5527f67822aa8f2c644f4d64df1913a26be2d04b080299f,ea2cb71b35b18553e7e3d71d98454c340e9066c7,True,True,12000,0.07110763034783303,3600.0,False,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed567.resume.pt,,False,True,True,True,True,2,0,8,96,0.007048299428648674,0.007432214020249935,False,False,False,False,False
