g567_instance_uid,g567_evaluation_uid,map,map_family,width,height,free_cells,solver_seed,scenario_sha256,physical_map_sha256,assignment_sha256,pair_count,agent_count,start_goal_regime,nominal_budget_ms,base_time_limit_sec,solver_internal_time_limit_sec,process_hard_timeout_sec,budget_role,budget_contract,ltm_max_iterations,agent_density,scenario_bank_source,map_source_type,benchmark_source_path,benchmark_source_sha256,context_generation_stage,feature_materialization_stage,raw_map_path,raw_scenario_path,path_found_rate,path_found_rate_source,component_size,reachability_mode,distance_mode,start_goal_overlap_count,own_start_goal_match_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,split,blind_locked,diagnostic_only,scenario_source_type,official_scenario_consumed,g567_dataset_row_id,replay_scenario_path,replay_scenario_sha256
9d9273da4278bb6cd0df7beff80e88eff355fb733bd2f6a4d929cc8e73fcedfe,51b68bd7a772529027cbcf1612c11149ee4848176ffe985039423372e5be65e9,g567-connector-24x24-a-v3,connector,24,24,251,567000639,554b436fac41da930cdf58eb0f99c875f3ae8ea7dff79e8a5dbe3ce10f28aa86,7ed06f65e284271f3673e1a421485098568a1776fa5c2694648905e9d3d22e0a,7e6938e05bf25b169c84691cbca5b4021aba31de27844bd48fd760caef18f1ae,32,32,uniform_random,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.12749003984063745,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-connector-24x24-a-v3.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-connector-24x24-a-v3-random-567000639.scen,1.0,same_connected_component_no_path_materialization,251,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,2,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00000,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-connector-24x24-a-v3-random-567000639.scen,554b436fac41da930cdf58eb0f99c875f3ae8ea7dff79e8a5dbe3ce10f28aa86
96727881c4d865230677892af7297744b99157ef36c5f748b6f855bb9a0d7c7a,8c3ada1cad82b47492072760dec180d31edc29ec733d17ad5edc4cad88cb4fee,g567-empty-16x16-v0,empty,16,16,256,567000520,5f683d094c85e4c2895506c0f69f76fbed727bf61d04a2f886258ccbf946a10b,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,bafcb1f2c66479e1e70560f2f569da2c24d9c99482d6b7bbc901ab697729ed71,32,32,adversarial_opposing_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.125,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-empty-16x16-v0.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-empty-16x16-v0-random-567000520.scen,1.0,same_connected_component_no_path_materialization,256,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00001,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-empty-16x16-v0-random-567000520.scen,5f683d094c85e4c2895506c0f69f76fbed727bf61d04a2f886258ccbf946a10b
a7ad2708abd1e5a1461605c700f0484540f3a897300b51d2cf435c7f2f84991a,fbc23fa84c327a005eb18710a56ddc3af839eeb21bea708ba7845c999aaee6f8,g567-empty-16x16-v0,empty,16,16,256,567001944,ff28b07a1e9cd78328f46d11d2ae6f7a06570695707c22bd902230cb6dee86cc,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,abee287e5c8975db081d563cd7975811b0270d59f8966989fbd00360d8b374a1,32,32,uniform_random,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.125,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-empty-16x16-v0.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-empty-16x16-v0-random-567001944.scen,1.0,same_connected_component_no_path_materialization,256,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,3,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00002,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-empty-16x16-v0-random-567001944.scen,ff28b07a1e9cd78328f46d11d2ae6f7a06570695707c22bd902230cb6dee86cc
9598adb0fca423cc682dd938672bab05c7d84842e5609b9a6c2f9b7f6aa096aa,1402d518e5b8d58a901a58cd2211e84cf92e9fce745d0645a736705e65527570,g567-empty-16x16-v1,empty,16,16,256,567001361,850f58e800c9dacc7a8fed42d4dea84a574e6da8643f17dc7bac52ff618f0033,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,41ceda7a9300b4cff220e51bae5d1c0e792dc44604c9194fbfb61935fe3b6b48,32,32,opposite_side_cross_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.125,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-empty-16x16-v1.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-empty-16x16-v1-random-567001361.scen,1.0,same_connected_component_no_path_materialization,256,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00003,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-empty-16x16-v1-random-567001361.scen,850f58e800c9dacc7a8fed42d4dea84a574e6da8643f17dc7bac52ff618f0033
d1b074adccaee075b2290ad2350024de27f78b597e8dba94750bf4d7753669d7,7976101006b1ff9d0ce9ca06a55c451a556ea9dff0ac1a2efff7e68e2aa67713,g567-empty-16x16-v2,empty,16,16,256,567001138,cc72c690e25dfc881325ef3f92018cc057057ce088e0931d4ce26450bdd4e43c,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,39cc8b0882ced75ac010b0f333bddd525c38f455952b8cf55ecd8a59cecfe31a,32,32,uniform_random,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.125,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-empty-16x16-v2.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-empty-16x16-v2-random-567001138.scen,1.0,same_connected_component_no_path_materialization,256,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,1,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00004,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-empty-16x16-v2-random-567001138.scen,cc72c690e25dfc881325ef3f92018cc057057ce088e0931d4ce26450bdd4e43c
3877634da8174e4913bc395d85c098360bfdf11f1e90f7b5eff183d0a10fbf40,de5dd2d3f904b958268ab4e49709ccb22fc8c3043b58aa9b1b3718acdc7e6524,g567-string-32x24-a-v0,irregular_bottleneck,32,24,299,567001848,ce93da38fb6d9399ec424a59d77b0d76eb3f05775dd99c7d61a35ceca70b2b34,0197b70e303a767a3e4f14a4bd66438add49ea905257d25924a6c1c56b4cf02f,9139a161690230172c47bd20f9295254d19fc6fb1c960a80a357579e3c423692,32,32,opposite_side_cross_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.10702341137123746,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-string-32x24-a-v0.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-string-32x24-a-v0-random-567001848.scen,1.0,same_connected_component_no_path_materialization,299,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00005,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-string-32x24-a-v0-random-567001848.scen,ce93da38fb6d9399ec424a59d77b0d76eb3f05775dd99c7d61a35ceca70b2b34
d09ad8c3fa58e8dd654a9749ccd5198fcfaa46d1357055ac9846be3bca44a098,38179254c7e235354a84a04fd87fde82c3af9053522a22f46831dd4be8a24c9c,g567-string-32x24-a-v2,irregular_bottleneck,32,24,299,567000870,884b0440d418203bd1ebba91846b680e8332a5329fac8f3bf31b88e066dfe229,0197b70e303a767a3e4f14a4bd66438add49ea905257d25924a6c1c56b4cf02f,d4aadeeb020294bc4ead8d86bff4d3e007dec172ed19376b5b88d2ad9c6ac9ec,32,32,opposite_side_cross_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.10702341137123746,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-string-32x24-a-v2.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-string-32x24-a-v2-random-567000870.scen,1.0,same_connected_component_no_path_materialization,299,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00006,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-string-32x24-a-v2-random-567000870.scen,884b0440d418203bd1ebba91846b680e8332a5329fac8f3bf31b88e066dfe229
26206959b6cf16278394252652ade1cf01caf3e08b203484e1db2eec37650b37,4861bf954636ef004e65b78f0795a0febf6ff16827f052e5aba16aa6134bbb27,g567-tree-32x32-a-v1,tree,32,32,347,567000113,6d6ddc4982c3a5147a163fdcac51424ecd727482e67d71f3faf6cb9be693de59,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,f665ef016db2b8b56e903a2f1e04d8ab72186db527a957901e2ffc99d8e22ff1,32,32,central_choke_point,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.09221902017291066,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-tree-32x32-a-v1.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-tree-32x32-a-v1-random-567000113.scen,1.0,same_connected_component_no_path_materialization,347,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00007,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-tree-32x32-a-v1-random-567000113.scen,6d6ddc4982c3a5147a163fdcac51424ecd727482e67d71f3faf6cb9be693de59
42b40d4c531081d9289e83c71024ddc20bac2bae5ed273bad3949ae98b62619c,3c7e491378b7e9d4cac0eaa46d9032f0a481e6355195de0bf42cac8e3a064008,g567-tree-32x32-a-v1,tree,32,32,347,567001177,5e23066c1370049e944bcc1b2bd3ed2b4082c8eee1d7b6dd94a9ad8b81077013,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,11f0ba70bda3cb5cb6e2aa3242d1f95bdeb3e0baa90af22d51e7c68f4f68eb2f,32,32,adversarial_opposing_flow,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.09221902017291066,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-tree-32x32-a-v1.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-tree-32x32-a-v1-random-567001177.scen,1.0,same_connected_component_no_path_materialization,347,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00008,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-tree-32x32-a-v1-random-567001177.scen,5e23066c1370049e944bcc1b2bd3ed2b4082c8eee1d7b6dd94a9ad8b81077013
561140d2d10efb50e8c4817f75a7e606c762ab1628b0d699bbe56e1ec906dd1d,d55019a7a1001e99934f076a74a2c20fba9111b36cc2d5f4bc664bdecff1e85a,g567-tree-32x32-a-v1,tree,32,32,347,567002069,94bd6d7c56256f88490ca5c0439291af6ef6f494afe97418a4e13a042a7a24cc,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,96a3c73a0e30f5c96dd1949356d5727b2eeb54d4d06f10e1f5f5475f4dd667cd,32,32,central_choke_point,30000,30.0,30.0,60.0,uniform_30s_all_agent_tiers_primary_exact,uniform_all_agent_tiers_primary_30s_hard_timeout_60s,12,0.09221902017291066,g567_component_aware_mixed_public_benchmark_and_synthetic,synthetic_stress_map,,,stage_a_component_validity_only,stage_b_deferred_c0_f0_traffic_prior,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/maps/g567-tree-32x32-a-v1.map,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/scenario_bank/scenarios/g567-tree-32x32-a-v1-random-567002069.scen,1.0,same_connected_component_no_path_materialization,347,component_connected_no_path_materialization,manhattan_lower_bound_no_path_materialization,0,0,False,False,False,False,False,LABEL_TRAIN,False,True,czr004_synthetic_derived_scenario,False,g567_stage2a_label_train_00009,/root/shared-nvme/g567_stage2a_direct_exact_ea2cb71b_tmux/replay_scenarios/g567-tree-32x32-a-v1-random-567002069.scen,94bd6d7c56256f88490ca5c0439291af6ef6f494afe97418a4e13a042a7a24cc
