rule_id,map_width,map_height,obstacle_ratio_min,obstacle_ratio_max,agents,predicted_margin_ratio,nearest_support_count,min_support_neighbors,min_predicted_margin_ratio,feature_values,source,map,instance_id,iteration
decay_090,32.0,32.0,0.1901953125,0.2101953125,50,0.025590551179999865,10,5,0.001,50;819;0.0610500610501;32;32;0.2001953125;0;0;0;1;1;2450;144;57;1314;0.0587755102041;0.0232653061224;2.88;49;0;0;6.58232100011;0,closed_loop_rule_utility_train,random-32-32-20,4,0
decay_090,32.0,32.0,0.1901953125,0.2101953125,50,0.025590551179999865,10,5,0.001,50;819;0.0610500610501;32;32;0.2001953125;1;1;1.13976377953;0;1;2550;130;67;1316;0.0509803921569;0.0262745098039;2.6;51;872;12;6.49484307884;6.58232100011,closed_loop_rule_utility_train,random-32-32-20,4,1
decay_090,32.0,32.0,0.1901953125,0.2101953125,50,0.025590551179999865,10,5,0.001,50;819;0.0610500610501;32;32;0.2001953125;2;1;1.13976377953;0;1;2750;102;41;1495;0.0370909090909;0.0149090909091;2.04;55;1438;14;6.64276249488;7.04610744417,closed_loop_rule_utility_train,random-32-32-20,4,2
decay_090,32.0,32.0,0.1901953125,0.2101953125,50,0.025590551179999865,10,5,0.001,50;819;0.0610500610501;32;32;0.2001953125;3;1;1.13976377953;0;1;3050;75;30;1867;0.0245901639344;0.00983606557377;1.5;61;1779;14;6.61077851049;7.27532643309,closed_loop_rule_utility_train,random-32-32-20,4,3
block_heavy,32.0,32.0,0.1901953125,0.2101953125,100,0.017865322950000095,10,5,0.001,100;819;0.1221001221;32;32;0.2001953125;0;0;0;1;1;4600;667;302;1846;0.145;0.065652173913;6.67;46;0;0;6.85656938852;0,closed_loop_rule_utility_train,random-32-32-20,2,0
block_heavy,32.0,32.0,0.1901953125,0.2101953125,100,0.017865322950000095,10,5,0.001,100;819;0.1221001221;32;32;0.2001953125;1;1;1.2982134677;0;1;6000;765;342;2779;0.1275;0.057;7.65;60;1406;23;6.74560210999;6.85656938852,closed_loop_rule_utility_train,random-32-32-20,2,1
block_heavy,32.0,32.0,0.1901953125,0.2101953125,100,0.017865322950000095,10,5,0.001,100;819;0.1221001221;32;32;0.2001953125;2;1;1.2982134677;0;1;6100;499;198;3344;0.0818032786885;0.0324590163934;4.99;61;1943;37;6.9828634866;7.23643984311,closed_loop_rule_utility_train,random-32-32-20,2,2
block_heavy,32.0,32.0,0.1901953125,0.2101953125,100,0.017865322950000095,10,5,0.001,100;819;0.1221001221;32;32;0.2001953125;3;1;1.2982134677;1;1;5300;478;190;2542;0.0901886792453;0.0358490566038;4.78;53;2135;37;6.9682310363;7.39996192329,closed_loop_rule_utility_train,random-32-32-20,2,3
block_heavy,32.0,32.0,0.1901953125,0.2101953125,100,0.022280471820000036,10,5,0.001,100;819;0.1221001221;32;32;0.2001953125;0;0;0;1;1;5000;690;343;2122;0.138;0.0686;6.9;50;0;0;6.88847518061;0,closed_loop_rule_utility_train,random-32-32-20,6,0
block_heavy,32.0,32.0,0.1901953125,0.2101953125,100,0.022280471820000036,10,5,0.001,100;819;0.1221001221;32;32;0.2001953125;1;1;1.28178243775;0;1;5200;594;261;2187;0.114230769231;0.0501923076923;5.94;52;1464;31;6.90872020782;6.88847518061,closed_loop_rule_utility_train,random-32-32-20,6,1
