agents,best_available_delta_ratio_vs_ltm,best_available_method,early_c_equiv_updates,map,regret_vs_best_available,regret_vs_repair5g2_best_frozen_static_candidate,regret_vs_repair5g2_frozen_static_or_selector,regret_vs_repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,regret_vs_repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,repair5g2_best_frozen_static_candidate_delta_ratio_vs_ltm,repair5g2_frozen_static_or_selector_delta_ratio_vs_ltm,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic_delta_ratio_vs_ltm,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic_delta_ratio_vs_ltm,runtime_selected_counts,scen,seed,target_delta_ratio_vs_ltm,target_method,target_success,target_worse_vs_ltm
50,-0.032417829799999964,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.025213867619999997,0.025213867619999997,0.025213867619999997,0.025213867619999997,0.025213867619999997,-0.032417829799999964,-0.032417829799999964,-0.032417829799999964,-0.032417829799999964,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-126.scen,126,-0.007203962179999968,repair5g5_contextual_flow_shield_selector_runtime,True,False
50,-0.05096743746999999,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.05521472393000004,0.05521472393000004,0.05521472393000004,0.05521472393000004,0.05521472393000004,-0.05096743746999999,-0.05096743746999999,-0.05096743746999999,-0.05096743746999999,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-127.scen,127,0.004247286460000055,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.028234086240000122,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.03798767967000005,0.03798767967000005,0.03798767967000005,0.03798767967000005,0.03798767967000005,-0.028234086240000122,-0.028234086240000122,-0.028234086240000122,-0.028234086240000122,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-128.scen,128,0.00975359342999993,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.03896103896000014,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.04425204425000007,0.04425204425000007,0.04425204425000007,0.04425204425000007,0.04425204425000007,-0.03896103896000014,-0.03896103896000014,-0.03896103896000014,-0.03896103896000014,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-129.scen,129,0.005291005289999928,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.05987311657999994,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.06066613798999998,0.06066613798999998,0.06066613798999998,0.06066613798999998,0.06066613798999998,-0.05987311657999994,-0.05987311657999994,-0.05987311657999994,-0.05987311657999994,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-130.scen,130,0.0007930214100000388,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.03364229316799994,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.033985581874000026,0.033985581874000026,0.033985581874000026,0.033985581874000026,0.033985581874000026,-0.03364229316799994,-0.03364229316799994,-0.03364229316799994,-0.03364229316799994,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-131.scen,131,0.00034328870600008887,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.03500473037000007,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.009933774840000131,0.009933774840000131,0.009933774840000131,0.009933774840000131,0.009933774840000131,-0.03500473037000007,-0.03500473037000007,-0.03500473037000007,-0.03500473037000007,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-132.scen,132,-0.02507095552999994,repair5g5_contextual_flow_shield_selector_runtime,True,False
50,0.00991437584999999,repair5g5_contextual_flow_shield_selector_runtime,3,maze-32-32-4,0.0,-0.001351960340000069,-0.001351960340000069,-0.001351960340000069,-0.001351960340000069,0.01126633619000006,0.01126633619000006,0.01126633619000006,0.01126633619000006,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-133.scen,133,0.00991437584999999,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.011925042589999935,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.017035775130000097,0.017035775130000097,0.017035775130000097,0.017035775130000097,0.017035775130000097,-0.011925042589999935,-0.011925042589999935,-0.011925042589999935,-0.011925042589999935,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-134.scen,134,0.005110732540000162,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.016802443990000082,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.016802443990000082,0.016802443990000082,0.016802443990000082,0.016802443990000082,0.016802443990000082,-0.016802443990000082,-0.016802443990000082,-0.016802443990000082,-0.016802443990000082,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-135.scen,135,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
