agents,best_available_delta_ratio_vs_ltm,best_available_method,early_c_equiv_updates,map,regret_vs_best_available,regret_vs_repair5g2_best_frozen_static_candidate,regret_vs_repair5g2_frozen_static_or_selector,regret_vs_repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,regret_vs_repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,repair5g2_best_frozen_static_candidate_delta_ratio_vs_ltm,repair5g2_frozen_static_or_selector_delta_ratio_vs_ltm,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic_delta_ratio_vs_ltm,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic_delta_ratio_vs_ltm,runtime_selected_counts,scen,seed,target_delta_ratio_vs_ltm,target_method,target_success,target_worse_vs_ltm
100,-0.007817589580000117,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.008034744849999997,0.008034744849999997,-0.012377850160000037,0.008034744849999997,0.008034744849999997,-0.007817589580000117,0.012595005429999917,-0.007817589580000117,-0.007817589580000117,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-126.scen,126,0.00021715526999988022,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.019932899160000073,repair5g2_frozen_static_or_selector,3,maze-32-32-4,0.010459838170000069,0.010262482730000189,0.010459838170000069,0.010262482730000189,0.010262482730000189,-0.019735543720000193,-0.019932899160000073,-0.019735543720000193,-0.019735543720000193,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-127.scen,127,-0.009473060990000004,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.04959687271000002,repair5g2_frozen_static_or_selector,3,maze-32-32-4,0.07598338627000012,0.05692645981000011,0.07598338627000012,0.0,0.0,-0.030539946250000005,-0.04959687271000002,0.026386513560000102,0.026386513560000102,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-128.scen,128,0.026386513560000102,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.016887816639999942,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.010373944509999955,0.010373944509999955,0.010373944509999955,0.0016887816699999725,0.0016887816699999725,-0.016887816639999942,-0.016887816639999942,-0.00820265379999996,-0.00820265379999996,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-129.scen,129,-0.006513872129999987,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.03266007734999987,repair5g2_frozen_static_or_selector,3,maze-32-32-4,0.0461968199399998,0.01697464546999994,0.0461968199399998,0.01697464546999994,0.01697464546999994,-0.00343790288000001,-0.03266007734999987,-0.00343790288000001,-0.00343790288000001,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-130.scen,130,0.013536742589999928,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.06126521652999983,repair5g2_frozen_static_or_selector,3,maze-32-32-4,0.07643184992999985,0.03192975453999991,0.07643184992999985,0.03192975453999991,0.03192975453999991,-0.016763121139999893,-0.06126521652999983,-0.016763121139999893,-0.016763121139999893,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-131.scen,131,0.015166633400000018,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.0377403275499999,repair5g2_best_frozen_static_candidate,3,maze-32-32-4,0.021362449559999996,0.021362449559999996,0.014953714700000065,0.021362449559999996,0.021362449559999996,-0.0377403275499999,-0.031331592689999965,-0.0377403275499999,-0.0377403275499999,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-132.scen,132,-0.0163778779899999,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.06686046510999999,repair5g2_frozen_static_or_selector,3,maze-32-32-4,0.10107334526000011,0.05187835421000009,0.10107334526000011,0.05187835421000009,0.05187835421000009,-0.017665474059999964,-0.06686046510999999,-0.017665474059999964,-0.017665474059999964,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-133.scen,133,0.034212880150000125,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,0.0008930564899998217,repair5g5_contextual_flow_shield_selector_runtime,3,maze-32-32-4,0.0,-0.03527573119000005,-0.016521544990000026,-0.03527573119000005,-0.03527573119000005,0.03616878767999987,0.017414601479999847,0.03616878767999987,0.03616878767999987,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-134.scen,134,0.0008930564899998217,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.027893320290000023,repair5g2_frozen_static_or_selector,3,maze-32-32-4,0.055052605830000045,0.030829459270000026,0.055052605830000045,0.016393442629999866,0.016393442629999866,-0.0036701737300000037,-0.027893320290000023,0.010765842910000156,0.010765842910000156,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",maze-32-32-4-random-135.scen,135,0.027159285540000022,repair5g5_contextual_flow_shield_selector_runtime,True,True
50,-0.05847457627000008,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.05847457627000008,0.05847457627000008,0.05847457627000008,0.05847457627000008,0.05847457627000008,-0.05847457627000008,-0.05847457627000008,-0.05847457627000008,-0.05847457627000008,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-126.scen,126,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
50,-0.05628140703999995,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.05628140703999995,0.05628140703999995,0.05628140703999995,0.05628140703999995,0.05628140703999995,-0.05628140703999995,-0.05628140703999995,-0.05628140703999995,-0.05628140703999995,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-127.scen,127,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
50,-0.03980582524999998,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.03980582524999998,0.03980582524999998,0.03980582524999998,0.03980582524999998,0.03980582524999998,-0.03980582524999998,-0.03980582524999998,-0.03980582524999998,-0.03980582524999998,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-130.scen,130,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
50,-0.05804311775000004,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.05804311775000004,0.05804311775000004,0.05804311775000004,0.05804311775000004,0.05804311775000004,-0.05804311775000004,-0.05804311775000004,-0.05804311775000004,-0.05804311775000004,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-132.scen,132,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
50,-0.035714285709999904,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.035714285709999904,0.035714285709999904,0.035714285709999904,0.035714285709999904,0.035714285709999904,-0.035714285709999904,-0.035714285709999904,-0.035714285709999904,-0.035714285709999904,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-133.scen,133,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
50,-0.031830238730000016,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.031830238730000016,0.031830238730000016,0.031830238730000016,0.031830238730000016,0.031830238730000016,-0.031830238730000016,-0.031830238730000016,-0.031830238730000016,-0.031830238730000016,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-134.scen,134,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.09521660649999997,repair5g2_frozen_static_or_selector,3,random-32-32-20,0.09792418772999989,0.06317689531000004,0.09792418772999989,0.06317689531000004,0.06317689531000004,-0.060469314080000114,-0.09521660649999997,-0.060469314080000114,-0.060469314080000114,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-127.scen,127,0.0027075812299999225,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.046315789479999925,repair5g2_frozen_static_or_selector,3,random-32-32-20,0.10400000000000009,0.07915789473000001,0.10400000000000009,0.07915789473000001,0.07915789473000001,-0.021473684209999844,-0.046315789479999925,-0.021473684209999844,-0.021473684209999844,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-128.scen,128,0.05768421052000017,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.07803337844000002,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.07803337844000002,0.07803337844000002,0.06450157871000006,0.07803337844000002,0.07803337844000002,-0.07803337844000002,-0.06450157871000006,-0.07803337844000002,-0.07803337844000002,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-129.scen,129,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.016083254490000032,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.016083254490000032,0.016083254490000032,0.008041627239999904,0.016083254490000032,0.016083254490000032,-0.016083254490000032,-0.008041627239999904,-0.016083254490000032,-0.016083254490000032,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-130.scen,130,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.03586019064000001,repair5g2_frozen_static_or_selector,3,random-32-32-20,0.03586019064000001,0.012256014520000136,0.03586019064000001,0.012256014520000136,0.012256014520000136,-0.012256014520000136,-0.03586019064000001,-0.012256014520000136,-0.012256014520000136,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-131.scen,131,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.08603545179999994,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.10246433203999983,0.10246433203999983,0.07868568957999988,0.10246433203999983,0.10246433203999983,-0.08603545179999994,-0.06225680934,-0.08603545179999994,-0.08603545179999994,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-132.scen,132,0.016428880239999888,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.09028727769999989,repair5g2_frozen_static_or_selector,3,random-32-32-20,0.09028727769999989,0.07523939808999991,0.09028727769999989,0.07523939808999991,0.07523939808999991,-0.07523939808999991,-0.09028727769999989,-0.07523939808999991,-0.07523939808999991,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-133.scen,133,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,-0.03624535315999999,repair5g2_frozen_static_or_selector,3,random-32-32-20,0.06737918216000005,0.062267658000000115,0.06737918216000005,0.062267658000000115,0.062267658000000115,-0.031133829000000057,-0.03624535315999999,-0.031133829000000057,-0.031133829000000057,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-134.scen,134,0.031133829000000057,repair5g5_contextual_flow_shield_selector_runtime,True,True
100,-0.027801179439999935,repair5g2_best_frozen_static_candidate,3,random-32-32-20,0.027801179439999935,0.027801179439999935,0.021903959559999908,0.027801179439999935,0.027801179439999935,-0.027801179439999935,-0.021903959559999908,-0.027801179439999935,-0.027801179439999935,"{""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"": 1, ""repair5g_dual_c_equiv_c100_b100_w100_d090"": 3}",random-32-32-20-random-135.scen,135,0.0,repair5g5_contextual_flow_shield_selector_runtime,True,False
100,,repair5g5_contextual_flow_shield_selector_runtime,1,warehouse-10-20-10-2-1,,,,,,,,,,"{""repair5g_dual_c_equiv_c100_b100_w100_d090"": 1}",warehouse-10-20-10-2-1-random-128.scen,128,,repair5g5_contextual_flow_shield_selector_runtime,False,True
100,,repair5g5_contextual_flow_shield_selector_runtime,1,warehouse-10-20-10-2-1,,,,,,,,,,"{""repair5g_dual_c_equiv_c100_b100_w100_d090"": 1}",warehouse-10-20-10-2-1-random-129.scen,129,,repair5g5_contextual_flow_shield_selector_runtime,False,True
100,,repair5g5_contextual_flow_shield_selector_runtime,1,warehouse-10-20-10-2-1,,,,,,,,,,"{""repair5g_dual_c_equiv_c100_b100_w100_d090"": 1}",warehouse-10-20-10-2-1-random-131.scen,131,,repair5g5_contextual_flow_shield_selector_runtime,False,True
100,0.0,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,1,warehouse-10-20-10-2-1,,,,,,,,,0.0,"{""repair5g_dual_c_equiv_c100_b100_w100_d090"": 1}",warehouse-10-20-10-2-1-random-132.scen,132,,repair5g5_contextual_flow_shield_selector_runtime,False,True
100,,repair5g5_contextual_flow_shield_selector_runtime,1,warehouse-10-20-10-2-1,,,,,,,,,,"{""repair5g_dual_c_equiv_c100_b100_w100_d090"": 1}",warehouse-10-20-10-2-1-random-133.scen,133,,repair5g5_contextual_flow_shield_selector_runtime,False,True
