context_source_id,normalized_context_key,budget_ms,map,map_family,map_agent_group,agents,seed,scenario_path,map_path,source,namespace,contains_original_gold_anchor,generated_metadata_only,generated_solver_executable,ids_166_205_untouched,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-20|a50|s153|it0|4f769f321fc0|b1000,random-32-32-20|a50|s153|it0|4f769f321fc0,1000,random-32-32-20,random,random-32-32-20|a50,50,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-153.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s153|it0|4f769f321fc0|b2000,random-32-32-20|a50|s153|it0|4f769f321fc0,2000,random-32-32-20,random,random-32-32-20|a50,50,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-153.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s154|it0|eeb7be30fd78|b1000,random-32-32-20|a50|s154|it0|eeb7be30fd78,1000,random-32-32-20,random,random-32-32-20|a50,50,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-154.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s154|it0|eeb7be30fd78|b2000,random-32-32-20|a50|s154|it0|eeb7be30fd78,2000,random-32-32-20,random,random-32-32-20|a50,50,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-154.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s155|it0|415ba2757d81|b1000,random-32-32-20|a50|s155|it0|415ba2757d81,1000,random-32-32-20,random,random-32-32-20|a50,50,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-155.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s155|it0|415ba2757d81|b2000,random-32-32-20|a50|s155|it0|415ba2757d81,2000,random-32-32-20,random,random-32-32-20|a50,50,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-155.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s156|it0|d307a3fa6612|b1000,random-32-32-20|a50|s156|it0|d307a3fa6612,1000,random-32-32-20,random,random-32-32-20|a50,50,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-156.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s156|it0|d307a3fa6612|b2000,random-32-32-20|a50|s156|it0|d307a3fa6612,2000,random-32-32-20,random,random-32-32-20|a50,50,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-156.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s157|it0|975d87942506|b1000,random-32-32-20|a50|s157|it0|975d87942506,1000,random-32-32-20,random,random-32-32-20|a50,50,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-157.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s157|it0|975d87942506|b2000,random-32-32-20|a50|s157|it0|975d87942506,2000,random-32-32-20,random,random-32-32-20|a50,50,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-157.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s158|it0|ab45514db7f3|b1000,random-32-32-20|a50|s158|it0|ab45514db7f3,1000,random-32-32-20,random,random-32-32-20|a50,50,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-158.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s158|it0|ab45514db7f3|b2000,random-32-32-20|a50|s158|it0|ab45514db7f3,2000,random-32-32-20,random,random-32-32-20|a50,50,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-158.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s159|it0|1c522e42173f|b1000,random-32-32-20|a50|s159|it0|1c522e42173f,1000,random-32-32-20,random,random-32-32-20|a50,50,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-159.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s159|it0|1c522e42173f|b2000,random-32-32-20|a50|s159|it0|1c522e42173f,2000,random-32-32-20,random,random-32-32-20|a50,50,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-159.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s146|it0|5d7e83023bf9|b1000,random-32-32-20|a100|s146|it0|5d7e83023bf9,1000,random-32-32-20,random,random-32-32-20|a100,100,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-146.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s146|it0|5d7e83023bf9|b2000,random-32-32-20|a100|s146|it0|5d7e83023bf9,2000,random-32-32-20,random,random-32-32-20|a100,100,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-146.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s147|it0|e6afba581492|b1000,random-32-32-20|a100|s147|it0|e6afba581492,1000,random-32-32-20,random,random-32-32-20|a100,100,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-147.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s147|it0|e6afba581492|b2000,random-32-32-20|a100|s147|it0|e6afba581492,2000,random-32-32-20,random,random-32-32-20|a100,100,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-147.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s148|it0|f1241edfdfb8|b1000,random-32-32-20|a100|s148|it0|f1241edfdfb8,1000,random-32-32-20,random,random-32-32-20|a100,100,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-148.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s148|it0|f1241edfdfb8|b2000,random-32-32-20|a100|s148|it0|f1241edfdfb8,2000,random-32-32-20,random,random-32-32-20|a100,100,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-148.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s149|it0|d208f2a7eadc|b1000,random-32-32-20|a100|s149|it0|d208f2a7eadc,1000,random-32-32-20,random,random-32-32-20|a100,100,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-149.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s149|it0|d208f2a7eadc|b2000,random-32-32-20|a100|s149|it0|d208f2a7eadc,2000,random-32-32-20,random,random-32-32-20|a100,100,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-149.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s150|it0|c0cbf4303406|b1000,random-32-32-20|a100|s150|it0|c0cbf4303406,1000,random-32-32-20,random,random-32-32-20|a100,100,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-150.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s150|it0|c0cbf4303406|b2000,random-32-32-20|a100|s150|it0|c0cbf4303406,2000,random-32-32-20,random,random-32-32-20|a100,100,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-150.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s151|it0|895728c93b75|b1000,random-32-32-20|a100|s151|it0|895728c93b75,1000,random-32-32-20,random,random-32-32-20|a100,100,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-151.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s151|it0|895728c93b75|b2000,random-32-32-20|a100|s151|it0|895728c93b75,2000,random-32-32-20,random,random-32-32-20|a100,100,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-151.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s152|it0|ec28e46c83fa|b1000,random-32-32-20|a100|s152|it0|ec28e46c83fa,1000,random-32-32-20,random,random-32-32-20|a100,100,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-152.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s152|it0|ec28e46c83fa|b2000,random-32-32-20|a100|s152|it0|ec28e46c83fa,2000,random-32-32-20,random,random-32-32-20|a100,100,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-152.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s153|it0|6a51f1edf30c|b1000,random-32-32-20|a100|s153|it0|6a51f1edf30c,1000,random-32-32-20,random,random-32-32-20|a100,100,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-153.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s153|it0|6a51f1edf30c|b2000,random-32-32-20|a100|s153|it0|6a51f1edf30c,2000,random-32-32-20,random,random-32-32-20|a100,100,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-153.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s154|it0|b153c9002e27|b1000,random-32-32-20|a100|s154|it0|b153c9002e27,1000,random-32-32-20,random,random-32-32-20|a100,100,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-154.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s154|it0|b153c9002e27|b2000,random-32-32-20|a100|s154|it0|b153c9002e27,2000,random-32-32-20,random,random-32-32-20|a100,100,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-154.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s155|it0|ee4a6469eced|b1000,random-32-32-20|a100|s155|it0|ee4a6469eced,1000,random-32-32-20,random,random-32-32-20|a100,100,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-155.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s155|it0|ee4a6469eced|b2000,random-32-32-20|a100|s155|it0|ee4a6469eced,2000,random-32-32-20,random,random-32-32-20|a100,100,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-155.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a100|s156|it0|b0c05ad8aa60|b1000,random-32-32-20|a100|s156|it0|b0c05ad8aa60,1000,random-32-32-20,random,random-32-32-20|a100,100,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-156.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s156|it0|b0c05ad8aa60|b2000,random-32-32-20|a100|s156|it0|b0c05ad8aa60,2000,random-32-32-20,random,random-32-32-20|a100,100,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-156.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s157|it0|856ca45ead11|b1000,random-32-32-20|a100|s157|it0|856ca45ead11,1000,random-32-32-20,random,random-32-32-20|a100,100,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-157.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s157|it0|856ca45ead11|b2000,random-32-32-20|a100|s157|it0|856ca45ead11,2000,random-32-32-20,random,random-32-32-20|a100,100,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-157.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s158|it0|9d8004cdbe94|b1000,random-32-32-20|a100|s158|it0|9d8004cdbe94,1000,random-32-32-20,random,random-32-32-20|a100,100,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-158.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s158|it0|9d8004cdbe94|b2000,random-32-32-20|a100|s158|it0|9d8004cdbe94,2000,random-32-32-20,random,random-32-32-20|a100,100,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-158.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s159|it0|a0f79e637fba|b1000,random-32-32-20|a100|s159|it0|a0f79e637fba,1000,random-32-32-20,random,random-32-32-20|a100,100,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-159.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a100|s159|it0|a0f79e637fba|b2000,random-32-32-20|a100|s159|it0|a0f79e637fba,2000,random-32-32-20,random,random-32-32-20|a100,100,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-159.scen,external/lacam2/scripts/map/random-32-32-20.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s146|it0|f81a8bf82340|b1000,warehouse-10-20-10-2-1|a50|s146|it0|f81a8bf82340,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-146.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s146|it0|f81a8bf82340|b2000,warehouse-10-20-10-2-1|a50|s146|it0|f81a8bf82340,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-146.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s147|it0|aa637296f133|b1000,warehouse-10-20-10-2-1|a50|s147|it0|aa637296f133,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-147.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s147|it0|aa637296f133|b2000,warehouse-10-20-10-2-1|a50|s147|it0|aa637296f133,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-147.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s148|it0|cf280ffe891d|b1000,warehouse-10-20-10-2-1|a50|s148|it0|cf280ffe891d,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-148.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s148|it0|cf280ffe891d|b2000,warehouse-10-20-10-2-1|a50|s148|it0|cf280ffe891d,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-148.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s149|it0|5aea0773df3f|b1000,warehouse-10-20-10-2-1|a50|s149|it0|5aea0773df3f,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-149.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s149|it0|5aea0773df3f|b2000,warehouse-10-20-10-2-1|a50|s149|it0|5aea0773df3f,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-149.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s150|it0|81e00dfe5b9f|b1000,warehouse-10-20-10-2-1|a50|s150|it0|81e00dfe5b9f,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-150.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s150|it0|81e00dfe5b9f|b2000,warehouse-10-20-10-2-1|a50|s150|it0|81e00dfe5b9f,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-150.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s151|it0|03a1dbfad099|b1000,warehouse-10-20-10-2-1|a50|s151|it0|03a1dbfad099,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-151.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s151|it0|03a1dbfad099|b2000,warehouse-10-20-10-2-1|a50|s151|it0|03a1dbfad099,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-151.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s152|it0|a72197e34895|b1000,warehouse-10-20-10-2-1|a50|s152|it0|a72197e34895,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-152.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s152|it0|a72197e34895|b2000,warehouse-10-20-10-2-1|a50|s152|it0|a72197e34895,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-152.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s153|it0|b6013824cc7c|b1000,warehouse-10-20-10-2-1|a50|s153|it0|b6013824cc7c,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-153.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s153|it0|b6013824cc7c|b2000,warehouse-10-20-10-2-1|a50|s153|it0|b6013824cc7c,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-153.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s154|it0|8e263314a2d8|b1000,warehouse-10-20-10-2-1|a50|s154|it0|8e263314a2d8,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-154.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s154|it0|8e263314a2d8|b2000,warehouse-10-20-10-2-1|a50|s154|it0|8e263314a2d8,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-154.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s155|it0|cfbb0807076f|b1000,warehouse-10-20-10-2-1|a50|s155|it0|cfbb0807076f,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-155.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s155|it0|cfbb0807076f|b2000,warehouse-10-20-10-2-1|a50|s155|it0|cfbb0807076f,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-155.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s156|it0|b00b8b90e628|b1000,warehouse-10-20-10-2-1|a50|s156|it0|b00b8b90e628,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-156.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s156|it0|b00b8b90e628|b2000,warehouse-10-20-10-2-1|a50|s156|it0|b00b8b90e628,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-156.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s157|it0|9c2fe984fe6a|b1000,warehouse-10-20-10-2-1|a50|s157|it0|9c2fe984fe6a,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-157.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s157|it0|9c2fe984fe6a|b2000,warehouse-10-20-10-2-1|a50|s157|it0|9c2fe984fe6a,2000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-157.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s158|it0|5c14c618caae|b1000,warehouse-10-20-10-2-1|a50|s158|it0|5c14c618caae,1000,warehouse-10-20-10-2-1,warehouse,warehouse-10-20-10-2-1|a50,50,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/warehouse-10-20-10-2-1-random-158.scen,external/lacam2/scripts/map/warehouse-10-20-10-2-1.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
