label_id,context_budget_iteration_key,context_no_iteration,map,map_family,agents,seed,budget_ms,iteration,candidate_id,candidate_family,static_flow_candidate,best_fixed_static_candidate,best_family_static_candidate,primary_static_candidate,oracle_candidate,delta_vs_additive,delta_vs_static_flow,delta_vs_best_fixed_static,delta_vs_best_family_static,delta_vs_primary_static_baseline,success_regression_vs_additive,success_regression_vs_static_flow,success_regression_vs_best_fixed_static,success_regression_vs_best_family_static,success_regression_vs_primary_static_baseline,success_gain_vs_primary_static_baseline,both_fail_vs_primary_static_baseline,both_success_vs_primary_static_baseline,opportunity_class,additive_only_gain,static_safe_gain,static_oracle_gap,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g537_static_label_00000344,maze-32-32-4|100|160|1000|0,maze-32-32-4|100|160|1000,maze-32-32-4,maze,100,160,1000,0,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,high_beta,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00001531,maze-32-32-4|50|146|2000|1,maze-32-32-4|50|146|2000,maze-32-32-4,maze,50,146,2000,1,repair5g59_commit_heavy_flow_guard,commit_heavy,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_static_flow_shield,repair5g59_flow_decay,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00001582,maze-32-32-4|50|147|2000|1,maze-32-32-4|50|147|2000,maze-32-32-4,maze,50,147,2000,1,repair5g59_wait_aggressive,wait_aggressive,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,False,False,False,False,False,False
g537_static_label_00001711,maze-32-32-4|50|150|2000|1,maze-32-32-4|50|150|2000,maze-32-32-4,maze,50,150,2000,1,repair5g59_commit_heavy_flow_guard,commit_heavy,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,False,False,False,False,False,False
g537_static_label_00001762,maze-32-32-4|50|151|2000|1,maze-32-32-4|50|151|2000,maze-32-32-4,maze,50,151,2000,1,repair5g59_wait_aggressive,wait_aggressive,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_static_flow_shield,repair5g59_flow_decay,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00001803,maze-32-32-4|50|152|2000|1,maze-32-32-4|50|152|2000,maze-32-32-4,maze,50,152,2000,1,repair5g59_high_beta_cap_safe,high_beta,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_static_flow_shield,repair5g59_commit_heavy_flow_guard,,,,,,True,True,False,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00001843,maze-32-32-4|50|153|2000|1,maze-32-32-4|50|153|2000,maze-32-32-4,maze,50,153,2000,1,repair5g59_block_heavy_flow_guard,block_heavy,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,,,,,,True,True,True,False,True,False,False,False,A_static_regression,False,False,False,False,False,False,False,False
g537_static_label_00001849,maze-32-32-4|50|153|2000|1,maze-32-32-4|50|153|2000,maze-32-32-4,maze,50,153,2000,1,repair5g59_low_beta_high_cap,low_beta,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,,,,,,True,True,True,False,True,False,False,False,A_static_regression,False,False,False,False,False,False,False,False
g537_static_label_00001939,maze-32-32-4|50|155|2000|1,maze-32-32-4|50|155|2000,maze-32-32-4,maze,50,155,2000,1,repair5g59_static_flow_shield,static_flow_shield,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,repair5g59_wait_conservative,,,,,,True,False,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003180,random-32-32-20|100|146|500|0,random-32-32-20|100|146|500,random-32-32-20,random,100,146,500,0,repair5g59_light_cong_light_flow,other_flow,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003217,random-32-32-20|100|147|500|0,random-32-32-20|100|147|500,random-32-32-20,random,100,147,500,0,repair5g59_additive_fallback,additive,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_block_heavy_flow_guard,,,,,,False,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003270,random-32-32-20|100|148|500|0,random-32-32-20|100|148|500,random-32-32-20,random,100,148,500,0,repair5g59_wait_conservative,wait_conservative,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003310,random-32-32-20|100|149|500|0,random-32-32-20|100|149|500,random-32-32-20,random,100,149,500,0,repair5g59_light_cong_light_flow,other_flow,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003384,random-32-32-20|100|151|500|0,random-32-32-20|100|151|500,random-32-32-20,random,100,151,500,0,repair5g59_commit_heavy_flow_guard,commit_heavy,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003430,random-32-32-20|100|152|500|0,random-32-32-20|100|152|500,random-32-32-20,random,100,152,500,0,repair5g59_light_cong_light_flow,other_flow,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003513,random-32-32-20|100|154|500|0,random-32-32-20|100|154|500,random-32-32-20,random,100,154,500,0,repair5g59_commit_heavy_flow_guard,commit_heavy,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003555,random-32-32-20|100|155|500|0,random-32-32-20|100|155|500,random-32-32-20,random,100,155,500,0,repair5g59_c_only_f_disabled,c_only,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003611,random-32-32-20|100|160|500|0,random-32-32-20|100|160|500,random-32-32-20,random,100,160,500,0,repair5g518_grid_c1p25_b1p25_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,c_only,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,True,False,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003629,random-32-32-20|100|160|500|0,random-32-32-20|100|160|500,random-32-32-20,random,100,160,500,0,repair5g59_static_flow_shield,static_flow_shield,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,True,False,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003775,random-32-32-20|100|162|500|0,random-32-32-20|100|162|500,random-32-32-20,random,100,162,500,0,repair5g59_commit_heavy_flow_guard,commit_heavy,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003838,random-32-32-20|100|163|500|0,random-32-32-20|100|163|500,random-32-32-20,random,100,163,500,0,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,high_beta,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00003844,random-32-32-20|100|163|500|0,random-32-32-20|100|163|500,random-32-32-20,random,100,163,500,0,repair5g59_c_only_f_disabled,c_only,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00004024,random-32-32-20|100|206|500|0,random-32-32-20|100|206|500,random-32-32-20,random,100,206,500,0,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,c_only,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p35_max0p75_c0,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00004025,random-32-32-20|100|206|500|0,random-32-32-20|100|206|500,random-32-32-20,random,100,206,500,0,repair5g518_grid_c1p25_b1p25_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,c_only,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p35_max0p75_c0,,,,,,True,True,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00004079,random-32-32-20|100|207|500|0,random-32-32-20|100|207|500,random-32-32-20,random,100,207,500,0,repair5g59_additive_fallback,additive,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,False,False,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00004080,random-32-32-20|100|207|500|0,random-32-32-20|100|207|500,random-32-32-20,random,100,207,500,0,repair5g59_block_heavy_flow_guard,block_heavy,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,False,False,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
g537_static_label_00004081,random-32-32-20|100|207|500|0,random-32-32-20|100|207|500,random-32-32-20,random,100,207,500,0,repair5g59_c_only_f_disabled,c_only,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,repair5g59_wait_aggressive,repair5g59_high_beta_cap_safe,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,,,,,,False,False,True,True,True,False,False,False,A_static_regression,False,False,True,False,False,False,False,False
