split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,100,49,0.40816326530612246,0.8775510204081632,0.61,27,0.7777777777777778,0.34
validation,empty-48-48,100,100,57,0.40350877192982454,0.8596491228070176,0.67,28,0.7142857142857143,0.52
validation,empty-48-48,200,100,47,0.1276595744680851,0.7659574468085106,0.61,14,0.42857142857142855,0.66
validation,empty-48-48,400,100,59,0.1864406779661017,0.7627118644067796,0.58,17,0.35294117647058826,0.69
validation,maze-32-32-4,50,100,76,0.07894736842105263,0.5263157894736842,0.67,48,0.3958333333333333,0.19
validation,maze-32-32-4,100,100,70,0.22857142857142856,0.4714285714285714,0.65,54,0.5555555555555556,0.17
validation,maze-32-32-4,200,100,82,0.024390243902439025,0.6219512195121951,0.33,79,0.0379746835443038,0.75
validation,maze-32-32-4,400,62,43,0.0,0.6511627906976745,0.3225806451612903,43,0.0,0.5967741935483871
