region_id,deployable_region_key,candidate_id,map_family,map,agents,budget_ms,iteration_bucket,support_pairs,seed_block_support,context_support,minimum_diagnostic_pairs,minimum_strong_pairs,minimum_final_pairs,minimum_final_seed_blocks,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,region_status,safe_region,useful_safe_region,zero_regression_vs_static_and_family
repair5g539_s1_026|random|100|500|final,random|100|500|final,repair5g539_s1_026,random,random-32-32-20,100,500,final,80,5,80,20,60,80,3,80,18,10,48,4,0,0,0,0,0.025,0,4,0,10,0,80,9,5,57,9,0,0,0,0,0.0125,0,9,0,5,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s2_110|random|100|500|final,random|100|500|final,repair5g539_s2_110,random,random-32-32-20,100,500,final,80,5,80,20,60,80,3,80,17,10,48,5,0,0,0,0,0.021875,0,5,0,10,0,80,10,7,55,8,0,0,0,0,0.009375,0,8,0,7,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s1_026|warehouse|50|2000|final,warehouse|50|2000|final,repair5g539_s1_026,warehouse,warehouse-10-20-10-2-1,50,2000,final,80,5,80,20,60,80,3,80,11,10,21,38,0,0,0,0,0.003125,0,38,0,10,0,80,13,11,19,37,0,0,0,0,0.00625,0,37,0,11,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s1_000|random|100|500|final,random|100|500|final,repair5g539_s1_000,random,random-32-32-20,100,500,final,80,5,80,20,60,80,3,80,17,16,42,5,0,0,0,0,0.003125,0,5,0,16,0,80,6,9,53,12,0,0,0,0,-0.009375,0,12,0,9,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s2_110|warehouse|50|2000|final,warehouse|50|2000|final,repair5g539_s2_110,warehouse,warehouse-10-20-10-2-1,50,2000,final,80,5,80,20,60,80,3,80,9,11,20,40,0,0,0,0,-0.00625,0,40,0,11,0,80,11,12,18,39,0,0,0,0,-0.003125,0,39,0,12,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s2_089|random|100|500|final,random|100|500|final,repair5g539_s2_089,random,random-32-32-20,100,500,final,80,5,80,20,60,80,3,80,12,14,44,10,0,0,0,0,-0.00625,0,10,0,14,0,80,6,12,50,12,0,0,0,0,-0.01875,0,12,0,12,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s2_089|warehouse|50|2000|final,warehouse|50|2000|final,repair5g539_s2_089,warehouse,warehouse-10-20-10-2-1,50,2000,final,80,5,80,20,60,80,3,80,9,10,21,40,0,0,0,0,-0.003125,0,40,0,10,0,80,8,8,22,42,0,0,0,0,0,0,42,0,8,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s1_000|warehouse|50|2000|final,warehouse|50|2000|final,repair5g539_s1_000,warehouse,warehouse-10-20-10-2-1,50,2000,final,80,5,80,20,60,80,3,80,8,7,24,41,0,0,0,0,0.003125,0,41,0,7,0,80,8,6,24,42,0,0,0,0,0.00625,0,42,0,6,0,False,False,False,False,False,unsafe_success_regression,False,False,False
repair5g539_s2_089|maze|100|1000|final,maze|100|1000|final,repair5g539_s2_089,maze,maze-32-32-4,100,1000,final,80,5,80,20,60,80,3,80,1,0,0,79,0,0,0,0,0.003125,0,79,0,0,0,80,1,0,0,79,0,0,0,0,0.003125,0,79,0,0,0,False,False,False,False,False,unsafe_success_regression,False,False,False
