replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g562_dataset_row_id,g562_evaluation_uid,g562_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,candidate_success,baseline_success,additive_success,success_regression,success_gain,both_success,both_fail,quality_delta_vs_g556,quality_delta_vs_additive,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,candidate_runtime_ms,baseline_runtime_ms,candidate_expanded_nodes,baseline_expanded_nodes,candidate_low_level_pibt_calls,baseline_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,891a11a8039f36b29b383b0817f143340f41f34f715001ccf16d8b8c5a3630fe,g562_cycle2_a1_s562_853dddc83bf7,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed562.pt,True,True,True,False,False,True,False,-0.08382066277,-0.35087719297999986,True,True,True,True,True,True,1.336219,1.464957,24,25,736,768,1.2088044881820679,1.1484806537628174,1.2610007524490356,0.7475152015686035,0.7605442404747009,1.0528738498687744,0.6880905032157898,0.9785409569740295,0.9931421875953674,0.6854206323623657,0.6541284322738647,0.3767489194869995,0.9175148010253906,0.9607741832733154,10.75119400024414,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,7091e6eb6c208fe5203cbd488764754511ffb0bf33844dae7b09de4116b93a40,g562_cycle2_a1_s563_e8752bb59def,A1_seed563_dual_stream_c0_f0_graph_actor,A1,563,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed563.pt,True,True,True,False,False,True,False,-0.0545808966900001,-0.32163742689999997,True,True,True,True,True,True,1.367591,1.464957,25,25,768,768,1.201909065246582,1.1600854396820068,1.2521699666976929,0.7393859028816223,0.7707352042198181,1.0365922451019287,0.6865714192390442,0.9787111878395081,0.9925211668014526,0.6828763484954834,0.6451253890991211,0.3627486526966095,0.9047061204910278,0.9436615109443665,10.769888877868652,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,63c8bf24bfbdbc8f184d6bf9e4dd70607a09cc78175a061666289add3350cce7,g562_cycle2_a1_s564_29a71796d912,A1_seed564_dual_stream_c0_f0_graph_actor,A1,564,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed564.pt,True,True,True,False,False,True,False,-0.03898635478000001,-0.3060428849899999,True,True,True,True,True,True,1.367313,1.464957,25,25,768,768,1.1997474431991577,1.146598219871521,1.2577693462371826,0.7463806867599487,0.7784895896911621,1.0417579412460327,0.6989707946777344,0.9785308837890625,1.0,0.6775139570236206,0.6661075949668884,0.36692771315574646,0.9289960861206055,0.9440554976463318,10.755291938781738,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,4bb96ba1826dbf660a891e268cfe44ce3fc2a73adc58e71d580b0b7ab55d73d9,g562_cycle2_a2_s562_365be0617e76,A2_seed562_od_graph_cross_attention_actor,A2,562,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed562.pt,True,True,True,False,False,True,False,-0.07602339181999995,-0.3430799220299998,True,True,True,True,True,True,1.375265,1.464957,27,25,832,768,1.1990509033203125,1.1520183086395264,1.248515009880066,0.7521765232086182,0.7605319619178772,1.0576313734054565,0.6828334927558899,0.9781020283699036,0.9936381578445435,0.6905179619789124,0.6552843451499939,0.3654131293296814,0.9130526781082153,0.9542917013168335,10.752649307250977,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,b0a964532c4dd53311ef96eabe20a7077a2e37a67b8f6719b70874ecdda43c7a,g562_cycle2_a2_s563_fc75f1f74070,A2_seed563_od_graph_cross_attention_actor,A2,563,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed563.pt,True,True,True,False,False,True,False,-0.05068226120999997,-0.31773879141999983,True,True,True,True,True,True,1.346253,1.464957,23,25,704,768,1.1848483085632324,1.1593223810195923,1.2342067956924438,0.7445582151412964,0.7645832896232605,1.0456382036209106,0.6892256736755371,0.9783661365509033,0.9924489259719849,0.6792088747024536,0.6526654958724976,0.3716858923435211,0.9217126965522766,0.9447293877601624,10.737068176269531,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,37cb67c7512628da6c1dece29df704b84128fda555252b28b8b7c1389d785719,g562_cycle2_a2_s564_51a8624d6303,A2_seed564_od_graph_cross_attention_actor,A2,564,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed564.pt,True,True,True,False,False,True,False,-0.09746588694000002,-0.3645224171499999,True,True,True,True,True,True,1.342842,1.464957,23,25,704,768,1.2005352973937988,1.1476973295211792,1.2664074897766113,0.7458179593086243,0.7665798664093018,1.0420535802841187,0.6965492367744446,0.9786538481712341,1.0,0.6748871803283691,0.6597257256507874,0.36697202920913696,0.9197961688041687,0.9443588256835938,10.729135513305664,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,5f487fca91f452e079c389f761d787e068a613cf2b23d22c94422343d8918594,g562_cycle2_a4_s562_e917892328e2,A4_seed562_field_group_trust_safe_subspace_actor,A4,562,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed562.pt,True,True,True,False,False,True,False,-0.0350877193000001,-0.30214424950999996,True,True,True,True,True,True,1.396502,1.464957,28,25,864,768,1.2438300848007202,1.152862548828125,1.2428017854690552,0.7476434111595154,0.7467007637023926,1.040856122970581,0.6936962604522705,0.9761609435081482,0.996225118637085,0.6879935264587402,0.6557572484016418,0.3421424627304077,0.8693673014640808,1.0,10.826419830322266,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,3162561fe2a3b9bca336061f185e287931a471fd7e4fbdf5a7cc0ab5fac53ef4,g562_cycle2_a4_s563_a31ef1af7413,A4_seed563_field_group_trust_safe_subspace_actor,A4,563,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed563.pt,True,True,True,False,False,True,False,-0.013645224180000026,-0.2807017543899999,True,True,True,True,True,True,1.38733,1.464957,26,25,800,768,1.2325242757797241,1.143441081047058,1.2296116352081299,0.7499762773513794,0.7499668002128601,1.0410854816436768,0.6938872933387756,0.9756773710250854,0.9957415461540222,0.6823027729988098,0.6472211480140686,0.35014399886131287,0.8818696737289429,1.0,10.866427421569824,False,False,False,False,False
cycle2,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,a5a519543424e3936f6a8fdd6d4e831b5919b99ee1c6cca89cf1b7fb0b5e6e91,g562_cycle2_a4_s564_2d967fbfce13,A4_seed564_field_group_trust_safe_subspace_actor,A4,564,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed564.pt,True,True,True,False,False,True,False,-0.013645224180000026,-0.2807017543899999,True,True,True,True,True,True,1.389601,1.464957,26,25,800,768,1.229416847229004,1.1408514976501465,1.225986361503601,0.7488481998443604,0.7483875155448914,1.044319987297058,0.6965827345848083,0.9756138920783997,0.9956780672073364,0.6826746463775635,0.6477789282798767,0.3501019775867462,0.8818039894104004,1.0,10.866216659545898,False,False,False,False,False
cycle2,empty-16-16,32,7121,1000,g559_b1000_i3,validation,other,g562_real_graph_000449,3877dad01311afab16b2581b8a6ae90424181803d39d696b5bdfadf5037dfc33,52e4c3a7282202647ded5df81cd031b430cf26218844bd0b69c0ed297a7c6d03,g562_cycle2_a1_s562_2ba73bcde198,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed562.pt,True,True,True,False,False,True,False,-0.0019493177300000664,-0.19883040934999996,True,True,True,True,True,True,1.436054,1.439475,27,27,832,832,1.2125803232192993,1.1491601467132568,1.262879490852356,0.7445277571678162,0.757960855960846,1.0554765462875366,0.6931825280189514,0.9785621762275696,0.9934009313583374,0.6850747466087341,0.6526651382446289,0.37664368748664856,0.9193508625030518,0.9616859555244446,10.74696159362793,False,False,False,False,False
