selector_type,min_support_count,min_effective_neighbors,max_neighbor_distance,min_predicted_margin,max_candidate_worse_rate,max_group_worse_rate,min_fold_agreement,non_additive_budget,additive_fallback_threshold,support_rows,better,equal,worse,better_minus_worse,mean_delta_ratio_vs_ltm,ratio_worse_than_ltm_groups,success_worse_than_ltm_groups,zero_nonadditive_groups,selected_nonadditive_cases,additive_fallback_cases,additive_fallback_rate,support_primary_passed,selected_candidate_distribution
knn_utility,5,5,1.5,0.0,0.5,0.5,0,1.0,0.0,120,24,71,25,-1,-0.0008659615927583353,1,0,2,77,43,0.35833333333333334,False,"{""additive_ltm"": 43, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 2, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
radius_neighbor_abstain,5,3,1.5,0.003,0.5,0.5,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
radius_neighbor_abstain,5,3,1.5,0.003,1.0,1.0,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
radius_neighbor_abstain,5,5,1.5,0.003,0.5,0.5,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
radius_neighbor_abstain,5,5,1.5,0.003,1.0,1.0,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
radius_neighbor_abstain,20,3,1.5,0.003,0.5,0.5,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
radius_neighbor_abstain,20,3,1.5,0.003,1.0,1.0,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
radius_neighbor_abstain,20,5,1.5,0.003,0.5,0.5,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
radius_neighbor_abstain,20,5,1.5,0.003,1.0,1.0,0,1.0,0.003,120,26,71,23,3,-0.0008589360190500106,2,0,0,105,15,0.125,False,"{""additive_ltm"": 15, ""c100_b100_w075_d090"": 76, ""c125_b125_w100_d100"": 29}"
knn_utility,5,3,999.0,0.0,0.5,0.5,0,1.0,0.0,120,26,68,26,0,-0.0007445914958416695,1,0,2,80,40,0.3333333333333333,False,"{""additive_ltm"": 40, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 2, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,5,999.0,0.0,0.5,0.5,0,1.0,0.0,120,26,68,26,0,-0.0007445914958416695,1,0,2,80,40,0.3333333333333333,False,"{""additive_ltm"": 40, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 2, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
group_balanced_utility,5,3,1.5,0.003,0.5,0.5,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
group_balanced_utility,5,3,1.5,0.003,1.0,1.0,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
group_balanced_utility,5,5,1.5,0.003,0.5,0.5,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
group_balanced_utility,5,5,1.5,0.003,1.0,1.0,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
group_balanced_utility,20,3,1.5,0.003,0.5,0.5,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
group_balanced_utility,20,3,1.5,0.003,1.0,1.0,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
group_balanced_utility,20,5,1.5,0.003,0.5,0.5,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
group_balanced_utility,20,5,1.5,0.003,1.0,1.0,0,1.0,0.003,120,25,72,23,2,-0.0007007660001333442,2,0,0,98,22,0.18333333333333332,False,"{""additive_ltm"": 22, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 73, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 4}"
knn_utility,5,3,1.5,0.0,1.0,1.0,0,1.0,0.0,120,24,71,25,-1,-0.0006688750460083363,1,0,2,77,43,0.35833333333333334,False,"{""additive_ltm"": 43, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 1, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,5,1.5,0.0,1.0,1.0,0,1.0,0.0,120,24,71,25,-1,-0.0006688750460083363,1,0,2,77,43,0.35833333333333334,False,"{""additive_ltm"": 43, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 1, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,3,1.5,0.003,1.0,1.0,0,1.0,0.003,120,24,71,25,-1,-0.0006688750460083363,1,0,2,75,45,0.375,False,"{""additive_ltm"": 45, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,5,1.5,0.003,1.0,1.0,0,1.0,0.003,120,24,71,25,-1,-0.0006688750460083363,1,0,2,75,45,0.375,False,"{""additive_ltm"": 45, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,3,1.5,0.003,0.5,0.5,0,1.0,0.003,120,23,72,25,-2,-0.0006645905558416691,1,0,2,74,46,0.38333333333333336,False,"{""additive_ltm"": 46, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,5,1.5,0.003,0.5,0.5,0,1.0,0.003,120,23,72,25,-2,-0.0006645905558416691,1,0,2,74,46,0.38333333333333336,False,"{""additive_ltm"": 46, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,3,999.0,0.0,1.0,1.0,0,1.0,0.0,120,26,68,26,0,-0.0005475049490916706,1,0,2,80,40,0.3333333333333333,False,"{""additive_ltm"": 40, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 1, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,5,999.0,0.0,1.0,1.0,0,1.0,0.0,120,26,68,26,0,-0.0005475049490916706,1,0,2,80,40,0.3333333333333333,False,"{""additive_ltm"": 40, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 1, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,3,999.0,0.003,1.0,1.0,0,1.0,0.003,120,26,68,26,0,-0.0005475049490916706,1,0,2,78,42,0.35,False,"{""additive_ltm"": 42, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,5,999.0,0.003,1.0,1.0,0,1.0,0.003,120,26,68,26,0,-0.0005475049490916706,1,0,2,78,42,0.35,False,"{""additive_ltm"": 42, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 5, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,3,999.0,0.003,0.5,0.5,0,1.0,0.003,120,25,69,26,-1,-0.0005432204589250033,1,0,2,77,43,0.35833333333333334,False,"{""additive_ltm"": 43, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,5,5,999.0,0.003,0.5,0.5,0,1.0,0.003,120,25,69,26,-1,-0.0005432204589250033,1,0,2,77,43,0.35833333333333334,False,"{""additive_ltm"": 43, ""c050_b100_w100_d100"": 1, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 2, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
knn_utility,20,3,999.0,0.0,0.25,0.0,0,1.0,0.0,120,14,89,17,-3,-0.00044915464984166914,2,0,1,62,58,0.48333333333333334,False,"{""additive_ltm"": 58, ""c075_b075_w100_d100"": 4, ""c075_b100_w100_d100"": 1, ""c075_b125_w100_d090"": 12, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d090"": 2, ""c100_b075_w100_d100"": 3, ""c100_b075_w125_d090"": 8, ""c100_b075_w125_d100"": 6, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d100"": 6, ""c100_b125_w125_d100"": 1, ""c125_b100_w100_d100"": 9, ""c125_b125_w100_d100"": 4}"
knn_utility,20,5,999.0,0.0,0.25,0.0,0,1.0,0.0,120,14,89,17,-3,-0.00044915464984166914,2,0,1,62,58,0.48333333333333334,False,"{""additive_ltm"": 58, ""c075_b075_w100_d100"": 4, ""c075_b100_w100_d100"": 1, ""c075_b125_w100_d090"": 12, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d090"": 2, ""c100_b075_w100_d100"": 3, ""c100_b075_w125_d090"": 8, ""c100_b075_w125_d100"": 6, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d100"": 6, ""c100_b125_w125_d100"": 1, ""c125_b100_w100_d100"": 9, ""c125_b125_w100_d100"": 4}"
knn_utility,20,3,1.5,0.0,0.25,0.0,0,1.0,0.0,120,14,89,17,-3,-0.00044915464984166914,2,0,2,60,60,0.5,False,"{""additive_ltm"": 60, ""c075_b075_w100_d100"": 4, ""c075_b100_w100_d100"": 1, ""c075_b125_w100_d090"": 12, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d100"": 3, ""c100_b075_w125_d090"": 8, ""c100_b075_w125_d100"": 6, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d100"": 6, ""c100_b125_w125_d100"": 1, ""c125_b100_w100_d100"": 9, ""c125_b125_w100_d100"": 4}"
knn_utility,20,3,1.5,0.0,0.25,0.0,0,0.5,0.0,120,14,89,17,-3,-0.00044915464984166914,2,0,2,60,60,0.5,False,"{""additive_ltm"": 60, ""c075_b075_w100_d100"": 4, ""c075_b100_w100_d100"": 1, ""c075_b125_w100_d090"": 12, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d100"": 3, ""c100_b075_w125_d090"": 8, ""c100_b075_w125_d100"": 6, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d100"": 6, ""c100_b125_w125_d100"": 1, ""c125_b100_w100_d100"": 9, ""c125_b125_w100_d100"": 4}"
knn_utility,20,5,1.5,0.0,0.25,0.0,0,1.0,0.0,120,14,89,17,-3,-0.00044915464984166914,2,0,2,60,60,0.5,False,"{""additive_ltm"": 60, ""c075_b075_w100_d100"": 4, ""c075_b100_w100_d100"": 1, ""c075_b125_w100_d090"": 12, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d100"": 3, ""c100_b075_w125_d090"": 8, ""c100_b075_w125_d100"": 6, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d100"": 6, ""c100_b125_w125_d100"": 1, ""c125_b100_w100_d100"": 9, ""c125_b125_w100_d100"": 4}"
knn_utility,20,5,1.5,0.0,0.25,0.0,0,0.5,0.0,120,14,89,17,-3,-0.00044915464984166914,2,0,2,60,60,0.5,False,"{""additive_ltm"": 60, ""c075_b075_w100_d100"": 4, ""c075_b100_w100_d100"": 1, ""c075_b125_w100_d090"": 12, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d100"": 3, ""c100_b075_w125_d090"": 8, ""c100_b075_w125_d100"": 6, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d100"": 6, ""c100_b125_w125_d100"": 1, ""c125_b100_w100_d100"": 9, ""c125_b125_w100_d100"": 4}"
