table,path,actual_csv_row_count,header_present,file_non_empty,reported_summary_row_count,mismatch,sha256,sample_row_available
context_slices,outputs/tables/phase5p5_repair5g532_context_slices.csv,504,True,True,504,False,71007137718fa90128051e34393afb16514e6295933babdea96c8f1f236e7626,True
edge_slices,outputs/tables/phase5p5_repair5g532_edge_slices.csv,45240,True,True,45240,False,b5c01ec2b095ab3881429864c82a4906126c0bbd01fa66d431aae84466cf525a,True
event_slices,outputs/tables/phase5p5_repair5g532_event_slices.csv,7540,True,True,7540,False,f74120223bafe48a209a4569dfa6e66b371b66901044696ee33ddc7c69c6983d,True
failure_slices,outputs/tables/phase5p5_repair5g532_failure_slices.csv,504,True,True,504,False,551d99aa8e74f1258f8eb1f583ecbcc5ea0e99785b6d610053d3935aef43bb3f,True
update_slices,outputs/tables/phase5p5_repair5g532_update_slices.csv,504,True,True,504,False,b367b7ba8a258b055e0ee0c58a89e72cd96233d4c7598ec70138f1fcc30ed404,True
residual_labels,outputs/tables/phase5p5_repair5g532_update_ltm_residual_labels.csv,45240,True,True,45240,False,65085ecfd32c7290ac76885501bcba2b4bdddf54fea151859596c87539bf4edc,True
risk_labels,outputs/tables/phase5p5_repair5g532_risk_fallback_labels.csv,504,True,True,504,False,482173e318894608b1262363b733034af3be3689751cca66745c7c035a2b2b9d,True
gold_candidate_budget_rows,outputs/tables/phase5p5_repair5g532_gold_candidate_budget_rows.csv,5280,True,True,5280,False,05dbcf250979022235832d3cfb6df656ac83b143c8f4da00e49a6e9678ed86ff,True
gold_validation_join,outputs/tables/phase5p5_repair5g532_gold_validation_join.csv,360,True,True,360,False,ee1d64ef4eed28933f4e6183a425ee1ef29fdb5ec89c31eecef7993591315dfd,True
