replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g566_dataset_row_id,g566_evaluation_uid,g566_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,actor_success,additive_success,static_flow_success,g556_success,actor_ratio,additive_ratio,static_flow_ratio,g556_ratio,delta_vs_additive,delta_vs_static_flow,delta_vs_g556,relative_improvement_vs_additive,relative_improvement_vs_static_flow,relative_improvement_vs_g556,success_gain_vs_additive,success_regression_vs_additive,success_gain_vs_static_flow,success_regression_vs_static_flow,success_gain_vs_g556,success_regression_vs_g556,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,actor_runtime_ms,additive_runtime_ms,static_flow_runtime_ms,g556_runtime_ms,actor_expanded_nodes,g556_expanded_nodes,actor_low_level_pibt_calls,g556_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
three_tier_smoke,g566-connector-48x48-a-v0,24,566000028,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000027,0b8a8e5e785058a86d56d8a53d59ace12b558bbabb9a17e832d39c7b692a1aaf,e4fd5d1811de3a48ad9f7b080c45dd85ca67d06154b2afedbdb6b851e82639c1,g566_three_tier_smoke_e1_s565_4106ef4e830b,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.09615384615,1.15865384615,1.12019230769,1.125,-0.0625,-0.02403846154,-0.02884615385,0.05394190871387201,0.021459227469228757,0.025641025644444444,False,False,False,False,False,False,True,True,True,True,True,True,2.55072,2.035263,2.602539,2.652765,52,54,1223,1271,1.253721833229065,1.1706984043121338,1.2495039701461792,0.7231207489967346,0.7668703198432922,1.0215787887573242,0.7082399725914001,0.9810384511947632,1.0,0.6744709014892578,0.6367622017860413,0.3430761694908142,0.9310528039932251,1.0,10.844762802124023,False,False,False,False,False
three_tier_smoke,g566-connector-48x48-a-v1,24,566000093,500,budget500_ltm2,VALIDATION,other,g566_valid_000091,bc641da4511919bd4d85862ed6ce903b9cb622e24d496b870afa4f93dcf2e46b,fcb8c2c2353db1de87780bc87cbba4f43d176cc6ea69c531d3a98aa7c662f5f0,g566_three_tier_smoke_e1_s565_8f364689a5c5,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.13469827586,1.18965517241,1.12607758621,1.11745689655,-0.05495689655000002,0.008620689649999846,0.017241379309999916,0.04619565217261108,-0.007655502387729961,-0.015429122468374742,False,False,False,False,False,False,True,True,True,True,True,True,2.49925,2.03851,2.674075,2.39769,67,67,1571,1572,1.252785086631775,1.170001745223999,1.247660517692566,0.728705883026123,0.7711763381958008,1.0243672132492065,0.7081099152565002,0.9810309410095215,1.0,0.6769410967826843,0.6406154632568359,0.3410533368587494,0.9207298755645752,1.0,10.832952499389648,False,False,False,False,False
three_tier_smoke,g566-connector-48x48-a-v2,8,566000050,1000,budget1000_ltm3,VALIDATION,other,g566_valid_000048,a66ca7a1ab4f650486a33c707460d7495960ac563b7062b787e63be9a56dc333,be45f6f319071f863517dd15ff172fb6c93b46cd2e3a18ec751bad2cdaf3cb3a,g566_three_tier_smoke_e1_s565_eaefaa40f3cf,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.02962962963,1.07037037037,1.05925925926,1.01481481481,-0.04074074074,-0.029629629630000043,0.014814814820000022,0.038062283736345355,0.0279720279723581,-0.014598540151164175,False,False,False,False,False,False,True,True,True,True,True,True,0.950956,0.740081,0.848906,0.820171,52,52,408,408,1.2539308071136475,1.1693463325500488,1.2510768175125122,0.7215525507926941,0.7655856013298035,1.0241538286209106,0.7074082493782043,0.9810606241226196,1.0,0.6726335287094116,0.6346032619476318,0.34516385197639465,0.9366343021392822,1.0,10.848845481872559,False,False,False,False,False
three_tier_smoke,g566-connector-48x48-a-v3,8,566000115,1500,budget1500_ltm3,VALIDATION,other,g566_valid_000112,29de9461033fad9ecb09c51badb354996201e5d45b3a75798458d67568afa4c5,7778e0e0d8b87abe923ab31095c27e9167befad1cd9c38d2be7cfc4c67c165e2,g566_three_tier_smoke_e1_s565_5f5fafa68c21,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.07120743034,1.13312693498,1.13931888545,1.06501547988,-0.061919504639999845,-0.06811145510999994,0.006191950460000095,0.05464480873988998,0.05978260869703548,-0.005813953484223318,False,False,False,False,False,False,True,True,True,True,True,True,0.796617,0.707748,0.831136,0.809501,52,55,408,432,1.2539129257202148,1.1705678701400757,1.2493129968643188,0.7230148315429688,0.7671685218811035,1.0209163427352905,0.7084911465644836,0.9810361266136169,1.0,0.674193799495697,0.6359955072402954,0.3430916368961334,0.9309480786323547,1.0,10.844610214233398,False,False,False,False,False
three_tier_smoke,g566-corners-48x48-a-v0,16,566000076,5000,budget5000_ltm6,VALIDATION,other,g566_valid_000074,a4131156955fcc3c7e0f54b8895599d320858c89213a179aa02d3eef7be2e10e,d87e81a386ee7d092a9f78bcaf05bf6197dfdc0735f00486a39b1a7abc49f0a8,g566_three_tier_smoke_e1_s565_4e48d9f9ab37,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.07756232687,1.14681440443,1.13019390582,1.05817174515,-0.06925207755999985,-0.05263157894999981,0.01939058172000019,0.06038647342803489,0.04656862745319224,-0.018324607332292263,False,False,False,False,False,False,True,True,True,True,True,True,1.741181,1.437757,1.742369,1.812841,44,44,688,688,1.2521357536315918,1.1716464757919312,1.265714168548584,0.7239241003990173,0.7633092403411865,1.031869888305664,0.7051310539245605,0.9812546968460083,1.0,0.6742741465568542,0.6403802633285522,0.3450625538825989,0.9257456660270691,1.0,10.8380708694458,False,False,False,False,False
three_tier_smoke,g566-corners-48x48-a-v1,16,566000141,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000138,b22f61b8c0e9fb147a3ce0340edd867e4d58ac629af176ec671c051934bc3583,88dba5edf2aba199bc3b7ab0abb8845e459fc0b422657238ffc7679dcc8fd830,g566_three_tier_smoke_e1_s565_0f715203dbeb,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.05583756345,1.1116751269,1.08629441624,1.08375634518,-0.05583756345000013,-0.03045685278999999,-0.027918781730000175,0.05022831050084559,0.028037383175935446,0.025761124125518425,False,False,False,False,False,False,True,True,True,True,True,True,1.817728,1.315738,1.71364,1.78781,44,44,688,688,1.249726414680481,1.1762216091156006,1.2867686748504639,0.7226923704147339,0.7609766125679016,1.0313323736190796,0.7057160139083862,0.9814072251319885,1.0,0.6745166182518005,0.6400062441825867,0.34510987997055054,0.9198839068412781,1.0,10.840307235717773,False,False,False,False,False
three_tier_smoke,g566-corners-48x48-a-v3,16,566000011,3000,budget3000_ltm4,VALIDATION,other,g566_valid_000010,851d4e4a2eb11923e9a664621b76fad1a7aa991ea5332b5ae509374683cd97d4,61959861de120e59c9a921cde05068b1816058871775e8295a4f8d326123540e,g566_three_tier_smoke_e1_s565_7e09f2465145,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.04578313253,1.08915662651,1.08915662651,1.06024096386,-0.0433734939799999,-0.0433734939799999,-0.014457831330000115,0.03982300885317312,0.03982300885317312,0.013636363640736678,False,False,False,False,False,False,True,True,True,True,True,True,1.578304,1.38184,1.632669,1.670117,47,49,736,768,1.2458646297454834,1.17756187915802,1.300987720489502,0.72035151720047,0.7603269815444946,1.0348175764083862,0.705092191696167,0.9816277027130127,1.0,0.6720603108406067,0.6396837830543518,0.34884288907051086,0.928625226020813,1.0,10.84104061126709,False,False,False,False,False
three_tier_smoke,g566-empty-16x16-v0,16,566000084,5000,budget5000_ltm6,CALIBRATION,other,g566_valid_000082,426aef338d09d25a02555f762003bfe35f2b87330aa48ee169a0dd744f912651,29a0dce8817792e60d2bab376720cda3a413058ab16942c982522018dc49f588,g566_three_tier_smoke_e1_s565_2b801d348723,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.09722222222,1.45833333333,1.27777777778,1.14814814815,-0.3611111111099998,-0.1805555555599998,-0.05092592592999989,0.2476190476188516,0.14130434782931933,0.044354838713154175,False,False,False,False,False,False,True,True,True,True,True,True,0.549967,0.583217,0.550172,0.549495,21,24,320,368,1.2538851499557495,1.1664478778839111,1.2522610425949097,0.7190624475479126,0.7612688541412354,1.0324246883392334,0.7037504315376282,0.9810020923614502,1.0,0.6691139936447144,0.6335071325302124,0.35109642148017883,0.94788658618927,1.0,10.85816764831543,False,False,False,False,False
three_tier_smoke,g566-empty-16x16-v1,16,566000149,8000,budget8000_ltm8,CALIBRATION,other,g566_valid_000146,111cd5c724243a18b02c63366aa29ac59525cc3f92152645e1dacc238ed5bd51,4fb50d959631473e2a0bb9e742e679edfd16a255e0047023b89f9a893efc6915,g566_three_tier_smoke_e1_s565_c664aa5f77e8,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.09523809524,1.38095238095,1.16326530612,1.14285714286,-0.2857142857099999,-0.06802721087999997,-0.04761904762000002,0.20689655172139115,0.05847953216012308,0.04166666666739585,False,False,False,False,False,False,True,True,True,True,True,True,0.48251,0.532404,0.547687,0.499656,20,21,304,320,1.2485637664794922,1.1709612607955933,1.2802506685256958,0.7132399678230286,0.7583695650100708,1.038530945777893,0.7035378813743591,0.9816806316375732,1.0,0.6644006967544556,0.6326220631599426,0.36297062039375305,0.9597283005714417,1.0,10.855443954467773,False,False,False,False,False
three_tier_smoke,g566-empty-16x16-v1,80,566000041,500,budget500_ltm2,CALIBRATION,other,g566_valid_000039,323462d5f17adc491e44e108081f9d853c61594786f41c913e0674ffe3870072,80c0073eab9052b2bdecd3332371be613228504814f4fdf58d1bca83dec954ef,g566_three_tier_smoke_e1_s565_45901225ef16,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,3.79934210526,2.90131578947,2.84320175439,3.24671052632,0.8980263157900001,0.9561403508700002,0.5526315789400003,-0.309523809524384,-0.33629001156660343,-0.17021276595495666,False,False,False,False,False,False,True,True,True,True,True,True,4.006097,3.65135,3.306276,3.455629,80,59,6314,4630,1.2405986785888672,1.165959358215332,1.2590852975845337,0.7473939657211304,0.759549617767334,1.0457271337509155,0.6998584270477295,0.9807873368263245,1.0,0.6805485486984253,0.6523842215538025,0.34001991152763367,0.8516674041748047,1.0,10.819598197937012,False,False,False,False,False
