map,agents,method,runs,successes,success_rate,ratio_mean,ratio_median,ratio_std,runtime_ms_mean
empty-48-48,800,lacam_star_ltm,25,25,1.0,1.3526085888796,1.35309469092,0.005215478223543987,30148.63408548
empty-48-48,1000,lacam_star,25,25,1.0,1.759484337664,1.75840505431,0.020280613067360113,30742.339121240002
empty-48-48,1000,lacam_star_ltm,25,25,1.0,1.4733592509576,1.47275696385,0.007373125039413805,30208.02059084
empty-48-48,1200,lacam_star,25,25,1.0,2.034987165208,2.03845762021,0.030100528728749916,30356.22686816
empty-48-48,1200,lacam_star_ltm,25,25,1.0,1.613536512526,1.61500546186,0.007109121819764664,30280.18865996
empty-48-48,1400,lacam_star,25,25,1.0,2.3745746413092,2.36587617954,0.04326764754628993,30370.71906796
empty-48-48,1400,lacam_star_ltm,25,25,1.0,1.7852389086508,1.78401241929,0.012219187434087134,30308.351638879998
empty-48-48,1600,lacam_star,25,25,1.0,2.8007867813864,2.80733889976,0.05132068619131077,30407.18553536
empty-48-48,1600,lacam_star_ltm,25,25,1.0,2.0142078619788,2.0157213378,0.015609130209603974,30351.97438032
empty-48-48,1800,lacam_star,25,25,1.0,3.3705138060844,3.3787949881,0.060191739934196874,30285.1157494
empty-48-48,1800,lacam_star_ltm,25,25,1.0,2.3922258457564,2.39028527905,0.022833999973831356,30312.0329742
empty-48-48,2000,lacam_star,25,25,1.0,4.2446266503784,4.24307095774,0.08098247163290376,30229.38870772
empty-48-48,2000,lacam_star_ltm,25,25,1.0,3.0743096659932,3.0735568994,0.04120508958672663,30383.495188279998
random-32-32-20,100,lacam_star,25,25,1.0,1.2548052828952,1.25600698995,0.032909206815385166,31698.97085444
random-32-32-20,100,lacam_star_ltm,25,25,1.0,1.1707070384532,1.1673553719,0.015303374128735111,30008.22804364
random-32-32-20,200,lacam_star,25,25,1.0,1.6212887611948,1.62810283688,0.0680190397635384,31939.75280112
random-32-32-20,200,lacam_star_ltm,25,25,1.0,1.387726154566,1.38565511227,0.023318129189900418,30012.95296624
random-32-32-20,300,lacam_star,25,25,1.0,2.1306994528396,2.12468336617,0.09891080925866343,31787.7624234
random-32-32-20,300,lacam_star_ltm,25,25,1.0,1.682954724254,1.68064562617,0.02992821136375218,30018.59773428
random-32-32-20,400,lacam_star,25,25,1.0,2.7542891215036,2.74916243381,0.1040681439206588,31362.87164128
random-32-32-20,400,lacam_star_ltm,25,25,1.0,2.1059702630032002,2.10528038403,0.036324527008984656,30024.01896964
random-32-32-20,500,lacam_star,25,25,1.0,3.680423035404,3.67106495275,0.12265034243603817,31476.73746608
random-32-32-20,500,lacam_star_ltm,25,25,1.0,2.7929012611196,2.78373626374,0.05606866172576749,30027.91902144
random-32-32-20,600,lacam_star,25,25,1.0,4.9594732146304,4.90658031859,0.2012851124717312,31199.07309728
random-32-32-20,600,lacam_star_ltm,25,25,1.0,3.9562434509696,3.95503275759,0.07878784885006032,30029.34644172
random-32-32-20,700,lacam_star,25,25,1.0,7.3177558015612,7.27653252374,0.3677129406365224,31115.481191400002
random-32-32-20,700,lacam_star_ltm,25,24,0.96,6.086600864975,6.084676598885,0.19222674334346868,30106.45283136
maze-32-32-4,100,lacam_star,25,25,1.0,1.3302124582528,1.33408805031,0.04173121810848611,32770.85131388
maze-32-32-4,100,lacam_star_ltm,25,25,1.0,1.2178761331276,1.21586321539,0.027191356909459265,30005.76011364
maze-32-32-4,200,lacam_star,25,25,1.0,1.8962725210516,1.85996662816,0.1153245866469326,33175.6740712
maze-32-32-4,200,lacam_star_ltm,25,25,1.0,1.6231730838604,1.5978422619,0.11847400394712118,30010.8897566
maze-32-32-4,300,lacam_star,25,25,1.0,2.9062664215268,2.93551251009,0.29611378605777156,34500.57964076
maze-32-32-4,300,lacam_star_ltm,25,25,1.0,2.4462400923447998,2.39249394673,0.2553833287897649,30008.08077836
maze-32-32-4,400,lacam_star,25,25,1.0,4.5557010714032,4.57960633239,0.7095074632222348,33239.00332996
maze-32-32-4,400,lacam_star_ltm,25,25,1.0,4.147233081546,3.91905028977,0.9243759481656864,30015.70572096
maze-32-32-4,500,lacam_star,25,25,1.0,7.5934449819188,7.11954986116,1.5856159930331366,32982.43657492
maze-32-32-4,500,lacam_star_ltm,25,22,0.88,7.490665242763637,7.13362887226,2.0668530979346387,30313.65175372
random-64-64-20,200,lacam_star,25,25,1.0,1.1346744268316,1.13238930097,0.008750778361627961,31805.93252108
random-64-64-20,200,lacam_star_ltm,25,25,1.0,1.1036648442128,1.10256961617,0.006049474665412758,30064.50505848
random-64-64-20,400,lacam_star,25,25,1.0,1.2870413801848,1.28280276234,0.019446008574931232,31043.92656684
random-64-64-20,400,lacam_star_ltm,25,25,1.0,1.1946737520808,1.19479512735,0.006853177046337108,30134.603162119998
random-64-64-20,600,lacam_star,25,25,1.0,1.4729040714352,1.46943256237,0.023271167468231973,30833.13637928
random-64-64-20,600,lacam_star_ltm,25,25,1.0,1.2986082339832,1.29955930684,0.008906931174652313,30187.14490104
random-64-64-20,800,lacam_star,25,25,1.0,1.6973575572368,1.68471717319,0.03688067260632501,30504.95354984
random-64-64-20,800,lacam_star_ltm,25,25,1.0,1.4281688365324,1.42494794077,0.02157091931839492,30200.45228612
random-64-64-20,1000,lacam_star,25,25,1.0,1.9555964856332,1.9522705186,0.04322407530532035,30389.39523652
random-64-64-20,1000,lacam_star_ltm,25,25,1.0,1.5795616102588,1.57700923471,0.026011012282135395,30249.68961024
random-64-64-20,1200,lacam_star,25,25,1.0,2.2711818855628,2.27712091775,0.04560045074395673,30341.02946484
random-64-64-20,1200,lacam_star_ltm,25,25,1.0,1.762170029722,1.75329292022,0.03455186987166336,30311.36873012
random-64-64-20,1400,lacam_star,25,25,1.0,2.636467660834,2.65003631668,0.05760377855801293,30295.32976252
random-64-64-20,1400,lacam_star_ltm,25,25,1.0,1.9805615212244,1.97557904931,0.04553684094050684,30419.22915
random-64-64-20,1600,lacam_star,25,25,1.0,3.0452081022024,3.04637042685,0.05383938086511197,30265.87371376
random-64-64-20,1600,lacam_star_ltm,25,25,1.0,2.2471645122312,2.2409115191,0.04148755897238163,30359.16720168
random-64-64-20,1800,lacam_star,25,25,1.0,3.5101467500936,3.51477453349,0.051809176366523706,30247.80624588
random-64-64-20,1800,lacam_star_ltm,25,24,0.96,2.58648312711,2.585368909615,0.027468284234766865,30541.18155516
random-64-64-20,2000,lacam_star,25,25,1.0,4.0453451506132,4.06608529312,0.07111797317989568,30211.73344408
random-64-64-20,2000,lacam_star_ltm,25,23,0.92,3.0580738931943476,3.0413654169,0.055948668539269664,30392.92649832
random-64-64-20,3000,lacam_star,25,7,0.28,9.652097108724286,9.70203483984,0.25945839628239414,30254.63372748
random-64-64-20,3000,lacam_star_ltm,25,8,0.32,10.07394041942625,9.816589189015001,1.1860090727939039,30707.6620002
room-64-64-8,200,lacam_star,25,25,1.0,1.3724555656144,1.36932003923,0.03400628582230494,32265.63134156
room-64-64-8,200,lacam_star_ltm,25,25,1.0,1.2756556965508,1.27882860461,0.012348934831642176,30061.25033956
room-64-64-8,400,lacam_star,25,25,1.0,1.9456062669324,1.94968757608,0.05352752601935478,31072.6551046
room-64-64-8,400,lacam_star_ltm,25,25,1.0,1.666499966806,1.66404284671,0.028992474997172394,30125.75326928
room-64-64-8,600,lacam_star,25,25,1.0,2.68756230714,2.69118245719,0.08926029658429417,30694.38691356
room-64-64-8,600,lacam_star_ltm,25,25,1.0,2.1993557551324,2.20046575862,0.0449349662154377,30163.4751714
room-64-64-8,800,lacam_star,25,25,1.0,3.571590767064,3.58756269659,0.13031684853991604,30532.53808076
room-64-64-8,800,lacam_star_ltm,25,25,1.0,2.8760329632568,2.87509323038,0.0744088643374645,30211.08626844
room-64-64-8,1000,lacam_star,25,25,1.0,4.4927045417108,4.48808924677,0.1506760571732565,30393.15799368
room-64-64-8,1000,lacam_star_ltm,25,25,1.0,3.6865589709184,3.66372774366,0.09028124765531884,30262.5194636
room-64-64-8,1200,lacam_star,25,25,1.0,5.5195211072932,5.4835900296,0.1826930549665124,30282.31946808
room-64-64-8,1200,lacam_star_ltm,25,25,1.0,4.6682755906364,4.65688712084,0.1264337255432277,30287.04287
room-64-64-8,1400,lacam_star,25,25,1.0,6.5895902385588,6.60976218787,0.14315048797736635,30345.82419348
room-64-64-8,1400,lacam_star_ltm,25,25,1.0,5.8534470702872,5.90045594519,0.1432763495337886,30280.35024904
room-64-64-8,1600,lacam_star,25,25,1.0,7.8736919598172,7.82723952649,0.20860875516473804,30182.663209
room-64-64-8,1600,lacam_star_ltm,25,25,1.0,7.2305637167392,7.22303738617,0.21170028540860797,30165.58061388
room-64-64-8,1800,lacam_star,25,25,1.0,9.1543264789752,9.13346902068,0.2027286667906916,30231.40143596
room-64-64-8,1800,lacam_star_ltm,25,25,1.0,8.7113963525816,8.73108344772,0.2413187053250845,30431.7875362
room-64-64-8,2000,lacam_star,25,24,0.96,10.687648201429166,10.66405645365,0.23991555869195308,30327.72031208
room-64-64-8,2000,lacam_star_ltm,25,19,0.76,10.475366519708947,10.5305490846,0.31733696654492194,30477.64878756
room-64-64-8,3000,lacam_star,25,0,0.0,nan,nan,nan,30146.96680024
room-64-64-8,3000,lacam_star_ltm,25,0,0.0,nan,nan,nan,34989.7435772
warehouse-10-20-10-2-1,200,lacam_star,25,25,1.0,1.3044224141556,1.30703279573,0.02712129707713388,30691.02129796
warehouse-10-20-10-2-1,200,lacam_star_ltm,25,25,1.0,1.1773837368892,1.17923892395,0.020262054748928345,30109.59328332
warehouse-10-20-10-2-1,400,lacam_star,25,25,1.0,1.5625267490648,1.57398445062,0.034974535574709274,30690.91440952
warehouse-10-20-10-2-1,400,lacam_star_ltm,25,25,1.0,1.36164086522,1.35959925882,0.03583928241903059,30166.2431978
warehouse-10-20-10-2-1,600,lacam_star,25,25,1.0,1.8282439639808,1.82580150571,0.03281498712050137,30564.9556788
warehouse-10-20-10-2-1,600,lacam_star_ltm,25,25,1.0,1.566510442202,1.56398169971,0.04117867102632475,30242.66860344
warehouse-10-20-10-2-1,800,lacam_star,25,25,1.0,2.1363232432192,2.12563991323,0.05358556753285982,30544.9049002
warehouse-10-20-10-2-1,800,lacam_star_ltm,25,25,1.0,1.7922194763868,1.79796095445,0.07292078816291588,30321.05734096
warehouse-10-20-10-2-1,1000,lacam_star,25,25,1.0,2.4924555868792,2.49385048618,0.07047579440721778,30542.1612178
warehouse-10-20-10-2-1,1000,lacam_star_ltm,25,25,1.0,2.012324922626,2.02836844684,0.08231957217952447,30438.309617040002
warehouse-10-20-10-2-1,1200,lacam_star,25,25,1.0,2.9026316782032,2.89931605545,0.07309493303099174,30479.4118216
warehouse-10-20-10-2-1,1200,lacam_star_ltm,25,25,1.0,2.3030927828904,2.29883012787,0.06953754234391608,30495.83696872
warehouse-10-20-10-2-1,1400,lacam_star,25,25,1.0,3.366801871734,3.34030499196,0.08518327573673752,30303.707482
warehouse-10-20-10-2-1,1400,lacam_star_ltm,25,25,1.0,2.5628472409564,2.55545507226,0.10574065235486468,30363.66988676
warehouse-10-20-10-2-1,1600,lacam_star,25,25,1.0,3.8678315524516,3.87339460756,0.11722391218816237,30317.65767116
warehouse-10-20-10-2-1,1600,lacam_star_ltm,25,25,1.0,2.8991878591928,2.85811320755,0.14080128717433638,30345.54392244
warehouse-10-20-10-2-1,1800,lacam_star,25,25,1.0,4.4563403888584,4.48233581584,0.13405248273939646,30321.03622344
warehouse-10-20-10-2-1,1800,lacam_star_ltm,25,25,1.0,3.276408445344,3.2682555678,0.1724133271415018,30564.77375992
warehouse-10-20-10-2-1,2000,lacam_star,25,25,1.0,5.0459538227016,4.97498368501,0.18684551042767103,30381.78055324
warehouse-10-20-10-2-1,2000,lacam_star_ltm,25,25,1.0,3.8945576921536,3.77260252395,0.4753504847442869,30538.01794792
warehouse-10-20-10-2-1,3000,lacam_star,25,25,1.0,9.8489785987556,9.67439367982,0.7908113169233922,30416.13880464
warehouse-10-20-10-2-1,3000,lacam_star_ltm,25,25,1.0,9.706903816,9.71113439452,0.5957331222000429,30576.47238616
warehouse-10-20-10-2-2,200,lacam_star,25,25,1.0,1.0472528695048,1.04762455207,0.0038755690201394623,31203.03201516
warehouse-10-20-10-2-2,200,lacam_star_ltm,25,25,1.0,1.0281940066332,1.02786965244,0.002966690238095675,30282.43994868
warehouse-10-20-10-2-2,400,lacam_star,25,25,1.0,1.0975517382972,1.09703928531,0.003511661422049343,30876.90257816
warehouse-10-20-10-2-2,400,lacam_star_ltm,25,25,1.0,1.0479186738684,1.04852513265,0.0029434746730017244,30433.00509004
warehouse-10-20-10-2-2,600,lacam_star,25,25,1.0,1.1458364487316,1.14502503431,0.005167511198915972,30685.61164212
warehouse-10-20-10-2-2,600,lacam_star_ltm,25,25,1.0,1.070887482438,1.07022052571,0.0038694847753366086,30656.999719
warehouse-10-20-10-2-2,800,lacam_star,25,25,1.0,1.1935635555664,1.19314650427,0.005500857852786126,30614.18461496
warehouse-10-20-10-2-2,800,lacam_star_ltm,25,25,1.0,1.0953299219384,1.09537556437,0.0037402636063724416,30864.17598004
warehouse-10-20-10-2-2,1000,lacam_star,25,25,1.0,1.2421196662748,1.2422311793,0.0052018072181165215,30420.043866840002
warehouse-10-20-10-2-2,1000,lacam_star_ltm,25,25,1.0,1.1201161863088,1.11967451133,0.003930108125871218,30981.24623832
warehouse-10-20-10-2-2,1200,lacam_star,25,25,1.0,1.2896332153572,1.28990020856,0.007058862749338956,30363.86239552
warehouse-10-20-10-2-2,1200,lacam_star_ltm,25,25,1.0,1.1486286041228,1.14693180385,0.006931638361993812,31294.62248532
warehouse-10-20-10-2-2,1400,lacam_star,25,25,1.0,1.3390930686824,1.33870417317,0.006185041030117456,30336.20888692
warehouse-10-20-10-2-2,1400,lacam_star_ltm,25,25,1.0,1.1823618724716,1.17986685399,0.006767958688196127,30947.55232476
warehouse-10-20-10-2-2,1600,lacam_star,25,25,1.0,1.3935791874812,1.3929621886,0.007990996423350737,30294.33785508
warehouse-10-20-10-2-2,1600,lacam_star_ltm,25,25,1.0,1.226969079048,1.22686124551,0.014847838368788484,31298.9447134
warehouse-10-20-10-2-2,1800,lacam_star,25,25,1.0,1.4481584047184,1.44644812824,0.010623342317525751,30239.01181196
warehouse-10-20-10-2-2,1800,lacam_star_ltm,25,25,1.0,1.2780818171128001,1.27642384948,0.019335213407435953,31753.60741304
warehouse-10-20-10-2-2,2000,lacam_star,25,25,1.0,1.5096756211196,1.50892495613,0.01235622744682176,30221.55177748
warehouse-10-20-10-2-2,2000,lacam_star_ltm,25,25,1.0,1.3525065705096,1.34981628554,0.03442213857072226,30931.36883736
warehouse-10-20-10-2-2,3000,lacam_star,25,25,1.0,1.908131068754,1.90988537919,0.02289738407539342,30169.27917876
warehouse-10-20-10-2-2,3000,lacam_star_ltm,25,25,1.0,1.9126846096304,1.91193316975,0.026464103086243893,33904.70906692
