row_type,policy,metric,estimate,ci_low,ci_high,samples
bootstrap_ci,balanced_false_positive_constrained_policy,mean_solution_quality_delta_vs_static,0.00041518376166357136,0.0,0.0014188343297142855,300
bootstrap_ci,balanced_false_positive_constrained_policy,solution_quality_harmful_rate,0.01677777777777775,0.0,0.05,300
bootstrap_ci,balanced_false_positive_constrained_policy,no_solution_rate,0.38816666666666694,0.26666666666666666,0.5166666666666667,300
bootstrap_ci,balanced_false_positive_constrained_policy,total_harmful_rate,0.40494444444444483,0.26666666666666666,0.5166666666666667,300
bootstrap_ci,balanced_false_positive_constrained_policy,new_candidate_selection_rate,0.01677777777777775,0.0,0.05,300
bootstrap_ci,balanced_false_positive_constrained_policy,new_candidate_opportunity_capture_rate,0.06275698967629235,0.0,0.21428571428571427,300
bootstrap_ci,balanced_false_positive_constrained_policy,oracle_regret_vs_new22,0.04510609749623063,0.035503286162391304,0.05692251715302326,300
bootstrap_ci,balanced_false_positive_constrained_policy,risk_adjusted_utility_lambda_0p10,0.04090962820610802,0.027026515953188408,0.053127231417843146,300
bootstrap_ci,family_specialist_gate_then_ranker,mean_solution_quality_delta_vs_static,-0.000261623882866739,-0.000859303392,0.0,300
bootstrap_ci,family_specialist_gate_then_ranker,solution_quality_harmful_rate,0.0,0.0,0.0,300
bootstrap_ci,family_specialist_gate_then_ranker,no_solution_rate,0.378111111111111,0.25,0.5,300
bootstrap_ci,family_specialist_gate_then_ranker,total_harmful_rate,0.378111111111111,0.25,0.5,300
bootstrap_ci,family_specialist_gate_then_ranker,new_candidate_selection_rate,0.01527777777777775,0.0,0.05,300
bootstrap_ci,family_specialist_gate_then_ranker,new_candidate_opportunity_capture_rate,0.0,0.0,0.0,300
bootstrap_ci,family_specialist_gate_then_ranker,oracle_regret_vs_new22,0.04468186667962499,0.03571197678589744,0.05504091573794872,300
bootstrap_ci,family_specialist_gate_then_ranker,risk_adjusted_utility_lambda_0p10,0.03754948722824438,0.02475092655304348,0.05,300
bootstrap_ci,full22_global_ranker_corrected,mean_solution_quality_delta_vs_static,-0.00034535367674389715,-0.0018572038434146341,0.0009795339225641025,300
bootstrap_ci,full22_global_ranker_corrected,solution_quality_harmful_rate,0.016555555555555525,0.0,0.05,300
bootstrap_ci,full22_global_ranker_corrected,no_solution_rate,0.384388888888889,0.26666666666666666,0.5,300
bootstrap_ci,full22_global_ranker_corrected,total_harmful_rate,0.4009444444444451,0.2833333333333333,0.5166666666666667,300
bootstrap_ci,full22_global_ranker_corrected,new_candidate_selection_rate,0.032666666666666656,0.0,0.1,300
bootstrap_ci,full22_global_ranker_corrected,new_candidate_opportunity_capture_rate,0.06285559029067463,0.0,0.2,300
bootstrap_ci,full22_global_ranker_corrected,oracle_regret_vs_new22,0.04435783305063459,0.03451674971666666,0.05443066903525001,300
bootstrap_ci,full22_global_ranker_corrected,risk_adjusted_utility_lambda_0p10,0.03974909076770055,0.028085583368027214,0.05166666666666667,300
bootstrap_ci,new_candidate_expert_mixture,mean_solution_quality_delta_vs_static,0.0,0.0,0.0,300
