agents,best_ratio_before,context_id,decision_status,feature_agents,feature_best_ratio_before,feature_blocked_count,feature_blocked_per_agent,feature_blocked_per_committed,feature_c_flow_update_ratio,feature_c_nonzero_edges,feature_c_update_count,feature_committed_count,feature_committed_per_agent,feature_cost_bounds_respected,feature_cost_max,feature_cost_min,feature_cost_span,feature_density,feature_f_nonzero_edges,feature_f_update_count,feature_free_cells,feature_has_incumbent_before,feature_improved_last_iteration,feature_ltm_iterations,feature_map_height,feature_map_width,feature_nonprogress_committed_count,feature_obstacle_ratio,feature_progress_committed_count,feature_progress_ratio,feature_returned_solutions_count_so_far,feature_wait_event_count,feature_wait_per_committed,has_incumbent_before,iteration,map,method,scen,seed,selected_candidate_id,source_log,trace_events_available,traffic_snapshot_available
100,1.256859035,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:215,applied,100,1.256859035,531,5.31,0.0983333333333,0,2143,2143,5400,54,1,11,1,10,0.1221001221,0,0,819,1,0,3,32,32,2658,0.2001953125,2742,0.507777777778,1,218,0.0403703703704,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:216,applied,100,0,552,5.52,0.08625,0,0,0,6400,64,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,3864,0.2001953125,2536,0.39625,1,267,0.04171875,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.256859035,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:217,applied,100,1.256859035,600,6,0.127659574468,1.10208816705,1425,1425,4700,47,1,11,1,10,0.1221001221,1293,1293,819,1,0,1,32,32,2014,0.2001953125,2686,0.571489361702,1,265,0.0563829787234,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.256859035,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:218,applied,100,1.256859035,538,5.38,0.112083333333,1.07640449438,1916,1916,4800,48,1,11,1,10,0.1221001221,1780,1780,819,1,0,2,32,32,2178,0.2001953125,2622,0.54625,1,219,0.045625,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.256859035,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:219,applied,100,1.256859035,513,5.13,0.11152173913,1.05744789019,2080,2080,4600,46,1,11,1,10,0.1221001221,1967,1967,819,1,1,3,32,32,2066,0.2001953125,2534,0.550869565217,1,221,0.0480434782609,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-130.scen,130,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:220,applied,100,0,552,5.52,0.08625,0,0,0,6400,64,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,3864,0.2001953125,2536,0.39625,1,267,0.04171875,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.256859035,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:221,applied,100,1.256859035,600,6,0.127659574468,1.10208816705,1425,1425,4700,47,1,11,1,10,0.1221001221,1293,1293,819,1,0,1,32,32,2014,0.2001953125,2686,0.571489361702,1,265,0.0563829787234,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.256859035,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:222,applied,100,1.256859035,538,5.38,0.112083333333,1.07640449438,1916,1916,4800,48,1,11,1,10,0.1221001221,1780,1780,819,1,0,2,32,32,2178,0.2001953125,2622,0.54625,1,219,0.045625,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.256859035,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:223,applied,100,1.256859035,513,5.13,0.11152173913,1.05744789019,2080,2080,4600,46,1,11,1,10,0.1221001221,1967,1967,819,1,1,3,32,32,2066,0.2001953125,2534,0.550869565217,1,221,0.0480434782609,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-130.scen,130,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:224,force_additive,100,0,540,5.4,0.0964285714286,0,0,0,5600,56,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2967,0.2001953125,2633,0.470178571429,1,252,0.045,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-131.scen,131,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:225,force_additive,100,1.24875170222,570,5.7,0.076,0,1410,1410,7500,75,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,4505,0.2001953125,2995,0.399333333333,1,247,0.0329333333333,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-131.scen,131,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:226,force_additive,100,1.24875170222,573,5.73,0.0807042253521,0,1997,1997,7100,71,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,4289,0.2001953125,2811,0.395915492958,1,245,0.0345070422535,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-131.scen,131,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:227,force_additive,100,1.24875170222,469,4.69,0.0852727272727,0,2185,2185,5500,55,1,11,1,10,0.1221001221,0,0,819,1,0,3,32,32,2791,0.2001953125,2709,0.492545454545,1,196,0.0356363636364,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-131.scen,131,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:228,applied,100,0,540,5.4,0.0964285714286,0,0,0,5600,56,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2967,0.2001953125,2633,0.470178571429,1,252,0.045,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-131.scen,131,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:229,applied,100,1.24875170222,570,5.7,0.076,0,1410,1410,7500,75,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,4505,0.2001953125,2995,0.399333333333,1,247,0.0329333333333,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-131.scen,131,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:230,applied,100,1.24875170222,587,5.87,0.108703703704,0,1997,1997,5400,54,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,2613,0.2001953125,2787,0.516111111111,1,256,0.0474074074074,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-131.scen,131,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:231,applied,100,1.24875170222,564,5.64,0.0972413793103,0,2191,2191,5800,58,1,11,1,10,0.1221001221,0,0,819,1,0,3,32,32,3021,0.2001953125,2779,0.479137931034,1,245,0.0422413793103,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:232,applied,100,0,540,5.4,0.0964285714286,0,0,0,5600,56,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2967,0.2001953125,2633,0.470178571429,1,252,0.045,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:233,applied,100,1.24875170222,523,5.23,0.100576923077,1.09557109557,1410,1410,5200,52,1,11,1,10,0.1221001221,1287,1287,819,1,0,1,32,32,2525,0.2001953125,2675,0.514423076923,1,218,0.0419230769231,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:234,applied,100,1.24875170222,599,5.99,0.0966129032258,1.05260243632,1901,1901,6200,62,1,11,1,10,0.1221001221,1806,1806,819,1,0,2,32,32,3459,0.2001953125,2741,0.442096774194,1,246,0.0396774193548,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:235,applied,100,1.24875170222,486,4.86,0.0796721311475,1.04050756467,2132,2132,6100,61,1,11,1,10,0.1221001221,2049,2049,819,1,1,3,32,32,3445,0.2001953125,2655,0.435245901639,1,199,0.0326229508197,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-131.scen,131,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:236,applied,100,0,540,5.4,0.0964285714286,0,0,0,5600,56,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2967,0.2001953125,2633,0.470178571429,1,252,0.045,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:237,applied,100,1.24875170222,523,5.23,0.100576923077,1.09557109557,1410,1410,5200,52,1,11,1,10,0.1221001221,1287,1287,819,1,0,1,32,32,2525,0.2001953125,2675,0.514423076923,1,218,0.0419230769231,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:238,applied,100,1.24875170222,599,5.99,0.0966129032258,1.05260243632,1901,1901,6200,62,1,11,1,10,0.1221001221,1806,1806,819,1,0,2,32,32,3459,0.2001953125,2741,0.442096774194,1,246,0.0396774193548,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.24875170222,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:239,applied,100,1.24875170222,486,4.86,0.0796721311475,1.04050756467,2132,2132,6100,61,1,11,1,10,0.1221001221,2049,2049,819,1,1,3,32,32,3445,0.2001953125,2655,0.435245901639,1,199,0.0326229508197,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-131.scen,131,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:240,force_additive,100,0,646,6.46,0.111379310345,0,0,0,5800,58,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2977,0.2001953125,2823,0.486724137931,1,313,0.0539655172414,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-132.scen,132,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.27150886295,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:241,force_additive,100,1.27150886295,524,5.24,0.0770588235294,0,1474,1474,6800,68,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,3857,0.2001953125,2943,0.432794117647,1,226,0.0332352941176,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-132.scen,132,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.27150886295,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:242,force_additive,100,1.27150886295,499,4.99,0.0875438596491,0,2050,2050,5700,57,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,2823,0.2001953125,2877,0.504736842105,1,211,0.0370175438596,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-132.scen,132,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.27150886295,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:243,force_additive,100,1.27150886295,440,4.4,0.0676923076923,0,2234,2234,6500,65,1,11,1,10,0.1221001221,0,0,819,1,1,3,32,32,3713,0.2001953125,2787,0.428769230769,1,191,0.0293846153846,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-132.scen,132,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:244,applied,100,0,646,6.46,0.111379310345,0,0,0,5800,58,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2977,0.2001953125,2823,0.486724137931,1,313,0.0539655172414,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-132.scen,132,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.27150886295,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:245,applied,100,1.27150886295,524,5.24,0.0770588235294,0,1474,1474,6800,68,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,3857,0.2001953125,2943,0.432794117647,1,226,0.0332352941176,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-132.scen,132,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.27150886295,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:246,applied,100,1.27150886295,476,4.76,0.0835087719298,0,2050,2050,5700,57,1,11,1,10,0.1221001221,0,0,819,1,1,2,32,32,2861,0.2001953125,2839,0.498070175439,1,207,0.0363157894737,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-132.scen,132,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.2663207955,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:247,applied,100,1.2663207955,482,4.82,0.0741538461538,0,2234,2234,6500,65,1,11,1,10,0.1221001221,0,0,819,1,1,3,32,32,3681,0.2001953125,2819,0.433692307692,1,222,0.0341538461538,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:248,applied,100,0,646,6.46,0.111379310345,0,0,0,5800,58,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2977,0.2001953125,2823,0.486724137931,1,313,0.0539655172414,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.27150886295,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:249,applied,100,1.27150886295,471,4.71,0.0888679245283,1.09428359317,1474,1474,5300,53,1,11,1,10,0.1221001221,1347,1347,819,1,1,1,32,32,2569,0.2001953125,2731,0.515283018868,1,189,0.0356603773585,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.21227842629,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:250,applied,100,1.21227842629,440,4.4,0.08,1.06758241758,1943,1943,5500,55,1,11,1,10,0.1221001221,1820,1820,819,1,1,2,32,32,2817,0.2001953125,2683,0.487818181818,1,186,0.0338181818182,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.19412019023,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:251,applied,100,1.19412019023,367,3.67,0.0667272727273,1.04471744472,2126,2126,5500,55,1,11,1,10,0.1221001221,2035,2035,819,1,1,3,32,32,2905,0.2001953125,2595,0.471818181818,1,166,0.0301818181818,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-132.scen,132,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:252,applied,100,0,646,6.46,0.111379310345,0,0,0,5800,58,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2977,0.2001953125,2823,0.486724137931,1,313,0.0539655172414,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.27150886295,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:253,applied,100,1.27150886295,471,4.71,0.0888679245283,1.09428359317,1474,1474,5300,53,1,11,1,10,0.1221001221,1347,1347,819,1,1,1,32,32,2569,0.2001953125,2731,0.515283018868,1,189,0.0356603773585,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.21227842629,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:254,applied,100,1.21227842629,440,4.4,0.08,1.06758241758,1943,1943,5500,55,1,11,1,10,0.1221001221,1820,1820,819,1,1,2,32,32,2817,0.2001953125,2683,0.487818181818,1,186,0.0338181818182,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.19412019023,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:255,applied,100,1.19412019023,367,3.67,0.0667272727273,1.04471744472,2126,2126,5500,55,1,11,1,10,0.1221001221,2035,2035,819,1,1,3,32,32,2905,0.2001953125,2595,0.471818181818,1,166,0.0301818181818,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-132.scen,132,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:256,force_additive,100,0,596,5.96,0.121632653061,0,0,0,4900,49,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2215,0.2001953125,2685,0.547959183673,1,266,0.0542857142857,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-133.scen,133,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
100,1.2690378477,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:257,force_additive,100,1.2690378477,573,5.73,0.106111111111,0,1528,1528,5400,54,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,2485,0.2001953125,2915,0.539814814815,1,249,0.0461111111111,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-133.scen,133,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
