map,agents,seed,scen,baseline_method,contender_method,baseline_success,contender_success,baseline_ratio,contender_ratio,delta_ratio,contender_better
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,always_additive_defer,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.19076212471,1.18891454965,-0.0018475750599999952,True
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,always_additive_defer,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,lacam_star_ltm,always_additive_defer,True,True,1.21796028881,1.21796028881,0.0,False
maze-32-32-4,50,23,maze-32-32-4-random-23.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.21796028881,1.18546931408,-0.03249097473000018,True
maze-32-32-4,50,24,maze-32-32-4-random-24.scen,lacam_star_ltm,always_additive_defer,True,True,1.14916067146,1.14916067146,0.0,False
maze-32-32-4,50,24,maze-32-32-4-random-24.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.14916067146,1.12853717026,-0.020623501200000005,True
maze-32-32-4,50,25,maze-32-32-4-random-25.scen,lacam_star_ltm,always_additive_defer,True,True,1.18300948938,1.18300948938,0.0,False
maze-32-32-4,50,25,maze-32-32-4-random-25.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.18300948938,1.12968820606,-0.05332128332000008,True
maze-32-32-4,100,21,maze-32-32-4-random-21.scen,lacam_star_ltm,always_additive_defer,True,True,1.29221093372,1.29221093372,0.0,False
maze-32-32-4,100,21,maze-32-32-4-random-21.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.29221093372,1.26753749395,-0.02467343977000014,True
maze-32-32-4,100,22,maze-32-32-4-random-22.scen,lacam_star_ltm,always_additive_defer,True,True,1.23989151874,1.23989151874,0.0,False
maze-32-32-4,100,22,maze-32-32-4-random-22.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.23989151874,1.25986193294,0.01997041420000012,False
maze-32-32-4,100,23,maze-32-32-4-random-23.scen,lacam_star_ltm,always_additive_defer,True,True,1.30565777369,1.30565777369,0.0,False
maze-32-32-4,100,23,maze-32-32-4-random-23.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.30565777369,1.27276908924,-0.03288868444999982,True
maze-32-32-4,100,24,maze-32-32-4-random-24.scen,lacam_star_ltm,always_additive_defer,True,True,1.1897885508,1.1897885508,0.0,False
maze-32-32-4,100,24,maze-32-32-4-random-24.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.1897885508,1.18334192883,-0.0064466219699998994,True
maze-32-32-4,100,25,maze-32-32-4-random-25.scen,lacam_star_ltm,always_additive_defer,True,True,1.27116650988,1.27116650988,0.0,False
maze-32-32-4,100,25,maze-32-32-4-random-25.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.27116650988,1.24741298213,-0.02375352775000006,True
random-32-32-20,50,21,random-32-32-20-random-21.scen,lacam_star_ltm,always_additive_defer,True,True,1.1421686747,1.1421686747,0.0,False
random-32-32-20,50,21,random-32-32-20-random-21.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.1421686747,1.1421686747,0.0,False
random-32-32-20,50,22,random-32-32-20-random-22.scen,lacam_star_ltm,always_additive_defer,True,True,1.1545215101,1.1545215101,0.0,False
random-32-32-20,50,22,random-32-32-20-random-22.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.1545215101,1.1545215101,0.0,False
random-32-32-20,50,23,random-32-32-20-random-23.scen,lacam_star_ltm,always_additive_defer,True,True,1.15851449275,1.15851449275,0.0,False
random-32-32-20,50,23,random-32-32-20-random-23.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.15851449275,1.14673913043,-0.011775362319999871,True
random-32-32-20,50,24,random-32-32-20-random-24.scen,lacam_star_ltm,always_additive_defer,True,True,1.15867158672,1.15867158672,0.0,False
random-32-32-20,50,24,random-32-32-20-random-24.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.15867158672,1.14852398524,-0.010147601479999935,True
