checkpoint_context_proxy,map,agents,seed,iteration,edge_from_id,edge_to_id,traffic_c_raw,traffic_f_raw,traffic_c_weight,traffic_f_weight,ltm_additive_update_proxy,oracle_safe_parameterized_update_proxy,residual_target,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
14650fb0739d0383,random-32-32-20,100,147,0,357,356,13.25,4,6.46341463415,5,6.46341463415,4.71341463415,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,476,477,13.25,1,6.46341463415,1.25,6.46341463415,6.02591463415,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,501,477,13,4,6.34146341463,5,6.34146341463,4.59146341463,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,277,276,12.75,7,6.21951219512,8.75,6.21951219512,3.15701219512,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,302,301,12.75,2,6.21951219512,2.5,6.21951219512,5.34451219512,-0.875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,499,524,12.75,6,6.21951219512,7.5,6.21951219512,3.59451219512,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,411,385,12.25,5,5.9756097561,6.25,5.9756097561,3.7881097561,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,476,475,12,3,5.85365853659,3.75,5.85365853659,4.54115853659,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,477,478,12,3,5.85365853659,3.75,5.85365853659,4.54115853659,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,477,501,12,3,5.85365853659,3.75,5.85365853659,4.54115853659,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,480,481,12,1,5.85365853659,1.25,5.85365853659,5.41615853659,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,503,480,12,8,5.85365853659,10,5.85365853659,2.35365853659,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,532,531,12,8,5.85365853659,10,5.85365853659,2.35365853659,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,325,302,11.75,4,5.73170731707,5,5.73170731707,3.98170731707,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,383,382,11.75,6,5.73170731707,7.5,5.73170731707,3.10670731707,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,474,499,11.75,3,5.73170731707,3.75,5.73170731707,4.41920731707,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,475,476,11.75,2,5.73170731707,2.5,5.73170731707,4.85670731707,-0.875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,582,583,11.75,2,5.73170731707,2.5,5.73170731707,4.85670731707,-0.875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,302,303,11.5,1,5.60975609756,1.25,5.60975609756,5.17225609756,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,381,357,11.5,5,5.60975609756,6.25,5.60975609756,3.42225609756,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,382,381,11.5,7,5.60975609756,8.75,5.60975609756,2.54725609756,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,385,384,11.5,6,5.60975609756,7.5,5.60975609756,2.98475609756,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,434,455,11.5,7,5.60975609756,8.75,5.60975609756,2.54725609756,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,353,352,11.25,4,5.48780487805,5,5.48780487805,3.73780487805,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,350,351,11,4,5.36585365854,5,5.36585365854,3.61585365854,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,413,412,11,3,5.36585365854,3.75,5.36585365854,4.05335365854,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,558,582,11,4,5.36585365854,5,5.36585365854,3.61585365854,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,414,387,10.75,1,5.24390243902,1.25,5.24390243902,4.80640243902,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,477,476,10.75,3,5.24390243902,3.75,5.24390243902,3.93140243902,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,478,479,10.75,3,5.24390243902,3.75,5.24390243902,3.93140243902,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,480,479,10.75,3,5.24390243902,3.75,5.24390243902,3.93140243902,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,530,529,10.75,7,5.24390243902,8.75,5.24390243902,2.18140243902,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,578,557,10.75,7,5.24390243902,8.75,5.24390243902,2.18140243902,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,355,354,10.5,4,5.12195121951,5,5.12195121951,3.37195121951,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,579,580,20.5,5,10,6.25,10,7.8125,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,414,413,19.5,7,9.51219512195,8.75,9.51219512195,6.44969512195,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,582,581,19.25,8,9.39024390244,10,9.39024390244,5.89024390244,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,387,414,18.75,7,9.14634146341,8.75,9.14634146341,6.08384146341,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,579,578,18,3,8.78048780488,3.75,8.78048780488,7.46798780488,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,407,434,17.5,7,8.53658536585,8.75,8.53658536585,5.47408536585,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,413,414,17.25,5,8.41463414634,6.25,8.41463414634,6.22713414634,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,581,580,17.25,6,8.41463414634,7.5,8.41463414634,5.78963414634,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,356,380,17,5,8.29268292683,6.25,8.29268292683,6.10518292683,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,384,385,17,5,8.29268292683,6.25,8.29268292683,6.10518292683,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,478,477,17,3,8.29268292683,3.75,8.29268292683,6.98018292683,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,383,384,16.75,7,8.17073170732,8.75,8.17073170732,5.10823170732,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,607,579,16.75,6,8.17073170732,7.5,8.17073170732,5.54573170732,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,302,325,16.5,5,8.0487804878,6.25,8.0487804878,5.8612804878,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,384,383,15.75,5,7.68292682927,6.25,7.68292682927,5.49542682927,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,477,455,15.75,3,7.68292682927,3.75,7.68292682927,6.37042682927,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,455,477,15.5,7,7.56097560976,8.75,7.56097560976,4.49847560976,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,580,579,15.5,6,7.56097560976,7.5,7.56097560976,4.93597560976,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,412,413,14.75,7,7.19512195122,8.75,7.19512195122,4.13262195122,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,583,582,14.75,7,7.19512195122,8.75,7.19512195122,4.13262195122,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,414,415,14.5,5,7.07317073171,6.25,7.07317073171,4.88567073171,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,480,457,14.5,5,7.07317073171,6.25,7.07317073171,4.88567073171,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,480,503,14.5,4,7.07317073171,5,7.07317073171,5.32317073171,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,325,354,14.25,6,6.9512195122,7.5,6.9512195122,4.3262195122,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,453,431,14.25,5,6.9512195122,6.25,6.9512195122,4.7637195122,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,579,607,14.25,1,6.9512195122,1.25,6.9512195122,6.5137195122,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,580,581,14.25,6,6.9512195122,7.5,6.9512195122,4.3262195122,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,353,354,13.75,3,6.70731707317,3.75,6.70731707317,5.39481707317,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,581,582,13.5,5,6.58536585366,6.25,6.58536585366,4.39786585366,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,356,357,13.25,4,6.46341463415,5,6.46341463415,4.71341463415,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,357,356,13.25,4,6.46341463415,5,6.46341463415,4.71341463415,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,476,477,13.25,1,6.46341463415,1.25,6.46341463415,6.02591463415,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,501,477,13,4,6.34146341463,5,6.34146341463,4.59146341463,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,277,276,12.75,7,6.21951219512,8.75,6.21951219512,3.15701219512,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,302,301,12.75,2,6.21951219512,2.5,6.21951219512,5.34451219512,-0.875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,499,524,12.75,6,6.21951219512,7.5,6.21951219512,3.59451219512,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,411,385,12.25,5,5.9756097561,6.25,5.9756097561,3.7881097561,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,476,475,12,3,5.85365853659,3.75,5.85365853659,4.54115853659,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,477,478,12,3,5.85365853659,3.75,5.85365853659,4.54115853659,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,477,501,12,3,5.85365853659,3.75,5.85365853659,4.54115853659,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,480,481,12,1,5.85365853659,1.25,5.85365853659,5.41615853659,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,503,480,12,8,5.85365853659,10,5.85365853659,2.35365853659,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,532,531,12,8,5.85365853659,10,5.85365853659,2.35365853659,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,325,302,11.75,4,5.73170731707,5,5.73170731707,3.98170731707,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,383,382,11.75,6,5.73170731707,7.5,5.73170731707,3.10670731707,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,474,499,11.75,3,5.73170731707,3.75,5.73170731707,4.41920731707,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,475,476,11.75,2,5.73170731707,2.5,5.73170731707,4.85670731707,-0.875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,582,583,11.75,2,5.73170731707,2.5,5.73170731707,4.85670731707,-0.875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,302,303,11.5,1,5.60975609756,1.25,5.60975609756,5.17225609756,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,381,357,11.5,5,5.60975609756,6.25,5.60975609756,3.42225609756,-2.1875,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,382,381,11.5,7,5.60975609756,8.75,5.60975609756,2.54725609756,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,385,384,11.5,6,5.60975609756,7.5,5.60975609756,2.98475609756,-2.625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,434,455,11.5,7,5.60975609756,8.75,5.60975609756,2.54725609756,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,353,352,11.25,4,5.48780487805,5,5.48780487805,3.73780487805,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,350,351,11,4,5.36585365854,5,5.36585365854,3.61585365854,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,413,412,11,3,5.36585365854,3.75,5.36585365854,4.05335365854,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,558,582,11,4,5.36585365854,5,5.36585365854,3.61585365854,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,414,387,10.75,1,5.24390243902,1.25,5.24390243902,4.80640243902,-0.4375,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,477,476,10.75,3,5.24390243902,3.75,5.24390243902,3.93140243902,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,478,479,10.75,3,5.24390243902,3.75,5.24390243902,3.93140243902,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,480,479,10.75,3,5.24390243902,3.75,5.24390243902,3.93140243902,-1.3125,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,530,529,10.75,7,5.24390243902,8.75,5.24390243902,2.18140243902,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,578,557,10.75,7,5.24390243902,8.75,5.24390243902,2.18140243902,-3.0625,False,False,False,False,False
14650fb0739d0383,random-32-32-20,100,147,0,355,354,10.5,4,5.12195121951,5,5.12195121951,3.37195121951,-1.75,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,382,383,11.75,3,10,6,10,7.9,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,480,503,10.5,2,8.93617021277,4,8.93617021277,7.53617021277,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,353,354,9,5,7.65957446809,10,7.65957446809,4.15957446809,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,407,434,9,4,7.65957446809,8,7.65957446809,4.85957446809,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,331,330,7.75,4,6.59574468085,8,6.59574468085,3.79574468085,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,356,355,7.75,3,6.59574468085,6,6.59574468085,4.49574468085,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,378,407,7.75,4,6.59574468085,8,6.59574468085,3.79574468085,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,711,712,7.75,3,6.59574468085,6,6.59574468085,4.49574468085,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,602,629,7.25,1,6.17021276596,2,6.17021276596,5.47021276596,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,710,711,7,4,5.95744680851,8,5.95744680851,3.15744680851,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,382,409,6.75,1,5.74468085106,2,5.74468085106,5.04468085106,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,353,352,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,377,352,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,378,354,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,503,529,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,352,353,6.25,5,5.31914893617,10,5.31914893617,1.81914893617,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,326,356,5.75,3,4.89361702128,6,4.89361702128,2.79361702128,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,381,382,5.75,3,4.89361702128,6,4.89361702128,2.79361702128,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,382,381,5.5,2,4.68085106383,4,4.68085106383,3.28085106383,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,38,37,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,360,332,5.25,3,4.46808510638,6,4.46808510638,2.36808510638,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,360,361,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,407,378,5.25,2,4.46808510638,4,4.46808510638,3.06808510638,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,417,442,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,481,480,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,558,582,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,580,579,5.25,2,4.46808510638,4,4.46808510638,3.06808510638,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,580,581,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,629,656,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,707,708,5.25,3,4.46808510638,6,4.46808510638,2.36808510638,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,708,709,5,4,4.25531914894,8,4.25531914894,1.45531914894,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,602,603,4.75,2,4.04255319149,4,4.04255319149,2.64255319149,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,92,66,4.5,1,3.82978723404,2,3.82978723404,3.12978723404,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,92,93,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,93,92,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,326,327,4.5,3,3.82978723404,6,3.82978723404,1.72978723404,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,327,326,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,327,328,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,355,354,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,355,356,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,385,411,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,579,580,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,606,578,4.5,2,3.82978723404,4,3.82978723404,2.42978723404,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,480,457,4.25,1,3.6170212766,2,3.6170212766,2.9170212766,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,480,479,4.25,0,3.6170212766,0,3.6170212766,3.6170212766,-0.0,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,480,481,4.25,0,3.6170212766,0,3.6170212766,3.6170212766,-0.0,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,197,170,4,1,3.40425531915,2,3.40425531915,2.70425531915,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,197,198,4,0,3.40425531915,0,3.40425531915,3.40425531915,-0.0,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,331,307,4,1,3.40425531915,2,3.40425531915,2.70425531915,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,331,332,4,1,3.40425531915,2,3.40425531915,2.70425531915,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,356,326,4,2,3.40425531915,4,3.40425531915,2.00425531915,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,356,380,4,2,3.40425531915,4,3.40425531915,2.00425531915,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,707,681,4,1,3.40425531915,2,3.40425531915,2.70425531915,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,707,706,4,0,3.40425531915,0,3.40425531915,3.40425531915,-0.0,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,711,710,4,1,3.40425531915,2,3.40425531915,2.70425531915,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,91,92,3.75,3,3.1914893617,6,3.1914893617,1.0914893617,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,170,145,3.75,3,3.1914893617,6,3.1914893617,1.0914893617,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,242,268,3.75,3,3.1914893617,6,3.1914893617,1.0914893617,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,268,296,3.75,2,3.1914893617,4,3.1914893617,1.7914893617,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,283,282,3.75,1,3.1914893617,2,3.1914893617,2.4914893617,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,310,283,3.75,3,3.1914893617,6,3.1914893617,1.0914893617,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,328,327,3.75,3,3.1914893617,6,3.1914893617,1.0914893617,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,330,331,3.75,2,3.1914893617,4,3.1914893617,1.7914893617,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,332,333,3.75,3,3.1914893617,6,3.1914893617,1.0914893617,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,382,383,11.75,3,10,6,10,7.9,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,480,503,10.5,2,8.93617021277,4,8.93617021277,7.53617021277,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,353,354,9,5,7.65957446809,10,7.65957446809,4.15957446809,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,407,434,9,4,7.65957446809,8,7.65957446809,4.85957446809,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,331,330,7.75,4,6.59574468085,8,6.59574468085,3.79574468085,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,356,355,7.75,3,6.59574468085,6,6.59574468085,4.49574468085,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,378,407,7.75,4,6.59574468085,8,6.59574468085,3.79574468085,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,711,712,7.75,3,6.59574468085,6,6.59574468085,4.49574468085,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,602,629,7.25,1,6.17021276596,2,6.17021276596,5.47021276596,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,710,711,7,4,5.95744680851,8,5.95744680851,3.15744680851,-2.8,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,382,409,6.75,1,5.74468085106,2,5.74468085106,5.04468085106,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,353,352,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,377,352,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,378,354,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,503,529,6.5,2,5.53191489362,4,5.53191489362,4.13191489362,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,352,353,6.25,5,5.31914893617,10,5.31914893617,1.81914893617,-3.5,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,326,356,5.75,3,4.89361702128,6,4.89361702128,2.79361702128,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,381,382,5.75,3,4.89361702128,6,4.89361702128,2.79361702128,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,382,381,5.5,2,4.68085106383,4,4.68085106383,3.28085106383,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,38,37,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,360,332,5.25,3,4.46808510638,6,4.46808510638,2.36808510638,-2.1,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,360,361,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,407,378,5.25,2,4.46808510638,4,4.46808510638,3.06808510638,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,417,442,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,481,480,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,558,582,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,580,579,5.25,2,4.46808510638,4,4.46808510638,3.06808510638,-1.4,False,False,False,False,False
14650fb0739d0383,random-32-32-20,50,148,0,580,581,5.25,1,4.46808510638,2,4.46808510638,3.76808510638,-0.7,False,False,False,False,False
