map_source_type,official_scenario,scenario_source_type,contexts,complete_triples,ltm_30s_success_rate,ltm_30s_median_ratio,static_flow_30s_success_rate,static_flow_30s_median_ratio,gate3b_actor_30s_success_rate,gate3b_actor_30s_median_ratio,actor_vs_ltm_median_relative_quality_improvement,actor_vs_ltm_success_gain_count,actor_vs_ltm_success_regression_count,actor_vs_static_flow_median_relative_quality_improvement,actor_vs_static_flow_success_gain_count,actor_vs_static_flow_success_regression_count,static_flow_vs_ltm_median_relative_quality_improvement,static_flow_vs_ltm_success_gain_count,static_flow_vs_ltm_success_regression_count
canonical_public_benchmark_map,False,czr004_derived_on_public_parent_map,112,112,1.0,1.1497720875050002,1.0,1.112776043065,0.9285714285714286,1.15047215923,0.0,0,8,-0.008910090638204625,0,8,0.0038554700954662076,0,0
canonical_public_benchmark_map,True,movingai_official_even,52,52,1.0,1.07634494345,1.0,1.067898048245,1.0,1.06947817868,0.008080899692672863,0,0,-0.0006948914453147912,0,0,0.006485094162803922,0,0
canonical_public_benchmark_map,True,movingai_official_random,73,73,1.0,1.23338048091,1.0,1.22736916549,1.0,1.2252354049,0.00225842877679931,0,0,-0.0050980998028309354,0,0,0.004873853213215016,0,0
synthetic_stress_map,False,czr004_synthetic_derived_scenario,1,1,1.0,1.04691358025,1.0,1.02469135802,1.0,1.0049382716,0.04009433963018849,0,0,0.01927710843406433,0,0,0.021226415101706215,0,0
