split,run_id,checkpoint_id,map_name,agents,seed,iteration,target_rule_original,target_rule_executable,predicted_rule,top1_correct,top3_correct,raw_original_top1_correct,target_family,predicted_family,family_top1_correct,harmful_update,harmful_update_probability,harmful_prediction,selected_rule_harmful,predicted_rule_delta_ratio_vs_additive,target_delta_ratio_vs_additive,neutral,top3_rules,predicted_score
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter0,empty-16-16,50,1,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.43656882643699646,1,0,0.0,0.077519379845,0,"[""additive_ltm"", ""decay_095"", ""decay_090""]",0.2601465880870819
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter1,empty-16-16,50,1,1,wait_heavy,wait_heavy,additive_ltm,0,0,0,wait,additive,0,0,0.3512552082538605,1,0,0.0,0.244186046512,0,"[""additive_ltm""]",-0.03958166018128395
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter2,empty-16-16,50,1,2,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.391450971364975,1,0,0.0,0.0968992248062,0,"[""additive_ltm""]",0.313130646944046
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter3,empty-16-16,50,1,3,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.21405217051506042,1,0,0.0,0.0077519379845,0,"[""additive_ltm"", ""wait_light"", ""block_light""]",0.37020739912986755
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter0,empty-16-16,100,1,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5729663372039795,1,0,0.0,0.0951923076923,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",-0.0606563426554203
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter1,empty-16-16,100,1,1,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.4750334322452545,1,0,0.0,0.0346153846154,0,"[""additive_ltm""]",0.08407184481620789
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter2,empty-16-16,100,1,2,decay_095,decay_095,additive_ltm,0,0,0,decay,additive,0,0,0.34810855984687805,1,0,0.0,0.128846153846,0,"[""additive_ltm""]",0.0751701295375824
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter3,empty-16-16,100,1,3,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.40199729800224304,1,0,0.0,0.0471153846154,0,"[""additive_ltm""]",0.17639172077178955
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter0,empty-16-16,200,1,0,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.6165879368782043,1,0,0.0,1.14440611138,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.014848317950963974
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter1,empty-16-16,200,1,1,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.6340301632881165,1,0,0.0,0.203548546082,0,"[""additive_ltm""]",0.41910573840141296
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter2,empty-16-16,200,1,2,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5258920192718506,1,0,0.0,0.459832429768,0,"[""additive_ltm""]",0.22807684540748596
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter3,empty-16-16,200,1,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5042905807495117,1,0,0.0,0.0,1,"[""additive_ltm""]",0.22772511839866638
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter0,empty-16-16,50,2,0,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.3647567629814148,1,0,0.0,0.0,1,"[""additive_ltm"", ""decay_095"", ""decay_090""]",0.1410018503665924
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter1,empty-16-16,50,2,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.3731061518192291,1,0,0.0,0.174369747899,0,"[""additive_ltm""]",0.27465835213661194
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter2,empty-16-16,50,2,2,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.26946595311164856,1,0,0.0,0.0357142857143,0,"[""additive_ltm""]",0.2144249975681305
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter3,empty-16-16,50,2,3,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.23335769772529602,1,0,0.0,0.0126050420168,0,"[""additive_ltm"", ""wait_light""]",0.2821328639984131
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter0,empty-16-16,100,2,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.5832521319389343,1,0,0.0,0.157345971564,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.14082959294319153
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter1,empty-16-16,100,2,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6446616649627686,1,0,0.0,0.0142180094787,0,"[""additive_ltm""]",0.2249346673488617
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter2,empty-16-16,100,2,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.43917492032051086,1,0,0.0,0.042654028436,0,"[""additive_ltm""]",0.13437452912330627
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter3,empty-16-16,100,2,3,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.39495763182640076,1,0,0.0,0.0341232227488,0,"[""additive_ltm""]",0.28485092520713806
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter0,empty-16-16,200,2,0,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5876122713088989,1,0,0.0,0.334134615385,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.06040414795279503
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter1,empty-16-16,200,2,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5978089570999146,1,0,0.0,0.0,1,"[""additive_ltm""]",0.5981228351593018
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter2,empty-16-16,200,2,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,0,0.5796628594398499,1,0,0.0,0.258173076923,0,"[""additive_ltm""]",0.2881779670715332
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter3,empty-16-16,200,2,3,wait_heavy,wait_heavy,additive_ltm,0,0,0,wait,additive,0,1,0.4677583575248718,1,0,0.0,0.120673076923,0,"[""additive_ltm""]",0.3687586486339569
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter0,empty-16-16,50,3,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.4104786515235901,1,0,0.0,0.0685714285714,0,"[""additive_ltm"", ""decay_095"", ""decay_090""]",0.10965946316719055
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter1,empty-16-16,50,3,1,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,0,0.32067805528640747,1,0,0.0,0.0742857142857,0,"[""additive_ltm""]",-0.05687582865357399
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter2,empty-16-16,50,3,2,block_light,block_light,additive_ltm,0,0,0,block,additive,0,0,0.34380218386650085,1,0,0.0,0.0590476190476,0,"[""additive_ltm""]",0.15159925818443298
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter3,empty-16-16,50,3,3,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.42732319235801697,1,0,0.0,0.032380952381,0,"[""additive_ltm""]",0.3445820212364197
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter0,empty-16-16,100,3,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.576410174369812,1,0,0.0,0.213426853707,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.07121679186820984
