theta_id,map_family,agents,nominal_budget_ms,rows,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549000639,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000640,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000640,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000641,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000641,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000642,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000642,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000643,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000643,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000644,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000644,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000645,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000645,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000646,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000646,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000647,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000647,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000648,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000648,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000649,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000649,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000650,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000650,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000651,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000651,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000652,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000652,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000653,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000653,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000654,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000654,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000655,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000655,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000656,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000656,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000657,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000657,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000658,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000658,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000659,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000659,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000660,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000660,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000661,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000661,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000662,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000662,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000663,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000663,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000664,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000664,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000665,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000665,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000666,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000666,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000667,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000667,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000668,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000668,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000669,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000669,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000670,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000670,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000671,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000671,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000672,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000672,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000673,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000673,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000674,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000674,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000675,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000675,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000676,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000676,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000677,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000677,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000678,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000678,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000679,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000679,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000680,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000680,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000681,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000681,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000682,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000682,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000683,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000683,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000684,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000684,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000685,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000685,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000686,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000686,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000687,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000687,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000688,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000688,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000689,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000689,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000690,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000690,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000691,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000691,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000692,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000692,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000693,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000693,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000694,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000694,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000695,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000695,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000696,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000696,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000697,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000697,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000698,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000698,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000699,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000699,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000700,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000700,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000701,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000701,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000702,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000702,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000703,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000703,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000704,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000704,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000705,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000705,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000706,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000706,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000707,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000707,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000708,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000708,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000709,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000709,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000710,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000710,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000711,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000711,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000712,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000712,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000713,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000713,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000714,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000714,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000715,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000715,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000716,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000716,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000717,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000717,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000718,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000718,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000719,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000719,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000720,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000720,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000721,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000721,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000722,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000722,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000723,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000723,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000724,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000724,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000725,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000725,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000726,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000726,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000727,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000727,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000728,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000728,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000729,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000729,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000730,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000730,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000731,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000731,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000732,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000732,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000733,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000733,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000734,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000734,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000735,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000735,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000736,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000736,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000737,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000737,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000738,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000738,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000739,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000739,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000740,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000740,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000741,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000741,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000742,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000742,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000743,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000743,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000744,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000744,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000745,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000745,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000746,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000746,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000747,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000747,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000748,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000748,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000749,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000749,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000750,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000750,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000751,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000751,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000752,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000752,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000753,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000753,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000754,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000754,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000755,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000755,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000756,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000756,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000757,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000757,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000758,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000758,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000759,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000759,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000760,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000760,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000761,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000761,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000762,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000762,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000763,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000763,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000764,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000764,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000765,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000765,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000766,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000766,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000767,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000767,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000768,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000768,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000769,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000769,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000770,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000770,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000771,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000771,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000772,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000772,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000773,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000773,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000774,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000774,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000775,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000775,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000776,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000776,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000777,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000777,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000778,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000778,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000779,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000779,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000780,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000780,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000781,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000781,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000782,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000782,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000783,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000783,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000784,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000784,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000785,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000785,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000786,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000786,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000787,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000787,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000788,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000788,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000789,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000789,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000790,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000790,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000791,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000791,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000792,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000792,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000793,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000793,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000794,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000794,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000795,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000795,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000796,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000796,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000797,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000797,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000798,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000798,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000799,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000799,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000800,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000800,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000801,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000801,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000802,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000802,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000803,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000803,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000804,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000804,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000805,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000805,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000806,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000806,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000807,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000807,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000808,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000808,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000809,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000809,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000810,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000810,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000811,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000811,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000812,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000812,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000813,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000813,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000814,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000814,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000815,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000815,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000816,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000816,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000817,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000817,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000818,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000818,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000819,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000819,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000820,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000820,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000821,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000821,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000822,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000822,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000823,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000823,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000824,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000824,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000825,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000825,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000826,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000826,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000827,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000827,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000828,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000828,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000829,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000829,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000830,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000830,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000831,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000831,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000832,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000832,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000833,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000833,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000834,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000834,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000835,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000835,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000836,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000836,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000837,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000837,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000838,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000838,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000839,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000839,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000840,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000840,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000841,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000841,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000842,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000842,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000843,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000843,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000844,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000844,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000845,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000845,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000846,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000846,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000847,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000847,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000848,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000848,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000849,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000849,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000850,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000850,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000851,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000851,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000852,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000852,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000853,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000853,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000854,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000854,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000855,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000855,random,100,2000,17,False,False,False,False,False
repair5g549_theta_549000856,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000856,random,100,2000,17,False,False,False,False,False
