map,agents,seed,scen,baseline_method,contender_method,baseline_success,contender_success,baseline_ratio,contender_ratio,delta_ratio,contender_better
random-32-32-20,50,21,random-32-32-20-random-21.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.1421686747,1.1421686747,0.0,False
random-32-32-20,50,21,random-32-32-20-random-21.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector_force_additive_parity,True,True,1.1421686747,1.1421686747,0.0,False
