split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,top3_rules,harmful_labels
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,50,1,0,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_confidence,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.077519379845,True,True,0.077519379845,0.01,"[-0.9349273938979604, 0.2703261423110962, 0.5114817297458649, 0.3721148490905762, 0.48892333269119265, -0.7723223435878753, -0.9679485515097622, -0.9543764491984621]","[0.00017235202540177852, 0.6538090705871582, 0.5920009016990662, 0.6188938021659851, 0.5643059015274048, 0.6980472207069397, 0.0005928443861193955, 0.000556807266548276]",0.7344761490821838,0.1411573588848114,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,50,1,1,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.135658914729,True,True,0.1,0.01,"[-0.5936535700157402, 0.47744664788246155, 0.4201472043991089, 0.24058693766593933, 0.418054141998291, -0.0029277384281158458, 0.06695628881454468, 0.012971889972686767]","[0.00015250839351210743, 0.6296812295913696, 0.6306859850883484, 0.7064222693443298, 0.6783332228660583, 0.6890305876731873, 0.7061775922775269, 0.7056573033332825]",0.8101420998573303,0.10668350756168365,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,50,1,2,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0968992248062,True,True,0.0968992248062,0.01,"[-0.6352705869649798, 0.39310232758522035, 0.40428407669067384, 0.17291426420211792, 0.4394977915287018, -0.21952579021453858, 0.2809953236579895, 0.26222434639930725]","[5.321490243659355e-05, 0.6866852641105652, 0.5846134424209595, 0.6743402481079102, 0.6121683716773987, 0.6907749176025391, 0.6615422964096069, 0.6575450301170349]",0.6380265355110168,0.20538806915283203,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,50,1,3,defer_ltm,defer_ltm,block_heavy,additive_ltm,low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0077519379845,False,False,0.0077519379845,0.01,"[-0.23398323253284617, 0.38897998571395875, 0.4113126587867737, 0.3894833385944366, 0.3977233397960663, 0.3907300341129303, 0.32517858505249025, 0.3011139249801636]","[4.241639908286743e-05, 0.6392203569412231, 0.6188830137252808, 0.6190460920333862, 0.614795446395874, 0.6201187372207642, 0.6254751682281494, 0.6238345503807068]",0.4114072322845459,0.44997864961624146,"[""block_heavy"", ""wait_light"", ""wait_heavy""]","[0, 1, 0, 1, 0, 1, 1, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,100,1,0,use_nonadditive,use_nonadditive,wait_light,decay_090,selected,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0951923076923,True,True,0.0951923076923,0.01,"[-1.269602033435367, 0.5840297639369965, 0.5574407613277436, -1.1015895795822144, 0.642348176240921, -1.287826462984085, -1.1176060829358176, -1.0438139910739848]","[0.00016554887406527996, 0.6806448101997375, 0.6057767271995544, 0.8107731342315674, 0.5863335728645325, 0.8391938805580139, 0.000651646638289094, 0.0005745651433244348]",0.8517934083938599,0.0856766626238823,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 1, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,100,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0346153846154,True,True,0.0346153846154,0.01,"[0.0018664587044622748, 0.3843623197078705, 0.3654961836338043, 0.3330274248123169, 0.38342488765716554, 0.08583340764045716, 0.14539137363433838, 0.11335085511207581]","[0.00033682334469631314, 0.76219242811203, 0.7472770810127258, 0.7645054459571838, 0.7323632836341858, 0.7763695120811462, 0.7456660866737366, 0.7494590282440186]",0.6356012225151062,0.22163425385951996,"[""commit_heavy"", ""wait_light"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 1]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,100,1,2,use_nonadditive,defer_ltm,wait_light,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.118269230769,True,True,0.1,0.01,"[-0.4743140086175117, 0.12109864115715027, 0.2647835326194763, 0.40989540219306947, 0.42421387195587157, -0.985601202249527, 0.19521162748336793, 0.1425115656852722]","[0.00011794090823968872, 0.7093338370323181, 0.6578757762908936, 0.6365293264389038, 0.6155706644058228, 0.7184960246086121, 0.6526480913162231, 0.6521379351615906]",0.7193523645401001,0.14951540529727936,"[""wait_light"", ""block_light"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,100,1,3,use_nonadditive,defer_ltm,decay_090,additive_ltm,unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0471153846154,True,True,0.0471153846154,0.01,"[-0.5161336498253513, 0.3425800490379334, 0.3347302639484406, 0.3687253737449646, 0.40929043769836426, -0.601554285287857, 0.23011015832424164, 0.15956191301345826]","[0.00012733932817354798, 0.7490024566650391, 0.7258685231208801, 0.7335819602012634, 0.6396499872207642, 0.799909770488739, 0.742979109287262, 0.749523401260376]",0.7161006331443787,0.17746639251708984,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 1, 1, 1, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,200,1,0,use_nonadditive,use_nonadditive,commit_heavy,decay_090,selected,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,False,1.14440611138,True,True,0.1,0.01,"[-1.7519101707905065, 0.7265341520309448, 0.6016926300525666, -1.5278508007526397, 0.7954401445388793, -1.7927197873592378, -1.4151147238200066, -1.3453880154440412]","[0.0006656287587247789, 0.5411285161972046, 0.5811237692832947, 0.788053572177887, 0.5029525756835938, 0.8214923739433289, 0.000385601248126477, 0.0003139344335068017]",0.873649537563324,0.07236658781766891,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,200,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.116806308526,True,True,0.1,0.01,"[-0.21598343097022735, 0.3533553087711334, 0.3657755470275879, 0.3402372121810913, 0.38474706292152405, -0.22405365109443665, 0.0007128548622131348, -0.07201993107795715]","[0.00011227669892832637, 0.7484902739524841, 0.7344264984130859, 0.7545658946037292, 0.7161614894866943, 0.7911667227745056, 0.7486336827278137, 0.7532088160514832]",0.7909880876541138,0.10617286711931229,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 0, 0, 0, 1, 0, 1]"
