project_owned_adapter_only,external_lacam2_clean,new_aliases_added,adapter_change_required,parser_family_used,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
True,True,False,False,repair5g518_grid,False,False,False,False,False
