row_type,policy,metric,estimate,ci_low,ci_high,samples
bootstrap_ci,additive_ltm,mean_delta_vs_static,0.08905690487447805,0.06256389287233333,0.12069250564299999,1000
bootstrap_ci,additive_ltm,harmful_vs_static_rate,0.9338333333333273,0.8333333333333334,1.0,1000
bootstrap_ci,additive_ltm,coverage,1.0,1.0,1.0,1000
bootstrap_ci,additive_ltm,regret_to_oracle,0.12706302514476073,0.10146684650700001,0.16072871576099998,1000
bootstrap_ci,additive_ltm,risk_adjusted_utility_lambda_0p05,0.1357485715411445,0.10582096937733333,0.16918651798166667,1000
bootstrap_ci,additive_ltm,risk_adjusted_utility_lambda_0p1,0.18244023820781094,0.14843181505633335,0.21709497562033336,1000
bootstrap_ci,additive_ltm,risk_adjusted_utility_lambda_0p2,0.27582357154114456,0.23418063176333337,0.313902288869,1000
bootstrap_ci,candidate_only_mean_delta_prior,mean_delta_vs_static,0.0,0.0,0.0,1000
bootstrap_ci,candidate_only_mean_delta_prior,harmful_vs_static_rate,0.0,0.0,0.0,1000
bootstrap_ci,candidate_only_mean_delta_prior,coverage,0.0,0.0,0.0,1000
bootstrap_ci,candidate_only_mean_delta_prior,regret_to_oracle,0.03767212158226202,0.026450246338666668,0.050212781066999994,1000
bootstrap_ci,candidate_only_mean_delta_prior,risk_adjusted_utility_lambda_0p05,0.0,0.0,0.0,1000
bootstrap_ci,candidate_only_mean_delta_prior,risk_adjusted_utility_lambda_0p1,0.0,0.0,0.0,1000
bootstrap_ci,candidate_only_mean_delta_prior,risk_adjusted_utility_lambda_0p2,0.0,0.0,0.0,1000
bootstrap_ci,candidate_param_only_ranker,mean_delta_vs_static,0.0,0.0,0.0,1000
bootstrap_ci,candidate_param_only_ranker,harmful_vs_static_rate,0.0,0.0,0.0,1000
bootstrap_ci,candidate_param_only_ranker,coverage,0.0,0.0,0.0,1000
bootstrap_ci,candidate_param_only_ranker,regret_to_oracle,0.03770548709679003,0.026463035598,0.05069910116633334,1000
bootstrap_ci,candidate_param_only_ranker,risk_adjusted_utility_lambda_0p05,0.0,0.0,0.0,1000
bootstrap_ci,candidate_param_only_ranker,risk_adjusted_utility_lambda_0p1,0.0,0.0,0.0,1000
bootstrap_ci,candidate_param_only_ranker,risk_adjusted_utility_lambda_0p2,0.0,0.0,0.0,1000
bootstrap_ci,map_agent_only_gate,mean_delta_vs_static,-0.013847844615615989,-0.025780333354,-0.0014104407716666661,1000
bootstrap_ci,map_agent_only_gate,harmful_vs_static_rate,0.22883333333333272,0.1,0.36666666666666664,1000
bootstrap_ci,map_agent_only_gate,coverage,0.6628000000000013,0.4666666666666667,0.8333333333333334,1000
bootstrap_ci,map_agent_only_gate,regret_to_oracle,0.024151277851637357,0.015561367676666667,0.033036943297,1000
bootstrap_ci,map_agent_only_gate,risk_adjusted_utility_lambda_0p05,-0.0024061779489493356,-0.019199295978333326,0.015552793372666669,1000
bootstrap_ci,map_agent_only_gate,risk_adjusted_utility_lambda_0p1,0.009035488717717336,-0.013525352234666672,0.033472612469666665,1000
bootstrap_ci,map_agent_only_gate,risk_adjusted_utility_lambda_0p2,0.0319188220510507,-0.003874399439999997,0.07110111550733333,1000
bootstrap_ci,no_rich_feature_ablation,mean_delta_vs_static,-0.010662640563552657,-0.021212277116333333,-0.002285138863333333,1000
bootstrap_ci,no_rich_feature_ablation,harmful_vs_static_rate,0.03296666666666697,0.0,0.1,1000
bootstrap_ci,no_rich_feature_ablation,coverage,0.20283333333333226,0.06666666666666667,0.3333333333333333,1000
bootstrap_ci,no_rich_feature_ablation,regret_to_oracle,0.027588806382833692,0.017733003957333338,0.03894085319266667,1000
bootstrap_ci,no_rich_feature_ablation,risk_adjusted_utility_lambda_0p05,-0.009014307230219336,-0.020544765272333333,0.0005722401653333337,1000
bootstrap_ci,no_rich_feature_ablation,risk_adjusted_utility_lambda_0p1,-0.007365973896885996,-0.019973735391000003,0.004608326536000001,1000
bootstrap_ci,no_rich_feature_ablation,risk_adjusted_utility_lambda_0p2,-0.004069307230219333,-0.019663118553666665,0.014066713972333337,1000
bootstrap_ci,oracle_upper_bound,mean_delta_vs_static,-0.03792378966786369,-0.050010129124,-0.026517850301333336,1000
bootstrap_ci,oracle_upper_bound,harmful_vs_static_rate,0.0,0.0,0.0,1000
bootstrap_ci,oracle_upper_bound,coverage,1.0,1.0,1.0,1000
bootstrap_ci,oracle_upper_bound,regret_to_oracle,0.0,0.0,0.0,1000
bootstrap_ci,oracle_upper_bound,risk_adjusted_utility_lambda_0p05,-0.03792378966786369,-0.050010129124,-0.026517850301333336,1000
bootstrap_ci,oracle_upper_bound,risk_adjusted_utility_lambda_0p1,-0.03792378966786369,-0.050010129124,-0.026517850301333336,1000
bootstrap_ci,oracle_upper_bound,risk_adjusted_utility_lambda_0p2,-0.03792378966786369,-0.050010129124,-0.026517850301333336,1000
bootstrap_ci,random_candidate,mean_delta_vs_static,0.019932905643784297,0.002176560846333333,0.03940510185,1000
bootstrap_ci,random_candidate,harmful_vs_static_rate,0.46586666666666576,0.3,0.6333333333333333,1000
bootstrap_ci,random_candidate,coverage,0.9661333333333315,0.9,1.0,1000
bootstrap_ci,random_candidate,regret_to_oracle,0.057765663245187,0.03754033199600001,0.07774902308266667,1000
bootstrap_ci,random_candidate,risk_adjusted_utility_lambda_0p05,0.04322623897711769,0.018674351261333336,0.069415709147,1000
bootstrap_ci,random_candidate,risk_adjusted_utility_lambda_0p1,0.06651957231045098,0.03468430614833334,0.10058593791233335,1000
bootstrap_ci,random_candidate,risk_adjusted_utility_lambda_0p2,0.1131062389771176,0.065311456832,0.16305270478566666,1000
bootstrap_ci,rich_only_ranker,mean_delta_vs_static,0.0,0.0,0.0,1000
bootstrap_ci,rich_only_ranker,harmful_vs_static_rate,0.0,0.0,0.0,1000
bootstrap_ci,rich_only_ranker,coverage,0.0,0.0,0.0,1000
bootstrap_ci,rich_only_ranker,regret_to_oracle,0.037537974095257665,0.02572438596133333,0.04976826449866666,1000
bootstrap_ci,rich_only_ranker,risk_adjusted_utility_lambda_0p05,0.0,0.0,0.0,1000
bootstrap_ci,rich_only_ranker,risk_adjusted_utility_lambda_0p1,0.0,0.0,0.0,1000
bootstrap_ci,rich_only_ranker,risk_adjusted_utility_lambda_0p2,0.0,0.0,0.0,1000
bootstrap_ci,rich_shuffled_within_train_split_control,mean_delta_vs_static,-0.01109244361115267,-0.021791711986666667,-0.0015690975173333337,1000
bootstrap_ci,rich_shuffled_within_train_split_control,harmful_vs_static_rate,0.06413333333333376,0.0,0.16666666666666666,1000
bootstrap_ci,rich_shuffled_within_train_split_control,coverage,0.26360000000000067,0.13333333333333333,0.43333333333333335,1000
bootstrap_ci,rich_shuffled_within_train_split_control,regret_to_oracle,0.02694039353613102,0.017056995635999994,0.038666024683999996,1000
bootstrap_ci,rich_shuffled_within_train_split_control,risk_adjusted_utility_lambda_0p05,-0.007885776944486014,-0.01967052729266667,0.004734878473,1000
bootstrap_ci,rich_shuffled_within_train_split_control,risk_adjusted_utility_lambda_0p1,-0.004679110277819336,-0.018849179037333335,0.011794445789000001,1000
bootstrap_ci,rich_shuffled_within_train_split_control,risk_adjusted_utility_lambda_0p2,0.001734223055514003,-0.017874746789333335,0.026504296882,1000
bootstrap_ci,safe_slow_decay_train_gate,mean_delta_vs_static,-0.007949208987883335,-0.017997428519333336,-0.00023697018733333328,1000
bootstrap_ci,safe_slow_decay_train_gate,harmful_vs_static_rate,0.03220000000000027,0.0,0.1,1000
bootstrap_ci,safe_slow_decay_train_gate,coverage,0.16573333333333246,0.03333333333333333,0.3333333333333333,1000
bootstrap_ci,safe_slow_decay_train_gate,regret_to_oracle,0.029818148100931023,0.018626812561000003,0.04231154071499999,1000
