row_type,policy,metric,estimate,ci_low,ci_high,samples
bootstrap_ci,safe_slow_decay_train_gate,risk_adjusted_utility_lambda_0p05,-0.0063392089878833435,-0.016750252720666665,0.002377795143000001,1000
bootstrap_ci,safe_slow_decay_train_gate,risk_adjusted_utility_lambda_0p1,-0.0047292089878833285,-0.016532724498333335,0.006840796171,1000
bootstrap_ci,safe_slow_decay_train_gate,risk_adjusted_utility_lambda_0p2,-0.0015092089878833326,-0.016102182841666667,0.01606560676766667,1000
bootstrap_ci,safe_train_only_map_agent_gate,mean_delta_vs_static,-0.013277217199878016,-0.02592526753533333,-0.0009290419339999994,1000
bootstrap_ci,safe_train_only_map_agent_gate,harmful_vs_static_rate,0.23423333333333252,0.1,0.4,1000
bootstrap_ci,safe_train_only_map_agent_gate,coverage,0.6636000000000019,0.4666666666666667,0.8333333333333334,1000
bootstrap_ci,safe_train_only_map_agent_gate,regret_to_oracle,0.024450384616261995,0.015692525814333332,0.034549191007666666,1000
bootstrap_ci,safe_train_only_map_agent_gate,risk_adjusted_utility_lambda_0p05,-0.0015655505332113338,-0.018680560659999994,0.017534403600333332,1000
bootstrap_ci,safe_train_only_map_agent_gate,risk_adjusted_utility_lambda_0p1,0.010146116133455327,-0.012003989041999997,0.037029465527333334,1000
bootstrap_ci,safe_train_only_map_agent_gate,risk_adjusted_utility_lambda_0p2,0.03356944946678863,0.0006898330783333302,0.07476799399366668,1000
bootstrap_ci,slow_decay_high_shield_fixed,mean_delta_vs_static,-0.008018545361209002,-0.029007053760999997,0.01226320123733333,1000
bootstrap_ci,slow_decay_high_shield_fixed,harmful_vs_static_rate,0.4347333333333329,0.26666666666666666,0.6,1000
bootstrap_ci,slow_decay_high_shield_fixed,coverage,1.0,1.0,1.0,1000
bootstrap_ci,slow_decay_high_shield_fixed,regret_to_oracle,0.03002605434277769,0.016878458197333336,0.04377913247566667,1000
bootstrap_ci,slow_decay_high_shield_fixed,risk_adjusted_utility_lambda_0p05,0.013718121305457702,-0.014119150272666664,0.04197015531033333,1000
bootstrap_ci,slow_decay_high_shield_fixed,risk_adjusted_utility_lambda_0p1,0.035454787972124334,-0.00023650121933333282,0.072338429451,1000
bootstrap_ci,slow_decay_high_shield_fixed,risk_adjusted_utility_lambda_0p2,0.07892812130545762,0.026430165447333336,0.13250435014333334,1000
bootstrap_ci,static_flow_shield,mean_delta_vs_static,0.0,0.0,0.0,1000
bootstrap_ci,static_flow_shield,harmful_vs_static_rate,0.0,0.0,0.0,1000
bootstrap_ci,static_flow_shield,coverage,0.0,0.0,0.0,1000
bootstrap_ci,static_flow_shield,regret_to_oracle,0.038059168692203965,0.02634865640366667,0.050584103601333336,1000
bootstrap_ci,static_flow_shield,risk_adjusted_utility_lambda_0p05,0.0,0.0,0.0,1000
bootstrap_ci,static_flow_shield,risk_adjusted_utility_lambda_0p1,0.0,0.0,0.0,1000
bootstrap_ci,static_flow_shield,risk_adjusted_utility_lambda_0p2,0.0,0.0,0.0,1000
bootstrap_ci,true_random_feature_model,mean_delta_vs_static,0.0,0.0,0.0,1000
bootstrap_ci,true_random_feature_model,harmful_vs_static_rate,0.0,0.0,0.0,1000
bootstrap_ci,true_random_feature_model,coverage,0.0,0.0,0.0,1000
bootstrap_ci,true_random_feature_model,regret_to_oracle,0.03775399367485132,0.026471990423666672,0.04944745611266666,1000
bootstrap_ci,true_random_feature_model,risk_adjusted_utility_lambda_0p05,0.0,0.0,0.0,1000
bootstrap_ci,true_random_feature_model,risk_adjusted_utility_lambda_0p1,0.0,0.0,0.0,1000
bootstrap_ci,true_random_feature_model,risk_adjusted_utility_lambda_0p2,0.0,0.0,0.0,1000
bootstrap_ci,true_shuffled_label_model,mean_delta_vs_static,0.0,0.0,0.0,1000
bootstrap_ci,true_shuffled_label_model,harmful_vs_static_rate,0.0,0.0,0.0,1000
bootstrap_ci,true_shuffled_label_model,coverage,0.0,0.0,0.0,1000
bootstrap_ci,true_shuffled_label_model,regret_to_oracle,0.03795349289437797,0.026867275929000005,0.05016978536966667,1000
bootstrap_ci,true_shuffled_label_model,risk_adjusted_utility_lambda_0p05,0.0,0.0,0.0,1000
bootstrap_ci,true_shuffled_label_model,risk_adjusted_utility_lambda_0p1,0.0,0.0,0.0,1000
bootstrap_ci,true_shuffled_label_model,risk_adjusted_utility_lambda_0p2,0.0,0.0,0.0,1000
bootstrap_ci,v3_g512_ranker_reproduced,mean_delta_vs_static,-0.010309913472879668,-0.021461274724666666,-0.0016370689843333331,1000
bootstrap_ci,v3_g512_ranker_reproduced,harmful_vs_static_rate,0.030866666666666966,0.0,0.1,1000
bootstrap_ci,v3_g512_ranker_reproduced,coverage,0.19539999999999833,0.06666666666666667,0.3333333333333333,1000
bootstrap_ci,v3_g512_ranker_reproduced,regret_to_oracle,0.027750926834107358,0.016642401234,0.04022666314333333,1000
bootstrap_ci,v3_g512_ranker_reproduced,risk_adjusted_utility_lambda_0p05,-0.008766580139546336,-0.020644861078666664,0.0013147623396666678,1000
bootstrap_ci,v3_g512_ranker_reproduced,risk_adjusted_utility_lambda_0p1,-0.007223246806213002,-0.020038977051999998,0.005267361555666667,1000
bootstrap_ci,v3_g512_ranker_reproduced,risk_adjusted_utility_lambda_0p2,-0.00413658013954634,-0.019164108440333335,0.01509064234966667,1000
bootstrap_ci,v4_ranker,mean_delta_vs_static,-0.01062308200944767,-0.021549809711333336,-0.0013634723663333331,1000
bootstrap_ci,v4_ranker,harmful_vs_static_rate,0.07033333333333361,0.0,0.16666666666666666,1000
bootstrap_ci,v4_ranker,coverage,0.26786666666666753,0.13333333333333333,0.43333333333333335,1000
bootstrap_ci,v4_ranker,regret_to_oracle,0.027273736313569986,0.016655414296666667,0.03896613131933334,1000
bootstrap_ci,v4_ranker,risk_adjusted_utility_lambda_0p05,-0.0071064153427809985,-0.019783225083,0.005088968000333333,1000
bootstrap_ci,v4_ranker,risk_adjusted_utility_lambda_0p1,-0.0035897486761143314,-0.019219202393,0.012179307736666667,1000
bootstrap_ci,v4_ranker,risk_adjusted_utility_lambda_0p2,0.0034435846572189997,-0.018144537540333332,0.028386816555000003,1000
