split,map_name,agents,sample_count,top1,top3,mean_selected_delta,fallback_rate
validation,empty-48-48,50,60,0.48333333333333334,0.8666666666666667,0.005523246928141167,0.2833333333333333
validation,empty-48-48,100,60,0.48333333333333334,0.8833333333333333,0.00874273751990635,0.31666666666666665
validation,empty-48-48,200,60,0.5666666666666667,0.85,0.0032751970547735,0.55
validation,empty-48-48,400,60,0.55,0.8666666666666667,0.007370785593236017,0.38333333333333336
validation,maze-32-32-4,50,60,0.23333333333333334,0.7166666666666667,0.0,1.0
validation,maze-32-32-4,100,60,0.2833333333333333,0.7,0.0,1.0
validation,maze-32-32-4,200,60,0.2,0.5666666666666667,0.0,1.0
validation,maze-32-32-4,400,39,0.3333333333333333,0.4358974358974359,0.0,1.0
