candidate_id,registry_row_id,candidate_family,theta_cluster,source_model,distance_from_g554_c00051,theta_in_bounds,goal_projection_mode,predicted_regression_risk_vs_g554_c00051,predicted_success_gain_rate_vs_g554_c00051,predicted_quality_delta_vs_g554_c00051,support_coverage,pareto_score,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,selected_for_solver
g556_c039121,g556_c039121,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.103861095924,True,flow_shield,0.0316962382627,0.00230812740886,-0.00586881567103,0.872596982209,0.0336505456501,1.25,1.12342368603,1.25,0.75,0.75,1.0726189541,0.713097794454,0.980097226708,1,0.681878374365,0.65,0.316399182544,0.83043041975,1,10.6748398456,1,0,0,False,False,False,False,False,True
g556_c058951,g556_c058951,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.109953471142,True,flow_shield,0.0317280289963,0.00301463633519,-0.0057581988224,0.927099318702,0.0362491502594,1.25,1.14433861016,1.25,0.75,0.75,1.03625263569,0.69313414122,0.983356149732,1,0.670427524717,0.65,0.331020342281,0.809782682318,0.98484999895,10.8024667687,1,0,0,False,False,False,False,False,True
g556_c052216,g556_c052216,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0943782293756,True,flow_shield,0.0317357470446,0.00234551975218,-0.0107326897644,0.780662508012,0.0338979416427,1.25,1.10365707345,1.25,0.75,0.75,1.06047756302,0.697595397211,0.982208568624,1,0.664681790955,0.65,0.322951630887,0.843366840316,1,10.737055209,1,0,0,False,False,False,False,False,True
g556_c025009,g556_c025009,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.108968568109,True,flow_shield,0.0317429658737,0.00304124157076,-0.00946872240879,0.702621992134,0.0287283390786,1.25,1.15097853461,1.25,0.75,0.75,1.03975293519,0.661629314485,0.980089621731,1,0.678609044173,0.65,0.297122088375,0.802163617051,0.995519220942,10.6941307477,1,0,0,False,False,False,False,False,True
g556_c005779,g556_c005779,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.118923519235,True,flow_shield,0.0317448924463,0.0020081650371,-0.0120268897913,0.930014559956,0.042655171566,1.25,1.1587227495,1.25,0.75,0.75,1.02459231568,0.670892455445,0.984377132769,1,0.669087626737,0.65,0.318979199204,0.818913713675,0.983624108128,10.7434232379,1,0,0,False,False,False,False,False,True
g556_c031201,g556_c031201,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.107791619114,True,flow_shield,0.03174601441,0.00424423271906,-0.0104175304199,0.808045175864,0.0349467820082,1.25,1.12735062737,1.25,0.75,0.75,1.06368765089,0.679990665651,0.984833199,1,0.692916908749,0.65,0.298671037728,0.802375172666,0.982827942766,10.7300696999,1,0,0,False,False,False,False,False,True
g556_c047257,g556_c047257,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.118158508029,True,flow_shield,0.0317607699685,0.00739641948449,-0.00726150912796,0.932777801667,0.038020014227,1.25,1.11838333552,1.25,0.75,0.75,1.08623126701,0.692573552902,0.980534611896,1,0.666078496765,0.65,0.303888466076,0.840465670894,0.991492976146,10.7560806119,1,0,0,False,False,False,False,False,True
g556_c009394,g556_c009394,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.117884841337,True,flow_shield,0.0317661098001,0.00229594808666,-0.00281175347977,0.940367528897,0.0339470750246,1.25,1.14551552288,1.25,0.75,0.75,1.08397387128,0.704643135443,0.98312983936,1,0.679795218114,0.65,0.306716941591,0.839421899026,0.981957600377,10.7708706275,1,0,0,False,False,False,False,False,True
g556_c089625,g556_c089625,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.107188258448,True,flow_shield,0.0317681690977,0.00892943788968,-0.0114707673477,0.762910561268,0.0337322108622,1.25,1.16263110528,1.25,0.75,0.75,1.04450817893,0.663903600162,0.980479266862,1,0.68994321117,0.65,0.31593059475,0.803313069227,1,10.6786652961,1,0,0,False,False,False,False,False,True
g556_c002629,g556_c002629,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0900256409209,True,flow_shield,0.0317702286689,0.00505657921036,-0.0114351054617,0.949238502284,0.0430119162415,1.25,1.16136958531,1.25,0.75,0.75,1.06080029605,0.676671349359,0.983940452279,1,0.681952761142,0.65,0.301795632355,0.808343012887,0.993178373715,10.7580774979,1,0,0,False,False,False,False,False,True
g556_c081460,g556_c081460,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.116590741223,True,flow_shield,0.0317725710614,0.00205069651601,-0.00968587516939,0.827264368207,0.035162808049,1.25,1.12930458651,1.25,0.75,0.75,1.06176787865,0.662508913096,0.982829243612,1,0.660845226464,0.65,0.296231640247,0.85122215425,1,10.6201147278,1,0,0,False,False,False,False,False,True
g556_c083824,g556_c083824,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.11538763133,True,flow_shield,0.0317903705777,0.00449493018547,-0.00422932087956,0.817467897596,0.0292075304705,1.25,1.1628816739,1.25,0.75,0.75,1.04736623735,0.663284493894,0.980346901709,1,0.68523680429,0.65,0.320668427736,0.840928100757,1,10.7324656727,1,0,0,False,False,False,False,False,True
g556_c070135,g556_c070135,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.118390067319,True,flow_shield,0.0317997206489,0.00373045572839,-0.0103892250649,0.81528990413,0.0352538599469,1.25,1.14459370064,1.25,0.75,0.75,1.06694164738,0.713726667568,0.984748909753,1,0.693817738547,0.65,0.328399980542,0.803461863156,1,10.7458996624,1,0,0,False,False,False,False,False,True
g556_c072448,g556_c072448,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.10075683523,True,flow_shield,0.0318020493439,0.00373556406956,-0.00457240237029,0.807801926594,0.0290614740281,1.25,1.11723358897,1.25,0.75,0.75,1.06820885483,0.690033394897,0.980005393234,1,0.661452690642,0.65,0.306544808107,0.828364419698,0.994860557918,10.7692771823,1,0,0,False,False,False,False,False,True
g556_c025855,g556_c025855,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.110084384752,True,flow_shield,0.031805983283,0.0116329007078,-0.00263073546278,0.705540733378,0.0220047804902,1.25,1.11799341169,1.25,0.75,0.75,1.04423671049,0.690684542944,0.980564138558,1,0.686828157016,0.65,0.308018229687,0.794562014855,0.988192573547,10.6346392162,1,0,0,False,False,False,False,False,True
g556_c073657,g556_c073657,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.118873773384,True,flow_shield,0.0318088079745,0.00926320369338,-0.0107335529093,0.70230324309,0.0299443110766,1.25,1.10422949173,1.25,0.75,0.75,1.09719534987,0.700172075106,0.981891644725,1,0.68372665582,0.65,0.327393108362,0.821714381523,1,10.6630800229,1,0,0,False,False,False,False,False,True
g556_c050749,g556_c050749,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0971348636022,True,flow_shield,0.031809072474,0.00537509403521,-0.00744791969122,0.820534138398,0.0325700903741,1.25,1.14031916346,1.25,0.75,0.75,1.0499175947,0.694855636681,0.98056990754,1,0.683336324991,0.65,0.307532321145,0.830070730204,0.98645175377,10.6405014386,1,0,0,False,False,False,False,False,True
g556_c008143,g556_c008143,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0957585327408,True,flow_shield,0.0318203321419,0.0104760724338,-0.0032308513474,0.74168337495,0.0244048540239,1.25,1.14108157368,1.25,0.75,0.75,1.08142470768,0.675585291367,0.982877399118,1,0.667164096008,0.65,0.318802931333,0.838009634513,1,10.625031745,1,0,0,False,False,False,False,False,True
g556_c064447,g556_c064447,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0962074063863,True,flow_shield,0.031826509622,0.00455617930595,-0.00550022791429,0.728855413434,0.026029743775,1.25,1.14528886418,1.25,0.75,0.75,1.05073454475,0.663673320853,0.981684367447,1,0.658384442347,0.65,0.328986256783,0.832418063787,1,10.7358947525,1,0,0,False,False,False,False,False,True
g556_c096796,g556_c096796,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102344881974,True,flow_shield,0.0318275685389,0.0105488560333,-0.00365145097862,0.843669068993,0.0299211201588,1.25,1.12289662823,1.25,0.75,0.75,1.03444626011,0.677116848022,0.983093027421,1,0.68105001885,0.65,0.317083480891,0.844785204811,1,10.8329177094,1,0,0,False,False,False,False,False,True
g556_c016729,g556_c016729,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.117774199194,True,flow_shield,0.0318355139465,0.00523135225868,-0.00907614661401,0.762428562714,0.0312798177765,1.25,1.15661263021,1.25,0.75,0.75,1.03789324827,0.657722341831,0.984138484335,1,0.681604077688,0.65,0.318525048166,0.798596984,1,10.8006599082,1,0,0,False,False,False,False,False,True
g556_c031444,g556_c031444,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0941512725308,True,flow_shield,0.0318545643335,0.0100311526071,-0.00343334253502,0.810353668939,0.0280237438152,1.25,1.12721455903,1.25,0.75,0.75,1.08427259163,0.702474704448,0.983774523176,1,0.684238324785,0.65,0.302828323257,0.80932062058,1,10.7969391393,1,0,0,False,False,False,False,False,True
g556_c045376,g556_c045376,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.109548728843,True,flow_shield,0.0318619547621,0.0086467198081,-0.00282045186618,0.750451598645,0.0244120544174,1.25,1.14638011091,1.25,0.75,0.75,1.06530946852,0.689600383696,0.980391318826,1,0.655313561559,0.65,0.302375930614,0.819649998966,0.990473492955,10.6336268093,1,0,0,False,False,False,False,False,True
g556_c033478,g556_c033478,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102746089259,True,flow_shield,0.0318697559402,0.00366032576128,-0.00422712562613,0.921447835656,0.0343646394389,1.25,1.11575264341,1.25,0.75,0.75,1.04946315231,0.672906899402,0.983464431357,1,0.657594222217,0.65,0.323688944675,0.796527524584,1,10.7864638007,1,0,0,False,False,False,False,False,True
g556_c048877,g556_c048877,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.101780842161,True,flow_shield,0.0318717109355,0.0108321744707,-0.00397562213062,0.778000765998,0.0269398049628,1.25,1.14582129696,1.25,0.75,0.75,1.04993706839,0.689780073782,0.980203649139,1,0.650409251272,0.65,0.313347453699,0.794795507905,1,10.6387785738,1,0,0,False,False,False,False,False,True
g556_c014230,g556_c014230,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.09794905216,True,flow_shield,0.0318730266622,0.00744560805177,-0.00466230547506,0.806784679646,0.0290650261263,1.25,1.14980025502,1.25,0.75,0.75,1.0602166118,0.656627756989,0.981421214336,1,0.661484584546,0.65,0.301306156223,0.831929395878,1,10.6864050369,1,0,0,False,False,False,False,False,True
g556_c021211,g556_c021211,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.117529782421,True,flow_shield,0.0318743286789,0.00858683811798,-0.00556428040213,0.71935319194,0.0255947756597,1.25,1.12432402083,1.25,0.75,0.75,1.03730637128,0.662223312703,0.984400680548,1,0.667409030273,0.65,0.33070715962,0.788784763437,1,10.6861966415,1,0,0,False,False,False,False,False,True
g556_c019258,g556_c019258,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0828580389194,True,flow_shield,0.0318878960851,0.0101406356193,-0.00317906310033,0.733463649609,0.0239082975382,1.25,1.13013620339,1.25,0.75,0.75,1.04559662891,0.701109942918,0.981587892236,1,0.683316952549,0.65,0.291355211676,0.803492238065,1,10.76336645,1,0,0,False,False,False,False,False,True
g556_c093112,g556_c093112,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0947939481138,True,flow_shield,0.0318968861586,0.00722258942299,-0.00630102589944,0.753821838534,0.0280436747469,1.25,1.12867652027,1.25,0.75,0.75,1.0450501843,0.710289156005,0.982012920461,1,0.695923664729,0.65,0.298650859789,0.824207979042,0.99258492037,10.7411385867,1,0,0,False,False,False,False,False,True
g556_c006589,g556_c006589,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.116128460614,True,flow_shield,0.0319006899179,0.00785231851494,-0.00510766575,0.913535359394,0.0348340887608,1.25,1.127473587,1.25,0.75,0.75,1.06348114501,0.693878900236,0.982197764407,1,0.686182892451,0.65,0.301508914815,0.785116467567,0.979379579111,10.805714535,1,0,0,False,False,False,False,False,True
g556_c090061,g556_c090061,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.103647166563,True,flow_shield,0.0319024502434,0.00694407243803,-0.00426688226684,0.87702346893,0.0321668305916,1.25,1.16014067588,1.25,0.75,0.75,1.03975222645,0.680741291524,0.98084002373,1,0.662901753795,0.65,0.322784807387,0.800828358556,1,10.6600742199,1,0,0,False,False,False,False,False,True
g556_c028393,g556_c028393,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0766855874486,True,flow_shield,0.0319074914285,0.0109108353317,-0.00695541918123,0.800154699536,0.0310094084438,1.25,1.1257223635,1.25,0.75,0.75,1.03758106171,0.676833390747,0.983132377353,1,0.668358842423,0.65,0.293057610569,0.802420481905,1,10.6879795362,1,0,0,False,False,False,False,False,True
g556_c013471,g556_c013471,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0763933358301,True,flow_shield,0.0319083659767,0.0101652131959,-0.00438631364603,0.905086884739,0.0336864748946,1.25,1.11444697233,1.25,0.75,0.75,1.05969098788,0.701389645204,0.983185020445,1,0.690662595512,0.65,0.31422385307,0.799499596918,1,10.6919352043,1,0,0,False,False,False,False,False,True
g556_c081784,g556_c081784,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.121089209731,True,flow_shield,0.0319128174014,0.0103643503412,-0.00984310925168,0.927777316668,0.0402755663844,1.25,1.12868460087,1.25,0.75,0.75,1.06325539869,0.718482846424,0.980480323859,1,0.696296981109,0.65,0.308182689993,0.822597785123,0.994175602223,10.8204089709,1,0,0,False,False,False,False,False,True
g556_c011734,g556_c011734,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.106107454183,True,flow_shield,0.0319191432935,0.00448367635372,-0.0106829621336,0.810469418592,0.0352468614164,1.25,1.13767989326,1.25,0.75,0.75,1.05950225845,0.666625508871,0.984393858568,1,0.683340869977,0.65,0.306234957037,0.843336156033,0.990189588806,10.777386338,1,0,0,False,False,False,False,False,True
g556_c029746,g556_c029746,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0880986716894,True,flow_shield,0.0319242927045,0.00913657664788,-0.00938389254037,0.848414804756,0.0358424864259,1.25,1.145974299,1.25,0.75,0.75,1.06129698656,0.703346658083,0.981785413544,1,0.662573896278,0.65,0.322760829459,0.834347036125,1,10.7533967919,1,0,0,False,False,False,False,False,True
g556_c053692,g556_c053692,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.108076075785,True,flow_shield,0.0319262962234,0.00796175015474,-0.00576175101471,0.802235193294,0.0299103625677,1.25,1.16374387132,1.25,0.75,0.75,1.04417984191,0.679662251011,0.981680236459,1,0.69811983814,0.65,0.30684398521,0.834113349326,1,10.7981876156,1,0,0,False,False,False,False,False,True
g556_c025504,g556_c025504,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102848756459,True,flow_shield,0.0319296759119,0.00994970729237,-0.00538901413794,0.709539471382,0.0249011497511,1.25,1.11990160284,1.25,0.75,0.75,1.08292762442,0.664229912933,0.98345672288,1,0.666181298956,0.65,0.300866203143,0.839754673027,1,10.7345822864,1,0,0,False,False,False,False,False,True
g556_c014920,g556_c014920,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.121339290985,True,flow_shield,0.0319331221011,0.0112825760628,-0.00496599363701,0.88531344406,0.0332651047894,1.25,1.14194768045,1.25,0.75,0.75,1.04226858515,0.663774908048,0.983579129263,1,0.694105512683,0.65,0.326684927687,0.844444558958,1,10.6571739786,1,0,0,False,False,False,False,False,True
g556_c016972,g556_c016972,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102843648969,True,flow_shield,0.0319332365504,0.00766846633285,-0.00926199784151,0.820959137123,0.0343433364225,1.25,1.14573388472,1.25,0.75,0.75,1.08479693006,0.668868555267,0.981277010669,1,0.664905822783,0.65,0.325472811323,0.834167461664,1,10.7285834444,1,0,0,False,False,False,False,False,True
g556_c025297,g556_c025297,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0970400838719,True,flow_shield,0.0319551116333,0.00767505693734,-0.0106684343697,0.856217781347,0.0375017676204,1.25,1.13805356089,1.25,0.75,0.75,1.03772625377,0.699127361365,0.983984544296,1,0.663937290688,0.65,0.32156381705,0.79769063047,1,10.6405913484,1,0,0,False,False,False,False,False,True
g556_c010771,g556_c010771,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.108684821441,True,flow_shield,0.031964050657,0.00779438188411,-0.0058564044883,0.862828761514,0.0330158172355,1.25,1.14167866564,1.25,0.75,0.75,1.03329587081,0.697248645127,0.983670571238,1,0.655472478583,0.65,0.302883673091,0.796986101333,0.98401821732,10.7053238342,1,0,0,False,False,False,False,False,True
g556_c053557,g556_c053557,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102821149046,True,flow_shield,0.0319764364223,0.0109653904421,-0.00485861855162,0.717291198126,0.0247349602468,1.25,1.1158809774,1.25,0.75,0.75,1.02587588807,0.701405282657,0.981016378201,1,0.686760499719,0.65,0.31518379019,0.807634981886,1,10.7953505541,1,0,0,False,False,False,False,False,True
g556_c011293,g556_c011293,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102188708443,True,flow_shield,0.0319764867722,0.00336944297816,-0.00962854156935,0.902832391503,0.0387819177584,1.25,1.12685953822,1.25,0.75,0.75,1.0453855233,0.692335250492,0.984651361296,1,0.668376932369,0.65,0.292771195428,0.806783246942,0.982598730329,10.739729641,1,0,0,False,False,False,False,False,True
g556_c074296,g556_c074296,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.118616557154,True,flow_shield,0.0320097483115,0.00617866824229,-0.0102456460241,0.896105911682,0.0390460674524,1.25,1.14650062867,1.25,0.75,0.75,1.04791485921,0.64905087097,0.98113656229,1,0.665072900781,0.65,0.299649160394,0.822507605394,0.98048652179,10.7356479092,1,0,0,False,False,False,False,False,True
g556_c031642,g556_c031642,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.113534794398,True,flow_shield,0.0320336581994,0.0108770645973,-0.00886573549779,0.734991395026,0.0295984761494,1.25,1.15659283027,1.25,0.75,0.75,1.02999118198,0.707742838644,0.982854237687,1,0.671711264866,0.65,0.32399375576,0.839440067721,0.997348026706,10.7742866573,1,0,0,False,False,False,False,False,True
g556_c056143,g556_c056143,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.118321328034,True,flow_shield,0.0320380168256,0.00213900901827,-0.00502064738906,0.716433950698,0.0248233365112,1.25,1.14149909617,1.25,0.75,0.75,1.09225513419,0.692056270704,0.983295416114,1,0.656974194077,0.65,0.331188843375,0.819357963593,1,10.822375213,1,0,0,False,False,False,False,False,True
g556_c076390,g556_c076390,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.111218708856,True,flow_shield,0.0320429215234,0.00676802060768,-0.00696491947771,0.722619682141,0.0270744428231,1.25,1.10318240925,1.25,0.75,0.75,1.08221887655,0.692336487988,0.980552031344,1,0.663780803658,0.65,0.328371144628,0.808645566355,1,10.6939982681,1,0,0,False,False,False,False,False,True
g556_c092113,g556_c092113,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0973445529572,True,flow_shield,0.0320451959628,0.00949593105172,-0.00615801449098,0.847854306437,0.0325281318315,1.25,1.15142681764,1.25,0.75,0.75,1.08609360117,0.714890589076,0.98333671049,1,0.680690940427,0.65,0.299150736289,0.804405566575,1,10.7070907089,1,0,0,False,False,False,False,False,True
g556_c038953,g556_c038953,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.117628252106,True,flow_shield,0.0320459127607,0.00702197488958,-0.0105895299164,0.759749570751,0.0325540520737,1.25,1.12520137507,1.25,0.75,0.75,1.09578692609,0.674435418566,0.984911628565,1,0.663718800844,0.65,0.314836914831,0.800965926269,0.995721442086,10.7866404962,1,0,0,False,False,False,False,False,True
g556_c052963,g556_c052963,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.100277104188,True,flow_shield,0.0320489667565,0.0104395493668,-0.00451981172551,0.922227083319,0.0346066825132,1.25,1.1547586639,1.25,0.75,0.75,1.03692594242,0.715754783358,0.983274790676,1,0.656060176819,0.65,0.308298650846,0.821235372335,1,10.6675003676,1,0,0,False,False,False,False,False,True
g556_c076633,g556_c076633,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.121742432294,True,flow_shield,0.0320492974059,0.0116701040219,-0.00663728919557,0.759378571864,0.0285815690858,1.25,1.12415304946,1.25,0.75,0.75,1.06388863154,0.656807550825,0.981650844797,1,0.663478202065,0.65,0.299564717047,0.836168999409,0.990360768293,10.7978285167,1,0,0,False,False,False,False,False,True
g556_c052408,g556_c052408,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.106063958818,True,flow_shield,0.0320559336939,0.00654043622938,-0.0106405727473,0.705480483559,0.0298866300782,1.25,1.11175156792,1.25,0.75,0.75,1.08504190333,0.69704092825,0.98032668622,1,0.681575356274,0.65,0.319884949287,0.827369042059,1,10.682367037,1,0,0,False,False,False,False,False,True
g556_c078703,g556_c078703,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.110077984769,True,flow_shield,0.0320769204697,0.00997246099911,-0.00880421614234,0.707125978622,0.0281220548386,1.25,1.15657477407,1.25,0.75,0.75,1.06507139674,0.680216705597,0.981095841212,1,0.691862899411,0.65,0.329940703919,0.800455478425,1,10.7752123045,1,0,0,False,False,False,False,False,True
g556_c029212,g556_c029212,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.120140459577,True,flow_shield,0.0320790913624,0.00664031014107,-0.00608916677251,0.741627125119,0.0271309773473,1.25,1.11852995071,1.25,0.75,0.75,1.08835197565,0.662023569552,0.984449030653,1,0.682303803089,0.65,0.323254461978,0.803904183704,0.995552295843,10.6782839553,1,0,0,False,False,False,False,False,True
g556_c085867,g556_c085867,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.122723486818,True,flow_shield,0.0321015675933,0.0114050734653,-0.0029683770299,0.706745479764,0.0222548672215,1.25,1.12811120946,1.25,0.75,0.75,1.04595903533,0.716798555227,0.984798657104,1,0.696514445457,0.65,0.308087619479,0.843524958592,1,10.6518278147,1,0,0,False,False,False,False,False,True
g556_c065161,g556_c065161,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.111157817542,True,flow_shield,0.03210427087,0.0103490631169,-0.00479498866199,0.76872654382,0.027179180418,1.25,1.12446360228,1.25,0.75,0.75,1.04816612045,0.672979852933,0.980062254413,1,0.684951777145,0.65,0.288933065342,0.810181336122,1,10.6194683497,1,0,0,False,False,False,False,False,True
g556_c039409,g556_c039409,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.116073541794,True,flow_shield,0.0321076638797,0.0035070966777,-0.00611662748007,0.940391028827,0.0370823469816,1.25,1.14436901069,1.25,0.75,0.75,1.08067157869,0.704154802533,0.98374006903,1,0.699496429011,0.65,0.30632061878,0.842306868496,1,10.7594616318,1,0,0,False,False,False,False,False,True
g556_c026134,g556_c026134,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102878996374,True,flow_shield,0.032126988521,0.00221185393993,-0.00798033564396,0.830861857414,0.0334599342542,1.25,1.15944548421,1.25,0.75,0.75,1.04731726625,0.707316999297,0.981803648589,1,0.689968382595,0.65,0.308316830791,0.844985654209,1,10.6742661873,1,0,0,False,False,False,False,False,True
g556_c096463,g556_c096463,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.100780371649,True,flow_shield,0.0321312249246,0.0110167263432,-0.0109750625528,0.868435494694,0.0383312248252,1.25,1.14675010792,1.25,0.75,0.75,1.02343098166,0.69015085267,0.9834334451,1,0.656356003932,0.65,0.319259047964,0.793915302421,1,10.6716934291,1,0,0,False,False,False,False,False,True
g556_c004669,g556_c004669,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.119410124269,True,flow_shield,0.0321431404204,0.0091437823844,-0.0103831849029,0.91151986544,0.0398876079648,1.25,1.11548270047,1.25,0.75,0.75,1.01995706708,0.682154540409,0.983468022346,1,0.688918288245,0.65,0.326947384899,0.793994088434,1,10.7925728024,1,0,0,False,False,False,False,False,True
g556_c061180,g556_c061180,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0738470409546,True,flow_shield,0.0321616507643,0.0112072336421,-0.00493386091093,0.934987795037,0.0356024252806,1.25,1.15126748999,1.25,0.75,0.75,1.06764435402,0.673188401682,0.984175312224,1,0.681808512074,0.65,0.308586001984,0.8201138632,1,10.7574134179,1,0,0,False,False,False,False,False,True
g556_c090142,g556_c090142,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.116626770115,True,flow_shield,0.0321619551133,0.00994045592064,-0.00509763084712,0.802677191968,0.0291505128889,1.25,1.1118899675,1.25,0.75,0.75,1.07383783169,0.69586903364,0.981283078901,1,0.691915999252,0.65,0.325874372118,0.791353665105,1,10.764707356,1,0,0,False,False,False,False,False,True
g556_c040210,g556_c040210,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.113944935657,True,flow_shield,0.032165863451,0.00932128823639,-0.00650487215291,0.759145072565,0.0283791940557,1.25,1.16268941198,1.25,0.75,0.75,1.07702399088,0.654602332441,0.982962343113,1,0.665908892273,0.65,0.304535294136,0.822436812481,1,10.8084684647,1,0,0,False,False,False,False,False,True
g556_c036217,g556_c036217,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.108862728414,True,flow_shield,0.0321809433576,0.00475942652222,-0.0111698448255,0.841455325634,0.0371521394283,1.25,1.10557587644,1.25,0.75,0.75,1.07274379122,0.694240024152,0.983085065145,1,0.671389504831,0.65,0.304435079636,0.8255056089,0.985055171334,10.6332846403,1,0,0,False,False,False,False,False,True
