context_key,seed,seed_block,theta_cluster,selected_candidate,quality_delta_ratio,selected_ratio,baseline_ratio,better,worse,success_regression,horizon_id,nominal_budget_ms,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,lambda_flow_lambda_cong_sweep,repair5g549_theta_549001322,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,lambda_flow_lambda_cong_sweep,repair5g549_theta_549001332,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,lambda_flow_lambda_cong_sweep,repair5g549_theta_549001342,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,lambda_flow_lambda_cong_sweep,repair5g549_theta_549001352,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1424|2000|0|14650fb0739d0383,1424,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000331,-0.1007512152,1.2942996023,1.3950508175,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1420|2000|0|14650fb0739d0383,1420,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001951,-0.09846153847,1.24571428571,1.34417582418,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1420|2000|0|14650fb0739d0383,1420,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001961,-0.0865934066,1.25758241758,1.34417582418,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1420|2000|0|14650fb0739d0383,1420,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001931,-0.08307692308,1.2610989011,1.34417582418,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1432|2000|0|14650fb0739d0383,1432,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001131,-0.08181818181,1.25406698565,1.33588516746,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1425|2000|0|14650fb0739d0383,1425,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000381,-0.07381288199,1.30371415139,1.37752703338,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1445|2000|0|14650fb0739d0383,1445,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000391,-0.07353588727,1.2536327609,1.32716864817,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1420|2000|0|14650fb0739d0383,1420,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001911,-0.07120879121,1.27296703297,1.34417582418,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|2000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000111,-0.07034482759,1.24873563218,1.31908045977,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1421|2000|0|14650fb0739d0383,1421,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549002031,-0.06969846762,1.26742461691,1.33712308453,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1445|2000|0|14650fb0739d0383,1445,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000381,-0.06869220607,1.2584764421,1.32716864817,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1448|2000|0|14650fb0739d0383,1448,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000681,-0.06679121905,1.27183559085,1.3386268099,True,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short2000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001561,,,,False,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short2000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001571,,,,False,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short2000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001581,,,,False,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short2000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001591,,,,False,False,False,c0_short2000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001951,-0.15126436781,1.25655172414,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001931,-0.1356321839,1.27218390805,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001971,-0.11540229885,1.2924137931,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001911,-0.11448275862,1.29333333333,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001901,-0.10528735632,1.30252873563,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001981,-0.1016091954,1.30620689655,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001921,-0.09517241379,1.31264367816,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1421|5000|0|14650fb0739d0383,1421,1420_1439,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001831,-0.08255066733,1.27632229362,1.35887296095,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001991,-0.07954022988,1.32827586207,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1440|5000|0|14650fb0739d0383,1440,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001651,-0.07764705883,1.27576470588,1.35341176471,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1440|5000|0|14650fb0739d0383,1440,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001641,-0.07576470589,1.27764705882,1.35341176471,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1440|5000|0|14650fb0739d0383,1440,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001691,-0.07294117647,1.28047058824,1.35341176471,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001321,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001331,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001341,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1457|2000|no_probe|c0_short5000_t050_i2,1457,1440_1459,static_flow_local_perturbation_fulltheta,repair5g549_theta_549001351,,,,False,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,surrogate_guided_theta_if_model_exists,repair5g549_theta_549001939,-0.1632183908,1.24459770115,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,surrogate_guided_theta_if_model_exists,repair5g549_theta_549001959,-0.09333333333,1.31448275862,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,surrogate_guided_theta_if_model_exists,repair5g549_theta_549001979,-0.08965517241,1.31816091954,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1436|5000|0|14650fb0739d0383,1436,1420_1439,surrogate_guided_theta_if_model_exists,repair5g549_theta_549001289,-0.08776371308,1.23291139241,1.32067510549,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1440|5000|0|14650fb0739d0383,1440,1440_1459,surrogate_guided_theta_if_model_exists,repair5g549_theta_549001669,-0.08235294118,1.27105882353,1.35341176471,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,surrogate_guided_theta_if_model_exists,repair5g549_theta_549001929,-0.08091954023,1.32689655172,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
random-32-32-20|100|1443|5000|0|14650fb0739d0383,1443,1440_1459,surrogate_guided_theta_if_model_exists,repair5g549_theta_549001969,-0.07770114942,1.33011494253,1.40781609195,True,False,False,c0_short5000_t050_i2,2000,False,False,False,False,False
