plan_row_id,context_key,map,map_family,agents,seed,seed_block,budget_ms,risk_stage,context_source,ltm_max_iterations,role,candidate_id,method,execution_mode,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g541_refinement_plan_00000000,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000001,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000002,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000003,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,frozen_family_static_goal_aware,repair5g59_wait_aggressive,repair5g59_wait_aggressive,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000004,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,param::repair5g539_s2_110,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000005,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,param::repair5g541_refine_001,repair5g541_refine_001,repair5g518_grid_c1p00_b1p3_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000006,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,param::repair5g541_refine_002,repair5g541_refine_002,repair5g518_grid_c1p2_b1p5_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000007,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,param::repair5g541_refine_003,repair5g541_refine_003,repair5g518_grid_c1p1_b1p4_f1p00_w0p25_dc0p95_df0p98_beta0p6_max0p75_c0,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000008,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,param::repair5g541_refine_004,repair5g541_refine_004,repair5g518_grid_c1p00_b1p3_f1p00_w0p25_dc0p95_df0p98_beta0p6_max0p75_c0,real_solver_execution_required,False,False,False,False,False
g541_refinement_plan_00000009,random-32-32-20|100|706|2000,random-32-32-20,random,100,706,700_719,2000,g541_balanced_support_extension,g541_fresh_seed_826_905,2,param::repair5g541_refine_005,repair5g541_refine_005,repair5g518_grid_c1p2_b1p5_f1p00_w0p25_dc0p95_df0p98_beta0p6_max0p75_c0,real_solver_execution_required,False,False,False,False,False
