context_key,map,map_family,agents,seed,budget_ms,sampling_policy,selected_candidate,selected_method,baseline_role,baseline_candidate,selected_success,baseline_success,selected_ratio,baseline_ratio,quality_delta_ratio,corrected_delta_ratio_for_mean,success_regression,success_gain,both_success,both_fail,better,worse,safe_high_margin_gain,seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,context_horizon_key,panel,route,theta_cluster,registry_label,candidate_group,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000001,repair5g549_theta_549000001,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.16014234875,1.14501779359,0.01512455516,0.01512455516,False,False,True,False,False,True,False,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta_0000,static_flow_local_perturbation_fulltheta,1.25,1.25,1.25,0.75,0.75,1,1.03503932992,0.95,1,1.23452993094,1.20241499517,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,lambda_flow_lambda_cong_sweep,repair5g549_theta_549000002,repair5g549_theta_549000002,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.14679715302,1.14501779359,0.00177935943,0.00177935943,False,False,True,False,False,False,False,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep_0001,lambda_flow_lambda_cong_sweep,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.703692592615,0.0762838474323,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,alpha_flow_wait_progress_sweep,repair5g549_theta_549000003,repair5g549_theta_549000003,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.14857651246,1.14501779359,0.00355871887,0.00355871887,False,False,True,False,False,False,False,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep_0002,alpha_flow_wait_progress_sweep,1.25,1.25,1.25,0.75,0.75,1,0.5445501609,0.95,1,1,0.640902218196,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,edge_cost_clamp_sweep,repair5g549_theta_549000004,repair5g549_theta_549000004,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.13612099644,1.14501779359,-0.00889679715,-0.00889679715,False,False,True,False,True,False,True,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,edge_cost_clamp_sweep,edge_cost_clamp_sweep_0003,edge_cost_clamp_sweep,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.849183551633,10.1785956428,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,goal_projection_mode_ablation,repair5g549_theta_549000005,repair5g549_theta_549000005,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.13167259786,1.14501779359,-0.01334519573,-0.01334519573,False,False,True,False,True,False,True,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,goal_projection_mode_ablation,goal_projection_mode_ablation_0004,goal_projection_mode_ablation,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.46084407831,0.35,0.75,1,11,0,1,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,alpha_cong_commit_nonprogress_sweep,repair5g549_theta_549000006,repair5g549_theta_549000006,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.14145907473,1.14501779359,-0.00355871886,-0.00355871886,False,False,True,False,False,False,False,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep_0005,alpha_cong_commit_nonprogress_sweep,1.25,0.612231025538,1.25,0.75,0.75,1,1,0.95,1,0.825583348833,1,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,g543_true_near_signal_neighborhood,repair5g549_theta_549000007,repair5g549_theta_549000007,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.11476868327,1.14501779359,-0.03024911032,-0.03024911032,False,False,True,False,True,False,True,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood_0006,g543_true_near_signal_neighborhood,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.660884478231,0.321962756074,0.938327623345,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,g546_g548_safe_no_gain_neighborhood,repair5g549_theta_549000008,repair5g549_theta_549000008,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.14234875445,1.14501779359,-0.00266903914,-0.00266903914,False,False,True,False,False,False,False,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood_0007,g546_g548_safe_no_gain_neighborhood,1.25,1.25,1.25,0.75,0.75,1,0.695458009084,0.95,1,0.972872204256,1,0.35,0.75,0.407684134632,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,surrogate_guided_theta_if_model_exists,repair5g549_theta_549000009,repair5g549_theta_549000009,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.13612099644,1.14501779359,-0.00889679715,-0.00889679715,False,False,True,False,True,False,True,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists_0008,surrogate_guided_theta_if_model_exists,1.25,1.49003971992,1.25,0.75,0.75,1,1,0.95,1,0.711585476829,0.9074000852,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,negative_control,repair5g549_theta_549000010,repair5g549_theta_549000010,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.16103202847,1.14501779359,0.01601423488,0.01601423488,False,False,True,False,False,True,False,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,negative_control,negative_control_0009,negative_control,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.3124513751,0.662446675107,0.35,0.75,1,9.34274531451,0,0,1
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,static_flow_local_perturbation_fulltheta,repair5g549_theta_549000011,repair5g549_theta_549000011,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.11921708185,1.14501779359,-0.02580071174,-0.02580071174,False,False,True,False,True,False,True,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta_0010,static_flow_local_perturbation_fulltheta,1.25,1.25,1.25,0.75,0.75,1,0.768346463307,0.95,1,0.717935764128,0.706961186078,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,lambda_flow_lambda_cong_sweep,repair5g549_theta_549000012,repair5g549_theta_549000012,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.13523131673,1.14501779359,-0.00978647686,-0.00978647686,False,False,True,False,True,False,True,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep_0011,lambda_flow_lambda_cong_sweep,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.843708312583,0.0204599590801,0.35,0.75,1,11,1,0,0
random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,alpha_flow_wait_progress_sweep,repair5g549_theta_549000013,repair5g549_theta_549000013,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,True,True,1.13879003559,1.14501779359,-0.006227758,-0.006227758,False,False,True,False,True,False,True,1400_1419,False,False,False,False,False,c0_short1000_t050_i2,2000,1000,0.5,2,random-32-32-20|50|1406|2000|c0_short1000_t050_i2,fulltheta_replay,staticflow_primary_fulltheta_replay,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep_0012,alpha_flow_wait_progress_sweep,1.25,1.25,1.25,0.75,0.75,1,1.10377529245,0.95,1,1,0.510681478637,0.35,0.75,1,11,1,0,0
