split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,100,49,0.40816326530612246,0.8775510204081632,0.64,27,0.7777777777777778,0.35
validation,empty-48-48,100,100,57,0.38596491228070173,0.8596491228070176,0.67,28,0.75,0.56
validation,empty-48-48,200,100,47,0.1276595744680851,0.7659574468085106,0.61,14,0.42857142857142855,0.68
validation,empty-48-48,400,100,59,0.22033898305084745,0.7457627118644068,0.61,17,0.5882352941176471,0.72
validation,maze-32-32-4,50,100,76,0.15789473684210525,0.5394736842105263,0.64,48,0.4583333333333333,0.3
validation,maze-32-32-4,100,100,70,0.14285714285714285,0.5428571428571428,0.59,54,0.4444444444444444,0.21
validation,maze-32-32-4,200,100,82,0.0,0.5853658536585366,0.26,79,0.0,0.84
validation,maze-32-32-4,400,62,43,0.0,0.627906976744186,0.3225806451612903,43,0.0,0.5967741935483871
