recommendation,reason,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
continue_real_solver_trace_scaleup_to_500_1000_contexts,real traces materialized and gold overlap exists,False,False,False,False,False
