oracle_region,safe_budget_pairs,top3_captured,top5_captured,top3_capture_rate,top5_capture_rate,budget_1000_pairs,budget_2000_pairs,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
,74,0,0,0.0,0.0,35,39,False,False,False,False,False
