candidate_id,theta_family,candidate_rows,paired_rows,success_regression_count_vs_static_flow,success_gain_count_vs_static_flow,success_rate_delta_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,both_success_quality_delta_median_vs_static_flow,better_count_vs_static_flow,worse_count_vs_static_flow,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,global_fixed_support_gate_passed,stage1_validation_ready,not_ready_reason,source_rounds,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549000343,alpha_flow_wait_progress_sweep,30,30,0,4,0.133333333333,20,-0.013200918997,-0.0146894152,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.40309119382,1.25,1.25,1.25,0.75,0.75,1,1.21619506761,0.95,1,1,0.645202709595,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000867,g543_true_near_signal_neighborhood,30,30,0,0,0,16,-0.0130259358975,-0.00688050951,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.23116730433,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.180595838808,0.436193027614,1.00378599243,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000310,negative_control,30,30,0,4,0.133333333333,22,-0.01292017036,-0.0081300813,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.59588790822,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.879427241146,0.688266123468,0.35,0.75,1,8.13411573177,0,0,1,False,False,False,False,False
repair5g549_theta_549000517,g543_true_near_signal_neighborhood,30,30,0,4,0.133333333333,16,-0.0124938147,-0.00614794444,10,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.97867768431,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.614476571047,0.691846016308,1.1771488957,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000311,static_flow_local_perturbation_fulltheta,30,30,0,4,0.133333333333,22,-0.0124586008727,-0.01648884578,16,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.7711008578,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,0.767362465275,0.80769498461,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000356,alpha_cong_commit_nonprogress_sweep,30,30,0,2,0.0666666666667,20,-0.012451123484,-0.00801976161,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.71422837155,1.25,0.972125305749,1.25,0.75,0.75,1,1,0.95,1,1.02526194948,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000868,g546_g548_safe_no_gain_neighborhood,30,30,0,0,0,16,-0.0123846710338,-0.013704689325,10,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.0649204735,1.25,1.25,1.25,0.75,0.75,1,0.760050879898,0.95,1,1.00893153214,1,0.35,0.75,0.414038821922,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000201,static_flow_local_perturbation_fulltheta,30,30,0,0,0,20,-0.012207600891,-0.01256945401,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.79382557235,1.25,1.25,1.25,0.75,0.75,1,1.19209681581,0.95,1,0.811998176004,0.978219443561,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000683,alpha_flow_wait_progress_sweep,30,30,0,0,0,20,-0.012078255158,-0.003525784335,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.04834190332,1.25,1.25,1.25,0.75,0.75,1,0.841284567431,0.95,1,1,0.562971374057,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000391,static_flow_local_perturbation_fulltheta,30,30,0,2,0.0666666666667,22,-0.0115017068191,-0.01688311688,16,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.46778598443,1.25,1.25,1.25,0.75,0.75,1,0.810015779968,0.95,1,0.795589408821,0.923044153912,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000384,edge_cost_clamp_sweep,30,30,0,2,0.0666666666667,22,-0.0112974310536,-0.01842105263,14,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.68938672122,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.993102263795,11.8540922918,1,0,0,False,False,False,False,False
repair5g549_theta_549000886,alpha_cong_commit_nonprogress_sweep,30,30,0,0,0,18,-0.0111029579333,-0.01896207585,12,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.67420545159,1.25,1.00957148086,1.25,0.75,0.75,1,1,0.95,1,1.01519596961,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000289,surrogate_guided_theta_if_model_exists,30,30,0,4,0.133333333333,18,-0.0106461518633,-0.01008403361,14,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.58009549981,1.25,1.31152307695,1.25,0.75,0.75,1,1,0.95,1,0.657078385843,0.581933136134,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000439,surrogate_guided_theta_if_model_exists,30,30,0,0,0,20,-0.010555188075,-0.01582083693,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.56200965598,1.25,1.38432458135,1.25,0.75,0.75,1,1,0.95,1,0.663603172794,0.477229745541,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000358,g546_g548_safe_no_gain_neighborhood,30,30,0,2,0.0666666666667,20,-0.010549043859,-0.017094343745,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.8102987994,1.25,1.25,1.25,0.75,0.75,1,0.21012497975,0.95,1,0.935132629735,1,0.35,0.75,0.317001415997,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000583,alpha_flow_wait_progress_sweep,30,30,0,0,0,22,-0.0101893702445,-0.02031993083,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.977189045622,1.25,1.25,1.25,0.75,0.75,1,0.455182839634,0.95,1,1,0.919564160872,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000747,g543_true_near_signal_neighborhood,30,30,0,2,0.0666666666667,10,-0.010182948184,-0.00652528548,6,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.28424916484,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.397828204344,0.253331393337,0.872743254513,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000373,alpha_flow_wait_progress_sweep,30,30,0,2,0.0666666666667,20,-0.010120445294,-0.01094044482,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.624395751209,1.25,1.25,1.25,0.75,0.75,1,0.217837064326,0.95,1,1,0.675189149622,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000372,lambda_flow_lambda_cong_sweep,30,30,0,0,0,20,-0.010113820806,-0.009537491505,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.05693948612,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.969367061266,0.33945982108,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000756,alpha_cong_commit_nonprogress_sweep,30,30,0,0,0,10,-0.01009183346,-0.00792253521,6,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.88572502855,1.25,0.897875454249,1.25,0.75,0.75,1,1,0.95,1,0.862641274717,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000465,goal_projection_mode_ablation,30,30,0,4,0.133333333333,20,-0.010083038353,-0.027329980005,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.9125517749,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.918827662345,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000341,static_flow_local_perturbation_fulltheta,30,30,0,0,0,20,-0.009806398966,-0.00379370772,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.63416449167,1.25,1.25,1.25,0.75,0.75,1,1.14802390395,0.95,1,0.784468431063,0.750320699359,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000276,alpha_cong_commit_nonprogress_sweep,30,30,0,2,0.0666666666667,18,-0.00972827349444,0.00892857142,8,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.7031989936,1.25,1.44703935592,1.25,0.75,0.75,1,1,0.95,1,0.921099157802,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000523,alpha_flow_wait_progress_sweep,30,30,0,4,0.133333333333,16,-0.00971771822375,-0.01174436062,10,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.9466491067,1.25,1.25,1.25,0.75,0.75,1,1.08187408625,0.95,1,1,0.12172475655,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000368,g546_g548_safe_no_gain_neighborhood,30,30,0,2,0.0666666666667,20,-0.009384415367,-0.006702044495,10,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.67380137573,1.25,1.25,1.25,0.75,0.75,1,0.621758056484,0.95,1,0.840052769894,1,0.35,0.75,0.737664224672,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000278,g546_g548_safe_no_gain_neighborhood,30,30,0,0,0,18,-0.00920679116889,0,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.99297129406,1.25,1.25,1.25,0.75,0.75,1,0.592928414143,0.95,1,0.797422605155,1,0.35,0.75,0.512961624077,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000231,static_flow_local_perturbation_fulltheta,30,30,0,0,0,18,-0.00914348737333,-0.00181983622,12,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.5755490089,1.25,1.25,1.25,0.75,0.75,1,1.08674002652,0.95,1,0.90958018084,0.923605752788,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000342,lambda_flow_lambda_cong_sweep,30,30,0,4,0.133333333333,20,-0.009122631469,-0.00648764064,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.87567884864,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.0031489937,0.10879478241,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000259,surrogate_guided_theta_if_model_exists,30,30,0,2,0.0666666666667,18,-0.00863469947444,-0.00588235294,14,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.75382279235,1.25,0.677401395197,1.25,0.75,0.75,1,1,0.95,1,0.943654612691,0.659097781804,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000721,static_flow_local_perturbation_fulltheta,30,30,0,4,0.133333333333,14,-0.00860117148143,-0.01370967742,10,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.42643678713,1.25,1.25,1.25,0.75,0.75,1,0.916661966676,0.95,1,0.836770926458,0.794817210366,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000743,alpha_flow_wait_progress_sweep,30,30,0,2,0.0666666666667,10,-0.0084699986,0,4,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.688331623336,1.25,1.25,1.25,0.75,0.75,1,0.154108441783,0.95,1,1,0.847567304865,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000503,alpha_flow_wait_progress_sweep,30,30,0,2,0.0666666666667,16,-0.0083733104,-0.00783325017,14,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.942109115785,1.25,1.25,1.25,0.75,0.75,1,0.255930738139,0.95,1,1,1.10604678791,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000271,static_flow_local_perturbation_fulltheta,30,30,0,0,0,18,-0.00828306568667,-0.00272975432,12,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.51655680688,1.25,1.25,1.25,0.75,0.75,1,1.13997852004,0.95,1,0.937700924598,0.813412373175,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000402,lambda_flow_lambda_cong_sweep,30,30,0,2,0.0666666666667,20,-0.008111404518,-0.013627899105,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.3350979298,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.706703586593,0.362702274595,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000535,goal_projection_mode_ablation,30,30,0,2,0.0666666666667,16,-0.00797752624,-0.01696703916,12,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.42346575307,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.935198629603,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000524,edge_cost_clamp_sweep,30,30,0,4,0.133333333333,16,-0.00797752624,-0.01696703916,12,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.72498365004,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.810812878374,11.0242699515,1,0,0,False,False,False,False,False
repair5g549_theta_549000534,edge_cost_clamp_sweep,30,30,0,0,0,16,-0.00797752624,-0.01696703916,12,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.18677272646,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.766127967744,9.36689326621,1,0,0,False,False,False,False,False
repair5g549_theta_549000333,alpha_flow_wait_progress_sweep,30,30,0,4,0.133333333333,22,-0.00787031283909,-0.00081300813,12,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.27103545793,1.25,1.25,1.25,0.75,0.75,1,0.471597806804,0.95,1,1,1.34063581873,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000367,g543_true_near_signal_neighborhood,30,30,0,2,0.0666666666667,20,-0.007730597465,-0.00260246478,10,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.35203688759,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.254273291453,0.223552952894,1.03057818884,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000593,alpha_flow_wait_progress_sweep,30,30,0,0,0,22,-0.00725668689455,-0.0066833751,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.653822692355,1.25,1.25,1.25,0.75,0.75,1,0.289968170064,0.95,1,1,0.632772234456,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000361,static_flow_local_perturbation_fulltheta,30,30,0,2,0.0666666666667,20,-0.007148929812,-0.009053724625,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.77067477865,1.25,1.25,1.25,0.75,0.75,1,1.11463817072,0.95,1,0.79175481649,1.00607858784,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000172,lambda_flow_lambda_cong_sweep,30,30,0,0,0,20,-0.00699041786,-0.008946608945,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.57827044346,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.988134023732,1.14960670079,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000871,static_flow_local_perturbation_fulltheta,30,30,0,0,0,16,-0.00690554965875,-0.00161548102,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.93058805883,1.25,1.25,1.25,0.75,0.75,1,1.21353597293,0.95,1,0.722674554651,1.0236507527,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000128,g546_g548_safe_no_gain_neighborhood,30,30,0,2,0.0666666666667,20,-0.006892157496,-0.012771592055,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.56634104732,1.25,1.25,1.25,0.75,0.75,1,0.970342659315,0.95,1,0.846803006394,1,0.35,0.75,0.272347555305,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000603,alpha_flow_wait_progress_sweep,30,30,0,2,0.0666666666667,24,-0.00661681294083,0,10,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.264864470271,1.25,1.25,1.25,0.75,0.75,1,0.123331003338,0.95,1,1,0.249299501401,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000161,static_flow_local_perturbation_fulltheta,30,30,0,0,0,20,-0.00619887511,-0.00604787369,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.47459529081,1.25,1.25,1.25,0.75,0.75,1,1.03837172326,0.95,1,0.989388421223,0.949929500141,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000330,negative_control,30,30,0,4,0.133333333333,22,-0.00595846332364,-0.00220945647,12,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.6981997036,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.4541500917,1.09715930568,0.35,0.75,1,11.8504402991,0,0,1,False,False,False,False,False
repair5g549_theta_549000644,edge_cost_clamp_sweep,30,30,0,0,0,26,-0.00586954215615,0,12,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.10371989256,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.606352037296,10.5512428975,1,0,0,False,False,False,False,False
repair5g549_theta_549000253,alpha_flow_wait_progress_sweep,30,30,0,2,0.0666666666667,18,-0.00577595702778,0.01219512195,8,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.48353803293,1.25,1.25,1.25,0.75,0.75,1,1.06526161948,0.95,1,1,0.946993106014,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000595,goal_projection_mode_ablation,30,30,0,0,0,22,-0.00564278703273,-0.00185185185,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.45929668141,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.98894502211,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000594,edge_cost_clamp_sweep,30,30,0,0,0,22,-0.00564278703273,-0.00185185185,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.65672578655,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.987394025212,11.693004614,1,0,0,False,False,False,False,False
repair5g549_theta_549000584,edge_cost_clamp_sweep,30,30,0,0,0,22,-0.00564278703273,-0.00185185185,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.6171508657,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.289048671903,11.8101963796,1,0,0,False,False,False,False,False
repair5g549_theta_549000614,edge_cost_clamp_sweep,30,30,0,0,0,24,-0.00563507758417,-0.004240319865,14,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.72400865199,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.807324635351,11.0017659965,1,0,0,False,False,False,False,False
repair5g549_theta_549000604,edge_cost_clamp_sweep,30,30,0,2,0.0666666666667,24,-0.00563507758417,-0.004240319865,14,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.45423719152,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.452373595253,9.97039205922,1,0,0,False,False,False,False,False
repair5g549_theta_549000758,g546_g548_safe_no_gain_neighborhood,30,30,0,2,0.0666666666667,10,-0.005625177892,-0.00616197183,6,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.34027980277,1.25,1.25,1.25,0.75,0.75,1,0.829444341111,0.95,1,1.02724329551,1,0.35,0.75,0.262889224222,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000265,goal_projection_mode_ablation,30,30,0,0,0,18,-0.00556210677667,0,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.53322153356,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.09983230034,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000264,edge_cost_clamp_sweep,30,30,0,2,0.0666666666667,18,-0.00556210677667,0,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.90442329116,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.811522376955,10.2541874916,1,0,0,False,False,False,False,False
repair5g549_theta_549000274,edge_cost_clamp_sweep,30,30,0,2,0.0666666666667,18,-0.00556210677667,0,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.46692216615,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.430294389411,11.9625920748,1,0,0,False,False,False,False,False
repair5g549_theta_549000143,alpha_flow_wait_progress_sweep,30,30,0,0,0,22,-0.00554330266091,-0.01683501684,14,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.46111507777,1.25,1.25,1.25,0.75,0.75,1,0.937933124134,0.95,1,1,1.06615286769,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000673,alpha_flow_wait_progress_sweep,30,30,0,0,0,24,-0.00551272585667,0,10,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.641016717966,1.25,1.25,1.25,0.75,0.75,1,0.0863235773528,0.95,1,1,0.857936784126,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000752,lambda_flow_lambda_cong_sweep,30,30,0,4,0.133333333333,10,-0.005475136112,-0.00535236396,8,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.78985802029,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.882846234308,1.30905638189,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000175,goal_projection_mode_ablation,30,30,0,0,0,20,-0.005275993068,-0.009342716435,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.47714264571,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.01571396857,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000875,goal_projection_mode_ablation,30,30,0,0,0,16,-0.00505181525625,-0.004191954,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.85571688857,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.833575332849,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000317,g543_true_near_signal_neighborhood,30,30,0,4,0.133333333333,22,-0.00486404730364,0.01238938053,10,12,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.00506032321,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.150758298483,0.353011193978,0.624011501977,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000504,edge_cost_clamp_sweep,30,30,0,0,0,16,-0.0048211792425,-0.00822511323,12,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.58435193129,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.937879124242,10.8605702789,1,0,0,False,False,False,False,False
repair5g549_theta_549000514,edge_cost_clamp_sweep,30,30,0,2,0.0666666666667,16,-0.0048211792425,-0.00822511323,12,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.80140749718,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.750450749099,10.9919660161,1,0,0,False,False,False,False,False
repair5g549_theta_549000157,g543_true_near_signal_neighborhood,30,30,0,0,0,22,-0.00455951517818,-0.00961538462,12,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.28090007153,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.533197533605,0.293357313285,0.818289613421,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000586,alpha_cong_commit_nonprogress_sweep,30,30,0,2,0.0666666666667,22,-0.00450389519364,-0.01018518518,12,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.59182961634,1.25,1.1758023984,1.25,0.75,0.75,1,1,0.95,1,1.06580486839,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000138,g546_g548_safe_no_gain_neighborhood,30,30,0,2,0.0666666666667,20,-0.004469572809,0.000459770115,8,10,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.60906505187,1.25,1.25,1.25,0.75,0.75,1,0.408574582851,0.95,1,1.0253010994,1,0.35,0.75,0.557321785356,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000733,alpha_flow_wait_progress_sweep,30,30,0,2,0.0666666666667,14,-0.00438673214857,0.01102292769,6,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.50648598703,1.25,1.25,1.25,0.75,0.75,1,1.17452640095,0.95,1,1,0.850297299405,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000573,alpha_flow_wait_progress_sweep,30,30,0,0,0,20,-0.004379967258,-0.007058792245,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,0.881123237754,1.25,1.25,1.25,0.75,0.75,1,1.04155541689,0.95,1,1,0.0718183563633,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000244,edge_cost_clamp_sweep,30,30,0,0,0,18,-0.00431633806556,0,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.49798410404,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.357877534245,11.7006165988,1,0,0,False,False,False,False,False
repair5g549_theta_549000254,edge_cost_clamp_sweep,30,30,0,2,0.0666666666667,18,-0.00431633806556,0,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.52569504861,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.515824218352,9.34615730769,1,0,0,False,False,False,False,False
repair5g549_theta_549000714,edge_cost_clamp_sweep,30,30,0,4,0.133333333333,16,-0.004087258065,-0.00034793384,8,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.11610486779,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.784878680243,9.54956090088,1,0,0,False,False,False,False,False
