row_type,policy,metric,estimate,ci_low,ci_high,samples
bootstrap_ci,additive_ltm,mean_delta_vs_static,0.10096237883730143,0.08254166390887502,0.11844899114000565,300
bootstrap_ci,additive_ltm,mean_delta_vs_additive,0.0,0.0,0.0,300
bootstrap_ci,additive_ltm,harmful_vs_static_rate,0.9656666666666651,0.9166666666666666,1.0,300
bootstrap_ci,additive_ltm,new_candidate_selection_rate,0.0,0.0,0.0,300
bootstrap_ci,additive_ltm,regret_to_new22_oracle,0.12743901035812238,0.10512544068823437,0.1525485559827775,300
bootstrap_ci,additive_ltm,risk_adjusted_utility_lambda_0p05,0.1492457121706348,0.12995241595213392,0.16634482447333898,300
bootstrap_ci,additive_ltm,risk_adjusted_utility_lambda_0p10,0.19752904550396805,0.17720465845313194,0.21540236247835537,300
bootstrap_ci,additive_ltm,risk_adjusted_utility_lambda_0p20,0.2940957121706346,0.27063263447078956,0.31472373728805714,300
bootstrap_ci,balanced_bound_ranker,mean_delta_vs_static,0.00025367199469521635,0.0,0.0008100717092234034,300
bootstrap_ci,balanced_bound_ranker,mean_delta_vs_additive,-0.09988977186856536,-0.11616917171901728,-0.0834538877562534,300
bootstrap_ci,balanced_bound_ranker,harmful_vs_static_rate,0.3426666666666664,0.21666666666666667,0.45,300
bootstrap_ci,balanced_bound_ranker,new_candidate_selection_rate,0.017666666666666633,0.0,0.05,300
bootstrap_ci,balanced_bound_ranker,regret_to_new22_oracle,0.04519716255718695,0.036143233959392854,0.05525158018962839,300
bootstrap_ci,balanced_bound_ranker,risk_adjusted_utility_lambda_0p05,0.017387005328028542,0.011022113811353741,0.023056405619428573,300
bootstrap_ci,balanced_bound_ranker,risk_adjusted_utility_lambda_0p10,0.034520338661361914,0.021855447144687075,0.04555640561942858,300
bootstrap_ci,balanced_bound_ranker,risk_adjusted_utility_lambda_0p20,0.06878700532802852,0.04352211381135374,0.09055640561942858,300
bootstrap_ci,best_family_train_candidate,mean_delta_vs_static,-0.01351569633948853,-0.02373946734199047,-0.004078506005070396,300
bootstrap_ci,best_family_train_candidate,mean_delta_vs_additive,-0.11434593472472412,-0.13292262213978223,-0.09685781962546719,300
bootstrap_ci,best_family_train_candidate,harmful_vs_static_rate,0.5350000000000001,0.4166666666666667,0.65,300
bootstrap_ci,best_family_train_candidate,new_candidate_selection_rate,0.9026111111111114,0.8166666666666667,0.9666666666666668,300
bootstrap_ci,best_family_train_candidate,regret_to_new22_oracle,0.031943138544857086,0.025906444879492497,0.038285313761764216,300
bootstrap_ci,best_family_train_candidate,risk_adjusted_utility_lambda_0p05,0.01323430366051147,0.002088926476037068,0.025385393338980766,300
bootstrap_ci,best_family_train_candidate,risk_adjusted_utility_lambda_0p10,0.0399843036605115,0.024686708863377087,0.05637077639035138,300
bootstrap_ci,best_family_train_candidate,risk_adjusted_utility_lambda_0p20,0.09348430366051146,0.06673568657180115,0.11999951961173566,300
bootstrap_ci,best_single_train_candidate_over_22,mean_delta_vs_static,-0.01692441312636694,-0.027271574301561654,-0.006936843641384161,300
bootstrap_ci,best_single_train_candidate_over_22,mean_delta_vs_additive,-0.11755762161679582,-0.138249462548814,-0.09743229582488656,300
bootstrap_ci,best_single_train_candidate_over_22,harmful_vs_static_rate,0.5165,0.4,0.65,300
bootstrap_ci,best_single_train_candidate_over_22,new_candidate_selection_rate,1.0,1.0,1.0,300
bootstrap_ci,best_single_train_candidate_over_22,regret_to_new22_oracle,0.028411273523760727,0.0226210996323548,0.03363147667026389,300
bootstrap_ci,best_single_train_candidate_over_22,risk_adjusted_utility_lambda_0p05,0.008900586873633062,-0.004606811121743368,0.02238719006682107,300
bootstrap_ci,best_single_train_candidate_over_22,risk_adjusted_utility_lambda_0p10,0.03472558687363306,0.016750157490969232,0.05308178125013568,300
bootstrap_ci,best_single_train_candidate_over_22,risk_adjusted_utility_lambda_0p20,0.08637558687363307,0.05754432560769249,0.11707513774719078,300
bootstrap_ci,best_single_train_new_candidate,mean_delta_vs_static,-0.016709783513954565,-0.026741747664141353,-0.006707412564142771,300
bootstrap_ci,best_single_train_new_candidate,mean_delta_vs_additive,-0.11729072297795358,-0.13749806258173403,-0.09814097229179702,300
