dataset_row_id,c0_source,f0_source,wait_pressure_source,f0_nonzero_rate,c0_nonzero_rate,path_found_rate,flow_mass_preservation_ratio,head_on_pressure,vertex_wait_pressure_max,vertex_wait_pressure_mean,c0_and_f0_identical,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_real_graph_000010,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.36666666666666664,0.36666666666666664,1.0,1.0,0.004566209856420755,1.0,0.13627810776233673,False,False,False,False,False,False
g562_real_graph_000011,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.21333333333333335,0.21333333333333335,1.0,1.0,0.01846153847873211,1.0,0.15999333560466766,False,False,False,False,False,False
g562_real_graph_000012,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2716733870967742,0.2716733870967742,1.0,1.0,0.01885080710053444,1.0,0.1669921875,False,False,False,False,False,False
g562_real_graph_000013,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.19722455845248107,0.19722455845248107,1.0,1.0,0.014129521325230598,1.0,0.123897984623909,False,False,False,False,False,False
g562_real_graph_000014,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.38028169014084506,0.38028169014084506,1.0,1.0,0.03286385163664818,1.0,0.19401445984840393,False,False,False,False,False,False
g562_real_graph_000015,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2605177993527508,0.2605177993527508,1.0,1.0,0.008596278727054596,1.0,0.2190989851951599,False,False,False,False,False,False
g562_real_graph_000016,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.13216783216783218,0.13216783216783218,0.90625,1.0,0.0037654656916856766,1.0,0.07903587073087692,False,False,False,False,False,False
g562_real_graph_000017,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2665805340223945,0.2665805340223945,0.9609375,1.0,0.008203108794987202,1.0,0.08978873491287231,False,False,False,False,False,False
g562_real_graph_000018,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.14965034965034965,0.14965034965034965,1.0,1.0,0.007202796638011932,1.0,0.08274944126605988,False,False,False,False,False,False
g562_real_graph_000019,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.15397923875432526,0.15397923875432526,1.0,1.0,0.0011534026125445962,1.0,0.18032114207744598,False,False,False,False,False,False
g562_real_graph_000020,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.6865793780687398,0.6865793780687398,1.0,1.0,0.10459288209676743,1.0,0.23792441189289093,False,False,False,False,False,False
g562_real_graph_000021,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.5176470588235295,0.5176470588235295,1.0,1.0,0.05269608274102211,1.0,0.19591793417930603,False,False,False,False,False,False
g562_real_graph_000022,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.1360485268630849,0.1360485268630849,1.0,1.0,0.008087811060249805,1.0,0.11957908421754837,False,False,False,False,False,False
g562_real_graph_000023,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.10918544194107452,0.10918544194107452,1.0,1.0,0.0002888503950089216,1.0,0.06590136140584946,False,False,False,False,False,False
g562_real_graph_000024,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.13743589743589743,0.13743589743589743,1.0,1.0,0.008205127902328968,1.0,0.12178845703601837,False,False,False,False,False,False
g562_real_graph_000025,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.13648180242634314,0.13648180242634314,1.0,1.0,0.0007582322577945888,1.0,0.09566326439380646,False,False,False,False,False,False
g562_real_graph_000026,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.6265822784810127,0.6265822784810127,0.99609375,1.0,0.046986136585474014,1.0,0.15907570719718933,False,False,False,False,False,False
g562_real_graph_000027,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.18858131487889274,0.18858131487889274,1.0,1.0,0.007266435772180557,1.0,0.20749279856681824,False,False,False,False,False,False
g562_real_graph_000028,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.1704152249134948,0.1704152249134948,1.0,1.0,0.0007414731080643833,1.0,0.1712639033794403,False,False,False,False,False,False
g562_real_graph_000029,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.29462631253860405,0.29462631253860405,1.0,1.0,0.006305332761257887,1.0,0.16137279570102692,False,False,False,False,False,False
g562_real_graph_000030,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.5299567634342186,0.5299567634342186,1.0,1.0,0.051420629024505615,1.0,0.2784707248210907,False,False,False,False,False,False
g562_real_graph_000031,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2766990291262136,0.2766990291262136,1.0,1.0,0.005933117587119341,1.0,0.2339879423379898,False,False,False,False,False,False
g562_real_graph_000032,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.27532679738562094,0.27532679738562094,1.0,1.0,0.006574851926416159,1.0,0.13644665479660034,False,False,False,False,False,False
g562_real_graph_000033,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.318503937007874,0.318503937007874,1.0,1.0,0.010958004742860794,1.0,0.09921152889728546,False,False,False,False,False,False
g562_real_graph_000034,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2107843137254902,0.2107843137254902,0.96875,1.0,0.00626361696049571,1.0,0.07367532700300217,False,False,False,False,False,False
g562_real_graph_000035,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.27205882352941174,0.27205882352941174,0.9895833333333334,1.0,0.0054703038185834885,1.0,0.12483491003513336,False,False,False,False,False,False
g562_real_graph_000036,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.13344887348353554,0.13344887348353554,1.0,1.0,0.012998267076909542,1.0,0.08078231662511826,False,False,False,False,False,False
g562_real_graph_000037,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.7720588235294118,0.7720588235294118,1.0,1.0,0.10661764442920685,1.0,0.21140995621681213,False,False,False,False,False,False
g562_real_graph_000038,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.25933609958506226,0.25933609958506226,1.0,1.0,0.004432289861142635,1.0,0.13940899074077606,False,False,False,False,False,False
g562_real_graph_000039,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.3060531192093885,0.3060531192093885,1.0,1.0,0.00716491648927331,1.0,0.15264850854873657,False,False,False,False,False,False
g562_real_graph_000040,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.16853146853146853,0.16853146853146853,0.96875,1.0,0.02639860101044178,1.0,0.12572069466114044,False,False,False,False,False,False
g562_real_graph_000041,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2928427419354839,0.2928427419354839,1.0,1.0,0.01895161345601082,1.0,0.3035714328289032,False,False,False,False,False,False
g562_real_graph_000042,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.28704637096774194,0.28704637096774194,1.0,1.0,0.019153228029608727,1.0,0.203125,False,False,False,False,False,False
g562_real_graph_000043,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.23787878787878788,0.23787878787878788,1.0,1.0,0.002417794894427061,1.0,0.17903508245944977,False,False,False,False,False,False
g562_real_graph_000044,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.7323943661971831,0.7323943661971831,1.0,1.0,0.14084507524967194,1.0,0.3378582298755646,False,False,False,False,False,False
g562_real_graph_000045,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.46597760551248923,0.46597760551248923,0.9296875,1.0,0.03385675698518753,1.0,0.16181941330432892,False,False,False,False,False,False
g562_real_graph_000046,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.3591417910447761,0.3591417910447761,1.0,1.0,0.019291045144200325,1.0,0.13890306651592255,False,False,False,False,False,False
g562_real_graph_000047,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2669902912621359,0.2669902912621359,1.0,1.0,0.006921971216797829,1.0,0.22371967136859894,False,False,False,False,False,False
g562_real_graph_000048,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.15294627383015597,0.15294627383015597,1.0,1.0,0.002426343271508813,1.0,0.12372449040412903,False,False,False,False,False,False
g562_real_graph_000049,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.4,0.4,1.0,1.0,0.041582491248846054,1.0,0.19756868481636047,False,False,False,False,False,False
g562_real_graph_000050,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.19488188976377951,0.19488188976377951,1.0,1.0,0.0009656811598688364,1.0,0.05749039351940155,False,False,False,False,False,False
g562_real_graph_000051,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2572178477690289,0.2572178477690289,1.0,1.0,0.006590843200683594,1.0,0.08218656480312347,False,False,False,False,False,False
g562_real_graph_000052,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.32573839662447257,0.32573839662447257,1.0,1.0,0.009121961891651154,1.0,0.098918117582798,False,False,False,False,False,False
g562_real_graph_000053,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.27184466019417475,0.27184466019417475,1.0,1.0,0.008198489435017109,1.0,0.2466307282447815,False,False,False,False,False,False
g562_real_graph_000054,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.3717299578059072,0.3717299578059072,1.0,1.0,0.005049679894000292,1.0,0.13522550463676453,False,False,False,False,False,False
g562_real_graph_000055,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.5176470588235295,0.5176470588235295,1.0,1.0,0.05302288010716438,1.0,0.18016205728054047,False,False,False,False,False,False
g562_real_graph_000056,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.6549295774647887,0.6549295774647887,1.0,1.0,0.09389671683311462,1.0,0.3764705955982208,False,False,False,False,False,False
g562_real_graph_000057,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.22031772575250835,0.22031772575250835,0.921875,1.0,0.0020380434580147266,1.0,0.12029729783535004,False,False,False,False,False,False
g562_real_graph_000058,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.33955223880597013,0.33955223880597013,1.0,1.0,0.013659383170306683,1.0,0.18714286386966705,False,False,False,False,False,False
g562_real_graph_000059,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.35859375,0.35859375,1.0,1.0,0.027499999850988388,1.0,0.13788819313049316,False,False,False,False,False,False
g562_real_graph_000060,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2946068548387097,0.2946068548387097,1.0,1.0,0.03040994703769684,1.0,0.28535157442092896,False,False,False,False,False,False
g562_real_graph_000061,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.23131562693020383,0.23131562693020383,1.0,1.0,0.006371704861521721,1.0,0.11626898497343063,False,False,False,False,False,False
g562_real_graph_000062,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.17979002624671916,0.17979002624671916,1.0,1.0,0.000612423405982554,1.0,0.05477029085159302,False,False,False,False,False,False
g562_real_graph_000063,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.23416666666666666,0.23416666666666666,1.0,1.0,0.004629629664123058,1.0,0.2415512651205063,False,False,False,False,False,False
g562_real_graph_000064,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.36540084388185656,0.36540084388185656,1.0,1.0,0.004546885844320059,1.0,0.15215784311294556,False,False,False,False,False,False
g562_real_graph_000065,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2958656330749354,0.2958656330749354,0.875,1.0,0.0026538169477134943,1.0,0.13117460906505585,False,False,False,False,False,False
g562_real_graph_000066,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.39545454545454545,0.39545454545454545,1.0,1.0,0.02770562842488289,1.0,0.17551635205745697,False,False,False,False,False,False
g562_real_graph_000067,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.12889273356401384,0.12889273356401384,1.0,1.0,0.0028835064731538296,1.0,0.11296830326318741,False,False,False,False,False,False
g562_real_graph_000068,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.25570539419087135,0.25570539419087135,1.0,1.0,0.0035072120372205973,1.0,0.14854009449481964,False,False,False,False,False,False
g562_real_graph_000069,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.34492635024549917,0.34492635024549917,1.0,1.0,0.019860252737998962,1.0,0.164682537317276,False,False,False,False,False,False
g562_real_graph_000070,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.35864978902953587,0.35864978902953587,1.0,1.0,0.0037758308462798595,1.0,0.14593425393104553,False,False,False,False,False,False
g562_real_graph_000071,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.17474048442906576,0.17474048442906576,1.0,1.0,0.0020761245395988226,1.0,0.16467681527137756,False,False,False,False,False,False
g562_real_graph_000072,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2545454545454545,0.2545454545454545,1.0,1.0,0.0053429026156663895,1.0,0.16765160858631134,False,False,False,False,False,False
g562_real_graph_000073,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2890625,0.2890625,1.0,1.0,0.016834678128361702,1.0,0.2325304001569748,False,False,False,False,False,False
g562_real_graph_000074,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2799899193548387,0.2799899193548387,1.0,1.0,0.014213711023330688,1.0,0.251220703125,False,False,False,False,False,False
g562_real_graph_000075,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.36141732283464567,0.36141732283464567,1.0,1.0,0.0036370453890413046,1.0,0.11576376855373383,False,False,False,False,False,False
g562_real_graph_000076,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.24623745819397994,0.24623745819397994,0.9375,1.0,0.005733397323638201,1.0,0.12166952341794968,False,False,False,False,False,False
g562_real_graph_000077,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.2549526270456503,0.2549526270456503,0.9765625,1.0,0.010154584422707558,1.0,0.08378681540489197,False,False,False,False,False,False
g562_real_graph_000078,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.28024193548387094,0.28024193548387094,1.0,1.0,0.018145160749554634,1.0,0.21669921278953552,False,False,False,False,False,False
g562_real_graph_000079,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.20416666666666666,0.20416666666666666,1.0,1.0,0.0011111111380159855,1.0,0.2117854356765747,False,False,False,False,False,False
g562_real_graph_000080,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.3732394366197183,0.3732394366197183,1.0,1.0,0.01739850826561451,1.0,0.2914438545703888,False,False,False,False,False,False
g562_real_graph_000081,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.3498134328358209,0.3498134328358209,1.0,1.0,0.017890458926558495,1.0,0.11533854156732559,False,False,False,False,False,False
g562_real_graph_000082,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.1782006920415225,0.1782006920415225,1.0,1.0,0.003806228516623378,1.0,0.18924111127853394,False,False,False,False,False,False
g562_real_graph_000083,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.16481854838709678,0.16481854838709678,1.0,1.0,0.005712365731596947,1.0,0.1376953125,False,False,False,False,False,False
g562_real_graph_000084,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.36413502109704643,0.36413502109704643,1.0,1.0,0.004070489201694727,1.0,0.1498570293188095,False,False,False,False,False,False
g562_real_graph_000085,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.21691176470588236,0.21691176470588236,0.9791666666666666,1.0,0.0062806373462080956,1.0,0.08122318983078003,False,False,False,False,False,False
g562_real_graph_000086,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.24273858921161826,0.24273858921161826,1.0,1.0,0.0031614305917173624,1.0,0.14885886013507843,False,False,False,False,False,False
g562_real_graph_000087,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.21,0.21,1.0,1.0,0.003484848653897643,1.0,0.18346475064754486,False,False,False,False,False,False
g562_real_graph_000088,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.34492635024549917,0.34492635024549917,1.0,1.0,0.019860252737998962,1.0,0.164682537317276,False,False,False,False,False,False
g562_real_graph_000089,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.3794642857142857,0.3794642857142857,1.0,1.0,0.0446428582072258,1.0,0.4687500596046448,False,False,False,False,False,False
g562_real_graph_000090,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.3725738396624473,0.3725738396624473,1.0,1.0,0.005444399081170559,1.0,0.13871896266937256,False,False,False,False,False,False
g562_real_graph_000091,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.23416666666666666,0.23416666666666666,1.0,1.0,0.02291666716337204,1.0,0.1343490332365036,False,False,False,False,False,False
g562_real_graph_000092,actual_start_goal_shortest_path_contraflow_and_head_on_pressure,actual_start_goal_shortest_path_directed_flow,actual_start_goal_shortest_path_vertex_convergence_proxy,0.6098484848484849,0.6098484848484849,1.0,1.0,0.08368299156427383,1.0,0.19280971586704254,False,False,False,False,False,False
