ltm_target_map,map,contexts,complete_triples,ltm_30s_success_rate,ltm_30s_median_ratio,static_flow_30s_success_rate,static_flow_30s_median_ratio,gate3b_actor_30s_success_rate,gate3b_actor_30s_median_ratio,actor_vs_ltm_median_relative_quality_improvement,actor_vs_ltm_success_gain_count,actor_vs_ltm_success_regression_count,actor_vs_static_flow_median_relative_quality_improvement,actor_vs_static_flow_success_gain_count,actor_vs_static_flow_success_regression_count,static_flow_vs_ltm_median_relative_quality_improvement,static_flow_vs_ltm_success_gain_count,static_flow_vs_ltm_success_regression_count
empty-32-32,empty_32_32,41,41,1.0,1.23338048091,1.0,1.22603116407,1.0,1.24185030049,0.0,0,0,-0.0050980998028309354,0,0,0.004873853213215016,0,0
empty-48-48,empty_48_48,44,44,1.0,1.10475449601,1.0,1.08989037767,1.0,1.093627293925,0.0005653550433534772,0,0,-0.004340259183691598,0,0,0.004188531252470948,0,0
maze-32-32-4,maze_32_32_4,57,57,1.0,1.0853899309,1.0,1.07578740157,1.0,1.07663551402,0.011410788373115852,0,0,-0.0026155187459999396,0,0,0.01088435374863046,0,0
random-32-32-20,random_32_32_20,50,50,1.0,1.177851997395,1.0,1.13035786903,1.0,1.12442297587,0.0,0,0,-0.00017041581704784053,0,0,0.0,0,0
random-64-64-20,random_64_64_10,15,15,1.0,1.33018890117,1.0,1.32129666659,1.0,1.35813592416,-0.021009815196487026,0,0,-0.015576323986100224,0,0,0.0,0,0
warehouse-10-20-10-2-1,g567-warehouse-64x40-b-v2,1,1,1.0,1.04691358025,1.0,1.02469135802,1.0,1.0049382716,0.04009433963018849,0,0,0.01927710843406433,0,0,0.021226415101706215,0,0
warehouse-10-20-10-2-2,warehouse_small,30,30,1.0,1.27026612561,1.0,1.28789729155,0.7333333333333333,2.131886961515,-0.11132003591012968,0,8,-0.03824930952700073,0,8,-0.013915361285849932,0,0
