"name","hidden","epochs","lr","wd","seed","top1","top3","recall","precision","mean_delta","neutral_rate"
"drop_top_h48_s41","48","600","0.004","0.001","41","0.2292576419213974","0.5720524017467249","0.9723756906077348","0.43672456575682383","0.010862980572802333","0.29912663755458513"
"drop_top_h64_s43","64","600","0.004","0.001","43","0.20305676855895197","0.5917030567685589","0.9337016574585635","0.4412532637075718","0.006916867142394824","0.3384279475982533"
"drop_top_h96_s47","96","700","0.003","0.001","47","0.24017467248908297","0.5414847161572053","0.9392265193370166","0.4473684210526316","0.010728299940256826","0.3296943231441048"
"drop_top_h64_wd2_s53","64","600","0.004","0.002","53","0.2096069868995633","0.517467248908297","0.9502762430939227","0.45144356955380577","0.02311248601812455","0.2663755458515284"
"drop_top_h32_s59","32","500","0.004","0.001","59","0.23799126637554585","0.5676855895196506","0.9779005524861878","0.4097222222222222","0.019992647738323398","0.30131004366812225"
