context_key,map,map_family,agents,seed,budget_ms,sampling_policy,selected_candidate,selected_method,baseline_role,baseline_candidate,selected_success,baseline_success,selected_ratio,baseline_ratio,quality_delta_ratio,corrected_delta_ratio_for_mean,success_regression,success_gain,both_success,both_fail,better,worse,safe_high_margin_gain,seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,context_horizon_key,panel,route,theta_cluster,registry_label,candidate_group,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000076,repair5g550_theta_550000076,static_flow_shield,repair5g59_static_flow_shield,True,True,1.11921891059,1.15107913669,-0.0318602261,-0.0318602261,False,False,True,False,True,False,True,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.475,1.25,0.75,0.75,1,0.8,0.95,1,1.12,1.11,0.4095,0.87,0.747053431729,9.10444194836,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000077,repair5g550_theta_550000077,static_flow_shield,repair5g59_static_flow_shield,True,True,1.15724563207,1.15107913669,0.00616649538,0.00616649538,False,False,True,False,False,True,False,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.3875,1.25,0.75,0.75,1,0.93,0.95,1,0.95,0.91,0.322,0.885,0.734283287597,8.90212101617,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000078,repair5g550_theta_550000078,static_flow_shield,repair5g59_static_flow_shield,True,True,1.19424460432,1.15107913669,0.04316546763,0.04316546763,False,False,True,False,False,True,False,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.4375,1.25,0.75,0.75,1,0.88,0.95,1,1.08,0.88,0.385,0.585,0.759823575861,8.69980008399,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000079,repair5g550_theta_550000079,static_flow_shield,repair5g59_static_flow_shield,True,True,1.14696813977,1.15107913669,-0.00411099692,-0.00411099692,False,False,True,False,False,False,False,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.475,1.25,0.75,0.75,1,1.19,0.95,1,0.89,0.91,0.329,0.8775,0.721513143465,8.90212101617,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000080,repair5g550_theta_550000080,static_flow_shield,repair5g59_static_flow_shield,True,True,1.13977389517,1.15107913669,-0.01130524152,-0.01130524152,False,False,True,False,True,False,True,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.45,1.25,0.75,0.75,1,0.83,0.95,1,0.83,1.11,0.392,0.87,0.683202711069,10.925330338,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000081,repair5g550_theta_550000081,static_flow_shield,repair5g59_static_flow_shield,True,True,1.1829393628,1.15107913669,0.03186022611,0.03186022611,False,False,True,False,False,True,False,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,0.9875,1.25,0.75,0.75,1,0.96,0.95,1,1.21,1.16,0.2975,0.87,0.56827141388,12,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000082,repair5g550_theta_550000082,static_flow_shield,repair5g59_static_flow_shield,True,True,1.13052415211,1.15107913669,-0.02055498458,-0.02055498458,False,False,True,False,True,False,True,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.2,1.25,0.75,0.75,1,1.14,0.95,1,0.81,0.88,0.322,0.795,0.574656485946,11.936934999,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000083,repair5g550_theta_550000083,static_flow_shield,repair5g59_static_flow_shield,True,True,1.13052415211,1.15107913669,-0.02055498458,-0.02055498458,False,False,True,False,True,False,True,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.5,1.25,0.75,0.75,1,0.96,0.95,1,0.82,0.92,0.4025,0.6525,0.529960981483,11.4311326685,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000084,repair5g550_theta_550000084,static_flow_shield,repair5g59_static_flow_shield,True,True,1.21274409044,1.15107913669,0.06166495375,0.06166495375,False,False,True,False,False,True,False,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.075,1.25,0.75,0.75,1,0.82,0.95,1,1.2,1.13,0.3325,0.66,0.708742999333,11.5322931346,1,0,0
random-32-32-20|50|1820|2000|0|14650fb0739d0383,random-32-32-20,random,50,1820,2000,safe_expert_mixture_with_abstention,repair5g550_theta_550000085,repair5g550_theta_550000085,static_flow_shield,repair5g59_static_flow_shield,True,True,1.1901336074,1.15107913669,0.03905447071,0.03905447071,False,False,True,False,False,True,False,1820_1839,False,False,False,False,False,generated_theta_targeted_short2000_t100_i2,2000,2000,1,2,random-32-32-20|50|1820|2000|generated_theta_targeted_short2000_t100_i2,generated_theta_targeted,F_targeted_transfer,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,1.25,1.1625,1.25,0.75,0.75,1,0.79,0.95,1,0.94,0.88,0.329,0.5925,0.574656485946,12,1,0,0
