replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g566_dataset_row_id,g566_evaluation_uid,g566_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,actor_success,additive_success,static_flow_success,g556_success,actor_ratio,additive_ratio,static_flow_ratio,g556_ratio,delta_vs_additive,delta_vs_static_flow,delta_vs_g556,relative_improvement_vs_additive,relative_improvement_vs_static_flow,relative_improvement_vs_g556,success_gain_vs_additive,success_regression_vs_additive,success_gain_vs_static_flow,success_regression_vs_static_flow,success_gain_vs_g556,success_regression_vs_g556,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,actor_runtime_ms,additive_runtime_ms,static_flow_runtime_ms,g556_runtime_ms,actor_expanded_nodes,g556_expanded_nodes,actor_low_level_pibt_calls,g556_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
blind_three_tier,g566-chambers-48x32-a-v0,16,566001360,1000,budget1000_ltm3,BLIND,other,g566_valid_001338,e99173c54bcf237c9b9537e7101227ec02d8c10e41b4468da9cbae973b9decb9,6b1755ae965697ad4aed51e1de5d2f3d0720c9366fba2d6506f6315da5624d9c,g566_blind_three_tier_a1_s568_0f68738c6c84,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.0110619469,1.13495575221,1.07743362832,1.02654867257,-0.12389380531000005,-0.06637168141999994,-0.015486725669999979,0.10916179337278346,0.061601642714169506,0.015086206902619073,False,False,False,False,False,False,True,True,True,True,True,True,3.37958,2.589402,3.508331,3.360137,51,51,800,800,1.2487127780914307,1.164318323135376,1.2567205429077148,0.7392851710319519,0.7566331028938293,1.0362175703048706,0.6988012194633484,0.9805134534835815,1.0,0.6804266571998596,0.6431295275688171,0.34103474020957947,0.8917058706283569,1.0,10.811155319213867,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566001360,1000,budget1000_ltm3,BLIND,other,g566_valid_001338,e99173c54bcf237c9b9537e7101227ec02d8c10e41b4468da9cbae973b9decb9,dbf9978b0f08b46c9474316c621d47928a9dccd06d391b25fb7b1459bc7a525f,g566_blind_three_tier_a2_s568_1c8f8ad85a2e,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.0110619469,1.13495575221,1.07743362832,1.02654867257,-0.12389380531000005,-0.06637168141999994,-0.015486725669999979,0.10916179337278346,0.061601642714169506,0.015086206902619073,False,False,False,False,False,False,True,True,True,True,True,True,3.420808,2.589402,3.508331,3.360137,51,51,800,800,1.248862624168396,1.1641082763671875,1.256737232208252,0.7394292950630188,0.7563084959983826,1.0362613201141357,0.6988388895988464,0.9805227518081665,1.0,0.6806445121765137,0.6430442333221436,0.34072303771972656,0.892080545425415,1.0,10.811758995056152,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566001620,5000,budget5000_ltm6,BLIND,other,g566_valid_001594,da7c57c96421e9f4fd290550377d2c47d90b64f12eff2730f8b108b9929f06fd,e18ce308198cd2a3c8242de449a39155f831729f63f51f30cc8cfdf2287c89f2,g566_blind_three_tier_a1_s568_73c3eb51fcb2,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.05303030303,1.13131313131,1.07070707071,1.04545454545,-0.0782828282800001,-0.01767676768000004,0.007575757579999953,0.06919642856912019,0.01650943396523789,-0.007246376815683636,False,False,False,False,False,False,True,True,True,True,True,True,3.544364,2.654987,3.639403,3.516328,66,66,1040,1040,1.2487778663635254,1.1642448902130127,1.2563375234603882,0.7394808530807495,0.7565215229988098,1.0361634492874146,0.6987380385398865,0.9805023670196533,1.0,0.6804614067077637,0.643252968788147,0.34090423583984375,0.8911012411117554,1.0,10.810860633850098,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566001620,5000,budget5000_ltm6,BLIND,other,g566_valid_001594,da7c57c96421e9f4fd290550377d2c47d90b64f12eff2730f8b108b9929f06fd,4e829fcf9b94d09ea6b71ed93cc50e7c69fc2ec9de70b313154a0fafb1a1694c,g566_blind_three_tier_a2_s568_518f06b9258c,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.05303030303,1.13131313131,1.07070707071,1.04545454545,-0.0782828282800001,-0.01767676768000004,0.007575757579999953,0.06919642856912019,0.01650943396523789,-0.007246376815683636,False,False,False,False,False,False,True,True,True,True,True,True,3.492692,2.654987,3.639403,3.516328,66,66,1040,1040,1.2488560676574707,1.1640230417251587,1.2564575672149658,0.7396346926689148,0.7562220096588135,1.0362268686294556,0.6987343430519104,0.9805138111114502,1.0,0.680669367313385,0.6431723237037659,0.340608149766922,0.8913605213165283,1.0,10.811558723449707,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566001880,1000,budget1000_ltm3,BLIND,other,g566_valid_001850,974a59e4c0678bd58dc5149082841a51510b9d776a9f111225c4e288d577934f,17c3a9e5a852f6499f488dc1d697c44e082bb4f4cc010ac41679fdbc318e9f56,g566_blind_three_tier_a1_s568_5185beb52c16,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.0499001996,1.09580838323,1.07185628743,1.10978043912,-0.045908183630000154,-0.021956087830000026,-0.05988023951999999,0.041894353367402964,0.0204841713273375,0.053956834531596186,False,False,False,False,False,False,True,True,True,True,True,True,3.498619,2.524262,3.502365,3.507126,59,60,928,937,1.2491463422775269,1.1642946004867554,1.2555128335952759,0.739495038986206,0.7566131353378296,1.0357004404067993,0.6985780596733093,0.9804927706718445,1.0,0.6804795265197754,0.6431847810745239,0.34067752957344055,0.8912172317504883,1.0,10.811077117919922,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566001880,1000,budget1000_ltm3,BLIND,other,g566_valid_001850,974a59e4c0678bd58dc5149082841a51510b9d776a9f111225c4e288d577934f,621d0fc4fceab7c64676c1241b6e40f0455adcf51e69ac9f3e294623764c479a,g566_blind_three_tier_a2_s568_d4a65154cbaf,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.0499001996,1.09580838323,1.07185628743,1.10978043912,-0.045908183630000154,-0.021956087830000026,-0.05988023951999999,0.041894353367402964,0.0204841713273375,0.053956834531596186,False,False,False,False,False,False,True,True,True,True,True,True,3.58085,2.524262,3.502365,3.507126,59,60,928,937,1.2491215467453003,1.1640567779541016,1.2557191848754883,0.7396070957183838,0.7562310099601746,1.0358705520629883,0.69862300157547,0.9805009365081787,1.0,0.6807083487510681,0.6431000828742981,0.340491384267807,0.8914621472358704,1.0,10.81175708770752,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566002140,5000,budget5000_ltm6,BLIND,other,g566_valid_002106,3fc9219f1b19817956660c618a3267dddc14b4552a421034cd24e9a8095cd03d,27eafb76cc3860782807ad052219c2ccb1ce69a6e7f8b7a91d64288179793e1f,g566_blind_three_tier_a1_s568_fc942734aeb5,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.03141361257,1.18848167539,1.07591623037,1.06544502618,-0.15706806282000008,-0.04450261780000009,-0.03403141360999995,0.13215859030258773,0.04136253041251729,0.03194103193856439,False,False,False,False,False,False,True,True,True,True,True,True,3.50674,2.60199,3.615902,3.591809,53,53,832,832,1.2485809326171875,1.1644151210784912,1.2581186294555664,0.7390549182891846,0.7566989660263062,1.0365040302276611,0.6991094350814819,0.9805377721786499,1.0,0.6803025007247925,0.6430675387382507,0.3414066433906555,0.8930070400238037,1.0,10.811504364013672,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566002140,5000,budget5000_ltm6,BLIND,other,g566_valid_002106,3fc9219f1b19817956660c618a3267dddc14b4552a421034cd24e9a8095cd03d,5bec810e1fbddb5d87bad9f2ce65571ba1d8f971fe60a19686b4b410571c1c50,g566_blind_three_tier_a2_s568_eb203ec75cc2,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.03141361257,1.18848167539,1.07591623037,1.06544502618,-0.15706806282000008,-0.04450261780000009,-0.03403141360999995,0.13215859030258773,0.04136253041251729,0.03194103193856439,False,False,False,False,False,False,True,True,True,True,True,True,3.502882,2.60199,3.615902,3.591809,53,53,832,832,1.2486281394958496,1.1642485857009888,1.2582521438598633,0.7391254305839539,0.7563712000846863,1.036594271659851,0.6991380453109741,0.9805505275726318,1.0,0.6805568337440491,0.6429631114006042,0.3410995900630951,0.893388032913208,1.0,10.812207221984863,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566002400,1000,budget1000_ltm3,BLIND,other,g566_valid_002362,77951c074c5fbaf5c73275954adf9903f2a0a015f88fd3c8430decb74c22efc3,8f2fbb86e3a313322ecb0b8ae95d3cb804bc31b1be674819cf6ef84454a7be9e,g566_blind_three_tier_a1_s568_71176cdcfd45,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.03191489362,1.15319148936,1.1085106383,1.07021276596,-0.12127659573999994,-0.07659574468000008,-0.03829787234000004,0.10516605165661275,0.06909788867472348,0.03578528826989478,False,False,False,False,False,False,True,True,True,True,True,True,3.539651,2.701871,3.699374,3.549181,53,54,832,848,1.2491629123687744,1.1642850637435913,1.2551870346069336,0.7395280003547668,0.7565087080001831,1.0355966091156006,0.6984900832176208,0.9804851412773132,1.0,0.6804991960525513,0.6430906653404236,0.3405962884426117,0.8911060690879822,1.0,10.810976028442383,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566002400,1000,budget1000_ltm3,BLIND,other,g566_valid_002362,77951c074c5fbaf5c73275954adf9903f2a0a015f88fd3c8430decb74c22efc3,17b935d5cdc60abb6b0a75500e9377d780388fb0dd816042f29303fddb5a1230,g566_blind_three_tier_a2_s568_3e6945f04cc4,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.03191489362,1.15319148936,1.1085106383,1.07021276596,-0.12127659573999994,-0.07659574468000008,-0.03829787234000004,0.10516605165661275,0.06909788867472348,0.03578528826989478,False,False,False,False,False,False,True,True,True,True,True,True,3.515369,2.701871,3.699374,3.549181,53,54,832,848,1.249329686164856,1.1639963388442993,1.2548308372497559,0.7397668361663818,0.7561590671539307,1.0354852676391602,0.6984928250312805,0.9804804921150208,1.0,0.6807584762573242,0.6429738402366638,0.34024181962013245,0.8911280632019043,1.0,10.811714172363281,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566002660,5000,budget5000_ltm6,BLIND,other,g566_valid_002618,c8595394c4b9fec3a01d4b15000914daa6a377e4cbb5dd21bb9ca9923ef2a38f,e5d160e34cbac561d2da66cf367e0d3e0417da58c402561ad8740f1633262fba,g566_blind_three_tier_a1_s568_6ed0d00195d0,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.03018108652,1.11468812877,1.06639839034,1.02213279678,-0.08450704224999983,-0.03621730381999999,0.008048289740000047,0.07581227436525133,0.03396226414825403,-0.007874015749572246,False,False,False,False,False,False,True,True,True,True,True,True,3.465371,2.708582,3.568023,3.444809,48,48,752,752,1.2486684322357178,1.1643341779708862,1.2570329904556274,0.7393578886985779,0.7565445899963379,1.0362789630889893,0.6988565921783447,0.9805166721343994,1.0,0.6803863048553467,0.6431779861450195,0.3410917818546295,0.8918411731719971,1.0,10.81107234954834,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566002660,5000,budget5000_ltm6,BLIND,other,g566_valid_002618,c8595394c4b9fec3a01d4b15000914daa6a377e4cbb5dd21bb9ca9923ef2a38f,b19d73139e9e8935fcaf0aee6b391a17e8bb6ccf2cc5b8c2b2aa26f3f80b176f,g566_blind_three_tier_a2_s568_6bf6df679523,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.03018108652,1.11468812877,1.06639839034,1.02213279678,-0.08450704224999983,-0.03621730381999999,0.008048289740000047,0.07581227436525133,0.03396226414825403,-0.007874015749572246,False,False,False,False,False,False,True,True,True,True,True,True,3.536619,2.708582,3.568023,3.444809,48,48,752,752,1.2487502098083496,1.164136528968811,1.2572290897369385,0.7394423484802246,0.7562709450721741,1.0363855361938477,0.6988942623138428,0.9805300831794739,1.0,0.6806182861328125,0.643083930015564,0.34081169962882996,0.8922382593154907,1.0,10.811816215515137,False,False,False,False,False
blind_three_tier,g566-chambers-48x32-a-v0,16,566002920,1000,budget1000_ltm3,BLIND,other,g566_valid_002874,107420e40e06fd8e657ac4083447f942fb7a7c8085407ae48f56d04ee6510b3b,1763cc18d92d7cf2de19d3c253a34be0dce28679ea7d4ab64325129ce6602268,g566_blind_three_tier_a1_s568_b31918d1d8a9,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.02985074627,1.11194029851,1.04726368159,1.03980099502,-0.08208955224000003,-0.0174129353200001,-0.009950248750000057,0.07382550335661009,0.016627078381600175,0.009569377984494686,False,False,False,False,False,False,True,True,True,True,True,True,3.441252,2.562989,3.505308,3.467162,49,51,768,800,1.248792052268982,1.1643404960632324,1.256618857383728,0.7393210530281067,0.7565882802009583,1.0361716747283936,0.6987169981002808,0.9805086255073547,1.0,0.6804131865501404,0.6431180834770203,0.3410247564315796,0.8916248679161072,1.0,10.810829162597656,False,False,False,False,False
