plan_row_id,context_id,g568_method,agent_count,solver_internal_time_limit_sec,process_hard_timeout_sec,row_budget_audit_decision,row_budget_audit_failures
g568_ltm30_existingrow_00000265,g567_gate3b_development_00363,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000266,g567_gate3b_development_00367,ltm_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000267,g567_gate3b_development_00367,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000268,g567_gate3b_development_00365,ltm_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000269,g567_gate3b_development_00365,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000270,g567_gate3b_development_00234,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000271,g567_gate3b_development_00234,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000272,g567_gate3b_development_00228,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000273,g567_gate3b_development_00228,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000274,g567_gate3b_development_00231,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000275,g567_gate3b_development_00231,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000276,g567_gate3b_development_00236,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000277,g567_gate3b_development_00236,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000278,g567_gate3b_development_00238,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000279,g567_gate3b_development_00238,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000280,g567_gate3b_development_00230,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000281,g567_gate3b_development_00230,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000282,g567_gate3b_development_00232,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000283,g567_gate3b_development_00232,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000284,g567_gate3b_development_00235,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000285,g567_gate3b_development_00235,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000286,g567_gate3b_development_00237,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000287,g567_gate3b_development_00237,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000288,g567_gate3b_development_00229,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000289,g567_gate3b_development_00229,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000290,g567_gate3b_development_00233,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000291,g567_gate3b_development_00233,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000292,g567_gate3b_development_00254,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000293,g567_gate3b_development_00254,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000294,g567_gate3b_development_00244,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000295,g567_gate3b_development_00244,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000296,g567_gate3b_development_00249,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000297,g567_gate3b_development_00249,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000298,g567_gate3b_development_00252,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000299,g567_gate3b_development_00252,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000300,g567_gate3b_development_00251,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000301,g567_gate3b_development_00251,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000302,g567_gate3b_development_00239,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000303,g567_gate3b_development_00239,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000304,g567_gate3b_development_00246,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000305,g567_gate3b_development_00246,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000306,g567_gate3b_development_00240,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000307,g567_gate3b_development_00240,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000308,g567_gate3b_development_00253,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000309,g567_gate3b_development_00253,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000310,g567_gate3b_development_00243,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000311,g567_gate3b_development_00243,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000312,g567_gate3b_development_00247,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000313,g567_gate3b_development_00247,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000314,g567_gate3b_development_00245,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000315,g567_gate3b_development_00245,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000316,g567_gate3b_development_00250,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000317,g567_gate3b_development_00250,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000318,g567_gate3b_development_00241,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000319,g567_gate3b_development_00241,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000320,g567_gate3b_development_00242,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000321,g567_gate3b_development_00242,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000322,g567_gate3b_development_00248,ltm_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000323,g567_gate3b_development_00248,static_flow_30s,24,30.0,60.0,pass,
g568_ltm30_existingrow_00000324,g567_gate3b_development_00262,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000325,g567_gate3b_development_00262,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000326,g567_gate3b_development_00255,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000327,g567_gate3b_development_00255,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000328,g567_gate3b_development_00264,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000329,g567_gate3b_development_00264,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000330,g567_gate3b_development_00260,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000331,g567_gate3b_development_00260,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000332,g567_gate3b_development_00256,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000333,g567_gate3b_development_00256,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000334,g567_gate3b_development_00259,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000335,g567_gate3b_development_00259,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000336,g567_gate3b_development_00257,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000337,g567_gate3b_development_00257,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000338,g567_gate3b_development_00267,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000339,g567_gate3b_development_00267,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000340,g567_gate3b_development_00265,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000341,g567_gate3b_development_00265,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000342,g567_gate3b_development_00261,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000343,g567_gate3b_development_00261,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000344,g567_gate3b_development_00266,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000345,g567_gate3b_development_00266,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000346,g567_gate3b_development_00258,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000347,g567_gate3b_development_00258,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000348,g567_gate3b_development_00263,ltm_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000349,g567_gate3b_development_00263,static_flow_30s,32,30.0,60.0,pass,
g568_ltm30_existingrow_00000350,g567_gate3b_development_00277,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000351,g567_gate3b_development_00277,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000352,g567_gate3b_development_00269,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000353,g567_gate3b_development_00269,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000354,g567_gate3b_development_00272,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000355,g567_gate3b_development_00272,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000356,g567_gate3b_development_00279,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000357,g567_gate3b_development_00279,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000358,g567_gate3b_development_00273,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000359,g567_gate3b_development_00273,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000360,g567_gate3b_development_00276,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000361,g567_gate3b_development_00276,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000362,g567_gate3b_development_00275,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000363,g567_gate3b_development_00275,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000364,g567_gate3b_development_00270,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000365,g567_gate3b_development_00270,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000366,g567_gate3b_development_00274,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000367,g567_gate3b_development_00274,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000368,g567_gate3b_development_00268,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000369,g567_gate3b_development_00268,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000370,g567_gate3b_development_00278,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000371,g567_gate3b_development_00278,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000372,g567_gate3b_development_00271,ltm_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000373,g567_gate3b_development_00271,static_flow_30s,48,30.0,60.0,pass,
g568_ltm30_existingrow_00000374,g567_gate3b_development_00284,ltm_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000375,g567_gate3b_development_00284,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000376,g567_gate3b_development_00282,ltm_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000377,g567_gate3b_development_00282,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000378,g567_gate3b_development_00281,ltm_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000379,g567_gate3b_development_00281,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000380,g567_gate3b_development_00280,ltm_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000381,g567_gate3b_development_00280,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000382,g567_gate3b_development_00283,ltm_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000383,g567_gate3b_development_00283,static_flow_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000384,g567_gate3b_development_00449,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000385,g567_gate3b_development_00449,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000386,g567_gate3b_development_00451,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000387,g567_gate3b_development_00451,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000388,g567_gate3b_development_00452,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000389,g567_gate3b_development_00452,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000390,g567_gate3b_development_00450,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000391,g567_gate3b_development_00450,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000392,g567_gate3b_development_00455,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000393,g567_gate3b_development_00455,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000394,g567_gate3b_development_00453,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000395,g567_gate3b_development_00453,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000396,g567_gate3b_development_00454,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000397,g567_gate3b_development_00454,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000398,g567_gate3b_development_00468,ltm_30s,1000,30.0,60.0,pass,
g568_ltm30_existingrow_00000399,g567_gate3b_development_00468,static_flow_30s,1000,30.0,60.0,pass,
g568_ltm30_existingrow_00000400,g567_gate3b_development_00467,ltm_30s,1000,30.0,60.0,pass,
g568_ltm30_existingrow_00000401,g567_gate3b_development_00467,static_flow_30s,1000,30.0,60.0,pass,
g568_ltm30_existingrow_00000402,g567_gate3b_development_00466,ltm_30s,1000,30.0,60.0,pass,
g568_ltm30_existingrow_00000403,g567_gate3b_development_00466,static_flow_30s,1000,30.0,60.0,pass,
g568_ltm30_existingrow_00000404,g567_gate3b_development_00472,ltm_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000405,g567_gate3b_development_00472,static_flow_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000406,g567_gate3b_development_00469,ltm_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000407,g567_gate3b_development_00469,static_flow_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000408,g567_gate3b_development_00473,ltm_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000409,g567_gate3b_development_00473,static_flow_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000410,g567_gate3b_development_00470,ltm_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000411,g567_gate3b_development_00470,static_flow_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000412,g567_gate3b_development_00471,ltm_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000413,g567_gate3b_development_00471,static_flow_30s,1500,30.0,60.0,pass,
g568_ltm30_existingrow_00000414,g567_gate3b_calibration_00499,ltm_30s,12,30.0,60.0,pass,
g568_ltm30_existingrow_00000415,g567_gate3b_calibration_00499,static_flow_30s,12,30.0,60.0,pass,
g568_ltm30_existingrow_00000416,g567_gate3b_calibration_00082,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000417,g567_gate3b_calibration_00082,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000418,g567_gate3b_calibration_00081,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000419,g567_gate3b_calibration_00081,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000420,g567_gate3b_calibration_00078,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000421,g567_gate3b_calibration_00078,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000422,g567_gate3b_calibration_00272,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000423,g567_gate3b_calibration_00272,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000424,g567_gate3b_calibration_00274,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000425,g567_gate3b_calibration_00274,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000426,g567_gate3b_calibration_00273,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000427,g567_gate3b_calibration_00273,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000428,g567_gate3b_calibration_00079,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000429,g567_gate3b_calibration_00079,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000430,g567_gate3b_calibration_00080,ltm_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000431,g567_gate3b_calibration_00080,static_flow_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000432,g567_gate3b_calibration_00275,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000433,g567_gate3b_calibration_00275,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000434,g567_gate3b_calibration_00279,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000435,g567_gate3b_calibration_00279,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000436,g567_gate3b_calibration_00276,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000437,g567_gate3b_calibration_00276,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000438,g567_gate3b_calibration_00278,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000439,g567_gate3b_calibration_00278,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000440,g567_gate3b_calibration_00277,ltm_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000441,g567_gate3b_calibration_00277,static_flow_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000442,g567_gate3b_calibration_00088,ltm_30s,192,30.0,60.0,pass,
g568_ltm30_existingrow_00000443,g567_gate3b_calibration_00088,static_flow_30s,192,30.0,60.0,pass,
g568_ltm30_existingrow_00000444,g567_gate3b_calibration_00086,ltm_30s,192,30.0,60.0,pass,
g568_ltm30_existingrow_00000445,g567_gate3b_calibration_00086,static_flow_30s,192,30.0,60.0,pass,
g568_ltm30_existingrow_00000446,g567_gate3b_calibration_00087,ltm_30s,192,30.0,60.0,pass,
g568_ltm30_existingrow_00000447,g567_gate3b_calibration_00087,static_flow_30s,192,30.0,60.0,pass,
g568_ltm30_existingrow_00000448,g567_gate3b_calibration_00289,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000449,g567_gate3b_calibration_00289,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000450,g567_gate3b_calibration_00290,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000451,g567_gate3b_calibration_00290,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000452,g567_gate3b_calibration_00286,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000453,g567_gate3b_calibration_00286,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000454,g567_gate3b_calibration_00287,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000455,g567_gate3b_calibration_00287,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000456,g567_gate3b_calibration_00288,ltm_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000457,g567_gate3b_calibration_00288,static_flow_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000458,g567_gate3b_calibration_00291,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000459,g567_gate3b_calibration_00291,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000460,g567_gate3b_calibration_00092,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000461,g567_gate3b_calibration_00092,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000462,g567_gate3b_calibration_00095,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000463,g567_gate3b_calibration_00095,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000464,g567_gate3b_calibration_00293,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000465,g567_gate3b_calibration_00293,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000466,g567_gate3b_calibration_00093,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000467,g567_gate3b_calibration_00093,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000468,g567_gate3b_calibration_00294,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000469,g567_gate3b_calibration_00294,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000470,g567_gate3b_calibration_00096,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000471,g567_gate3b_calibration_00096,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000472,g567_gate3b_calibration_00094,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000473,g567_gate3b_calibration_00094,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000474,g567_gate3b_calibration_00292,ltm_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000475,g567_gate3b_calibration_00292,static_flow_30s,768,30.0,60.0,pass,
g568_ltm30_existingrow_00000476,g567_gate3b_calibration_00175,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000477,g567_gate3b_calibration_00174,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000478,g567_gate3b_calibration_00176,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000479,g567_gate3b_calibration_00172,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000480,g567_gate3b_calibration_00173,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000481,g567_gate3b_calibration_00208,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000482,g567_gate3b_calibration_00213,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000483,g567_gate3b_calibration_00210,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000484,g567_gate3b_calibration_00209,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000485,g567_gate3b_calibration_00211,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000486,g567_gate3b_calibration_00212,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000487,g567_gate3b_calibration_00214,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000488,g567_gate3b_calibration_00205,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000489,g567_gate3b_calibration_00206,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000490,g567_gate3b_calibration_00207,gate3b_actor_30s,64,30.0,60.0,pass,
g568_ltm30_existingrow_00000491,g567_gate3b_calibration_00224,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000492,g567_gate3b_calibration_00231,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000493,g567_gate3b_calibration_00229,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000494,g567_gate3b_calibration_00230,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000495,g567_gate3b_calibration_00228,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000496,g567_gate3b_calibration_00232,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000497,g567_gate3b_calibration_00222,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000498,g567_gate3b_calibration_00226,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000499,g567_gate3b_calibration_00221,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000500,g567_gate3b_calibration_00236,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000501,g567_gate3b_calibration_00235,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000502,g567_gate3b_calibration_00223,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000503,g567_gate3b_calibration_00233,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000504,g567_gate3b_calibration_00227,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000505,g567_gate3b_calibration_00225,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000506,g567_gate3b_calibration_00234,gate3b_actor_30s,256,30.0,60.0,pass,
g568_ltm30_existingrow_00000507,g567_gate3b_calibration_00238,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000508,g567_gate3b_calibration_00239,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000509,g567_gate3b_calibration_00237,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000510,g567_gate3b_calibration_00240,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000511,g567_gate3b_calibration_00243,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000512,g567_gate3b_calibration_00241,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000513,g567_gate3b_calibration_00244,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000514,g567_gate3b_calibration_00242,gate3b_actor_30s,384,30.0,60.0,pass,
g568_ltm30_existingrow_00000515,g567_gate3b_calibration_00246,gate3b_actor_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000516,g567_gate3b_calibration_00245,gate3b_actor_30s,512,30.0,60.0,pass,
g568_ltm30_existingrow_00000517,g567_gate3b_development_00371,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000518,g567_gate3b_development_00370,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000519,g567_gate3b_development_00368,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000520,g567_gate3b_development_00369,gate3b_actor_30s,16,30.0,60.0,pass,
g568_ltm30_existingrow_00000521,g567_gate3b_development_00394,gate3b_actor_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000522,g567_gate3b_development_00398,gate3b_actor_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000523,g567_gate3b_development_00399,gate3b_actor_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000524,g567_gate3b_development_00393,gate3b_actor_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000525,g567_gate3b_development_00389,gate3b_actor_30s,80,30.0,60.0,pass,
g568_ltm30_existingrow_00000526,g567_gate3b_development_00395,gate3b_actor_30s,80,30.0,60.0,pass,
