plan_row_id,context_key,map,map_family,agents,seed,budget_ms,risk_stage,ltm_max_iterations,role,candidate_id,method,context_source,blind_replay,execution_mode,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g539_blind_plan_0000000,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000001,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000002,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000003,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,frozen_family_static_goal_aware,repair5g59_wait_aggressive,repair5g59_wait_aggressive,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000004,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,g538_best_residual_candidate,repair5g538_random_bridge_c_light,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000005,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,g539_best_safe_parameter_candidate,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000006,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,g539_frozen_parameter_policy,repair5g59_static_flow_shield,repair5g59_static_flow_shield,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000007,random-32-32-20|100|566|500,random-32-32-20,random,100,566,500,run_level_schedule,2,ultra_safe_static_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000008,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000009,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000010,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000011,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,frozen_family_static_goal_aware,repair5g59_wait_aggressive,repair5g59_wait_aggressive,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000012,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,g538_best_residual_candidate,repair5g538_random_bridge_c_light,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000013,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,g539_best_safe_parameter_candidate,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000014,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,g539_frozen_parameter_policy,repair5g59_static_flow_shield,repair5g59_static_flow_shield,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000015,random-32-32-20|100|566|2000,random-32-32-20,random,100,566,2000,run_level_schedule,2,ultra_safe_static_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
g539_blind_plan_0000016,maze-32-32-4|50|566|2000,maze-32-32-4,maze,50,566,2000,run_level_schedule,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,fresh_blind_seed_566_645,True,real_solver_execution_required,False,False,False,False,False
