agents,candidate_id,context_id,iteration,map,normalized_context_key,observed_ids_only,seed,short_budget_ms,traffic_before_hash_full
100,repair5g59_static_flow_shield,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,250,14650fb0739d0383
100,repair5g59_static_flow_shield,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,500,14650fb0739d0383
100,repair5g59_static_flow_shield,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,1000,14650fb0739d0383
100,repair5g59_static_flow_shield,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,2000,14650fb0739d0383
100,repair5g59_additive_fallback,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,250,14650fb0739d0383
100,repair5g59_additive_fallback,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,500,14650fb0739d0383
100,repair5g59_additive_fallback,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,1000,14650fb0739d0383
100,repair5g59_additive_fallback,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,2000,14650fb0739d0383
100,repair5g59_c_only_f_disabled,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,250,14650fb0739d0383
100,repair5g59_c_only_f_disabled,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,500,14650fb0739d0383
100,repair5g59_c_only_f_disabled,maze-32-32-4|a100|s146|it0|repair5g56_budget_250ms_static_context,0,maze-32-32-4,maze-32-32-4|a100|s146|it0|14650fb0739d0383,True,146,1000,14650fb0739d0383
