candidate_id,context_key,context_horizon_key,map_family,agents,seed,horizon_id,mismatched_fields,forbidden_under_label_v2,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g551_theta_551000317,random-32-32-20|50|3002|2000|0|14650fb0739d0383,random-32-32-20|50|3002|2000|generated_theta_targeted_short2000_t100_i2,random,50,3002,generated_theta_targeted_short2000_t100_i2,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3004|5000|0|14650fb0739d0383,random-32-32-20|50|3004|2000|generated_theta_targeted_short5000_t100_i4,random,50,3004,generated_theta_targeted_short5000_t100_i4,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3002|5000|0|14650fb0739d0383,random-32-32-20|50|3002|2000|generated_theta_targeted_short5000_t100_i4,random,50,3002,generated_theta_targeted_short5000_t100_i4,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3004|2000|0|14650fb0739d0383,random-32-32-20|50|3004|2000|generated_theta_targeted_short2000_t050_i2,random,50,3004,generated_theta_targeted_short2000_t050_i2,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3000|2000|0|14650fb0739d0383,random-32-32-20|50|3000|2000|generated_theta_targeted_short2000_t100_i2,random,50,3000,generated_theta_targeted_short2000_t100_i2,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,random,50,3000,generated_theta_targeted_short5000_t100_i4,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3004|2000|0|14650fb0739d0383,random-32-32-20|50|3004|2000|generated_theta_targeted_short2000_t100_i2,random,50,3004,generated_theta_targeted_short2000_t100_i2,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3002|2000|0|14650fb0739d0383,random-32-32-20|50|3002|2000|generated_theta_targeted_short2000_t050_i2,random,50,3002,generated_theta_targeted_short2000_t050_i2,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3001|5000|0|14650fb0739d0383,random-32-32-20|50|3001|2000|generated_theta_targeted_short5000_t050_i2,random,50,3001,generated_theta_targeted_short5000_t050_i2,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
repair5g551_theta_551000317,random-32-32-20|50|3003|2000|0|14650fb0739d0383,random-32-32-20|50|3003|2000|generated_theta_targeted_short2000_t050_i2,random,50,3003,generated_theta_targeted_short2000_t050_i2,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,False,False,False,False,False
