aaai_ready,actor_split_grouped_by_physical_map,actor_train_examples,actor_train_physical_maps,actor_train_splits,actor_train_validation_physical_map_overlap,actor_validation_examples,actor_validation_physical_maps,actor_validation_splits,attention_heads,best_epoch,cuda_bf16_training,diagnostic_only,early_stop_patience,epochs_requested,epochs_run,field_group_trust,final_train_loss,gpu_active_hour_cap_respected,gpu_active_hour_target_met,gpu_active_hours,graph_global_layers,graph_local_layers,hidden_dim,hourly_checkpoint_interval_sec,last_hourly_checkpoint_path,latent_tokens,learned_runtime_policy_validated,max_gpu_active_hours,min_epochs,min_gpu_active_hours,model_path,no_performance_claim,od_perceiver,phase5p5_allowed,phase6_allowed,resume_checkpoint_path,resume_enabled,runtime_claim_allowed,safe_subspace,scalar_only_control,seed,source_commit,token_budget,token_budget_batching,train_examples,training_context_count,training_dataset_sha256,training_split_source,uses_cross_attention,validation_examples,validation_labelv54_normalized_l1,validation_noop_deviation,variant_id,variant_name,curve_granularity
False,True,2000,32,{'LABEL_TRAIN': 2000},0,500,12,{'CALIBRATION': 500},8,275,True,False,100000,100000,277,True,0.019047873384702933,True,True,2.000003133246727,0,2,256,3600.0,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed567.resume.pt,96,False,2.0,2,1.0,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed567.pt,True,True,False,False,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed567.resume.pt,True,False,True,False,567,6025ce7cd3fc33f7f65a9709eb89fae3b800f33a,12000,True,2000,2501,8b5fee360df8a23d927e12289b54e3e5d527f111cf233f5724fa114287c6fbfd,LABEL_TRAIN_with_CALIBRATION_validation,True,500,0.016112717269215864,0.00378442545235157,A5,hierarchical_od_perceiver_actor,summary_only_no_per_epoch_curve_stored
False,True,2000,32,{'LABEL_TRAIN': 2000},0,500,12,{'CALIBRATION': 500},8,145,True,False,100000,100000,269,True,0.021524109256952702,True,True,2.0000026253114145,0,2,256,3600.0,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.resume.pt,96,False,2.0,2,1.0,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.pt,True,True,False,False,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/models/gcst/phase5p5_repair5g567_a5_hierarchical_od_perceiver_actor_seed568.resume.pt,True,False,True,False,568,6025ce7cd3fc33f7f65a9709eb89fae3b800f33a,12000,True,2000,2501,8b5fee360df8a23d927e12289b54e3e5d527f111cf233f5724fa114287c6fbfd,LABEL_TRAIN_with_CALIBRATION_validation,True,500,0.016215403869264264,0.00266966486396268,A5,hierarchical_od_perceiver_actor,summary_only_no_per_epoch_curve_stored
