agents,map,scen,seed,selector_better_than_static,selector_delta_ratio_vs_ltm,selector_minus_static,selector_selected_source_method,selector_worse_than_static,static_delta_ratio_vs_ltm
100,random-32-32-20,random-32-32-20-random-151.scen,151,True,-0.08277189605000013,-0.01636188643000014,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.06641000961999999
100,random-32-32-20,random-32-32-20-random-152.scen,152,False,-0.048908296940000096,0.003056768560000034,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,-0.05196506550000013
100,random-32-32-20,random-32-32-20-random-153.scen,153,True,-0.09863013699,-0.014611872149999927,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.08401826484000008
100,random-32-32-20,random-32-32-20-random-154.scen,154,False,-0.07441860464999994,0.006511627910000151,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,-0.08093023256000009
100,random-32-32-20,random-32-32-20-random-155.scen,155,True,-0.0523441055999998,-0.002730996809999997,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.049613108789999805
100,random-32-32-20,random-32-32-20-random-156.scen,156,False,-0.018709073899999984,0.03835360150000011,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,-0.057062675400000096
100,random-32-32-20,random-32-32-20-random-157.scen,157,False,-0.09154621112000005,0.016206745509999898,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,-0.10775295662999995
100,random-32-32-20,random-32-32-20-random-158.scen,158,True,-0.08151502676,-0.008645533140000161,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.07286949361999984
100,random-32-32-20,random-32-32-20-random-159.scen,159,True,-0.03777061262999992,-0.018885306310000072,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.01888530631999985
100,random-32-32-20,random-32-32-20-random-160.scen,160,True,-0.002603036870000075,-0.03383947939000009,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,0.03123644252000002
100,random-32-32-20,random-32-32-20-random-161.scen,161,True,-0.10931558934999996,-0.0275665399199998,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.08174904943000016
100,random-32-32-20,random-32-32-20-random-162.scen,162,True,-0.05490704712999994,-0.029831387809999832,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.02507565932000011
100,random-32-32-20,random-32-32-20-random-163.scen,163,True,-0.09845288326000001,-0.023909985930000044,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.07454289732999997
100,random-32-32-20,random-32-32-20-random-164.scen,164,False,-0.07390917186000001,0.020926090829999966,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,-0.09483526268999998
100,random-32-32-20,random-32-32-20-random-165.scen,165,True,-0.08589251440000001,-0.013435700579999876,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,False,-0.07245681382000013
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-126.scen,126,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-127.scen,127,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-128.scen,128,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-129.scen,129,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-130.scen,130,True,0.0,-0.033269177899999836,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.033269177899999836
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-131.scen,131,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-132.scen,132,True,0.0,-0.053097345140000085,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.053097345140000085
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-133.scen,133,True,0.0,-0.016655100629999975,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.016655100629999975
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-134.scen,134,True,0.0,-0.00303030303000007,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.00303030303000007
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-135.scen,135,True,0.0,-0.0010027575799997912,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0010027575799997912
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-136.scen,136,True,0.0,-0.020833333339999927,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.020833333339999927
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-137.scen,137,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-138.scen,138,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-139.scen,139,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-140.scen,140,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-141.scen,141,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-142.scen,142,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-143.scen,143,True,0.0,-0.009605345580000035,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.009605345580000035
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-144.scen,144,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-145.scen,145,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-146.scen,146,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-147.scen,147,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-148.scen,148,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-149.scen,149,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-150.scen,150,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-151.scen,151,True,0.0,-0.01947308133000014,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.01947308133000014
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-152.scen,152,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-153.scen,153,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-154.scen,154,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-155.scen,155,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-156.scen,156,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-157.scen,157,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-158.scen,158,True,0.0,-0.04019709542999994,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.04019709542999994
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-159.scen,159,True,0.0,-0.0016532829500000013,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0016532829500000013
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-160.scen,160,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-161.scen,161,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-162.scen,162,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-163.scen,163,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-164.scen,164,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
50,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-165.scen,165,False,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-126.scen,126,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-127.scen,127,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-128.scen,128,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-129.scen,129,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-130.scen,130,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-131.scen,131,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-132.scen,132,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-133.scen,133,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-134.scen,134,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-135.scen,135,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-136.scen,136,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-137.scen,137,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-138.scen,138,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-139.scen,139,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-140.scen,140,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-141.scen,141,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-142.scen,142,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-143.scen,143,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-144.scen,144,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-145.scen,145,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-146.scen,146,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-147.scen,147,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-148.scen,148,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-149.scen,149,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-150.scen,150,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-151.scen,151,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-152.scen,152,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-153.scen,153,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-154.scen,154,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-155.scen,155,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-156.scen,156,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-157.scen,157,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-158.scen,158,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-159.scen,159,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-160.scen,160,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-161.scen,161,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-162.scen,162,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-163.scen,163,False,0.0,0.0,repair5g_dual_c_equiv_additive,False,0.0
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-164.scen,164,False,0.0,,repair5g_dual_c_equiv_additive,False,nan
100,warehouse-10-20-10-2-1,warehouse-10-20-10-2-1-random-165.scen,165,False,nan,,repair5g_dual_c_equiv_additive,False,nan
