split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,100,49,0.40816326530612246,0.8775510204081632,0.59,27,0.7777777777777778,0.32
validation,empty-48-48,100,100,57,0.3157894736842105,0.8596491228070176,0.62,28,0.6785714285714286,0.59
validation,empty-48-48,200,100,47,0.1276595744680851,0.7659574468085106,0.61,14,0.42857142857142855,0.68
validation,empty-48-48,400,100,59,0.3389830508474576,0.7796610169491526,0.64,17,0.7058823529411765,0.57
validation,maze-32-32-4,50,100,76,0.10526315789473684,0.4868421052631579,0.61,48,0.4375,0.29
validation,maze-32-32-4,100,100,70,0.07142857142857142,0.5285714285714286,0.43,54,0.2222222222222222,0.47
validation,maze-32-32-4,200,100,82,0.012195121951219513,0.6097560975609756,0.21,79,0.012658227848101266,0.97
validation,maze-32-32-4,400,62,43,0.0,0.6976744186046512,0.3225806451612903,43,0.0,0.5967741935483871
