candidate_index,candidate_id,method,search_stage,stage_code,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,goal_projection_mode,delta_alpha_cong_committed,delta_alpha_cong_blocked,delta_alpha_flow_progress,delta_alpha_wait,delta_rho_cong,delta_rho_flow,delta_beta,delta_max_flow_shield,min_edge_cost,max_edge_cost,hypothesis,expected_strata,method_parser_family,existing_project_owned_alias,adapter_change_required,reserved_id_used,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,source_candidate_id,source_region_id,map_family,map,agents,budget_ms,iteration_bucket,refinement_kind
110,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,Stage 2 local safe-winner refinement,s2,1.1,1.4,1.0,0.35,0.95,0.98,0.6,0.75,False,flow_shield,-0.15,0.15,0,-0.4,0,-0.02,0.25,0,1.0,11.0,blocked-light random refinement,priority failure strata from G5.38 blind replay,repair5g518_grid,True,False,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,supported_region_center_retest
1,repair5g541_refine_001,repair5g518_grid_c1p00_b1p3_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.35,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
2,repair5g541_refine_002,repair5g518_grid_c1p2_b1p5_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.35,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
3,repair5g541_refine_003,repair5g518_grid_c1p1_b1p4_f1p00_w0p25_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.1,1.4,1,0.25,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
4,repair5g541_refine_004,repair5g518_grid_c1p00_b1p3_f1p00_w0p25_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.25,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
5,repair5g541_refine_005,repair5g518_grid_c1p2_b1p5_f1p00_w0p25_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.25,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
6,repair5g541_refine_006,repair5g518_grid_c1p1_b1p4_f1p00_w0p45_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.1,1.4,1,0.45,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
7,repair5g541_refine_007,repair5g518_grid_c1p00_b1p3_f1p00_w0p45_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.45,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
8,repair5g541_refine_008,repair5g518_grid_c1p2_b1p5_f1p00_w0p45_dc0p95_df0p98_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.45,0.95,0.98,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
9,repair5g541_refine_009,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.1,1.4,1,0.35,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
10,repair5g541_refine_010,repair5g518_grid_c1p00_b1p3_f1p00_w0p35_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.35,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
11,repair5g541_refine_011,repair5g518_grid_c1p2_b1p5_f1p00_w0p35_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.35,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
12,repair5g541_refine_012,repair5g518_grid_c1p1_b1p4_f1p00_w0p25_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.1,1.4,1,0.25,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
13,repair5g541_refine_013,repair5g518_grid_c1p00_b1p3_f1p00_w0p25_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.25,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
14,repair5g541_refine_014,repair5g518_grid_c1p2_b1p5_f1p00_w0p25_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.25,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
15,repair5g541_refine_015,repair5g518_grid_c1p1_b1p4_f1p00_w0p45_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.1,1.4,1,0.45,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
16,repair5g541_refine_016,repair5g518_grid_c1p00_b1p3_f1p00_w0p45_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.45,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
17,repair5g541_refine_017,repair5g518_grid_c1p2_b1p5_f1p00_w0p45_dc0p95_df0p96_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.45,0.95,0.96,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
18,repair5g541_refine_018,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df1p00_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.1,1.4,1,0.35,0.95,1,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
19,repair5g541_refine_019,repair5g518_grid_c1p00_b1p3_f1p00_w0p35_dc0p95_df1p00_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.35,0.95,1,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
20,repair5g541_refine_020,repair5g518_grid_c1p2_b1p5_f1p00_w0p35_dc0p95_df1p00_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.35,0.95,1,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
21,repair5g541_refine_021,repair5g518_grid_c1p1_b1p4_f1p00_w0p25_dc0p95_df1p00_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.1,1.4,1,0.25,0.95,1,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
22,repair5g541_refine_022,repair5g518_grid_c1p00_b1p3_f1p00_w0p25_dc0p95_df1p00_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1,1.3,1,0.25,0.95,1,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
23,repair5g541_refine_023,repair5g518_grid_c1p2_b1p5_f1p00_w0p25_dc0p95_df1p00_beta0p6_max0p75_c0,G5.41 stratum local refinement,g541_refine,1.2,1.5,1,0.25,0.95,1,0.6,0.75,False,flow_shield,,,,,,,,,,,,,,,,False,False,False,False,False,False,repair5g539_s2_110,repair5g539_s2_110|random|100|2000|final,random,random-32-32-20,100,2000,final,stratum_local_parameter_perturbation
