plan_row_id,split,context_id,map,map_family,agents,seed,nominal_budget_ms,budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,scenario_hash,fresh_seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,role,candidate_id,materialized_method,sampling_policy,global_fixed_candidate,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,theta_cluster,candidate_family,fulltheta_registry_row_id,counts_as_g553_stage0_smoke
g553_stage0_00000000,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,False,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,,,,
g553_stage0_00000001,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,baseline,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,,,,
g553_stage0_00000002,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,baseline,False,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.6,0.75,1,11,1,0,0,,,,
g553_stage0_00000003,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000001,repair5g553_theta_553000001,repair5g553_theta_553000001,hand_static_reference,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,hand_static_reference,hand_static_reference,g553_registry_000001,True
g553_stage0_00000004,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000002,repair5g553_theta_553000002,repair5g553_theta_553000002,tiny_local_perturbation_2pct,True,1.27741463491,1.27303241053,1.27696528697,0.769965076215,0.761750824251,1.01057143307,0.010501041751,0.935131820132,0.992917082917,0.987941967942,0,0.357683727684,0.762273799774,1,11.1207986008,1,0,0,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,g553_registry_000002,True
g553_stage0_00000005,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000003,repair5g553_theta_553000003,repair5g553_theta_553000003,small_local_perturbation_5pct,True,1.27829321579,1.23022707398,1.16688677314,0.809791700417,0.723374073374,1.02499431874,0.0197950979201,0.966947969448,0.984037846538,0.961651074151,0.0587966650467,0.311265641266,0.732994951745,0.987492199992,11.2642498267,1,0,0,small_local_perturbation_5pct,small_local_perturbation_5pct,g553_registry_000003,True
g553_stage0_00000006,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000004,repair5g553_theta_553000004,repair5g553_theta_553000004,medium_local_perturbation_10pct,True,1.17552886303,1.2021522959,1.08981052731,0.646871803122,0.660538729289,1.10237138987,0.103481634732,1,1,0.943658368658,0.0677468927469,0.307171357171,0.675337144087,1,11.3292132792,1,0,0,medium_local_perturbation_10pct,medium_local_perturbation_10pct,g553_registry_000004,True
g553_stage0_00000007,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000005,repair5g553_theta_553000005,repair5g553_theta_553000005,coordinate_sweep_each_field,True,1.25,1.25,1.25,0.75,0,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,coordinate_sweep_each_field,coordinate_sweep_each_field,g553_registry_000005,True
g553_stage0_00000008,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000006,repair5g553_theta_553000006,repair5g553_theta_553000006,lambda_flow_lambda_cong_grid,True,1.25,1.25,1.25,0.75,0.75,1,1.05642105642,0.95,1,1.26431376431,0.878487878488,0.35,0.75,1,11,1,0,0,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,g553_registry_000006,True
g553_stage0_00000009,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000007,repair5g553_theta_553000007,repair5g553_theta_553000007,flow_shield_beta_cap_grid,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.291153891154,1.4359011859,1,11,1,0,0,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,g553_registry_000007,True
g553_stage0_00000010,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000008,repair5g553_theta_553000008,repair5g553_theta_553000008,alpha_flow_wait_progress_grid,True,1.25,1.25,1.25,0.75,0.75,1,0.0610225610226,0.95,1,1,0.857016857017,0.35,0.75,1,11,1,0,0,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,g553_registry_000008,True
g553_stage0_00000011,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000009,repair5g553_theta_553000009,repair5g553_theta_553000009,alpha_cong_commit_nonprogress_grid,True,0.57351957352,1.29762954763,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,g553_registry_000009,True
g553_stage0_00000012,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000010,repair5g553_theta_553000010,repair5g553_theta_553000010,edge_cost_clamp_grid,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.896691146691,9.83108583109,1,0,0,edge_cost_clamp_grid,edge_cost_clamp_grid,g553_registry_000010,True
g553_stage0_00000013,stage0_smoke,stage0|maze|a100|s486|b2000|smoke25,maze-32-32-4,maze,100,486,2000,2000,stage0_short25_t050_i2,25,0.5,2,268631770131076,480_499,False,False,False,False,False,generated_theta::repair5g553_theta_553000011,repair5g553_theta_553000011,repair5g553_theta_553000011,rho_decay_grid,True,1.25,1.25,1.25,0.75,0.75,1,0,0.909226909227,0.919276219276,1,0,0.35,0.75,1,11,1,0,0,rho_decay_grid,rho_decay_grid,g553_registry_000011,True
