split,run_id,checkpoint_id,map_name,agents,seed,iteration,target_rule_original,target_rule_executable,predicted_rule,top1_correct,top3_correct,raw_original_top1_correct,target_family,predicted_family,family_top1_correct,harmful_update,harmful_update_probability,harmful_prediction,selected_rule_harmful,predicted_rule_delta_ratio_vs_additive,target_delta_ratio_vs_additive,neutral,top3_rules,predicted_score
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter2,empty-16-16,200,1,2,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.6712590456008911,1,0,0.0,0.459832429768,0,"[""additive_ltm""]",0.0767207145690918
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter3,empty-16-16,200,1,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.6418291926383972,1,0,0.0,0.0,1,"[""additive_ltm""]",0.04313302040100098
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter0,empty-16-16,50,2,0,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5661452412605286,1,0,0.0,0.0,1,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.4189044237136841
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter1,empty-16-16,50,2,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.48619773983955383,1,0,0.0,0.174369747899,0,"[""additive_ltm""]",-0.0978100597858429
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter2,empty-16-16,50,2,2,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.27375051379203796,1,0,0.0,0.0357142857143,0,"[""additive_ltm""]",0.03759932518005371
train,empty-16-16__a50__i2__phase4_phase4-full-repair1,empty-16-16__a50__i2__phase4_phase4-full-repair1__iter3,empty-16-16,50,2,3,block_light,block_light,wait_light,0,1,0,block,wait,0,1,0.3636971712112427,1,0,-0.0105042016807,0.0126050420168,0,"[""wait_light"", ""block_light"", ""additive_ltm""]",0.29103684425354004
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter0,empty-16-16,100,2,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.6920533180236816,1,0,0.0,0.157345971564,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.598271369934082
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter1,empty-16-16,100,2,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6808012127876282,1,0,0.0,0.0142180094787,0,"[""additive_ltm""]",0.37679997086524963
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter2,empty-16-16,100,2,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.44239166378974915,1,0,0.0,0.042654028436,0,"[""additive_ltm""]",0.18679803609848022
train,empty-16-16__a100__i2__phase4_phase4-full-repair1,empty-16-16__a100__i2__phase4_phase4-full-repair1__iter3,empty-16-16,100,2,3,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5000300407409668,1,0,0.0,0.0341232227488,0,"[""additive_ltm""]",0.022639930248260498
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter0,empty-16-16,200,2,0,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.7039121985435486,1,0,0.0,0.334134615385,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.011714816093444824
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter1,empty-16-16,200,2,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.6649078726768494,1,0,0.0,0.0,1,"[""additive_ltm""]",0.576434850692749
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter2,empty-16-16,200,2,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,0,0.6786249279975891,1,0,0.0,0.258173076923,0,"[""additive_ltm""]",0.4197482168674469
train,empty-16-16__a200__i2__phase4_phase4-full-repair1,empty-16-16__a200__i2__phase4_phase4-full-repair1__iter3,empty-16-16,200,2,3,wait_heavy,wait_heavy,additive_ltm,0,0,0,wait,additive,0,1,0.603201687335968,1,0,0.0,0.120673076923,0,"[""additive_ltm""]",0.3497934937477112
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter0,empty-16-16,50,3,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.678106963634491,1,0,0.0,0.0685714285714,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.2927418649196625
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter1,empty-16-16,50,3,1,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,0,0.2794613540172577,1,0,0.0,0.0742857142857,0,"[""additive_ltm""]",-0.07144409418106079
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter2,empty-16-16,50,3,2,block_light,block_light,decay_090,0,0,0,block,decay,0,0,0.3442695438861847,1,0,0.04,0.0590476190476,0,"[""decay_090"", ""decay_095"", ""additive_ltm""]",-0.17731884121894836
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter3,empty-16-16,50,3,3,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.16973872482776642,1,0,0.0,0.032380952381,0,"[""additive_ltm""]",-0.20427992939949036
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter0,empty-16-16,100,3,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6104315519332886,1,0,0.0,0.213426853707,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.30984216928482056
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter1,empty-16-16,100,3,1,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.6111457943916321,1,0,0.0,0.0921843687375,0,"[""additive_ltm""]",0.20218849182128906
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter2,empty-16-16,100,3,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.4506381154060364,1,0,0.0,0.065130260521,0,"[""additive_ltm""]",0.43529725074768066
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter3,empty-16-16,100,3,3,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.43737250566482544,1,0,0.0,0.0180360721443,0,"[""additive_ltm""]",0.02135118842124939
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter0,empty-16-16,200,3,0,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.7142924666404724,1,0,0.0,0.218613669413,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",-0.07268065214157104
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter1,empty-16-16,200,3,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5771397352218628,1,0,0.0,0.0,1,"[""additive_ltm""]",0.6316449046134949
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter2,empty-16-16,200,3,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.4990158975124359,1,0,0.0,0.139602520601,0,"[""additive_ltm""]",0.5125401020050049
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter3,empty-16-16,200,3,3,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5060954093933105,1,0,0.0,0.0838584585555,0,"[""additive_ltm""]",0.15466931462287903
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter0,empty-16-16,50,4,0,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.6017470955848694,1,0,0.0,0.0726915520629,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.25974273681640625
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter1,empty-16-16,50,4,1,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,0,0.3950155973434448,1,0,0.0,0.196463654224,0,"[""additive_ltm""]",0.0058127641677856445
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter2,empty-16-16,50,4,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,0,0.25863754749298096,1,0,0.0,0.0589390962672,0,"[""additive_ltm""]",0.5804912447929382
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter3,empty-16-16,50,4,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.24417822062969208,1,0,0.0,0.0,1,"[""additive_ltm"", ""block_light""]",0.7914328575134277
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter0,empty-16-16,100,4,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6874762773513794,1,0,0.0,0.212787212787,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.5988010168075562
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter1,empty-16-16,100,4,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5433588624000549,1,0,0.0,0.025974025974,0,"[""additive_ltm""]",0.262533038854599
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter2,empty-16-16,100,4,2,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5594391226768494,1,0,0.0,0.0,1,"[""additive_ltm""]",0.36758953332901
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter3,empty-16-16,100,4,3,block_light,block_light,additive_ltm,0,0,0,block,additive,0,0,0.484541654586792,1,0,0.0,0.038961038961,0,"[""additive_ltm""]",0.11141413450241089
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter0,empty-16-16,200,4,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.7075557708740234,1,0,0.0,1.77369439072,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",-0.003968536853790283
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter1,empty-16-16,200,4,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.6641885042190552,1,0,0.0,0.0,1,"[""additive_ltm""]",0.28098735213279724
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter2,empty-16-16,200,4,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6460285186767578,1,0,0.0,0.291102514507,0,"[""additive_ltm""]",0.17786633968353271
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter3,empty-16-16,200,4,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5403809547424316,1,0,0.0,0.0,1,"[""additive_ltm""]",0.20396840572357178
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter0,empty-16-16,50,5,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6693062782287598,1,0,0.0,0.0439770554493,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.30247777700424194
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter1,empty-16-16,50,5,1,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.35979071259498596,1,0,0.0,0.0707456978967,0,"[""additive_ltm""]",0.15405377745628357
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter2,empty-16-16,50,5,2,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.4032498300075531,1,0,0.0,0.0,1,"[""additive_ltm"", ""block_light""]",0.6100951433181763
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter3,empty-16-16,50,5,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.3178718686103821,1,0,0.0,0.0,1,"[""additive_ltm"", ""block_light""]",0.5038830041885376
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter0,empty-16-16,100,5,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.6887769103050232,1,0,0.0,0.256221198157,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.619746208190918
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter1,empty-16-16,100,5,1,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.5226470232009888,1,0,0.0,0.116129032258,0,"[""additive_ltm""]",1.0928901433944702
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter2,empty-16-16,100,5,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.519681453704834,1,0,0.0,0.0755760368664,0,"[""additive_ltm""]",0.7799625992774963
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter3,empty-16-16,100,5,3,decay_095,decay_095,additive_ltm,0,0,0,decay,additive,0,0,0.41364818811416626,1,0,0.0,0.106912442396,0,"[""additive_ltm""]",0.6405282616615295
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter0,empty-16-16,200,5,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.6755759119987488,1,0,0.0,0.84542437174,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.47141486406326294
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter1,empty-16-16,200,5,1,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.7038736939430237,1,0,0.0,0.338549075391,0,"[""additive_ltm""]",0.15677383542060852
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter2,empty-16-16,200,5,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.6811268925666809,1,0,0.0,0.228544333807,0,"[""additive_ltm""]",0.15266722440719604
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter3,empty-16-16,200,5,3,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6253237724304199,1,0,0.0,0.099573257468,0,"[""additive_ltm""]",0.14794433116912842
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter0,empty-16-16,50,6,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.6103397011756897,1,0,0.0,0.128472222222,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.39258241653442383
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter1,empty-16-16,50,6,1,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5058246850967407,1,0,0.0,0.0190972222222,0,"[""additive_ltm""]",0.13474386930465698
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter2,empty-16-16,50,6,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.3978852331638336,1,0,0.0,0.0815972222222,0,"[""additive_ltm"", ""block_light""]",0.2532612085342407
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter3,empty-16-16,50,6,3,decay_095,decay_095,additive_ltm,0,0,0,decay,additive,0,1,0.3521668314933777,1,0,0.0,0.0277777777778,0,"[""additive_ltm""]",-0.0081397145986557
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter0,empty-16-16,100,6,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.7421413660049438,1,0,0.0,0.102131438721,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.8780893087387085
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter1,empty-16-16,100,6,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5169329643249512,1,0,0.0,0.126110124334,0,"[""additive_ltm""]",0.3908745050430298
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter2,empty-16-16,100,6,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.4328802525997162,1,0,0.0,0.0985790408526,0,"[""additive_ltm""]",0.18919935822486877
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter3,empty-16-16,100,6,3,block_light,block_light,additive_ltm,0,0,0,block,additive,0,0,0.41598132252693176,1,0,0.0,0.0435168738899,0,"[""additive_ltm""]",0.17120146751403809
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter0,empty-16-16,200,6,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.6916812658309937,1,0,0.0,1.28755167662,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.07853490114212036
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter1,empty-16-16,200,6,1,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.6202075481414795,1,0,0.0,0.196600826826,0,"[""additive_ltm""]",0.5137904286384583
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter2,empty-16-16,200,6,2,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.6669959425926208,1,0,0.0,0.108865411116,0,"[""additive_ltm""]",0.5461728572845459
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter3,empty-16-16,200,6,3,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.6299898028373718,1,0,0.0,0.0881947634359,0,"[""additive_ltm""]",0.3313174545764923
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter0,empty-16-16,50,7,0,neutral_additive,additive_ltm,block_heavy,0,1,0,additive,block,0,1,0.38003265857696533,1,1,-0.0224032586558,0.0,1,"[""block_heavy"", ""additive_ltm"", ""decay_090""]",0.9243196249008179
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter1,empty-16-16,50,7,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.4266762137413025,1,0,0.0,0.0,1,"[""additive_ltm""]",-0.03134435415267944
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter2,empty-16-16,50,7,2,block_light,block_light,additive_ltm,0,1,0,block,additive,0,1,0.40809109807014465,1,0,0.0,0.0529531568228,0,"[""additive_ltm"", ""block_light""]",0.3257721960544586
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter3,empty-16-16,50,7,3,wait_heavy,wait_heavy,decay_095,0,0,0,wait,decay,0,1,0.20129993557929993,1,0,0.0244399185336,0.0346232179226,0,"[""decay_095"", ""additive_ltm""]",0.018718942999839783
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter0,empty-16-16,100,7,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.6725291013717651,1,0,0.0,0.198480531814,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.4176613390445709
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter1,empty-16-16,100,7,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5456758141517639,1,0,0.0,0.0322886989554,0,"[""additive_ltm""]",0.10334905982017517
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter2,empty-16-16,100,7,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.5397376418113708,1,0,0.0,0.0712250712251,0,"[""additive_ltm""]",0.21492724120616913
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter3,empty-16-16,100,7,3,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.47688373923301697,1,0,0.0,0.143399810066,0,"[""additive_ltm""]",0.3996070325374603
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter0,empty-16-16,200,7,0,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.7028567790985107,1,0,0.0,0.0,1,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.13889747858047485
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter1,empty-16-16,200,7,1,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.6110615730285645,1,0,0.0,0.20027688048,0,"[""additive_ltm""]",-0.13888514041900635
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter2,empty-16-16,200,7,2,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5561711192131042,1,0,0.0,0.119058606368,0,"[""additive_ltm""]",0.16377228498458862
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter3,empty-16-16,200,7,3,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.607079267501831,1,0,0.0,0.296262113521,0,"[""additive_ltm""]",-0.07272446155548096
train,empty-16-16__a50__i8__phase4_phase4-full-repair1,empty-16-16__a50__i8__phase4_phase4-full-repair1__iter0,empty-16-16,50,8,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.6512973308563232,1,0,0.0,0.232514177694,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.2805541753768921
