panel_row_id,g560_evaluation_uid,split,map,map_family,agent_count,seed,budget_ms,alpha_to_raw_actor_residual,raw_actor_theta_id,raw_actor_method,raw_actor_variant_id,raw_actor_training_seed,raw_actor_model_path,raw_actor_quality_delta_vs_g556,raw_actor_success_regression,fresh_transfer_tail_context,requires_exact_materialization_before_claim,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g565_alpha_00004250,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.25,g562_g565_fresh_solver_panel_e1_s565_1a545d386584,g565_E1_phase5p5_repair5g565_scaling_e1_fold1_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold1_all_seed565.pt,0.01123595505000008,False,True,True,1.2476874589920044,1.167209506034851,1.271233320236206,0.7456632852554321,0.7522913217544556,1.0402305126190186,0.6985321640968323,0.9802409410476685,1.0,0.6801633238792419,0.6473084092140198,0.33758875727653503,0.8776462078094482,1.0,10.798660278320312,1,0,0,False,False,False,False,False
g565_alpha_00004251,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.5,g562_g565_fresh_solver_panel_e1_s565_1a545d386584,g565_E1_phase5p5_repair5g565_scaling_e1_fold1_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold1_all_seed565.pt,0.01123595505000008,False,True,True,1.2453749179840088,1.176414966583252,1.292466640472412,0.7413265705108643,0.7545826435089111,1.04012131690979,0.7037984728813171,0.9805460572242737,1.0,0.6761713624000549,0.6446168422698975,0.3396662175655365,0.8962863087654114,1.0,10.804058074951172,1,0,0,False,False,False,False,False
g565_alpha_00004252,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.75,g562_g565_fresh_solver_panel_e1_s565_1a545d386584,g565_E1_phase5p5_repair5g565_scaling_e1_fold1_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold1_all_seed565.pt,0.01123595505000008,False,True,True,1.2430623769760132,1.1856203079223633,1.3136999607086182,0.7369897961616516,0.7568739652633667,1.0400121212005615,0.709064781665802,0.9808511734008789,1.0,0.6721793413162231,0.6419253349304199,0.34174370765686035,0.9149264097213745,1.0,10.809454917907715,1,0,0,False,False,False,False,False
g565_alpha_00004253,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,1.0,g562_g565_fresh_solver_panel_e1_s565_1a545d386584,g565_E1_phase5p5_repair5g565_scaling_e1_fold1_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold1_all_seed565.pt,0.01123595505000008,False,True,True,1.2407498359680176,1.1948256492614746,1.3349332809448242,0.7326530814170837,0.7591652870178223,1.0399030447006226,0.7143310904502869,0.9811562895774841,1.0,0.6681873798370361,0.6392337679862976,0.3438211679458618,0.9335665702819824,1.0,10.814851760864258,1,0,0,False,False,False,False,False
g565_alpha_00004254,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.0,g562_g565_fresh_solver_panel_e1_s565_22ac759cb47c,g565_E1_phase5p5_repair5g565_scaling_e1_fold2_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold2_all_seed565.pt,0.022471910109999937,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00004255,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.125,g562_g565_fresh_solver_panel_e1_s565_22ac759cb47c,g565_E1_phase5p5_repair5g565_scaling_e1_fold2_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold2_all_seed565.pt,0.022471910109999937,False,True,True,1.248260259628296,1.1599833965301514,1.254560112953186,0.7496595978736877,0.751617968082428,1.0370081663131714,0.6940267086029053,0.9801043272018433,1.0,0.6832445859909058,0.6495087146759033,0.3364265263080597,0.8687108755111694,1.0,10.799063682556152,1,0,0,False,False,False,False,False
g565_alpha_00004256,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.25,g562_g565_fresh_solver_panel_e1_s565_22ac759cb47c,g565_E1_phase5p5_repair5g565_scaling_e1_fold2_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold2_all_seed565.pt,0.022471910109999937,False,True,True,1.2465206384658813,1.1619623899459839,1.259120225906372,0.7493191957473755,0.753235936164856,1.0336766242980957,0.6947875618934631,0.9802727103233337,1.0,0.6823338866233826,0.6490175127983093,0.3373417854309082,0.8784157037734985,1.0,10.804864883422852,1,0,0,False,False,False,False,False
g565_alpha_00004257,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.5,g562_g565_fresh_solver_panel_e1_s565_22ac759cb47c,g565_E1_phase5p5_repair5g565_scaling_e1_fold2_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold2_all_seed565.pt,0.022471910109999937,False,True,True,1.2430412769317627,1.1659207344055176,1.2682404518127441,0.7486383318901062,0.7564718723297119,1.0270134210586548,0.6963092684745789,0.980609655380249,1.0,0.6805124282836914,0.6480350494384766,0.33917227387428284,0.8978252410888672,1.0,10.816466331481934,1,0,0,False,False,False,False,False
g565_alpha_00004258,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.75,g562_g565_fresh_solver_panel_e1_s565_22ac759cb47c,g565_E1_phase5p5_repair5g565_scaling_e1_fold2_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold2_all_seed565.pt,0.022471910109999937,False,True,True,1.239561915397644,1.1698789596557617,1.2773607969284058,0.7479574680328369,0.7597077488899231,1.0203502178192139,0.6978309750556946,0.9809466004371643,1.0,0.678691029548645,0.6470526456832886,0.34100276231765747,0.9172347784042358,1.0,10.828067779541016,1,0,0,False,False,False,False,False
g565_alpha_00004259,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,1.0,g562_g565_fresh_solver_panel_e1_s565_22ac759cb47c,g565_E1_phase5p5_repair5g565_scaling_e1_fold2_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold2_all_seed565.pt,0.022471910109999937,False,True,True,1.2360825538635254,1.1738371849060059,1.2864810228347778,0.7472766637802124,0.762943685054779,1.0136871337890625,0.6993526816368103,0.9812834858894348,1.0,0.6768695712089539,0.6460701823234558,0.3428332805633545,0.936644434928894,1.0,10.839669227600098,1,0,0,False,False,False,False,False
g565_alpha_00004260,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.0,g562_g565_fresh_solver_panel_e1_s565_8a8748333c28,g565_E1_phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00004261,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.125,g562_g565_fresh_solver_panel_e1_s565_8a8748333c28,g565_E1_phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.2487846612930298,1.1606911420822144,1.25216805934906,0.7487467527389526,0.7501277327537537,1.0395185947418213,0.6940829753875732,0.9800469279289246,1.0,0.6832197904586792,0.6501902937889099,0.3360973000526428,0.8638566732406616,1.0,10.797182083129883,1,0,0,False,False,False,False,False
g565_alpha_00004262,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.25,g562_g565_fresh_solver_panel_e1_s565_8a8748333c28,g565_E1_phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.2475693225860596,1.1633780002593994,1.2543361186981201,0.74749356508255,0.7502554655075073,1.0386974811553955,0.6949000358581543,0.9801579713821411,1.0,0.6822842359542847,0.6503806710243225,0.33668336272239685,0.8687073588371277,1.0,10.801101684570312,1,0,0,False,False,False,False,False
g565_alpha_00004263,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.5,g562_g565_fresh_solver_panel_e1_s565_8a8748333c28,g565_E1_phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.2451386451721191,1.1687517166137695,1.2586721181869507,0.7449871301651001,0.7505108714103699,1.0370553731918335,0.696534276008606,0.9803800582885742,1.0,0.6804131269454956,0.6507613658905029,0.33785542845726013,0.8784085512161255,1.0,10.808938980102539,1,0,0,False,False,False,False,False
g565_alpha_00004264,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.75,g562_g565_fresh_solver_panel_e1_s565_8a8748333c28,g565_E1_phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.2427079677581787,1.1741255521774292,1.2630081176757812,0.7424806356430054,0.7507662773132324,1.0354132652282715,0.6981685161590576,0.9806022047996521,1.0,0.6785420179367065,0.6511420607566833,0.3390275239944458,0.8881098031997681,1.0,10.816777229309082,1,0,0,False,False,False,False,False
g565_alpha_00004265,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,1.0,g562_g565_fresh_solver_panel_e1_s565_8a8748333c28,g565_E1_phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e1_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.2402772903442383,1.1794993877410889,1.2673442363739014,0.7399742007255554,0.7510217428207397,1.03377103805542,0.6998026967048645,0.98082435131073,1.0,0.6766709685325623,0.6515227556228638,0.3401995897293091,0.8978111147880554,1.0,10.824615478515625,1,0,0,False,False,False,False,False
g565_alpha_00004266,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.0,g562_g565_fresh_solver_panel_e2_s565_3e63e3a933ce,g565_E2_phase5p5_repair5g565_scaling_e2_fold2_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold2_all_seed565.pt,0.03370786516000002,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00004267,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.125,g562_g565_fresh_solver_panel_e2_s565_3e63e3a933ce,g565_E2_phase5p5_repair5g565_scaling_e2_fold2_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold2_all_seed565.pt,0.03370786516000002,False,True,True,1.2495886087417603,1.1610445976257324,1.2504079341888428,0.749557375907898,0.7519911527633667,1.0399388074874878,0.6938120126724243,0.9800300002098083,1.0,0.6834760904312134,0.6505664587020874,0.3359380066394806,0.8668899536132812,1.0,10.800439834594727,1,0,0,False,False,False,False,False
g565_alpha_00004268,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.25,g562_g565_fresh_solver_panel_e2_s565_3e63e3a933ce,g565_E2_phase5p5_repair5g565_scaling_e2_fold2_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold2_all_seed565.pt,0.03370786516000002,False,True,True,1.2491772174835205,1.1640849113464355,1.250815987586975,0.7491147518157959,0.7539823055267334,1.0395379066467285,0.694358229637146,0.9801241159439087,1.0,0.682796835899353,0.6511330008506775,0.33636474609375,0.8747738599777222,1.0,10.8076171875,1,0,0,False,False,False,False,False
g565_alpha_00004269,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.5,g562_g565_fresh_solver_panel_e2_s565_3e63e3a933ce,g565_E2_phase5p5_repair5g565_scaling_e2_fold2_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold2_all_seed565.pt,0.03370786516000002,False,True,True,1.2483545541763306,1.170165777206421,1.2516319751739502,0.7482295036315918,0.7579646110534668,1.03873610496521,0.6954505443572998,0.9803124666213989,1.0,0.6814383268356323,0.6522660255432129,0.3372182250022888,0.890541672706604,1.0,10.821969985961914,1,0,0,False,False,False,False,False
g565_alpha_00004270,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.75,g562_g565_fresh_solver_panel_e2_s565_3e63e3a933ce,g565_E2_phase5p5_repair5g565_scaling_e2_fold2_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold2_all_seed565.pt,0.03370786516000002,False,True,True,1.2475318908691406,1.1762465238571167,1.2524478435516357,0.7473442554473877,0.7619469165802002,1.0379343032836914,0.6965429782867432,0.9805008172988892,1.0,0.6800798177719116,0.6533990502357483,0.33807170391082764,0.9063094854354858,1.0,10.836322784423828,1,0,0,False,False,False,False,False
g565_alpha_00004271,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,1.0,g562_g565_fresh_solver_panel_e2_s565_3e63e3a933ce,g565_E2_phase5p5_repair5g565_scaling_e2_fold2_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold2_all_seed565.pt,0.03370786516000002,False,True,True,1.2467091083526611,1.1823272705078125,1.2532638311386108,0.7464590072631836,0.7659292221069336,1.0371325016021729,0.697635293006897,0.9806891083717346,1.0,0.6787213683128357,0.6545320749282837,0.33892518281936646,0.9220772385597229,1.0,10.850676536560059,1,0,0,False,False,False,False,False
g565_alpha_00004272,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.0,g562_g565_fresh_solver_panel_e2_s565_67786b56a173,g565_E2_phase5p5_repair5g565_scaling_e2_fold1_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold1_all_seed565.pt,0.022471910109999937,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00004273,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.125,g562_g565_fresh_solver_panel_e2_s565_67786b56a173,g565_E2_phase5p5_repair5g565_scaling_e2_fold1_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold1_all_seed565.pt,0.022471910109999937,False,True,True,1.2492036819458008,1.1612850427627563,1.251056432723999,0.7475702166557312,0.7524372339248657,1.040080189704895,0.6947540044784546,0.9801263809204102,0.9999304413795471,0.6821938753128052,0.649236798286438,0.3367077708244324,0.8681827783584595,1.0,10.79817008972168,1,0,0,False,False,False,False,False
g565_alpha_00004274,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.25,g562_g565_fresh_solver_panel_e2_s565_67786b56a173,g565_E2_phase5p5_repair5g565_scaling_e2_fold1_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold1_all_seed565.pt,0.022471910109999937,False,True,True,1.2484074831008911,1.1645658016204834,1.2521129846572876,0.7451404929161072,0.7548744678497314,1.0398205518722534,0.6962422132492065,0.9803169369697571,0.9998608827590942,0.6802324056625366,0.6484736800193787,0.3379042446613312,0.8773595690727234,1.0,10.803078651428223,1,0,0,False,False,False,False,False
g565_alpha_00004275,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.5,g562_g565_fresh_solver_panel_e2_s565_67786b56a173,g565_E2_phase5p5_repair5g565_scaling_e2_fold1_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold1_all_seed565.pt,0.022471910109999937,False,True,True,1.2468149662017822,1.1711275577545166,1.2542259693145752,0.7402809858322144,0.7597488760948181,1.0393013954162598,0.6992185711860657,0.9806981086730957,0.9997217059135437,0.6763094663619995,0.6469473838806152,0.34029722213745117,0.8957129716873169,1.0,10.81289291381836,1,0,0,False,False,False,False,False
g565_alpha_00004276,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.75,g562_g565_fresh_solver_panel_e2_s565_67786b56a173,g565_E2_phase5p5_repair5g565_scaling_e2_fold1_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold1_all_seed565.pt,0.022471910109999937,False,True,True,1.2452223300933838,1.1776891946792603,1.2563388347625732,0.7354214191436768,0.7646232843399048,1.0387822389602661,0.7021949291229248,0.9810792207717896,0.9995825290679932,0.6723865270614624,0.6454211473464966,0.3426901698112488,0.9140664339065552,1.0,10.822708129882812,1,0,0,False,False,False,False,False
g565_alpha_00004277,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,1.0,g562_g565_fresh_solver_panel_e2_s565_67786b56a173,g565_E2_phase5p5_repair5g565_scaling_e2_fold1_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold1_all_seed565.pt,0.022471910109999937,False,True,True,1.243629813194275,1.184250831604004,1.2584518194198608,0.7305619120597839,0.7694977521896362,1.0382630825042725,0.7051712870597839,0.9814603328704834,0.9994434118270874,0.6684635877609253,0.6438948512077332,0.3450831472873688,0.9324199557304382,1.0,10.832523345947266,1,0,0,False,False,False,False,False
g565_alpha_00004278,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.0,g562_g565_fresh_solver_panel_e2_s565_a028d6d2b784,g565_E2_phase5p5_repair5g565_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold0_all_seed565.pt,0.022471910109999937,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00004279,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.125,g562_g565_fresh_solver_panel_e2_s565_a028d6d2b784,g565_E2_phase5p5_repair5g565_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold0_all_seed565.pt,0.022471910109999937,False,True,True,1.2504507303237915,1.1627345085144043,1.256900429725647,0.7452338933944702,0.750748872756958,1.0371571779251099,0.6941035389900208,0.9802053570747375,1.0,0.6831089854240417,0.6484783291816711,0.3363301455974579,0.8693485856056213,1.0,10.797428131103516,1,0,0,False,False,False,False,False
g565_alpha_00004280,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.25,g562_g565_fresh_solver_panel_e2_s565_a028d6d2b784,g565_E2_phase5p5_repair5g565_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold0_all_seed565.pt,0.022471910109999937,False,True,True,1.2509015798568726,1.1674646139144897,1.263800859451294,0.7404677867889404,0.7514976859092712,1.033974528312683,0.6949412226676941,0.9804747700691223,1.0,0.6820626258850098,0.646956741809845,0.3371490240097046,0.8796911239624023,1.0,10.801592826843262,1,0,0,False,False,False,False,False
g565_alpha_00004281,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.5,g562_g565_fresh_solver_panel_e2_s565_a028d6d2b784,g565_E2_phase5p5_repair5g565_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold0_all_seed565.pt,0.022471910109999937,False,True,True,1.2518031597137451,1.1769251823425293,1.277601718902588,0.7309355139732361,0.7529953718185425,1.0276093482971191,0.6966166496276855,0.9810137748718262,1.0,0.6799699068069458,0.6439135074615479,0.3387867212295532,0.9003762006759644,1.0,10.809922218322754,1,0,0,False,False,False,False,False
g565_alpha_00004282,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.75,g562_g565_fresh_solver_panel_e2_s565_a028d6d2b784,g565_E2_phase5p5_repair5g565_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold0_all_seed565.pt,0.022471910109999937,False,True,True,1.2527046203613281,1.1863856315612793,1.2914026975631714,0.7214032411575317,0.7544930577278137,1.0212441682815552,0.6982920169830322,0.98155277967453,1.0,0.6778771877288818,0.6408702731132507,0.34042441844940186,0.9210612773895264,1.0,10.818251609802246,1,0,0,False,False,False,False,False
g565_alpha_00004283,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,1.0,g562_g565_fresh_solver_panel_e2_s565_a028d6d2b784,g565_E2_phase5p5_repair5g565_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e2_fold0_all_seed565.pt,0.022471910109999937,False,True,True,1.2536062002182007,1.1958460807800293,1.3052035570144653,0.7118710279464722,0.755990743637085,1.0148789882659912,0.6999673843383789,0.9820917248725891,1.0,0.6757844686508179,0.6378270387649536,0.34206217527389526,0.9417463541030884,1.0,10.826581001281738,1,0,0,False,False,False,False,False
g565_alpha_00004284,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.0,g562_g565_fresh_solver_panel_e2_s565_dc2e89c507f0,g565_E2_phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00004285,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.125,g562_g565_fresh_solver_panel_e2_s565_dc2e89c507f0,g565_E2_phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.2492377758026123,1.1597648859024048,1.2556369304656982,0.7489449381828308,0.7503497004508972,1.0375025272369385,0.6948295831680298,0.9800788164138794,1.0,0.6837301850318909,0.6498781442642212,0.3363209366798401,0.8640894889831543,1.0,10.797051429748535,1,0,0,False,False,False,False,False
g565_alpha_00004286,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.25,g562_g565_fresh_solver_panel_e2_s565_dc2e89c507f0,g565_E2_phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.248475432395935,1.1615254878997803,1.2612738609313965,0.7478898763656616,0.7506994009017944,1.0346653461456299,0.6963933706283569,0.9802218079566956,1.0,0.683305025100708,0.6497563123703003,0.3371305763721466,0.8691729307174683,1.0,10.800840377807617,1,0,0,False,False,False,False,False
g565_alpha_00004287,312fbed8fdd937b3f5362db414255dab31e0cb7fea94bd4780648c43f0ac0875,validation,g559-synth-game-den-32,other,16,7330,2000,0.5,g562_g565_fresh_solver_panel_e2_s565_dc2e89c507f0,g565_E2_phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565,E2,565,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e2_fold0_all_seed565.pt,0.028089887639999978,False,True,True,1.2469508647918701,1.1650469303131104,1.2725476026535034,0.745779812335968,0.7513988018035889,1.0289909839630127,0.6995209455490112,0.9805077910423279,1.0,0.6824547052383423,0.6495126485824585,0.33874985575675964,0.8793396949768066,1.0,10.808418273925781,1,0,0,False,False,False,False,False
