candidate_id,generated_theta_uid,registry_role,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,replay_phase,method
g561_g0_direct_actor_84a11f757220,75d45a962f7dad00c1bf0926843880179ef3397385621d206a810877568bd1f8,g561_replay_actor_theta,1.2541587352752686,1.155260443687439,1.2589070796966553,0.7399280667304993,0.7756770849227905,1.033064365386963,0.6911070346832275,0.9813143610954285,1.0,0.6713641285896301,0.6454444527626038,0.3457077145576477,0.8954105973243713,1.0,10.767546653747559,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_2870379eb8af,88fe7addaf446ab432733981599e497df4d96f86fe4c704ad9c25a3958d96583,g561_replay_actor_theta,1.255943775177002,1.1566277742385864,1.2483108043670654,0.7384769320487976,0.7578843832015991,1.0396091938018799,0.693317711353302,0.9818191528320312,1.0,0.6785280704498291,0.6437976360321045,0.338918536901474,0.8800675868988037,1.0,10.78197193145752,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_5815b95bb2d6,eaeb4e670e320fffd93d4d2a6198673756ba2051e49b6c61da98fec470ccaab2,g561_replay_actor_theta,1.2465826272964478,1.18454909324646,1.3019503355026245,0.7697840332984924,0.7662051916122437,1.042456865310669,0.6940234899520874,0.9782586097717285,1.0,0.6478835940361023,0.6433742046356201,0.3412466049194336,0.8856720328330994,0.9991999864578247,10.541717529296875,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_5c3eb0596e1a,05256322839124bd1d53e5e31ea8520210135fcf003e72894071f2ca2d274a2c,g561_replay_actor_theta,1.2507113218307495,1.1569157838821411,1.2635456323623657,0.7425873875617981,0.7675273418426514,1.0325316190719604,0.6909586787223816,0.9806846976280212,1.0,0.6721557974815369,0.6463274359703064,0.34751948714256287,0.878641664981842,1.0,10.75692367553711,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_ea25ca3179cf,4cdfbe0936ae7d5dfac755ed443e07193f7947976fb2af9e48aa8a69280d6f4a,g561_replay_actor_theta,1.2523634433746338,1.162310242652893,1.2510082721710205,0.7331823706626892,0.7395362257957458,1.0449050664901733,0.6941437721252441,0.9813255071640015,1.0,0.6749299764633179,0.6461288332939148,0.3404788374900818,0.8806549310684204,1.0,10.78219985961914,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_0b8d797a5607,752ff81a3ee91c76adeeb0d00a297188c19a6eca6c8f3ae42e19efb419e5c859,g561_replay_actor_theta,1.2392215728759766,1.194723129272461,1.2722145318984985,0.7847020030021667,0.7773250341415405,1.0629091262817383,0.6945554614067078,0.976995587348938,1.0,0.6476912498474121,0.6265668869018555,0.337159126996994,0.8575326800346375,1.0,10.636796951293945,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_64c3e24d62c1,301edd7162973e40e0d85a9bd4db31d3d40f0ae23c5bd95f060db3efc230d688,g561_replay_actor_theta,1.2504069805145264,1.1581264734268188,1.2554181814193726,0.7467193007469177,0.7509941458702087,1.0391123294830322,0.6919884085655212,0.980038583278656,1.0,0.6754403114318848,0.649503231048584,0.3429168164730072,0.8462855815887451,1.0,10.794219970703125,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_fa222b9bcf4a,4f224db72058ca7412dd6c5d17ec7067a40c3543c99131a7fa4a6ce921590d88,g561_replay_actor_theta,1.2486110925674438,1.1659883260726929,1.279665470123291,0.741923451423645,0.7483500242233276,1.041542887687683,0.6929843425750732,0.9804391860961914,1.0,0.6752004027366638,0.6426647305488586,0.34641990065574646,0.896399736404419,0.9997828602790833,10.782258987426758,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_7ea33cd7919a,a27b4b93f9f1b1e06e0081bb0de5ebcb391c76d4c292088748265b8a7a36dfd1,g561_replay_actor_theta,1.2292646169662476,1.2191944122314453,1.2460397481918335,0.8014030456542969,0.785007894039154,1.079931378364563,0.7005217671394348,0.9759557843208313,1.0,0.6321045160293579,0.5955056548118591,0.3414469361305237,0.841884434223175,1.0,10.681421279907227,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_e9104bdb7d91,35e3cde51c2e35315c53f7e9d59cc63b162c47d6df117078f370a65f845f76de,g561_replay_actor_theta,1.2525019645690918,1.1557321548461914,1.2454293966293335,0.7514854669570923,0.7594699263572693,1.0388683080673218,0.6925957798957825,0.9801539778709412,1.0,0.6806702613830566,0.6493311524391174,0.33913999795913696,0.8751628398895264,0.9998020529747009,10.823573112487793,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_27954f1c13b2,fcec037e87bbf341d025b2ed510e9616dbb7b27533f6d7460a8be688f6d38c09,g561_replay_actor_theta,1.253442645072937,1.1607563495635986,1.2420439720153809,0.7482177019119263,0.7452701330184937,1.0437250137329102,0.6944177746772766,0.9810146689414978,1.0,0.675816535949707,0.6429898142814636,0.3418111801147461,0.8881227970123291,1.0,10.798593521118164,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_564963f2727d,2a27cae462ddad8f7d83021161537b77da5b057adc5036960b2d43e7ffb462d1,g561_replay_actor_theta,1.245448112487793,1.1887660026550293,1.3034509420394897,0.7732952833175659,0.7657079100608826,1.0478852987289429,0.6922999620437622,0.9778346419334412,1.0,0.6393480896949768,0.6416527032852173,0.34590545296669006,0.8910644054412842,0.9990119338035583,10.537505149841309,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_4b0e0ebe7d49,0c87614b2480348c94d4932facd3af2fe89311ffb395ebb08870f8c5d9e78562,g561_replay_actor_theta,1.2496615648269653,1.1572142839431763,1.24820876121521,0.7496045827865601,0.7553851008415222,1.038065791130066,0.6929954290390015,0.9798499345779419,1.0,0.6837929487228394,0.6491053104400635,0.3386021852493286,0.854743242263794,1.0,10.814778327941895,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_49aa1372bbe7,2247d30e53af9cca9928cde5466d1d41629bc085e5f81af9bc05be711db26471,g561_replay_actor_theta,1.2470948696136475,1.1704912185668945,1.253096342086792,0.7365666031837463,0.7437471747398376,1.0461786985397339,0.693264901638031,0.980311930179596,1.0,0.6665487289428711,0.6359323859214783,0.3525683283805847,0.9065818786621094,0.9997230768203735,10.769951820373535,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_f7a8ce186ab5,ef5486003d5a7899414ba07e626e305e8df7be4c48b2286ffeae6104f8efe20d,g561_replay_actor_theta,1.2381985187530518,1.1991817951202393,1.2747457027435303,0.7880253791809082,0.7760705947875977,1.0661572217941284,0.691719651222229,0.9766820073127747,1.0,0.6394867897033691,0.6244531869888306,0.34231406450271606,0.8660086989402771,1.0,10.631192207336426,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_656f8523c3bc,5bfa30303f8a889b13b4686e864d8a90c7da867268af9e369b76bdc5e5adae2a,g561_replay_actor_theta,1.2505974769592285,1.1579527854919434,1.2450077533721924,0.7499572038650513,0.7503959536552429,1.0415436029434204,0.6934673190116882,0.980118989944458,1.0,0.6814035773277283,0.6484866738319397,0.338838666677475,0.8394218683242798,1.0,10.804519653320312,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_2edff86ff85f,60f8883e2688ce3f4698fe27c984c17646313b8c82c695b29acbae8f57f69c46,g561_replay_actor_theta,1.2439231872558594,1.1739962100982666,1.29412841796875,0.7419818043708801,0.7569482326507568,1.0394999980926514,0.6854361295700073,0.9790034890174866,1.0,0.6659348607063293,0.6388504505157471,0.3560316264629364,0.9086925387382507,0.9983600974082947,10.77092456817627,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_4b8712fc64fb,3a609498846fbc9eba487a060ce453126b992d73c7f34af84513bafd622b16ac,g561_replay_actor_theta,1.2286913394927979,1.2224819660186768,1.2478511333465576,0.8048155307769775,0.7843407392501831,1.0817370414733887,0.6964353322982788,0.9757489562034607,1.0,0.6252122521400452,0.5931528210639954,0.3459223806858063,0.8503847718238831,1.0,10.680883407592773,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_42f0f79c4a03,7710664a3cbe39da5493f03875f5566b39662e7f31a6119865c0630c39103f33,g561_replay_actor_theta,1.2517424821853638,1.1572476625442505,1.2459065914154053,0.7499555945396423,0.7499395608901978,1.0434013605117798,0.692985475063324,0.9798936247825623,1.0,0.6796143651008606,0.6487252712249756,0.3402438759803772,0.889424741268158,0.999908447265625,10.82619857788086,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_bf402bd71099,347738aa1bb28e5d2bf3e04905659372a215a2d525a94e9825945480f1fb9ace,g561_replay_actor_theta,1.2518579959869385,1.1605849266052246,1.2437225580215454,0.7459527850151062,0.7428074479103088,1.0460145473480225,0.6946786642074585,0.9810230731964111,1.0,0.675994336605072,0.6385103464126587,0.3476085364818573,0.9136185646057129,1.0,10.792961120605469,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_be19f638e32c,e3403a8aa5e723acd3c823aea3a7693d801b5aa5a663a6f1a80b0c31f8af1ba0,g561_replay_actor_theta,1.2448583841323853,1.1908464431762695,1.3017042875289917,0.7756903767585754,0.7647116184234619,1.0501905679702759,0.6904584765434265,0.977456271648407,1.0,0.6361661553382874,0.6410906314849854,0.3491293787956238,0.892462432384491,0.998624324798584,10.557969093322754,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_1e7a069e59b9,c04a80755f384f9058d6ea2eb2f77b63fc5943442d0137be07b7c401bca5fb3d,g561_replay_actor_theta,1.2494832277297974,1.1582143306732178,1.2483348846435547,0.7490792274475098,0.7452194690704346,1.0429465770721436,0.6934452652931213,0.9796770811080933,1.0,0.6822828054428101,0.6478061079978943,0.33809491991996765,0.861701250076294,0.9999836087226868,10.819043159484863,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_4d97a39a725a,fc2e0253f33e5f1a55609ce336597a73e68b948ba7bbb9ef2041c739481aebdf,g561_replay_actor_theta,1.247448205947876,1.1650974750518799,1.2560359239578247,0.7356269359588623,0.7408591508865356,1.045060157775879,0.6934609413146973,0.9804539084434509,1.0,0.6724789142608643,0.6320489645004272,0.3563407063484192,0.924901008605957,0.9994860291481018,10.76342487335205,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_5ce2d4445ab5,f95c5a40dabe5655a03fabfcfd12e1f97a4e0eb973e0aa5855b3ba8f06bd5f65,g561_replay_actor_theta,1.2370178699493408,1.2030754089355469,1.2709378004074097,0.791269063949585,0.776154637336731,1.0689313411712646,0.6893728971481323,0.9762212634086609,1.0,0.6352325081825256,0.6220211386680603,0.3460693955421448,0.8673415184020996,1.0,10.651223182678223,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_c716f58048c0,6873e60202363a34b43eb6dba45221cec98c8882a1e10990b7fe32493573722c,g561_replay_actor_theta,1.2498083114624023,1.1585837602615356,1.245003342628479,0.7499642968177795,0.7444490194320679,1.042290210723877,0.6936909556388855,0.9800964593887329,1.0,0.683045506477356,0.6464666128158569,0.33770450949668884,0.8344660401344299,0.9997200965881348,10.804301261901855,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_39693f949180,48b5420525e985b7a5cb6353572811ecb7cf98ac1fc7cf0fa1465508b256d981,g561_replay_actor_theta,1.2428436279296875,1.1733478307724,1.298417329788208,0.734714686870575,0.7507016062736511,1.0359480381011963,0.6807153224945068,0.9784127473831177,1.0,0.6664231419563293,0.6400172114372253,0.3617202043533325,0.9181729555130005,0.9970294833183289,10.756712913513184,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_6a8d30a0f955,7247f144256b28a8d51542ca8d4e28f11f3caf1103137ac02e12ded6a8e19a15,g561_replay_actor_theta,1.2311716079711914,1.215912938117981,1.2560597658157349,0.8024287819862366,0.7811570763587952,1.0783509016036987,0.6915812492370605,0.975672721862793,1.0,0.6284306049346924,0.6047573089599609,0.34679803252220154,0.855931282043457,1.0,10.683904647827148,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_33b68772dbb7,2d7db51727f9d240459fa95b25a1497ec9a40072f512b44e2b0f390091e93c85,g561_replay_actor_theta,1.249636173248291,1.1592481136322021,1.2647658586502075,0.7252971529960632,0.7787594199180603,1.0307648181915283,0.6920284628868103,0.9815037250518799,1.0,0.6731345057487488,0.6405783891677856,0.3506852388381958,0.9124289155006409,1.0,10.749199867248535,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_086d6e3826ac,cf16331c43da4a91c427d3dafebc4ab0c35fba0e582b146a1f75f8752b114916,g561_replay_actor_theta,1.2521132230758667,1.158054232597351,1.2538176774978638,0.7249191999435425,0.7671035528182983,1.0368998050689697,0.6933839321136475,0.9817490577697754,1.0,0.6806796193122864,0.640457034111023,0.34368813037872314,0.8978860974311829,1.0,10.76988697052002,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_6ee3aa1ff950,59bee20161db886d4e8d93875b7176cf9e36313461f333b5f1d0ca0d23722690,g561_replay_actor_theta,1.2472410202026367,1.1815932989120483,1.300569772720337,0.7668899297714233,0.7654673457145691,1.0379278659820557,0.6947191953659058,0.9785344004631042,1.0,0.6535971760749817,0.6450346112251282,0.33887821435928345,0.8827518224716187,0.9986156821250916,10.551443099975586,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_ef5fe5a53636,9cbbdffd864ef21b0a3add7b02e85c81ab19ae9a44bac2936024b8c3f586ee56,g561_replay_actor_theta,1.2451772689819336,1.160287857055664,1.2658977508544922,0.7304762601852417,0.7733046412467957,1.030937910079956,0.6920454502105713,0.9808898568153381,1.0,0.6771649122238159,0.6413163542747498,0.35045912861824036,0.9035784006118774,1.0,10.748025894165039,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_e731fa2987a6,fa7e4d805bfc1e1d61bdb5e86f70211e9af174a0b9774497311078c0496d2385,g561_replay_actor_theta,1.250568151473999,1.1568242311477661,1.2479650974273682,0.7279946208000183,0.755721390247345,1.0410716533660889,0.6937236189842224,0.9811528921127319,1.0,0.6839714050292969,0.6442293524742126,0.3394054174423218,0.8853898644447327,1.0,10.780877113342285,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_52f65010e996,2f8d8313bfb3b25190bdea0932bf1cd45ac0c43604a606eb96f0c191fed50006,g561_replay_actor_theta,1.241321325302124,1.188619613647461,1.2760741710662842,0.7796489000320435,0.7750735878944397,1.0561964511871338,0.6955821514129639,0.9774356484413147,1.0,0.6549697518348694,0.6327085494995117,0.3343183994293213,0.8558635711669922,1.0,10.632473945617676,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_e8471ea130d8,8fe25c67dcf4d94dd119c1a3effd91be674fe290eacc9bfc0e7b4c4ef4549417,g561_replay_actor_theta,1.2429274320602417,1.1603574752807617,1.2558954954147339,0.7398931980133057,0.7631583213806152,1.033883810043335,0.6927297711372375,0.9800287485122681,1.0,0.6830946207046509,0.645085334777832,0.34539657831192017,0.8816381096839905,0.9993579387664795,10.774208068847656,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_71d68f71c608,06c830591d728479ba2c8fa7a3ea086bcf095718004c3fda8cf8dbf2c6289e8a,g561_replay_actor_theta,1.2488915920257568,1.1591333150863647,1.250299096107483,0.7331860661506653,0.7474886775016785,1.042567253112793,0.6938648819923401,0.980613112449646,1.0,0.681688666343689,0.646672248840332,0.34213316440582275,0.892792284488678,0.9999476075172424,10.782404899597168,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_97d14bb36889,1689b49493900760c23bd5fe5386c30dd1bcee22739b1e7304cf42685bd4c2a0,g561_replay_actor_theta,1.233514666557312,1.2052390575408936,1.2539048194885254,0.7931219339370728,0.7827473878860474,1.072534441947937,0.6999130249023438,0.9764264225959778,1.0,0.6454709768295288,0.6116994023323059,0.33547794818878174,0.8387415409088135,1.0,10.6800537109375,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_77c24a6efed5,3f9a2d2ab0347d03b1fffed4d902045f35c8ebae436a11bd88bc3d1036c9a1ec,g561_replay_actor_theta,1.2538081407546997,1.1554503440856934,1.2611862421035767,0.7400244474411011,0.7771056890487671,1.0321061611175537,0.6907482743263245,0.9812492728233337,1.0,0.6685237884521484,0.6460332274436951,0.3471932113170624,0.898499071598053,1.0,10.7618989944458,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_a6b952d8ae49,dee12a6a4f4fd139a3f951d06f05d6efa9e69de9f58e271b18471743c3a4b10c,g561_replay_actor_theta,1.2550978660583496,1.1554105281829834,1.2513080835342407,0.7399084568023682,0.7664288878440857,1.0369559526443481,0.69243985414505,0.981562077999115,1.0,0.6779116988182068,0.6443273425102234,0.3407675325870514,0.8841269016265869,1.0,10.781855583190918,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_ddb3fdab353b,e352c0ca9ad07e977e0a44a96ed2d56119e8c240d3007d48b7acff99d8ef148a,g561_replay_actor_theta,1.246189832687378,1.1847885847091675,1.2994083166122437,0.7705538272857666,0.7673618197441101,1.0438960790634155,0.6938124299049377,0.9781612157821655,1.0,0.648485004901886,0.6424053311347961,0.34087997674942017,0.8835906386375427,0.9995313882827759,10.551502227783203,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_b1e69159f30c,a27175820c742e88ba82640ff72738e3bd1092d5dc9e6016fa0830076f4f6176,g561_replay_actor_theta,1.2509080171585083,1.1561830043792725,1.2606103420257568,0.7425311803817749,0.7668863534927368,1.0334930419921875,0.6913009285926819,0.9806790351867676,1.0,0.6763032078742981,0.6460354924201965,0.3451470732688904,0.8749673962593079,1.0,10.769083023071289,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_49741a99a9f0,51fae7c70e76fdf268ebd97c30c8bd2026f3d67ae41e75af50fb64c9c5e6d3b5,g561_replay_actor_theta,1.2524951696395874,1.1595577001571655,1.2519023418426514,0.7350622415542603,0.7440319061279297,1.0430814027786255,0.6936410069465637,0.9811992645263672,1.0,0.6775404810905457,0.646945059299469,0.33971238136291504,0.8800964951515198,1.0,10.785930633544922,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_e1e9d6c79598,18a1494c8c2a4edb647797e6c5efff47f51de30106719105b1cfc226b829fe5d,g561_replay_actor_theta,1.2397785186767578,1.1935797929763794,1.2747575044631958,0.7838258147239685,0.7763589024543762,1.06142258644104,0.6944615244865417,0.9770954251289368,1.0,0.6482681035995483,0.6282190680503845,0.33713603019714355,0.8590848445892334,1.0,10.630597114562988,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_4f6204d7c0da,5c346913e3d0542c4af6c2fe70e253ad06d419ff3c2d8f82b4d9b732d9592144,g561_replay_actor_theta,1.2500641345977783,1.1588610410690308,1.2540407180786133,0.7472052574157715,0.750482439994812,1.0387476682662964,0.6919935941696167,0.9800676107406616,1.0,0.6725196242332458,0.6493826508522034,0.34429293870925903,0.8445293307304382,1.0,10.787552833557129,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_f59e4be8d8f8,8374f223492dca1c15f3bc1016b646ac06fc55ed94905530efd1f9d321d4e3f1,g561_replay_actor_theta,1.2403603792190552,1.1851872205734253,1.2721211910247803,0.7517521977424622,0.7482668161392212,1.0471612215042114,0.6971822381019592,0.9801477789878845,1.0,0.6624417901039124,0.6237094402313232,0.34989187121391296,0.8797829747200012,0.9989197254180908,10.760170936584473,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_38635fb66c4f,ddcc5c6eed2ae562ac18bf5aa3d1ecbbb43056b892efd4b32858662ea0ffb354,g561_replay_actor_theta,1.2320358753204346,1.2108057737350464,1.2534109354019165,0.7975462079048157,0.7832802534103394,1.0760087966918945,0.6985062956809998,0.9762130975723267,1.0,0.6382043957710266,0.6057772636413574,0.3388056457042694,0.8438408374786377,1.0,10.675881385803223,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
g561_g0_direct_actor_a0a7d741f329,4dc3ea424da42218e5d4277b756d7821dda3634e7e80acb60a4c8826df6f2e18,g561_replay_actor_theta,1.2525572776794434,1.1557716131210327,1.2453383207321167,0.7514426112174988,0.759259045124054,1.0389131307601929,0.6926387548446655,0.9801740646362305,1.0,0.6807236671447754,0.6492042541503906,0.3391326665878296,0.8752779960632324,0.9998132586479187,10.823281288146973,1,0,0,False,False,False,False,False,corrected_g560_scalar_replay,G0_direct_actor
