registry_row_id,candidate_id,registry_label,candidate_group,theta_cluster,changed_field_for_smoke_pair,materialization_family,bounded_updateparams,full_only_field_varied,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g549_registry_001192,repair5g549_theta_549001192,lambda_flow_lambda_cong_sweep_1191,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.824709350581,0.470513058974,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001193,repair5g549_theta_549001193,alpha_flow_wait_progress_sweep_1192,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.05248539503,0.95,1,1,1.45775558449,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001194,repair5g549_theta_549001194,edge_cost_clamp_sweep_1193,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.844197561605,9.95924008152,1,0,0,False,False,False,False,False
g549_registry_001195,repair5g549_theta_549001195,goal_projection_mode_ablation_1194,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.377979744041,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001196,repair5g549_theta_549001196,alpha_cong_commit_nonprogress_sweep_1195,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.73992502015,1.25,0.75,0.75,1,1,0.95,1,0.840945318109,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001197,repair5g549_theta_549001197,g543_true_near_signal_neighborhood_1196,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.368190663619,0.219710460579,0.915720418559,1,11,1,0,0,False,False,False,False,False
g549_registry_001198,repair5g549_theta_549001198,g546_g548_safe_no_gain_neighborhood_1197,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.337846424307,0.95,1,1.18791517417,1,0.35,0.75,0.697714504571,11,1,0,0,False,False,False,False,False
g549_registry_001199,repair5g549_theta_549001199,surrogate_guided_theta_if_model_exists_1198,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.0534482931,1.25,0.75,0.75,1,1,0.95,1,1.18191493617,0.964926770146,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001200,repair5g549_theta_549001200,negative_control_1199,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.955396089208,0.785767428465,0.35,0.75,1,9.45113709773,0,0,1,False,False,False,False,False
g549_registry_001201,repair5g549_theta_549001201,static_flow_local_perturbation_fulltheta_1200,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.01617656765,0.95,1,1.04716470567,1.06431687137,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001202,repair5g549_theta_549001202,lambda_flow_lambda_cong_sweep_1201,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.28268043464,0.452381095238,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001203,repair5g549_theta_549001203,alpha_flow_wait_progress_sweep_1202,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.598316303367,0.95,1,1,0.25340499319,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001204,repair5g549_theta_549001204,edge_cost_clamp_sweep_1203,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.684798880402,11.3495893008,1,0,0,False,False,False,False,False
g549_registry_001205,repair5g549_theta_549001205,goal_projection_mode_ablation_1204,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.0562348875302,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_001206,repair5g549_theta_549001206,alpha_cong_commit_nonprogress_sweep_1205,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.14493121014,1.25,0.75,0.75,1,1,0.95,1,0.609246781506,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001207,repair5g549_theta_549001207,g543_true_near_signal_neighborhood_1206,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.697034005932,0.377609144782,0.829256091488,1,11,1,0,0,False,False,False,False,False
g549_registry_001208,repair5g549_theta_549001208,g546_g548_safe_no_gain_neighborhood_1207,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.02176675647,0.95,1,0.751142047716,1,0.35,0.75,0.72526009948,11,1,0,0,False,False,False,False,False
g549_registry_001209,repair5g549_theta_549001209,surrogate_guided_theta_if_model_exists_1208,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.857426785146,1.25,0.75,0.75,1,1,0.95,1,0.952053795892,0.483973732053,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001210,repair5g549_theta_549001210,negative_control_1209,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.939464121072,1.37981724037,0.35,0.75,1,9.98622002756,0,0,1,False,False,False,False,False
g549_registry_001211,repair5g549_theta_549001211,static_flow_local_perturbation_fulltheta_1210,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.07574264851,0.95,1,1.17290585419,1.17511384977,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001212,repair5g549_theta_549001212,lambda_flow_lambda_cong_sweep_1211,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03935392129,0.650406199188,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001213,repair5g549_theta_549001213,alpha_flow_wait_progress_sweep_1212,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.623756252487,0.95,1,1,0.498251003498,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001214,repair5g549_theta_549001214,edge_cost_clamp_sweep_1213,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.481597286805,11.7573844852,1,0,0,False,False,False,False,False
g549_registry_001215,repair5g549_theta_549001215,goal_projection_mode_ablation_1214,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.257018485963,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_001216,repair5g549_theta_549001216,alpha_cong_commit_nonprogress_sweep_1215,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.62992024016,1.25,0.75,0.75,1,1,0.95,1,1.4008991982,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001217,repair5g549_theta_549001217,g543_true_near_signal_neighborhood_1216,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.630010939978,0.277957844084,0.866734266531,1,11,1,0,0,False,False,False,False,False
g549_registry_001218,repair5g549_theta_549001218,g546_g548_safe_no_gain_neighborhood_1217,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.795759208482,0.95,1,0.97852524295,1,0.35,0.75,0.66308492383,11,1,0,0,False,False,False,False,False
g549_registry_001219,repair5g549_theta_549001219,surrogate_guided_theta_if_model_exists_1218,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.721036057928,1.25,0.75,0.75,1,1,0.95,1,1.21503806992,0.280392939214,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001220,repair5g549_theta_549001220,negative_control_1219,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.773716452567,0.784159431681,0.35,0.75,1,10.0810598379,0,0,1,False,False,False,False,False
g549_registry_001221,repair5g549_theta_549001221,static_flow_local_perturbation_fulltheta_1220,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.911975376049,0.95,1,1.10960898078,0.940081719837,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001222,repair5g549_theta_549001222,lambda_flow_lambda_cong_sweep_1221,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.4764020472,0.388082223836,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001223,repair5g549_theta_549001223,alpha_flow_wait_progress_sweep_1222,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.520677708645,0.95,1,1,0.426057647885,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001224,repair5g549_theta_549001224,edge_cost_clamp_sweep_1223,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.494432011136,9.09188581623,1,0,0,False,False,False,False,False
g549_registry_001225,repair5g549_theta_549001225,goal_projection_mode_ablation_1224,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.179776140448,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001226,repair5g549_theta_549001226,alpha_cong_commit_nonprogress_sweep_1225,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,0.56667486665,1.25,0.75,0.75,1,1,0.95,1,1.24048251903,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001227,repair5g549_theta_549001227,g543_true_near_signal_neighborhood_1226,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.632894134212,0.345303209394,1.08532207936,1,11,1,0,0,False,False,False,False,False
g549_registry_001228,repair5g549_theta_549001228,g546_g548_safe_no_gain_neighborhood_1227,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.426068747863,0.95,1,1.0086487827,1,0.35,0.75,0.789393821212,11,1,0,0,False,False,False,False,False
g549_registry_001229,repair5g549_theta_549001229,surrogate_guided_theta_if_model_exists_1228,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.03660727679,1.25,0.75,0.75,1,1,0.95,1,1.32742744515,1.22513184974,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001230,repair5g549_theta_549001230,negative_control_1229,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.960664078672,0.212533074934,0.35,0.75,1,10.9046621907,0,0,1,False,False,False,False,False
g549_registry_001231,repair5g549_theta_549001231,static_flow_local_perturbation_fulltheta_1230,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.810376379247,0.95,1,1.26933466133,0.960719278561,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001232,repair5g549_theta_549001232,lambda_flow_lambda_cong_sweep_1231,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.48208003584,0.181091637817,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001233,repair5g549_theta_549001233,alpha_flow_wait_progress_sweep_1232,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.695852358295,0.95,1,1,0.425619648761,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001234,repair5g549_theta_549001234,edge_cost_clamp_sweep_1233,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.917270665459,9.89489221022,1,0,0,False,False,False,False,False
g549_registry_001235,repair5g549_theta_549001235,goal_projection_mode_ablation_1234,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.151759196482,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_001236,repair5g549_theta_549001236,alpha_cong_commit_nonprogress_sweep_1235,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.0139002222,1.25,0.75,0.75,1,1,0.95,1,0.734276531447,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001237,repair5g549_theta_549001237,g543_true_near_signal_neighborhood_1236,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.722033955932,0.32798524403,0.775325949348,1,11,1,0,0,False,False,False,False,False
g549_registry_001238,repair5g549_theta_549001238,g546_g548_safe_no_gain_neighborhood_1237,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.637722224556,0.95,1,1.3815504369,1,0.35,0.75,0.749844500311,11,1,0,0,False,False,False,False,False
g549_registry_001239,repair5g549_theta_549001239,surrogate_guided_theta_if_model_exists_1238,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.17705419589,1.25,0.75,0.75,1,1,0.95,1,1.29363071274,0.175534748931,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001240,repair5g549_theta_549001240,negative_control_1239,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.535643928712,0.103426293147,0.35,0.75,1,11.0638578723,0,0,1,False,False,False,False,False
g549_registry_001241,repair5g549_theta_549001241,static_flow_local_perturbation_fulltheta_1240,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.708541582917,0.95,1,1.11013217974,0.831768136464,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001242,repair5g549_theta_549001242,lambda_flow_lambda_cong_sweep_1241,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.659342681315,1.43686662627,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001243,repair5g549_theta_549001243,alpha_flow_wait_progress_sweep_1242,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.400217949564,0.95,1,1,0.155464189072,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001244,repair5g549_theta_549001244,edge_cost_clamp_sweep_1243,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.254583240834,8.79057441885,1,0,0,False,False,False,False,False
g549_registry_001245,repair5g549_theta_549001245,goal_projection_mode_ablation_1244,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.687762124476,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_001246,repair5g549_theta_549001246,alpha_cong_commit_nonprogress_sweep_1245,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.43421188158,1.25,0.75,0.75,1,1,0.95,1,1.49262101476,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001247,repair5g549_theta_549001247,g543_true_near_signal_neighborhood_1246,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.31450517099,0.541086817826,0.835782578435,1,11,1,0,0,False,False,False,False,False
g549_registry_001248,repair5g549_theta_549001248,g546_g548_safe_no_gain_neighborhood_1247,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.214547570905,0.95,1,0.844661910676,1,0.35,0.75,0.29168991662,11,1,0,0,False,False,False,False,False
g549_registry_001249,repair5g549_theta_549001249,surrogate_guided_theta_if_model_exists_1248,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.15685908628,1.25,0.75,0.75,1,1,0.95,1,0.664218371563,0.418972262055,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001250,repair5g549_theta_549001250,negative_control_1249,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.838246323507,0.234314531371,0.35,0.75,1,9.07492185016,0,0,1,False,False,False,False,False
g549_registry_001251,repair5g549_theta_549001251,static_flow_local_perturbation_fulltheta_1250,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.853621892756,0.95,1,0.89003521993,1.02214535571,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001252,repair5g549_theta_549001252,lambda_flow_lambda_cong_sweep_1251,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.35707328585,1.07356135288,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001253,repair5g549_theta_549001253,alpha_flow_wait_progress_sweep_1252,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.0724016052,0.95,1,1,0.691326117348,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001254,repair5g549_theta_549001254,edge_cost_clamp_sweep_1253,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.311945376109,8.57327885344,1,0,0,False,False,False,False,False
g549_registry_001255,repair5g549_theta_549001255,goal_projection_mode_ablation_1254,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.9935500129,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001256,repair5g549_theta_549001256,alpha_cong_commit_nonprogress_sweep_1255,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.74838625323,1.25,0.75,0.75,1,1,0.95,1,0.880863238274,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001257,repair5g549_theta_549001257,g543_true_near_signal_neighborhood_1256,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.658224483551,0.274372851254,1.20432434135,1,11,1,0,0,False,False,False,False,False
g549_registry_001258,repair5g549_theta_549001258,g546_g548_safe_no_gain_neighborhood_1257,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.842461915076,0.95,1,0.759393131214,1,0.35,0.75,0.309328931342,11,1,0,0,False,False,False,False,False
g549_registry_001259,repair5g549_theta_549001259,surrogate_guided_theta_if_model_exists_1258,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.700407449185,1.25,0.75,0.75,1,1,0.95,1,0.9057498885,1.31681886636,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001260,repair5g549_theta_549001260,negative_control_1259,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.49844100312,0.298107903784,0.35,0.75,1,9.37226125548,0,0,1,False,False,False,False,False
g549_registry_001261,repair5g549_theta_549001261,static_flow_local_perturbation_fulltheta_1260,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.804508990982,0.95,1,1.0548020904,0.738429323141,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001262,repair5g549_theta_549001262,lambda_flow_lambda_cong_sweep_1261,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.705617588765,0.181817636365,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001263,repair5g549_theta_549001263,alpha_flow_wait_progress_sweep_1262,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.631211237578,0.95,1,1,0.699378101244,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001264,repair5g549_theta_549001264,edge_cost_clamp_sweep_1263,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.593326813346,10.100507799,1,0,0,False,False,False,False,False
g549_registry_001265,repair5g549_theta_549001265,goal_projection_mode_ablation_1264,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.755365489269,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_001266,repair5g549_theta_549001266,alpha_cong_commit_nonprogress_sweep_1265,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,0.632485985028,1.25,0.75,0.75,1,1,0.95,1,1.17866564267,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
