model,bootstrap_sample,top3_safe_oracle_capture_rate,safe_policy_sim_utility,candidate_induced_no_solution_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
agent_density_specialist_mixture,80,0.10833333333333334,0.009744171217666667,4,False,False,False,False,False
agent_density_specialist_mixture,81,0.09166666666666666,0.009452109519000003,3,False,False,False,False,False
agent_density_specialist_mixture,82,0.11666666666666667,0.006751784157166667,7,False,False,False,False,False
agent_density_specialist_mixture,83,0.175,0.005060359375333333,4,False,False,False,False,False
agent_density_specialist_mixture,84,0.15,0.005696637198583335,2,False,False,False,False,False
agent_density_specialist_mixture,85,0.15833333333333333,0.009027335018166665,5,False,False,False,False,False
agent_density_specialist_mixture,86,0.16666666666666666,0.009317727878166667,10,False,False,False,False,False
agent_density_specialist_mixture,87,0.09166666666666666,0.008261532744083335,8,False,False,False,False,False
agent_density_specialist_mixture,88,0.11666666666666667,0.007645312521333334,2,False,False,False,False,False
agent_density_specialist_mixture,89,0.175,0.004748683899249999,5,False,False,False,False,False
agent_density_specialist_mixture,90,0.15,0.009159714951166667,3,False,False,False,False,False
agent_density_specialist_mixture,91,0.13333333333333333,0.006331542686333334,5,False,False,False,False,False
agent_density_specialist_mixture,92,0.14166666666666666,0.005282776415499999,6,False,False,False,False,False
agent_density_specialist_mixture,93,0.125,0.008679725430250002,6,False,False,False,False,False
agent_density_specialist_mixture,94,0.16666666666666666,0.006057555482833334,12,False,False,False,False,False
agent_density_specialist_mixture,95,0.23333333333333334,0.0058017899665833315,8,False,False,False,False,False
agent_density_specialist_mixture,96,0.18333333333333332,0.0031879861064166666,0,False,False,False,False,False
agent_density_specialist_mixture,97,0.14166666666666666,0.006588956638583334,2,False,False,False,False,False
agent_density_specialist_mixture,98,0.075,0.005394739889083334,2,False,False,False,False,False
agent_density_specialist_mixture,99,0.15,0.00734360587091667,8,False,False,False,False,False
agent_density_specialist_mixture,100,0.14166666666666666,0.009790124356916669,5,False,False,False,False,False
agent_density_specialist_mixture,101,0.125,0.008931083357166665,6,False,False,False,False,False
agent_density_specialist_mixture,102,0.09166666666666666,0.011776073316333336,6,False,False,False,False,False
agent_density_specialist_mixture,103,0.11666666666666667,0.010238079081333335,6,False,False,False,False,False
agent_density_specialist_mixture,104,0.14166666666666666,0.009355829682333333,6,False,False,False,False,False
agent_density_specialist_mixture,105,0.10833333333333334,0.007751132181416667,6,False,False,False,False,False
agent_density_specialist_mixture,106,0.15,0.0075239883210833315,6,False,False,False,False,False
agent_density_specialist_mixture,107,0.15833333333333333,0.004052810920083333,6,False,False,False,False,False
agent_density_specialist_mixture,108,0.10833333333333334,0.005428647706166669,11,False,False,False,False,False
agent_density_specialist_mixture,109,0.14166666666666666,0.005946363053666666,6,False,False,False,False,False
agent_density_specialist_mixture,110,0.125,0.0074352219275833345,8,False,False,False,False,False
agent_density_specialist_mixture,111,0.10833333333333334,0.0105485477725,4,False,False,False,False,False
agent_density_specialist_mixture,112,0.075,0.010408107441750003,8,False,False,False,False,False
agent_density_specialist_mixture,113,0.175,0.007742150109166666,6,False,False,False,False,False
agent_density_specialist_mixture,114,0.125,0.008695559868416667,3,False,False,False,False,False
agent_density_specialist_mixture,115,0.1,0.010006561768166666,6,False,False,False,False,False
agent_density_specialist_mixture,116,0.15,0.007208357867000003,7,False,False,False,False,False
agent_density_specialist_mixture,117,0.14166666666666666,0.007921239770166668,3,False,False,False,False,False
agent_density_specialist_mixture,118,0.125,0.005398937754416667,11,False,False,False,False,False
agent_density_specialist_mixture,119,0.125,0.004735363469333334,10,False,False,False,False,False
agent_density_specialist_mixture,120,0.08333333333333333,0.007322756593250001,8,False,False,False,False,False
agent_density_specialist_mixture,121,0.06666666666666667,0.01139878964816667,10,False,False,False,False,False
agent_density_specialist_mixture,122,0.19166666666666668,0.004532619959166668,5,False,False,False,False,False
agent_density_specialist_mixture,123,0.125,0.009004508394666665,5,False,False,False,False,False
agent_density_specialist_mixture,124,0.13333333333333333,0.01002211664025,6,False,False,False,False,False
agent_density_specialist_mixture,125,0.14166666666666666,0.007665973301833333,5,False,False,False,False,False
agent_density_specialist_mixture,126,0.16666666666666666,0.004621066344333334,10,False,False,False,False,False
agent_density_specialist_mixture,127,0.13333333333333333,0.007912581850916665,11,False,False,False,False,False
agent_density_specialist_mixture,128,0.15,0.005809294234916665,6,False,False,False,False,False
agent_density_specialist_mixture,129,0.125,0.006618254009916669,10,False,False,False,False,False
agent_density_specialist_mixture,130,0.10833333333333334,0.008737518973166668,13,False,False,False,False,False
agent_density_specialist_mixture,131,0.175,0.007221681918749999,5,False,False,False,False,False
agent_density_specialist_mixture,132,0.125,0.007269695599333331,8,False,False,False,False,False
agent_density_specialist_mixture,133,0.15833333333333333,0.005422764675583331,10,False,False,False,False,False
agent_density_specialist_mixture,134,0.16666666666666666,0.0041630057450833344,9,False,False,False,False,False
agent_density_specialist_mixture,135,0.15,0.006656660400916665,8,False,False,False,False,False
agent_density_specialist_mixture,136,0.14166666666666666,0.009570893465583336,8,False,False,False,False,False
agent_density_specialist_mixture,137,0.125,0.006270878588333334,5,False,False,False,False,False
agent_density_specialist_mixture,138,0.1,0.008347870239666664,9,False,False,False,False,False
agent_density_specialist_mixture,139,0.15833333333333333,0.007335764066083333,3,False,False,False,False,False
agent_density_specialist_mixture,140,0.14166666666666666,0.00843399391375,5,False,False,False,False,False
agent_density_specialist_mixture,141,0.13333333333333333,0.007351207421583334,8,False,False,False,False,False
agent_density_specialist_mixture,142,0.11666666666666667,0.008010613217666667,6,False,False,False,False,False
agent_density_specialist_mixture,143,0.125,0.006163761150083334,4,False,False,False,False,False
agent_density_specialist_mixture,144,0.13333333333333333,0.005882265188416669,8,False,False,False,False,False
agent_density_specialist_mixture,145,0.10833333333333334,0.010721708756999999,5,False,False,False,False,False
agent_density_specialist_mixture,146,0.14166666666666666,0.008589112954416665,9,False,False,False,False,False
agent_density_specialist_mixture,147,0.15833333333333333,0.005726017363083335,7,False,False,False,False,False
agent_density_specialist_mixture,148,0.13333333333333333,0.0085384043885,3,False,False,False,False,False
agent_density_specialist_mixture,149,0.08333333333333333,0.011224015653166667,9,False,False,False,False,False
agent_density_specialist_mixture,150,0.15,0.00967594817375,4,False,False,False,False,False
agent_density_specialist_mixture,151,0.13333333333333333,0.01195515995333334,5,False,False,False,False,False
agent_density_specialist_mixture,152,0.125,0.00851217611575,8,False,False,False,False,False
agent_density_specialist_mixture,153,0.09166666666666666,0.004542501303416666,9,False,False,False,False,False
agent_density_specialist_mixture,154,0.15,0.009121097102000004,5,False,False,False,False,False
agent_density_specialist_mixture,155,0.10833333333333334,0.005294887662416664,3,False,False,False,False,False
agent_density_specialist_mixture,156,0.125,0.004766288993833331,11,False,False,False,False,False
agent_density_specialist_mixture,157,0.10833333333333334,0.007870302508833334,6,False,False,False,False,False
agent_density_specialist_mixture,158,0.15833333333333333,0.0034716614945000017,11,False,False,False,False,False
agent_density_specialist_mixture,159,0.19166666666666668,0.005691080714166667,7,False,False,False,False,False
agent_density_specialist_mixture,160,0.125,0.008027709060166664,8,False,False,False,False,False
agent_density_specialist_mixture,161,0.058333333333333334,0.008176545620749999,6,False,False,False,False,False
agent_density_specialist_mixture,162,0.125,0.00885069432133333,7,False,False,False,False,False
agent_density_specialist_mixture,163,0.16666666666666666,0.006685152995166667,8,False,False,False,False,False
agent_density_specialist_mixture,164,0.175,0.0018082710277500008,8,False,False,False,False,False
agent_density_specialist_mixture,165,0.08333333333333333,0.008106207704083337,6,False,False,False,False,False
agent_density_specialist_mixture,166,0.15833333333333333,0.007254012834249996,4,False,False,False,False,False
agent_density_specialist_mixture,167,0.05,0.011203346485083338,9,False,False,False,False,False
agent_density_specialist_mixture,168,0.125,0.007585127849416668,3,False,False,False,False,False
agent_density_specialist_mixture,169,0.1,0.004630808406083337,4,False,False,False,False,False
agent_density_specialist_mixture,170,0.16666666666666666,0.005721491789249998,7,False,False,False,False,False
agent_density_specialist_mixture,171,0.13333333333333333,0.005743821125666667,2,False,False,False,False,False
agent_density_specialist_mixture,172,0.125,0.010398681262166667,10,False,False,False,False,False
agent_density_specialist_mixture,173,0.1,0.008866290849333332,6,False,False,False,False,False
agent_density_specialist_mixture,174,0.1,0.007020250123333334,9,False,False,False,False,False
agent_density_specialist_mixture,175,0.16666666666666666,0.007898133226333332,5,False,False,False,False,False
agent_density_specialist_mixture,176,0.2,0.0015421679319999996,1,False,False,False,False,False
agent_density_specialist_mixture,177,0.14166666666666666,0.0074884463096666675,9,False,False,False,False,False
agent_density_specialist_mixture,178,0.06666666666666667,0.007047294384499997,9,False,False,False,False,False
agent_density_specialist_mixture,179,0.10833333333333334,0.006402925544833334,8,False,False,False,False,False
agent_density_specialist_mixture,180,0.09166666666666666,0.009891685259333337,5,False,False,False,False,False
agent_density_specialist_mixture,181,0.13333333333333333,0.0058677840613333325,7,False,False,False,False,False
agent_density_specialist_mixture,182,0.10833333333333334,0.005409902369083334,8,False,False,False,False,False
agent_density_specialist_mixture,183,0.13333333333333333,0.005694974381083333,5,False,False,False,False,False
agent_density_specialist_mixture,184,0.15833333333333333,0.007905835056249998,6,False,False,False,False,False
agent_density_specialist_mixture,185,0.13333333333333333,0.005007332419333333,13,False,False,False,False,False
agent_density_specialist_mixture,186,0.16666666666666666,0.007055286606999997,4,False,False,False,False,False
agent_density_specialist_mixture,187,0.20833333333333334,0.0051466484787500025,9,False,False,False,False,False
agent_density_specialist_mixture,188,0.18333333333333332,0.005828909555583335,5,False,False,False,False,False
agent_density_specialist_mixture,189,0.19166666666666668,0.007135858765916667,7,False,False,False,False,False
agent_density_specialist_mixture,190,0.13333333333333333,0.005392394695916666,9,False,False,False,False,False
agent_density_specialist_mixture,191,0.19166666666666668,0.005374155161500002,7,False,False,False,False,False
agent_density_specialist_mixture,192,0.16666666666666666,0.0049520923948333335,6,False,False,False,False,False
agent_density_specialist_mixture,193,0.1,0.009981536645333331,3,False,False,False,False,False
agent_density_specialist_mixture,194,0.2,0.007543745104499999,4,False,False,False,False,False
agent_density_specialist_mixture,195,0.15,0.008908537473583332,5,False,False,False,False,False
agent_density_specialist_mixture,196,0.125,0.011202557718083336,5,False,False,False,False,False
agent_density_specialist_mixture,197,0.14166666666666666,0.004065844725583333,9,False,False,False,False,False
agent_density_specialist_mixture,198,0.1,0.00893380185275,11,False,False,False,False,False
agent_density_specialist_mixture,199,0.15,0.007117802775916663,6,False,False,False,False,False
agent_density_specialist_mixture,200,0.13333333333333333,0.010086115394000004,5,False,False,False,False,False
agent_density_specialist_mixture,201,0.13333333333333333,0.008146435779833332,10,False,False,False,False,False
agent_density_specialist_mixture,202,0.18333333333333332,0.005846970128666666,7,False,False,False,False,False
agent_density_specialist_mixture,203,0.15833333333333333,0.012599357094083333,6,False,False,False,False,False
agent_density_specialist_mixture,204,0.08333333333333333,0.0101207704265,9,False,False,False,False,False
agent_density_specialist_mixture,205,0.18333333333333332,0.005244541635333335,12,False,False,False,False,False
agent_density_specialist_mixture,206,0.125,0.009603021266166665,8,False,False,False,False,False
agent_density_specialist_mixture,207,0.09166666666666666,0.006566901467583334,6,False,False,False,False,False
agent_density_specialist_mixture,208,0.175,0.006733692007000001,4,False,False,False,False,False
agent_density_specialist_mixture,209,0.1,0.008126894350750003,6,False,False,False,False,False
agent_density_specialist_mixture,210,0.125,0.008577172785583337,4,False,False,False,False,False
agent_density_specialist_mixture,211,0.15,0.008034858525416667,5,False,False,False,False,False
agent_density_specialist_mixture,212,0.13333333333333333,0.004769049121083334,7,False,False,False,False,False
agent_density_specialist_mixture,213,0.11666666666666667,0.009661325377500002,9,False,False,False,False,False
agent_density_specialist_mixture,214,0.15833333333333333,0.011927416253500002,2,False,False,False,False,False
agent_density_specialist_mixture,215,0.14166666666666666,0.008847165134166666,5,False,False,False,False,False
agent_density_specialist_mixture,216,0.14166666666666666,0.009474952392416663,7,False,False,False,False,False
agent_density_specialist_mixture,217,0.15833333333333333,0.005158936935166667,6,False,False,False,False,False
agent_density_specialist_mixture,218,0.175,0.007336181159083332,5,False,False,False,False,False
agent_density_specialist_mixture,219,0.16666666666666666,0.006547155008500002,3,False,False,False,False,False
agent_density_specialist_mixture,220,0.175,0.008741030071499999,6,False,False,False,False,False
agent_density_specialist_mixture,221,0.16666666666666666,0.005690131320833334,6,False,False,False,False,False
agent_density_specialist_mixture,222,0.125,0.007257555228666667,5,False,False,False,False,False
agent_density_specialist_mixture,223,0.125,0.007906060393583332,4,False,False,False,False,False
agent_density_specialist_mixture,224,0.125,0.011733432393666665,9,False,False,False,False,False
agent_density_specialist_mixture,225,0.10833333333333334,0.0073463442405000004,6,False,False,False,False,False
agent_density_specialist_mixture,226,0.14166666666666666,0.010413088792416664,9,False,False,False,False,False
agent_density_specialist_mixture,227,0.15,0.0067004391063333335,12,False,False,False,False,False
agent_density_specialist_mixture,228,0.16666666666666666,0.009480183558916664,4,False,False,False,False,False
agent_density_specialist_mixture,229,0.13333333333333333,0.006293211878000001,5,False,False,False,False,False
agent_density_specialist_mixture,230,0.13333333333333333,0.011228490931083334,6,False,False,False,False,False
agent_density_specialist_mixture,231,0.13333333333333333,0.007157906910333332,10,False,False,False,False,False
agent_density_specialist_mixture,232,0.18333333333333332,0.007582335638333332,6,False,False,False,False,False
agent_density_specialist_mixture,233,0.11666666666666667,0.009758072712583336,6,False,False,False,False,False
agent_density_specialist_mixture,234,0.14166666666666666,0.00480641230175,5,False,False,False,False,False
agent_density_specialist_mixture,235,0.058333333333333334,0.010208777230833332,11,False,False,False,False,False
agent_density_specialist_mixture,236,0.09166666666666666,0.007346734112333332,3,False,False,False,False,False
agent_density_specialist_mixture,237,0.15833333333333333,0.00651423882141667,2,False,False,False,False,False
agent_density_specialist_mixture,238,0.10833333333333334,0.005756789726333333,4,False,False,False,False,False
agent_density_specialist_mixture,239,0.125,0.008994321616083331,8,False,False,False,False,False
agent_density_specialist_mixture,240,0.14166666666666666,0.00402131864533333,7,False,False,False,False,False
agent_density_specialist_mixture,241,0.19166666666666668,0.007410483772166667,6,False,False,False,False,False
agent_density_specialist_mixture,242,0.10833333333333334,0.010730597517000003,7,False,False,False,False,False
agent_density_specialist_mixture,243,0.125,0.008324937411666662,7,False,False,False,False,False
agent_density_specialist_mixture,244,0.15833333333333333,0.008340238088916664,4,False,False,False,False,False
agent_density_specialist_mixture,245,0.11666666666666667,0.0049264356980000005,7,False,False,False,False,False
agent_density_specialist_mixture,246,0.1,0.006977423638000001,10,False,False,False,False,False
agent_density_specialist_mixture,247,0.11666666666666667,0.009328384315833337,6,False,False,False,False,False
agent_density_specialist_mixture,248,0.125,0.009822929890666666,9,False,False,False,False,False
agent_density_specialist_mixture,249,0.14166666666666666,0.011774568513916669,3,False,False,False,False,False
agent_density_specialist_mixture,250,0.13333333333333333,0.003665046766249999,14,False,False,False,False,False
agent_density_specialist_mixture,251,0.08333333333333333,0.009825122646999999,5,False,False,False,False,False
agent_density_specialist_mixture,252,0.13333333333333333,0.008689650225083338,3,False,False,False,False,False
agent_density_specialist_mixture,253,0.10833333333333334,0.007666544146333332,7,False,False,False,False,False
agent_density_specialist_mixture,254,0.11666666666666667,0.0038958229860833332,7,False,False,False,False,False
agent_density_specialist_mixture,255,0.13333333333333333,0.006825933616999998,7,False,False,False,False,False
agent_density_specialist_mixture,256,0.15,0.005259934358000001,3,False,False,False,False,False
agent_density_specialist_mixture,257,0.10833333333333334,0.0068849989472500005,9,False,False,False,False,False
agent_density_specialist_mixture,258,0.075,0.008862723421333337,7,False,False,False,False,False
agent_density_specialist_mixture,259,0.13333333333333333,0.009351045495500003,5,False,False,False,False,False
agent_density_specialist_mixture,260,0.125,0.009715024468250002,10,False,False,False,False,False
agent_density_specialist_mixture,261,0.11666666666666667,0.0056025270068333355,8,False,False,False,False,False
agent_density_specialist_mixture,262,0.13333333333333333,0.005208238781833337,7,False,False,False,False,False
agent_density_specialist_mixture,263,0.10833333333333334,0.011579423123,13,False,False,False,False,False
agent_density_specialist_mixture,264,0.1,0.008148945758916667,9,False,False,False,False,False
agent_density_specialist_mixture,265,0.175,0.008165266275833334,3,False,False,False,False,False
agent_density_specialist_mixture,266,0.08333333333333333,0.008913774513583333,9,False,False,False,False,False
agent_density_specialist_mixture,267,0.05,0.009608362627916667,10,False,False,False,False,False
agent_density_specialist_mixture,268,0.13333333333333333,0.008138734349916667,4,False,False,False,False,False
agent_density_specialist_mixture,269,0.125,0.008727541588416666,7,False,False,False,False,False
agent_density_specialist_mixture,270,0.18333333333333332,0.006853667140416664,6,False,False,False,False,False
agent_density_specialist_mixture,271,0.08333333333333333,0.006981300409916667,13,False,False,False,False,False
agent_density_specialist_mixture,272,0.15,0.006369868698583334,6,False,False,False,False,False
agent_density_specialist_mixture,273,0.11666666666666667,0.006259897515166664,11,False,False,False,False,False
agent_density_specialist_mixture,274,0.09166666666666666,0.0080804409255,9,False,False,False,False,False
agent_density_specialist_mixture,275,0.15833333333333333,0.004098827824916667,6,False,False,False,False,False
agent_density_specialist_mixture,276,0.14166666666666666,0.0045590600578333355,5,False,False,False,False,False
agent_density_specialist_mixture,277,0.11666666666666667,0.010552327939833333,8,False,False,False,False,False
agent_density_specialist_mixture,278,0.11666666666666667,0.005745959948166668,5,False,False,False,False,False
agent_density_specialist_mixture,279,0.11666666666666667,0.011671196228083337,4,False,False,False,False,False
agent_density_specialist_mixture,280,0.14166666666666666,0.008893202951833332,10,False,False,False,False,False
agent_density_specialist_mixture,281,0.125,0.006488020947666666,3,False,False,False,False,False
agent_density_specialist_mixture,282,0.15833333333333333,0.0016949800461666664,7,False,False,False,False,False
agent_density_specialist_mixture,283,0.10833333333333334,0.012371705034416668,6,False,False,False,False,False
agent_density_specialist_mixture,284,0.175,0.005460274219416667,4,False,False,False,False,False
agent_density_specialist_mixture,285,0.15833333333333333,0.004471225958416667,6,False,False,False,False,False
agent_density_specialist_mixture,286,0.10833333333333334,0.00680208674716667,7,False,False,False,False,False
agent_density_specialist_mixture,287,0.14166666666666666,0.006745782904166664,6,False,False,False,False,False
agent_density_specialist_mixture,288,0.14166666666666666,0.0054169604119999985,8,False,False,False,False,False
agent_density_specialist_mixture,289,0.13333333333333333,0.008414761211666665,13,False,False,False,False,False
agent_density_specialist_mixture,290,0.15,0.003134100756666668,8,False,False,False,False,False
agent_density_specialist_mixture,291,0.10833333333333334,0.00330371171275,6,False,False,False,False,False
agent_density_specialist_mixture,292,0.15833333333333333,0.0076168987314166655,8,False,False,False,False,False
agent_density_specialist_mixture,293,0.15833333333333333,0.00484109072025,6,False,False,False,False,False
agent_density_specialist_mixture,294,0.18333333333333332,0.00967827593666667,5,False,False,False,False,False
agent_density_specialist_mixture,295,0.18333333333333332,0.004709849305583334,4,False,False,False,False,False
agent_density_specialist_mixture,296,0.125,0.007183881929249998,11,False,False,False,False,False
agent_density_specialist_mixture,297,0.11666666666666667,0.007360122988333333,8,False,False,False,False,False
agent_density_specialist_mixture,298,0.15,0.0064602126124999985,7,False,False,False,False,False
agent_density_specialist_mixture,299,0.15833333333333333,0.007285436999833333,8,False,False,False,False,False
budget_aware_region_then_candidate_ranker,0,0.18333333333333332,0.008891680007666674,7,False,False,False,False,False
budget_aware_region_then_candidate_ranker,1,0.18333333333333332,0.004918733782000004,4,False,False,False,False,False
budget_aware_region_then_candidate_ranker,2,0.14166666666666666,0.009860782279416669,3,False,False,False,False,False
budget_aware_region_then_candidate_ranker,3,0.175,0.006289402519583336,7,False,False,False,False,False
budget_aware_region_then_candidate_ranker,4,0.15,0.00573508042491667,5,False,False,False,False,False
budget_aware_region_then_candidate_ranker,5,0.21666666666666667,0.006207606573583335,2,False,False,False,False,False
budget_aware_region_then_candidate_ranker,6,0.14166666666666666,0.008779553177250004,2,False,False,False,False,False
budget_aware_region_then_candidate_ranker,7,0.11666666666666667,0.005931218506083334,5,False,False,False,False,False
budget_aware_region_then_candidate_ranker,8,0.18333333333333332,0.005235652422583337,1,False,False,False,False,False
budget_aware_region_then_candidate_ranker,9,0.16666666666666666,0.008334714419083336,3,False,False,False,False,False
budget_aware_region_then_candidate_ranker,10,0.10833333333333334,0.006784014263583336,3,False,False,False,False,False
budget_aware_region_then_candidate_ranker,11,0.11666666666666667,0.006454475664500003,4,False,False,False,False,False
budget_aware_region_then_candidate_ranker,12,0.11666666666666667,0.009156609955500003,5,False,False,False,False,False
budget_aware_region_then_candidate_ranker,13,0.15,0.0027881784379166674,9,False,False,False,False,False
budget_aware_region_then_candidate_ranker,14,0.18333333333333332,0.0050088033605000006,5,False,False,False,False,False
budget_aware_region_then_candidate_ranker,15,0.125,0.008093604761416672,7,False,False,False,False,False
