g550_active_probe_row_id,execution_mode,counts_as_new_g546_solver_row,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g549_solver_row,probe_materialized,no_probe_reason,panel,route,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,fresh_seed_block,theta_cluster,registry_label,candidate_group,fulltheta_registry_row_id,counts_as_g549_calibration_topup,counts_as_g549_fulltheta_replay,context_horizon_key,fulltheta_fingerprint_match,fulltheta_fingerprint_mismatched_fields,counts_as_new_g550_solver_row,g550_stage
g550_active_probe_00000000,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,random-32-32-20,random,100,1740,2000,0,True,True,1.38250114521,3018,2183,614.7316,50,4899,1518,0,0.0884104443426,False,-0.0939074667888,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,0,1,0,100,2000,0,1518,15.18,0,50,0,4899,0.5,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,additive_ltm,,,,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000095,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000093,repair5g550_theta_550000093,repair5g550_theta_550000093,g549_true_region_dense_local_perturbation,random-32-32-20,random,100,1740,2000,0,True,True,1.24095281722,2709,2183,891.0266,46,4500,1518,-0.141548327989,-0.0531378836464,False,-0.0939074667888,True,ed34224b8eee8151,alpha_commit=1.0249999999999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.0249999999999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.0700000000000001|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.90000000000000002|lambda_flow=1.1899999999999999|min_edge_cost=0.68320271106899999|max_edge_cost=11.8357745329|goal_projection_mode=flow_shield|flow_shield_beta=0.29399999999999998|max_flow_shield=0.70499999999999996,14650fb0739d0383,1.25,1.025,1.25,0.75,0.75,1,1.07,0.95,1,0.9,1.19,0.294,0.705,0.683202711069,11.8357745329,1,0,0,0,1,0,100,2000,0,1518,15.18,0,46,0,4500,0.46,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_dense_local_perturbation,local_0092_17,g549_true_region_dense_local_perturbation,g550_registry_000093,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000096,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000094,repair5g550_theta_550000094,repair5g550_theta_550000094,g549_true_region_dense_local_perturbation,random-32-32-20,random,100,1740,2000,0,True,True,1.20659642694,2634,2183,986.4508,46,4499,1518,-0.175904718278,-0.087494273935,False,-0.0939074667888,True,fe7f6accc38baa83,alpha_commit=1.425|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.425|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.82999999999999996|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.1399999999999999|lambda_flow=1.0700000000000001|min_edge_cost=0.68958778313500002|max_edge_cost=11.3299722024|goal_projection_mode=flow_shield|flow_shield_beta=0.378|max_flow_shield=0.87749999999999995,14650fb0739d0383,1.25,1.425,1.25,0.75,0.75,1,0.83,0.95,1,1.14,1.07,0.378,0.8775,0.689587783135,11.3299722024,1,0,0,0,1,0,100,2000,0,1518,15.18,0,46,0,4499,0.46,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_dense_local_perturbation,local_0093_18,g549_true_region_dense_local_perturbation,g550_registry_000094,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000097,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000095,repair5g550_theta_550000095,repair5g550_theta_550000095,g549_true_region_dense_local_perturbation,random-32-32-20,random,100,1740,2000,0,True,True,1.27530920751,2784,2183,827.8342,48,4700,1518,-0.1071919377,-0.0187814933578,False,-0.0939074667888,True,faa4adec28c6f5,alpha_commit=1.325|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.325|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.1799999999999999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.1599999999999999|lambda_flow=1.1699999999999999|min_edge_cost=0.72789821553099998|max_edge_cost=11.8357745329|goal_projection_mode=flow_shield|flow_shield_beta=0.40600000000000003|max_flow_shield=0.70499999999999996,14650fb0739d0383,1.25,1.325,1.25,0.75,0.75,1,1.18,0.95,1,1.16,1.17,0.406,0.705,0.727898215531,11.8357745329,1,0,0,0,1,0,100,2000,0,1518,15.18,0,48,0,4700,0.48,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_dense_local_perturbation,local_0094_19,g549_true_region_dense_local_perturbation,g550_registry_000095,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000098,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000096,repair5g550_theta_550000096,repair5g550_theta_550000096,g549_true_region_dense_local_perturbation,random-32-32-20,random,100,1740,2000,0,True,True,1.30279431974,2844,2183,1074.2683,46,4499,1518,-0.0797068254695,0.00870361887311,False,-0.0939074667888,True,a6628e2ac98c1e6e,alpha_commit=1.0125|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.0125|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.78000000000000003|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.84999999999999998|lambda_flow=0.88|min_edge_cost=0.58104155801199997|max_edge_cost=11.8357745329|goal_projection_mode=flow_shield|flow_shield_beta=0.41999999999999998|max_flow_shield=0.62250000000000005,14650fb0739d0383,1.25,1.0125,1.25,0.75,0.75,1,0.78,0.95,1,0.85,0.88,0.42,0.6225,0.581041558012,11.8357745329,1,0,0,0,1,0,100,2000,0,1518,15.18,0,46,0,4499,0.46,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_dense_local_perturbation,local_0095_20,g549_true_region_dense_local_perturbation,g550_registry_000096,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000099,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000097,repair5g550_theta_550000097,repair5g550_theta_550000097,g549_true_region_dense_local_perturbation,random-32-32-20,random,100,1740,2000,0,True,True,1.28080622996,2796,2183,890.8798,47,4598,1518,-0.101694915254,-0.0132844709116,False,-0.0939074667888,True,37c1702d027af853,alpha_commit=1.1125|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1125|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.1599999999999999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.93000000000000005|lambda_flow=0.90000000000000002|min_edge_cost=0.67043256693700004|max_edge_cost=8.9021210161699997|goal_projection_mode=flow_shield|flow_shield_beta=0.30099999999999999|max_flow_shield=0.68999999999999995,14650fb0739d0383,1.25,1.1125,1.25,0.75,0.75,1,1.16,0.95,1,0.93,0.9,0.301,0.69,0.670432566937,8.90212101617,1,0,0,0,1,0,100,2000,0,1518,15.18,0,47,0,4598,0.47,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_dense_local_perturbation,local_0096_21,g549_true_region_dense_local_perturbation,g550_registry_000097,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000100,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000098,repair5g550_theta_550000098,repair5g550_theta_550000098,g549_true_region_dense_local_perturbation,random-32-32-20,random,100,1740,2000,0,True,True,1.26431516262,2760,2183,794.8332,49,4799,1518,-0.118185982593,-0.0297755382501,False,-0.0939074667888,True,201db5f0ae11223a,alpha_commit=1.3125|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3125|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.93000000000000005|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.87|lambda_flow=1.04|min_edge_cost=0.69597285520100005|max_edge_cost=11.228811736300001|goal_projection_mode=flow_shield|flow_shield_beta=0.32900000000000001|max_flow_shield=0.85499999999999998,14650fb0739d0383,1.25,1.3125,1.25,0.75,0.75,1,0.93,0.95,1,0.87,1.04,0.329,0.855,0.695972855201,11.2288117363,1,0,0,0,1,0,100,2000,0,1518,15.18,0,49,0,4799,0.49,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_dense_local_perturbation,local_0097_22,g549_true_region_dense_local_perturbation,g550_registry_000098,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000101,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000099,repair5g550_theta_550000099,repair5g550_theta_550000099,g549_true_region_dense_local_perturbation,random-32-32-20,random,100,1740,2000,0,True,True,1.2620247366,2755,2183,822.9181,48,4700,1518,-0.120476408612,-0.0320659642694,False,-0.0939074667888,True,52a00857cd63590a,alpha_commit=1.3875|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3875|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.83999999999999997|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.0900000000000001|lambda_flow=0.79000000000000004|min_edge_cost=0.68320271106899999|max_edge_cost=8.9021210161699997|goal_projection_mode=flow_shield|flow_shield_beta=0.31850000000000001|max_flow_shield=0.70499999999999996,14650fb0739d0383,1.25,1.3875,1.25,0.75,0.75,1,0.84,0.95,1,1.09,0.79,0.3185,0.705,0.683202711069,8.90212101617,1,0,0,0,1,0,100,2000,0,1518,15.18,0,48,0,4700,0.48,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_dense_local_perturbation,local_0098_23,g549_true_region_dense_local_perturbation,g550_registry_000099,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000102,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000100,repair5g550_theta_550000100,repair5g550_theta_550000100,g549_true_region_centroid,random-32-32-20,random,100,1740,2000,0,True,True,1.27072835547,2774,2183,875.8163,52,5097,1518,-0.111772789739,-0.0233623453962,False,-0.0939074667888,True,6814659a638f89e0,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.63920401340199995|max_edge_cost=10.112552326599999|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.639204013402,10.1125523266,1,0,0,0,1,0,100,2000,0,1518,15.18,0,52,0,5097,0.52,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_centroid,centroid_0099,g549_true_region_centroid,g550_registry_000100,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000103,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000101,repair5g550_theta_550000101,repair5g550_theta_550000101,conservative_shrinkage_25,random-32-32-20,random,100,1740,2000,0,True,True,1.27072835547,2774,2183,864.7275,52,5097,1518,-0.111772789739,-0.0233623453962,False,-0.0939074667888,True,651f4b0d09571bc0,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.909801003351|max_edge_cost=10.7781380817|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.909801003351,10.7781380817,1,0,0,0,1,0,100,2000,0,1518,15.18,0,52,0,5097,0.52,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,conservative_shrinkage_25,shrink_25_0100,conservative_shrinkage_25,g550_registry_000101,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000104,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000102,repair5g550_theta_550000102,repair5g550_theta_550000102,conservative_shrinkage_50,random-32-32-20,random,100,1740,2000,0,True,True,1.27072835547,2774,2183,785.7292,52,5097,1518,-0.111772789739,-0.0233623453962,False,-0.0939074667888,True,1557c785a6d18b34,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.81960200670100003|max_edge_cost=10.5562761633|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.819602006701,10.5562761633,1,0,0,0,1,0,100,2000,0,1518,15.18,0,52,0,5097,0.52,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,conservative_shrinkage_50,shrink_50_0101,conservative_shrinkage_50,g550_registry_000102,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000105,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000103,repair5g550_theta_550000103,repair5g550_theta_550000103,conservative_shrinkage_75,random-32-32-20,random,100,1740,2000,0,True,True,1.27072835547,2774,2183,1065.7007,52,5097,1518,-0.111772789739,-0.0233623453962,False,-0.0939074667888,True,fc58151d625b44d1,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.72940301005200003|max_edge_cost=10.334414245|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.729403010052,10.334414245,1,0,0,0,1,0,100,2000,0,1518,15.18,0,52,0,5097,0.52,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,conservative_shrinkage_75,shrink_75_0102,conservative_shrinkage_75,g550_registry_000103,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000106,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000104,repair5g550_theta_550000104,repair5g550_theta_550000104,g549_true_region_best_examples,random-32-32-20,random,100,1740,2000,0,True,True,1.27072835547,2774,2183,928.3174,52,5097,1518,-0.111772789739,-0.0233623453962,False,-0.0939074667888,True,4d374f1469abf8b1,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.78405293189400005|max_edge_cost=9.4864330271299995|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.784052931894,9.48643302713,1,0,0,0,1,0,100,2000,0,1518,15.18,0,52,0,5097,0.52,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_best_examples,best_0_0103,g549_true_region_best_examples,g550_registry_000104,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000107,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000105,repair5g550_theta_550000105,repair5g550_theta_550000105,g549_true_region_best_examples,random-32-32-20,random,100,1740,2000,0,True,True,1.27072835547,2774,2183,812.3738,52,5097,1518,-0.111772789739,-0.0233623453962,False,-0.0939074667888,True,1be15b2ff8ad7198,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.935277379445|max_edge_cost=10.097583804799999|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.935277379445,10.0975838048,1,0,0,0,1,0,100,2000,0,1518,15.18,0,52,0,5097,0.52,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_best_examples,best_1_0104,g549_true_region_best_examples,g550_registry_000105,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
g550_active_probe_00000108,new_g550_active_theta_search_solver_row,True,True,random-32-32-20|100|1740|2000|0|14650fb0739d0383,random-32-32-20|a100|s1740|it0|g550_active_theta_search_random_32_32_20_a100_s1740_hc0_short2000_t050_i2_b2000,generated_theta::repair5g550_theta_550000106,repair5g550_theta_550000106,repair5g550_theta_550000106,g549_true_region_best_examples,random-32-32-20,random,100,1740,2000,0,True,True,1.27072835547,2774,2183,978.9615,52,5097,1518,-0.111772789739,-0.0233623453962,False,-0.0939074667888,True,df110d40912a658e,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.27825619348800001|max_edge_cost=9.0893938212100007|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.278256193488,9.08939382121,1,0,0,0,1,0,100,2000,0,1518,15.18,0,52,0,5097,0.52,20,0.2,0.2,0.45,False,False,False,False,False,True,True,,active_theta_search,D_active_theta_boundary_search,c0_short2000_t050_i2,2000,2000,0.5,2,1740_1759,g549_true_region_best_examples,best_2_0105,g549_true_region_best_examples,g550_registry_000106,,,random-32-32-20|100|1740|2000|c0_short2000_t050_i2,True,,True,g550_active_theta_search
