map,agents,seed,scen,baseline_method,contender_method,baseline_success,contender_success,baseline_ratio,contender_ratio,delta_ratio,contender_better
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,always_additive_defer,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,lacam_star,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.19076212471,1.18891454965,-0.0018475750599999952,True
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,repair5e3_split_guarded_selector,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker_force_additive_parity,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,21,maze-32-32-4-random-21.scen,lacam_star_ltm,repair5e_caseb_ood_guard_distilled,True,True,1.19076212471,1.19076212471,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,always_additive_defer,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,lacam_star,True,True,1.18532014576,1.20874544508,0.023425299319999926,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,repair5e3_split_guarded_selector,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker,True,True,1.18532014576,1.18532014576,0.0,False
maze-32-32-4,50,22,maze-32-32-4-random-22.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker_force_additive_parity,True,True,1.18532014576,1.18532014576,0.0,False
