utility_id,context_budget_iteration_key,map,map_family,agents,seed,budget_ms,iteration,candidate_id,best_candidate,best_candidate_excluding_additive,best_flow_candidate,best_c_only_candidate,candidate_delta_vs_additive,candidate_delta_vs_static_flow_shield,candidate_delta_vs_c_only,solver_facing_utility,candidate_safe_positive,candidate_high_margin,candidate_harmful,actual_success_regression,candidate_harmful_non_success,expanded_node_regression,fallback_to_additive,pairwise_A_beats_B,high_margin_opportunity_group,family_specific_opportunity,budget_sensitive_opportunity,iteration_depth_sensitive_opportunity,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g534_utility_00000125,maze-32-32-4|100|147|500|0,maze-32-32-4,maze,100,147,500,0,repair5g59_block_heavy_flow_guard,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000126,maze-32-32-4|100|147|500|0,maze-32-32-4,maze,100,147,500,0,repair5g59_commit_heavy_flow_guard,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000127,maze-32-32-4|100|147|500|0,maze-32-32-4,maze,100,147,500,0,repair5g59_wait_conservative,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000144,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_static_flow_shield,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000145,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_c_only_f_disabled,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000146,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_light_cong_light_flow,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000147,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_block_heavy_flow_guard,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000148,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_commit_heavy_flow_guard,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000149,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_wait_conservative,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000150,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_wait_aggressive,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000152,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_high_beta_cap_safe,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000153,maze-32-32-4|100|149|500|0,maze-32-32-4,maze,100,149,500,0,repair5g59_low_beta_high_cap,repair5g59_additive_fallback,repair5g59_flow_decay,repair5g59_flow_decay,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000181,maze-32-32-4|100|152|500|0,maze-32-32-4,maze,100,152,500,0,repair5g59_commit_heavy_flow_guard,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,0,0,-0.02,False,False,True,False,True,True,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000333,random-32-32-20|100|146|500|0,random-32-32-20,random,100,146,500,0,repair5g59_light_cong_light_flow,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,-1.28283302064,-1.28283302064,-1,False,False,True,True,False,False,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000358,random-32-32-20|100|148|500|0,random-32-32-20,random,100,148,500,0,repair5g59_wait_conservative,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,-1.31075514874,-1.31075514874,-1,False,False,True,True,False,False,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000366,random-32-32-20|100|149|500|0,random-32-32-20,random,100,149,500,0,repair5g59_light_cong_light_flow,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,-1.32820512821,-1.32820512821,-1,False,False,True,True,False,False,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000390,random-32-32-20|100|151|500|0,random-32-32-20,random,100,151,500,0,repair5g59_commit_heavy_flow_guard,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,-1.31568816169,-1.31568816169,-1,False,False,True,True,False,False,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000399,random-32-32-20|100|152|500|0,random-32-32-20,random,100,152,500,0,repair5g59_light_cong_light_flow,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,-1.32794759825,-1.32794759825,-1,False,False,True,True,False,False,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000423,random-32-32-20|100|154|500|0,random-32-32-20,random,100,154,500,0,repair5g59_commit_heavy_flow_guard,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,-1.26186046512,-1.26186046512,-1,False,False,True,True,False,False,True,,False,True,True,False,False,False,False,False,False
g534_utility_00000431,random-32-32-20|100|155|500|0,random-32-32-20,random,100,155,500,0,repair5g59_c_only_f_disabled,repair5g59_additive_fallback,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_additive_fallback,0,-1.25489303596,0,-1,False,False,True,True,False,False,True,,False,True,True,False,False,False,False,False,False
